context: Okay, on to the next scene. response:	Yuki, use your magic to take out Mikuru.
context: How?\Miss Nagato's cooperated with us.\What did you do to Miss Asahina?\She just removed her ability to shoot lasers.\I'm not really sure, either.\Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.\What's a TFEI?\It's an acronym that my organization just assigned to them. response:	You don't need to know what it stands for.
context: Miss Nagato's cooperated with us.\What did you do to Miss Asahina?\She just removed her ability to shoot lasers.\I'm not really sure, either.\Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.\What's a TFEI?\It's an acronym that my organization just assigned to them.\You don't need to know what it stands for. response:	But I get the feeling that Miss Nagato is unusual, even amongst them.
context: What did you do to Miss Asahina?\She just removed her ability to shoot lasers.\I'm not really sure, either.\Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.\What's a TFEI?\It's an acronym that my organization just assigned to them.\You don't need to know what it stands for.\But I get the feeling that Miss Nagato is unusual, even amongst them. response:	Oh, about that thing earlier.
context: She just removed her ability to shoot lasers.\I'm not really sure, either.\Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.\What's a TFEI?\It's an acronym that my organization just assigned to them.\You don't need to know what it stands for.\But I get the feeling that Miss Nagato is unusual, even amongst them.\Oh, about that thing earlier. response:	On the way back from the convenience store one night, a taxi passed me.
context: I'm not really sure, either.\Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.\What's a TFEI?\It's an acronym that my organization just assigned to them.\You don't need to know what it stands for.\But I get the feeling that Miss Nagato is unusual, even amongst them.\Oh, about that thing earlier.\On the way back from the convenience store one night, a taxi passed me. response:	Available Car
context: Unlike the other TFEIs terminals, Miss Nagato doesn't speak very much.\What's a TFEI?\It's an acronym that my organization just assigned to them.\You don't need to know what it stands for.\But I get the feeling that Miss Nagato is unusual, even amongst them.\Oh, about that thing earlier.\On the way back from the convenience store one night, a taxi passed me.\Available Car response:	Available Car And I glanced at its available car light,
context: What's a TFEI?\It's an acronym that my organization just assigned to them.\You don't need to know what it stands for.\But I get the feeling that Miss Nagato is unusual, even amongst them.\Oh, about that thing earlier.\On the way back from the convenience store one night, a taxi passed me.\Available Car\Available Car And I glanced at its available car light, response:	And I glanced at its available car light,
context: It's an acronym that my organization just assigned to them.\You don't need to know what it stands for.\But I get the feeling that Miss Nagato is unusual, even amongst them.\Oh, about that thing earlier.\On the way back from the convenience store one night, a taxi passed me.\Available Car\Available Car And I glanced at its available car light,\And I glanced at its available car light, response:	but it looked like beloved car to me.
context: You don't need to know what it stands for.\But I get the feeling that Miss Nagato is unusual, even amongst them.\Oh, about that thing earlier.\On the way back from the convenience store one night, a taxi passed me.\Available Car\Available Car And I glanced at its available car light,\And I glanced at its available car light,\but it looked like beloved car to me. response:	That's surprising.
context: But I get the feeling that Miss Nagato is unusual, even amongst them.\Oh, about that thing earlier.\On the way back from the convenience store one night, a taxi passed me.\Available Car\Available Car And I glanced at its available car light,\And I glanced at its available car light,\but it looked like beloved car to me.\That's surprising. response:	But before I could take another look at it, it drove off.
context: Oh, about that thing earlier.\On the way back from the convenience store one night, a taxi passed me.\Available Car\Available Car And I glanced at its available car light,\And I glanced at its available car light,\but it looked like beloved car to me.\That's surprising.\But before I could take another look at it, it drove off. response:	And that's when I realized that maybe what I'm missing in my life is love.
context: On the way back from the convenience store one night, a taxi passed me.\Available Car\Available Car And I glanced at its available car light,\And I glanced at its available car light,\but it looked like beloved car to me.\That's surprising.\But before I could take another look at it, it drove off.\And that's when I realized that maybe what I'm missing in my life is love. response:	Maybe it really did have beloved car written on the light.
context: Available Car\Available Car And I glanced at its available car light,\And I glanced at its available car light,\but it looked like beloved car to me.\That's surprising.\But before I could take another look at it, it drove off.\And that's when I realized that maybe what I'm missing in my life is love.\Maybe it really did have beloved car written on the light. response:	I'm sure it was a private taxi.
context: Available Car And I glanced at its available car light,\And I glanced at its available car light,\but it looked like beloved car to me.\That's surprising.\But before I could take another look at it, it drove off.\And that's when I realized that maybe what I'm missing in my life is love.\Maybe it really did have beloved car written on the light.\I'm sure it was a private taxi. response:	I never thought we'd be relying on these two idiots.
context: And I glanced at its available car light,\but it looked like beloved car to me.\That's surprising.\But before I could take another look at it, it drove off.\And that's when I realized that maybe what I'm missing in my life is love.\Maybe it really did have beloved car written on the light.\I'm sure it was a private taxi.\I never thought we'd be relying on these two idiots. response:	You're not going to get away with pretending to be sick.
context: but it looked like beloved car to me.\That's surprising.\But before I could take another look at it, it drove off.\And that's when I realized that maybe what I'm missing in my life is love.\Maybe it really did have beloved car written on the light.\I'm sure it was a private taxi.\I never thought we'd be relying on these two idiots.\You're not going to get away with pretending to be sick. response:	We're going to start filming right away!
context: That's surprising.\But before I could take another look at it, it drove off.\And that's when I realized that maybe what I'm missing in my life is love.\Maybe it really did have beloved car written on the light.\I'm sure it was a private taxi.\I never thought we'd be relying on these two idiots.\You're not going to get away with pretending to be sick.\We're going to start filming right away! response:	Heya, Mikuru! Wow, that's really sexy!
context: But before I could take another look at it, it drove off.\And that's when I realized that maybe what I'm missing in my life is love.\Maybe it really did have beloved car written on the light.\I'm sure it was a private taxi.\I never thought we'd be relying on these two idiots.\You're not going to get away with pretending to be sick.\We're going to start filming right away!\Heya, Mikuru! Wow, that's really sexy! response:	I'm sorry I'm late.
context: And that's when I realized that maybe what I'm missing in my life is love.\Maybe it really did have beloved car written on the light.\I'm sure it was a private taxi.\I never thought we'd be relying on these two idiots.\You're not going to get away with pretending to be sick.\We're going to start filming right away!\Heya, Mikuru! Wow, that's really sexy!\I'm sorry I'm late. response:	Oh, I don't mind.
context: Maybe it really did have beloved car written on the light.\I'm sure it was a private taxi.\I never thought we'd be relying on these two idiots.\You're not going to get away with pretending to be sick.\We're going to start filming right away!\Heya, Mikuru! Wow, that's really sexy!\I'm sorry I'm late.\Oh, I don't mind. response:	Heya, Miss Suzumiya!
context: I'm sure it was a private taxi.\I never thought we'd be relying on these two idiots.\You're not going to get away with pretending to be sick.\We're going to start filming right away!\Heya, Mikuru! Wow, that's really sexy!\I'm sorry I'm late.\Oh, I don't mind.\Heya, Miss Suzumiya! response:	I'm sorry about yesterday.
context: I never thought we'd be relying on these two idiots.\You're not going to get away with pretending to be sick.\We're going to start filming right away!\Heya, Mikuru! Wow, that's really sexy!\I'm sorry I'm late.\Oh, I don't mind.\Heya, Miss Suzumiya!\I'm sorry about yesterday. response:	It looks like I ended up firing off a laser weapon without realizing it.
context: You're not going to get away with pretending to be sick.\We're going to start filming right away!\Heya, Mikuru! Wow, that's really sexy!\I'm sorry I'm late.\Oh, I don't mind.\Heya, Miss Suzumiya!\I'm sorry about yesterday.\It looks like I ended up firing off a laser weapon without realizing it. response:	Oh no, I wasn't hurt, after all.
context: We're going to start filming right away!\Heya, Mikuru! Wow, that's really sexy!\I'm sorry I'm late.\Oh, I don't mind.\Heya, Miss Suzumiya!\I'm sorry about yesterday.\It looks like I ended up firing off a laser weapon without realizing it.\Oh no, I wasn't hurt, after all. response:	I was bitten.
context: Heya, Mikuru! Wow, that's really sexy!\I'm sorry I'm late.\Oh, I don't mind.\Heya, Miss Suzumiya!\I'm sorry about yesterday.\It looks like I ended up firing off a laser weapon without realizing it.\Oh no, I wasn't hurt, after all.\I was bitten. response:	- By what? - By Miss Nagato.
context: I'm sorry I'm late.\Oh, I don't mind.\Heya, Miss Suzumiya!\I'm sorry about yesterday.\It looks like I ended up firing off a laser weapon without realizing it.\Oh no, I wasn't hurt, after all.\I was bitten.\- By what? - By Miss Nagato. response:	She said she injected some nanomachines or something into me...
context: Oh, I don't mind.\Heya, Miss Suzumiya!\I'm sorry about yesterday.\It looks like I ended up firing off a laser weapon without realizing it.\Oh no, I wasn't hurt, after all.\I was bitten.\- By what? - By Miss Nagato.\She said she injected some nanomachines or something into me... response:	But it looks like nothing will be coming out of my eye anymore.
context: Heya, Miss Suzumiya!\I'm sorry about yesterday.\It looks like I ended up firing off a laser weapon without realizing it.\Oh no, I wasn't hurt, after all.\I was bitten.\- By what? - By Miss Nagato.\She said she injected some nanomachines or something into me...\But it looks like nothing will be coming out of my eye anymore. response:	Thank goodness.
context: I'm sorry about yesterday.\It looks like I ended up firing off a laser weapon without realizing it.\Oh no, I wasn't hurt, after all.\I was bitten.\- By what? - By Miss Nagato.\She said she injected some nanomachines or something into me...\But it looks like nothing will be coming out of my eye anymore.\Thank goodness. response:	What did she inject into you?
context: It looks like I ended up firing off a laser weapon without realizing it.\Oh no, I wasn't hurt, after all.\I was bitten.\- By what? - By Miss Nagato.\She said she injected some nanomachines or something into me...\But it looks like nothing will be coming out of my eye anymore.\Thank goodness.\What did she inject into you? response:	Last night, she and Koizumi came to my house together.
context: Oh no, I wasn't hurt, after all.\I was bitten.\- By what? - By Miss Nagato.\She said she injected some nanomachines or something into me...\But it looks like nothing will be coming out of my eye anymore.\Thank goodness.\What did she inject into you?\Last night, she and Koizumi came to my house together. response:	What are you two whispering about?
context: I was bitten.\- By what? - By Miss Nagato.\She said she injected some nanomachines or something into me...\But it looks like nothing will be coming out of my eye anymore.\Thank goodness.\What did she inject into you?\Last night, she and Koizumi came to my house together.\What are you two whispering about? response:	You're so cute, Mikuru. I'd love to keep you as a pet!
context: - By what? - By Miss Nagato.\She said she injected some nanomachines or something into me...\But it looks like nothing will be coming out of my eye anymore.\Thank goodness.\What did she inject into you?\Last night, she and Koizumi came to my house together.\What are you two whispering about?\You're so cute, Mikuru. I'd love to keep you as a pet! response:	Don't look. You'll take away some of her cuteness.
context: She said she injected some nanomachines or something into me...\But it looks like nothing will be coming out of my eye anymore.\Thank goodness.\What did she inject into you?\Last night, she and Koizumi came to my house together.\What are you two whispering about?\You're so cute, Mikuru. I'd love to keep you as a pet!\Don't look. You'll take away some of her cuteness. response:	Okay, I've decided where we're shooting next!
context: But it looks like nothing will be coming out of my eye anymore.\Thank goodness.\What did she inject into you?\Last night, she and Koizumi came to my house together.\What are you two whispering about?\You're so cute, Mikuru. I'd love to keep you as a pet!\Don't look. You'll take away some of her cuteness.\Okay, I've decided where we're shooting next! response:	There's a big lake near where Koizumi lives.
context: Thank goodness.\What did she inject into you?\Last night, she and Koizumi came to my house together.\What are you two whispering about?\You're so cute, Mikuru. I'd love to keep you as a pet!\Don't look. You'll take away some of her cuteness.\Okay, I've decided where we're shooting next!\There's a big lake near where Koizumi lives. response:	Let's head there to shoot for now.
context: What did she inject into you?\Last night, she and Koizumi came to my house together.\What are you two whispering about?\You're so cute, Mikuru. I'd love to keep you as a pet!\Don't look. You'll take away some of her cuteness.\Okay, I've decided where we're shooting next!\There's a big lake near where Koizumi lives.\Let's head there to shoot for now. response:	Filming Crew
context: Last night, she and Koizumi came to my house together.\What are you two whispering about?\You're so cute, Mikuru. I'd love to keep you as a pet!\Don't look. You'll take away some of her cuteness.\Okay, I've decided where we're shooting next!\There's a big lake near where Koizumi lives.\Let's head there to shoot for now.\Filming Crew response:	Sora kara ochite kitanda It fell from the sky
context: What are you two whispering about?\You're so cute, Mikuru. I'd love to keep you as a pet!\Don't look. You'll take away some of her cuteness.\Okay, I've decided where we're shooting next!\There's a big lake near where Koizumi lives.\Let's head there to shoot for now.\Filming Crew\Sora kara ochite kitanda It fell from the sky response:	Subete no negai wo nosete With all of the wishes that were made upon it
context: You're so cute, Mikuru. I'd love to keep you as a pet!\Don't look. You'll take away some of her cuteness.\Okay, I've decided where we're shooting next!\There's a big lake near where Koizumi lives.\Let's head there to shoot for now.\Filming Crew\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it response:	Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star
context: Don't look. You'll take away some of her cuteness.\Okay, I've decided where we're shooting next!\There's a big lake near where Koizumi lives.\Let's head there to shoot for now.\Filming Crew\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star response:	Yappari nanika henda yo Something just doesn't seem right
context: Okay, I've decided where we're shooting next!\There's a big lake near where Koizumi lives.\Let's head there to shoot for now.\Filming Crew\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right response:	Kokoro no kimi ga kieta The image of you in my mind has vanished
context: There's a big lake near where Koizumi lives.\Let's head there to shoot for now.\Filming Crew\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished response:	Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?
context: Let's head there to shoot for now.\Filming Crew\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly? response:	Tomare! Stop!
context: Filming Crew\Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop! response:	Kako wa jibun no mono The past belongs to me
context: Sora kara ochite kitanda It fell from the sky\Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me response:	Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else
context: Subete no negai wo nosete With all of the wishes that were made upon it\Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else response:	Nazenara That's because
context: Hitotsu no hoshi niwa chotto omokatta kana Maybe it was a little too heavy for a single star\Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because response:	Basudei datta watashitachi niwa It was my birthday, and when we saw each other
context: Yappari nanika henda yo Something just doesn't seem right\Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other response:	Deai ga umareta toki ni We could see the first dream
context: Kokoro no kimi ga kieta The image of you in my mind has vanished\Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream response:	Hajimete no yume ga mieru That we had when we were born
context: Tashika ni oboeteru tte ieruno kai? Can I say that I remember you clearly?\Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born response:	Doushiyouka tte nayanda koto mo Worrying about what do I do?
context: Tomare! Stop!\Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born\Doushiyouka tte nayanda koto mo Worrying about what do I do? response:	Ima omoeba waraeru hodo datta yo ne Is laughable when I think about it now
context: Kako wa jibun no mono The past belongs to me\Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born\Doushiyouka tte nayanda koto mo Worrying about what do I do?\Ima omoeba waraeru hodo datta yo ne Is laughable when I think about it now response:	Mou wasureteta I've already forgotten it
context: Touzen daretomo torikaetakunai Of course I don't want to trade it with anyone else\Nazenara That's because\Basudei datta watashitachi niwa It was my birthday, and when we saw each other\Deai ga umareta toki ni We could see the first dream\Hajimete no yume ga mieru That we had when we were born\Doushiyouka tte nayanda koto mo Worrying about what do I do?\Ima omoeba waraeru hodo datta yo ne Is laughable when I think about it now\Mou wasureteta I've already forgotten it response:	Kimi wo sagasou Let's search for you
