context: /** TS by scol **/ response:	/** name move **/
context: My uncle said most editors out there are just as passionate about manga as that.\That they all love manga.\Hey.\Yeah?\Wanna go meet an editor?\If we call'em up and tell him we want to show him a manuscript, we could meet one.\Meet, but- We don't have a manuscript to bring yet.\Let's finish one up by the end of summer. response:	Then we'll bring it to Jack.
context: That they all love manga.\Hey.\Yeah?\Wanna go meet an editor?\If we call'em up and tell him we want to show him a manuscript, we could meet one.\Meet, but- We don't have a manuscript to bring yet.\Let's finish one up by the end of summer.\Then we'll bring it to Jack. response:	If we're looking to get it serialized and turned into an anime,
context: Hey.\Yeah?\Wanna go meet an editor?\If we call'em up and tell him we want to show him a manuscript, we could meet one.\Meet, but- We don't have a manuscript to bring yet.\Let's finish one up by the end of summer.\Then we'll bring it to Jack.\If we're looking to get it serialized and turned into an anime, response:	Jack is our best bet, right?
context: Yeah?\Wanna go meet an editor?\If we call'em up and tell him we want to show him a manuscript, we could meet one.\Meet, but- We don't have a manuscript to bring yet.\Let's finish one up by the end of summer.\Then we'll bring it to Jack.\If we're looking to get it serialized and turned into an anime,\Jack is our best bet, right? response:	If we get rejected then we'll be no worse off.
context: Wanna go meet an editor?\If we call'em up and tell him we want to show him a manuscript, we could meet one.\Meet, but- We don't have a manuscript to bring yet.\Let's finish one up by the end of summer.\Then we'll bring it to Jack.\If we're looking to get it serialized and turned into an anime,\Jack is our best bet, right?\If we get rejected then we'll be no worse off. response:	We'll see how they react after seeing our manuscript.
context: If we call'em up and tell him we want to show him a manuscript, we could meet one.\Meet, but- We don't have a manuscript to bring yet.\Let's finish one up by the end of summer.\Then we'll bring it to Jack.\If we're looking to get it serialized and turned into an anime,\Jack is our best bet, right?\If we get rejected then we'll be no worse off.\We'll see how they react after seeing our manuscript. response:	Let's see how far our current skills can go.
context: Meet, but- We don't have a manuscript to bring yet.\Let's finish one up by the end of summer.\Then we'll bring it to Jack.\If we're looking to get it serialized and turned into an anime,\Jack is our best bet, right?\If we get rejected then we'll be no worse off.\We'll see how they react after seeing our manuscript.\Let's see how far our current skills can go. response:	Alright, let's do it!
context: Let's finish one up by the end of summer.\Then we'll bring it to Jack.\If we're looking to get it serialized and turned into an anime,\Jack is our best bet, right?\If we get rejected then we'll be no worse off.\We'll see how they react after seeing our manuscript.\Let's see how far our current skills can go.\Alright, let's do it! response:	We'll complete our work during summer break,
context: Then we'll bring it to Jack.\If we're looking to get it serialized and turned into an anime,\Jack is our best bet, right?\If we get rejected then we'll be no worse off.\We'll see how they react after seeing our manuscript.\Let's see how far our current skills can go.\Alright, let's do it!\We'll complete our work during summer break, response:	and bring it to Jack!
context: If we're looking to get it serialized and turned into an anime,\Jack is our best bet, right?\If we get rejected then we'll be no worse off.\We'll see how they react after seeing our manuscript.\Let's see how far our current skills can go.\Alright, let's do it!\We'll complete our work during summer break,\and bring it to Jack! response:	If that's decided, then let's get to the studio!
context: Jack is our best bet, right?\If we get rejected then we'll be no worse off.\We'll see how they react after seeing our manuscript.\Let's see how far our current skills can go.\Alright, let's do it!\We'll complete our work during summer break,\and bring it to Jack!\If that's decided, then let's get to the studio! response:	Right!
context: If we get rejected then we'll be no worse off.\We'll see how they react after seeing our manuscript.\Let's see how far our current skills can go.\Alright, let's do it!\We'll complete our work during summer break,\and bring it to Jack!\If that's decided, then let's get to the studio!\Right! response:	Hey, look.
context: We'll see how they react after seeing our manuscript.\Let's see how far our current skills can go.\Alright, let's do it!\We'll complete our work during summer break,\and bring it to Jack!\If that's decided, then let's get to the studio!\Right!\Hey, look. response:	Azuki?
context: Let's see how far our current skills can go.\Alright, let's do it!\We'll complete our work during summer break,\and bring it to Jack!\If that's decided, then let's get to the studio!\Right!\Hey, look.\Azuki? response:	I heard she had a little sister in 5th grade,
context: Alright, let's do it!\We'll complete our work during summer break,\and bring it to Jack!\If that's decided, then let's get to the studio!\Right!\Hey, look.\Azuki?\I heard she had a little sister in 5th grade, response:	but her sister's cute too!
context: We'll complete our work during summer break,\and bring it to Jack!\If that's decided, then let's get to the studio!\Right!\Hey, look.\Azuki?\I heard she had a little sister in 5th grade,\but her sister's cute too! response:	This is bad, what should I do?
context: and bring it to Jack!\If that's decided, then let's get to the studio!\Right!\Hey, look.\Azuki?\I heard she had a little sister in 5th grade,\but her sister's cute too!\This is bad, what should I do? response:	What's bad about it?
context: If that's decided, then let's get to the studio!\Right!\Hey, look.\Azuki?\I heard she had a little sister in 5th grade,\but her sister's cute too!\This is bad, what should I do?\What's bad about it? response:	This is your chance to ask her for her email.
context: Right!\Hey, look.\Azuki?\I heard she had a little sister in 5th grade,\but her sister's cute too!\This is bad, what should I do?\What's bad about it?\This is your chance to ask her for her email. response:	She's with that powerful mother of hers.
context: Hey, look.\Azuki?\I heard she had a little sister in 5th grade,\but her sister's cute too!\This is bad, what should I do?\What's bad about it?\This is your chance to ask her for her email.\She's with that powerful mother of hers. response:	Would you ask her if it was one on one?
context: Azuki?\I heard she had a little sister in 5th grade,\but her sister's cute too!\This is bad, what should I do?\What's bad about it?\This is your chance to ask her for her email.\She's with that powerful mother of hers.\Would you ask her if it was one on one? response:	Shut up.
context: I heard she had a little sister in 5th grade,\but her sister's cute too!\This is bad, what should I do?\What's bad about it?\This is your chance to ask her for her email.\She's with that powerful mother of hers.\Would you ask her if it was one on one?\Shut up. response:	We'll just pass by and pretend we didn't notice them, okay?
context: but her sister's cute too!\This is bad, what should I do?\What's bad about it?\This is your chance to ask her for her email.\She's with that powerful mother of hers.\Would you ask her if it was one on one?\Shut up.\We'll just pass by and pretend we didn't notice them, okay? response:	You'd notice her.
context: This is bad, what should I do?\What's bad about it?\This is your chance to ask her for her email.\She's with that powerful mother of hers.\Would you ask her if it was one on one?\Shut up.\We'll just pass by and pretend we didn't notice them, okay?\You'd notice her. response:	Just do it.
context: What's bad about it?\This is your chance to ask her for her email.\She's with that powerful mother of hers.\Would you ask her if it was one on one?\Shut up.\We'll just pass by and pretend we didn't notice them, okay?\You'd notice her.\Just do it. response:	Looks like Azuki noticed us too.
context: This is your chance to ask her for her email.\She's with that powerful mother of hers.\Would you ask her if it was one on one?\Shut up.\We'll just pass by and pretend we didn't notice them, okay?\You'd notice her.\Just do it.\Looks like Azuki noticed us too. response:	She's clearly blushing, and she's moved behind her mother.
context: She's with that powerful mother of hers.\Would you ask her if it was one on one?\Shut up.\We'll just pass by and pretend we didn't notice them, okay?\You'd notice her.\Just do it.\Looks like Azuki noticed us too.\She's clearly blushing, and she's moved behind her mother. response:	I don't need you to report.
context: Would you ask her if it was one on one?\Shut up.\We'll just pass by and pretend we didn't notice them, okay?\You'd notice her.\Just do it.\Looks like Azuki noticed us too.\She's clearly blushing, and she's moved behind her mother.\I don't need you to report. response:	Hey Miho, aren't those your friends from class?
context: Shut up.\We'll just pass by and pretend we didn't notice them, okay?\You'd notice her.\Just do it.\Looks like Azuki noticed us too.\She's clearly blushing, and she's moved behind her mother.\I don't need you to report.\Hey Miho, aren't those your friends from class? response:	Hey Sis, you're blushing!
context: We'll just pass by and pretend we didn't notice them, okay?\You'd notice her.\Just do it.\Looks like Azuki noticed us too.\She's clearly blushing, and she's moved behind her mother.\I don't need you to report.\Hey Miho, aren't those your friends from class?\Hey Sis, you're blushing! response:	Mina!
context: You'd notice her.\Just do it.\Looks like Azuki noticed us too.\She's clearly blushing, and she's moved behind her mother.\I don't need you to report.\Hey Miho, aren't those your friends from class?\Hey Sis, you're blushing!\Mina! response:	Wow, you and Azuki are shy.
context: Just do it.\Looks like Azuki noticed us too.\She's clearly blushing, and she's moved behind her mother.\I don't need you to report.\Hey Miho, aren't those your friends from class?\Hey Sis, you're blushing!\Mina!\Wow, you and Azuki are shy. response:	I'm surprised you can feign indifference when you're in the same classroom.
context: Looks like Azuki noticed us too.\She's clearly blushing, and she's moved behind her mother.\I don't need you to report.\Hey Miho, aren't those your friends from class?\Hey Sis, you're blushing!\Mina!\Wow, you and Azuki are shy.\I'm surprised you can feign indifference when you're in the same classroom. response:	I said shut up!
context: She's clearly blushing, and she's moved behind her mother.\I don't need you to report.\Hey Miho, aren't those your friends from class?\Hey Sis, you're blushing!\Mina!\Wow, you and Azuki are shy.\I'm surprised you can feign indifference when you're in the same classroom.\I said shut up! response:	Niizuma
context: I don't need you to report.\Hey Miho, aren't those your friends from class?\Hey Sis, you're blushing!\Mina!\Wow, you and Azuki are shy.\I'm surprised you can feign indifference when you're in the same classroom.\I said shut up!\Niizuma response:	The editor-in-chief is also showering you with praises for your work.
context: Hey Miho, aren't those your friends from class?\Hey Sis, you're blushing!\Mina!\Wow, you and Azuki are shy.\I'm surprised you can feign indifference when you're in the same classroom.\I said shut up!\Niizuma\The editor-in-chief is also showering you with praises for your work. response:	Niizuma
context: Hey Sis, you're blushing!\Mina!\Wow, you and Azuki are shy.\I'm surprised you can feign indifference when you're in the same classroom.\I said shut up!\Niizuma\The editor-in-chief is also showering you with praises for your work.\Niizuma response:	Of course I also think you have great talent.
context: Mina!\Wow, you and Azuki are shy.\I'm surprised you can feign indifference when you're in the same classroom.\I said shut up!\Niizuma\The editor-in-chief is also showering you with praises for your work.\Niizuma\Of course I also think you have great talent. response:	So, we were wondering if you would be willing to come to Tokyo?
context: Wow, you and Azuki are shy.\I'm surprised you can feign indifference when you're in the same classroom.\I said shut up!\Niizuma\The editor-in-chief is also showering you with praises for your work.\Niizuma\Of course I also think you have great talent.\So, we were wondering if you would be willing to come to Tokyo? response:	Niizuma-kun?
context: I'm surprised you can feign indifference when you're in the same classroom.\I said shut up!\Niizuma\The editor-in-chief is also showering you with praises for your work.\Niizuma\Of course I also think you have great talent.\So, we were wondering if you would be willing to come to Tokyo?\Niizuma-kun? response:	Preview of Next Episode
context: I said shut up!\Niizuma\The editor-in-chief is also showering you with praises for your work.\Niizuma\Of course I also think you have great talent.\So, we were wondering if you would be willing to come to Tokyo?\Niizuma-kun?\Preview of Next Episode response:	Doesn't Takagi-san like you, Miho?
context: Niizuma\The editor-in-chief is also showering you with praises for your work.\Niizuma\Of course I also think you have great talent.\So, we were wondering if you would be willing to come to Tokyo?\Niizuma-kun?\Preview of Next Episode\Doesn't Takagi-san like you, Miho? response:	Huh?
context: The editor-in-chief is also showering you with praises for your work.\Niizuma\Of course I also think you have great talent.\So, we were wondering if you would be willing to come to Tokyo?\Niizuma-kun?\Preview of Next Episode\Doesn't Takagi-san like you, Miho?\Huh? response:	I mean, wasn't he asking you about your dreams before?
context: Niizuma\Of course I also think you have great talent.\So, we were wondering if you would be willing to come to Tokyo?\Niizuma-kun?\Preview of Next Episode\Doesn't Takagi-san like you, Miho?\Huh?\I mean, wasn't he asking you about your dreams before? response:	That's...
context: Of course I also think you have great talent.\So, we were wondering if you would be willing to come to Tokyo?\Niizuma-kun?\Preview of Next Episode\Doesn't Takagi-san like you, Miho?\Huh?\I mean, wasn't he asking you about your dreams before?\That's... response:	What, what?
context: So, we were wondering if you would be willing to come to Tokyo?\Niizuma-kun?\Preview of Next Episode\Doesn't Takagi-san like you, Miho?\Huh?\I mean, wasn't he asking you about your dreams before?\That's...\What, what? response:	Maybe I'll tell you later.
context: Niizuma-kun?\Preview of Next Episode\Doesn't Takagi-san like you, Miho?\Huh?\I mean, wasn't he asking you about your dreams before?\That's...\What, what?\Maybe I'll tell you later. response:	Maybe?!
context: Preview of Next Episode\Doesn't Takagi-san like you, Miho?\Huh?\I mean, wasn't he asking you about your dreams before?\That's...\What, what?\Maybe I'll tell you later.\Maybe?! response:	Summer hand Name
context: Doesn't Takagi-san like you, Miho?\Huh?\I mean, wasn't he asking you about your dreams before?\That's...\What, what?\Maybe I'll tell you later.\Maybe?!\Summer hand Name response:	Next time, Summer and Name
context: Huh?\I mean, wasn't he asking you about your dreams before?\That's...\What, what?\Maybe I'll tell you later.\Maybe?!\Summer hand Name\Next time, Summer and Name response:	A busy dream-filled summer!
