context: Master. Master. response:	Master! Master! Master!
context: That was delightful.\It was really delightful.\Seventeenth, come here.\Come on.\Sit here.\Just now, it was like going back to the past for a bit.\The days of riding horses, admiring peach blossoms\and drinking in the Spring Palace. response:	At that time, all of us would only bring you to the mortal world to play around.
context: It was really delightful.\Seventeenth, come here.\Come on.\Sit here.\Just now, it was like going back to the past for a bit.\The days of riding horses, admiring peach blossoms\and drinking in the Spring Palace.\At that time, all of us would only bring you to the mortal world to play around. response:	Only Ninth would watch after you as you studied.
context: Seventeenth, come here.\Come on.\Sit here.\Just now, it was like going back to the past for a bit.\The days of riding horses, admiring peach blossoms\and drinking in the Spring Palace.\At that time, all of us would only bring you to the mortal world to play around.\Only Ninth would watch after you as you studied. response:	Ninth... what a pity.
context: Come on.\Sit here.\Just now, it was like going back to the past for a bit.\The days of riding horses, admiring peach blossoms\and drinking in the Spring Palace.\At that time, all of us would only bring you to the mortal world to play around.\Only Ninth would watch after you as you studied.\Ninth... what a pity. response:	I remember one time
context: Sit here.\Just now, it was like going back to the past for a bit.\The days of riding horses, admiring peach blossoms\and drinking in the Spring Palace.\At that time, all of us would only bring you to the mortal world to play around.\Only Ninth would watch after you as you studied.\Ninth... what a pity.\I remember one time response:	when we drank too much.
context: Just now, it was like going back to the past for a bit.\The days of riding horses, admiring peach blossoms\and drinking in the Spring Palace.\At that time, all of us would only bring you to the mortal world to play around.\Only Ninth would watch after you as you studied.\Ninth... what a pity.\I remember one time\when we drank too much. response:	We were soaring on clouds.
context: The days of riding horses, admiring peach blossoms\and drinking in the Spring Palace.\At that time, all of us would only bring you to the mortal world to play around.\Only Ninth would watch after you as you studied.\Ninth... what a pity.\I remember one time\when we drank too much.\We were soaring on clouds. response:	We went to Mount Junji of the Far East to see the sunrise.
context: and drinking in the Spring Palace.\At that time, all of us would only bring you to the mortal world to play around.\Only Ninth would watch after you as you studied.\Ninth... what a pity.\I remember one time\when we drank too much.\We were soaring on clouds.\We went to Mount Junji of the Far East to see the sunrise. response:	Yes, good thing it was very late at night.
context: At that time, all of us would only bring you to the mortal world to play around.\Only Ninth would watch after you as you studied.\Ninth... what a pity.\I remember one time\when we drank too much.\We were soaring on clouds.\We went to Mount Junji of the Far East to see the sunrise.\Yes, good thing it was very late at night. response:	No mortals saw us soaring on clouds.
context: Only Ninth would watch after you as you studied.\Ninth... what a pity.\I remember one time\when we drank too much.\We were soaring on clouds.\We went to Mount Junji of the Far East to see the sunrise.\Yes, good thing it was very late at night.\No mortals saw us soaring on clouds. response:	Otherwise Master would've given us a good lecture.
context: Ninth... what a pity.\I remember one time\when we drank too much.\We were soaring on clouds.\We went to Mount Junji of the Far East to see the sunrise.\Yes, good thing it was very late at night.\No mortals saw us soaring on clouds.\Otherwise Master would've given us a good lecture. response:	Okay.
context: I remember one time\when we drank too much.\We were soaring on clouds.\We went to Mount Junji of the Far East to see the sunrise.\Yes, good thing it was very late at night.\No mortals saw us soaring on clouds.\Otherwise Master would've given us a good lecture.\Okay. response:	When we're done making funeral arrangements for Master
context: when we drank too much.\We were soaring on clouds.\We went to Mount Junji of the Far East to see the sunrise.\Yes, good thing it was very late at night.\No mortals saw us soaring on clouds.\Otherwise Master would've given us a good lecture.\Okay.\When we're done making funeral arrangements for Master response:	let's go to Mount Junji of the Far East
context: We were soaring on clouds.\We went to Mount Junji of the Far East to see the sunrise.\Yes, good thing it was very late at night.\No mortals saw us soaring on clouds.\Otherwise Master would've given us a good lecture.\Okay.\When we're done making funeral arrangements for Master\let's go to Mount Junji of the Far East response:	and watch the sunrise again.
context: We went to Mount Junji of the Far East to see the sunrise.\Yes, good thing it was very late at night.\No mortals saw us soaring on clouds.\Otherwise Master would've given us a good lecture.\Okay.\When we're done making funeral arrangements for Master\let's go to Mount Junji of the Far East\and watch the sunrise again. response:	- Okay! - Okay!
context: Yes, good thing it was very late at night.\No mortals saw us soaring on clouds.\Otherwise Master would've given us a good lecture.\Okay.\When we're done making funeral arrangements for Master\let's go to Mount Junji of the Far East\and watch the sunrise again.\- Okay! - Okay! response:	Cheers!
context: No mortals saw us soaring on clouds.\Otherwise Master would've given us a good lecture.\Okay.\When we're done making funeral arrangements for Master\let's go to Mount Junji of the Far East\and watch the sunrise again.\- Okay! - Okay!\Cheers! response:	Come on.
context: Otherwise Master would've given us a good lecture.\Okay.\When we're done making funeral arrangements for Master\let's go to Mount Junji of the Far East\and watch the sunrise again.\- Okay! - Okay!\Cheers!\Come on. response:	Come on. Eat! Eat!
context: Okay.\When we're done making funeral arrangements for Master\let's go to Mount Junji of the Far East\and watch the sunrise again.\- Okay! - Okay!\Cheers!\Come on.\Come on. Eat! Eat! response:	Okay.
context: When we're done making funeral arrangements for Master\let's go to Mount Junji of the Far East\and watch the sunrise again.\- Okay! - Okay!\Cheers!\Come on.\Come on. Eat! Eat!\Okay. response:	My fellow disciples.
context: let's go to Mount Junji of the Far East\and watch the sunrise again.\- Okay! - Okay!\Cheers!\Come on.\Come on. Eat! Eat!\Okay.\My fellow disciples. response:	Goodbye.
context: and watch the sunrise again.\- Okay! - Okay!\Cheers!\Come on.\Come on. Eat! Eat!\Okay.\My fellow disciples.\Goodbye. response:	Master, I'm useless.
context: - Okay! - Okay!\Cheers!\Come on.\Come on. Eat! Eat!\Okay.\My fellow disciples.\Goodbye.\Master, I'm useless. response:	I couldn't get the soul jade.
context: Cheers!\Come on.\Come on. Eat! Eat!\Okay.\My fellow disciples.\Goodbye.\Master, I'm useless.\I couldn't get the soul jade. response:	To preserve your body
context: Come on.\Come on. Eat! Eat!\Okay.\My fellow disciples.\Goodbye.\Master, I'm useless.\I couldn't get the soul jade.\To preserve your body response:	I have no choice but to bring you to Qing Qiu.
context: Come on. Eat! Eat!\Okay.\My fellow disciples.\Goodbye.\Master, I'm useless.\I couldn't get the soul jade.\To preserve your body\I have no choice but to bring you to Qing Qiu. response:	Please forgive me.
context: Okay.\My fellow disciples.\Goodbye.\Master, I'm useless.\I couldn't get the soul jade.\To preserve your body\I have no choice but to bring you to Qing Qiu.\Please forgive me. response:	So despicable! You're the most despicable!
context: My fellow disciples.\Goodbye.\Master, I'm useless.\I couldn't get the soul jade.\To preserve your body\I have no choice but to bring you to Qing Qiu.\Please forgive me.\So despicable! You're the most despicable! response:	You always steal our food!
context: Goodbye.\Master, I'm useless.\I couldn't get the soul jade.\To preserve your body\I have no choice but to bring you to Qing Qiu.\Please forgive me.\So despicable! You're the most despicable!\You always steal our food! response:	Despicable!
context: Master, I'm useless.\I couldn't get the soul jade.\To preserve your body\I have no choice but to bring you to Qing Qiu.\Please forgive me.\So despicable! You're the most despicable!\You always steal our food!\Despicable! response:	You're so ugly, yet you keep appearing before our eyes.
context: I couldn't get the soul jade.\To preserve your body\I have no choice but to bring you to Qing Qiu.\Please forgive me.\So despicable! You're the most despicable!\You always steal our food!\Despicable!\You're so ugly, yet you keep appearing before our eyes. response:	Go away! Go away!
context: To preserve your body\I have no choice but to bring you to Qing Qiu.\Please forgive me.\So despicable! You're the most despicable!\You always steal our food!\Despicable!\You're so ugly, yet you keep appearing before our eyes.\Go away! Go away! response:	You're not allowed to follow us!
context: I have no choice but to bring you to Qing Qiu.\Please forgive me.\So despicable! You're the most despicable!\You always steal our food!\Despicable!\You're so ugly, yet you keep appearing before our eyes.\Go away! Go away!\You're not allowed to follow us! response:	Go away!
