context: I wonder what's happening on this world response:	I wonder what's happening on this world
context: Prison\Prison\Prison\Prison\Prison\Prison?!\But why?!\Tomoe is my familiar! response:	He is no longer a familiar.
context: Prison\Prison\Prison\Prison\Prison?!\But why?!\Tomoe is my familiar!\He is no longer a familiar. response:	With the bonds of the contract undone, he has reverted to a dangerous wild fox.
context: Prison\Prison\Prison\Prison?!\But why?!\Tomoe is my familiar!\He is no longer a familiar.\With the bonds of the contract undone, he has reverted to a dangerous wild fox. response:	I cannot let him run loose.
context: Prison\Prison\Prison?!\But why?!\Tomoe is my familiar!\He is no longer a familiar.\With the bonds of the contract undone, he has reverted to a dangerous wild fox.\I cannot let him run loose. response:	Do you mean to go see the wild fox, Lady Nanami?
context: Prison\Prison?!\But why?!\Tomoe is my familiar!\He is no longer a familiar.\With the bonds of the contract undone, he has reverted to a dangerous wild fox.\I cannot let him run loose.\Do you mean to go see the wild fox, Lady Nanami? response:	I would advise against
context: Prison?!\But why?!\Tomoe is my familiar!\He is no longer a familiar.\With the bonds of the contract undone, he has reverted to a dangerous wild fox.\I cannot let him run loose.\Do you mean to go see the wild fox, Lady Nanami?\I would advise against response:	Too late for that.
context: But why?!\Tomoe is my familiar!\He is no longer a familiar.\With the bonds of the contract undone, he has reverted to a dangerous wild fox.\I cannot let him run loose.\Do you mean to go see the wild fox, Lady Nanami?\I would advise against\Too late for that. response:	It breaks my heart to see you like this,
context: Tomoe is my familiar!\He is no longer a familiar.\With the bonds of the contract undone, he has reverted to a dangerous wild fox.\I cannot let him run loose.\Do you mean to go see the wild fox, Lady Nanami?\I would advise against\Too late for that.\It breaks my heart to see you like this, response:	locked away in a dingy cell.
context: He is no longer a familiar.\With the bonds of the contract undone, he has reverted to a dangerous wild fox.\I cannot let him run loose.\Do you mean to go see the wild fox, Lady Nanami?\I would advise against\Too late for that.\It breaks my heart to see you like this,\locked away in a dingy cell. response:	You need not waste your sympathies on me.
context: With the bonds of the contract undone, he has reverted to a dangerous wild fox.\I cannot let him run loose.\Do you mean to go see the wild fox, Lady Nanami?\I would advise against\Too late for that.\It breaks my heart to see you like this,\locked away in a dingy cell.\You need not waste your sympathies on me. response:	And besides, these tight bonds are sadly necessary.
context: I cannot let him run loose.\Do you mean to go see the wild fox, Lady Nanami?\I would advise against\Too late for that.\It breaks my heart to see you like this,\locked away in a dingy cell.\You need not waste your sympathies on me.\And besides, these tight bonds are sadly necessary. response:	When I was a familiar, I was able to exercise self-control,
context: Do you mean to go see the wild fox, Lady Nanami?\I would advise against\Too late for that.\It breaks my heart to see you like this,\locked away in a dingy cell.\You need not waste your sympathies on me.\And besides, these tight bonds are sadly necessary.\When I was a familiar, I was able to exercise self-control, response:	but I find that difficult in this form.
context: I would advise against\Too late for that.\It breaks my heart to see you like this,\locked away in a dingy cell.\You need not waste your sympathies on me.\And besides, these tight bonds are sadly necessary.\When I was a familiar, I was able to exercise self-control,\but I find that difficult in this form. response:	I thought that it was because I was a familiar that I protected her, but...
context: Too late for that.\It breaks my heart to see you like this,\locked away in a dingy cell.\You need not waste your sympathies on me.\And besides, these tight bonds are sadly necessary.\When I was a familiar, I was able to exercise self-control,\but I find that difficult in this form.\I thought that it was because I was a familiar that I protected her, but... response:	Tomoe!
context: It breaks my heart to see you like this,\locked away in a dingy cell.\You need not waste your sympathies on me.\And besides, these tight bonds are sadly necessary.\When I was a familiar, I was able to exercise self-control,\but I find that difficult in this form.\I thought that it was because I was a familiar that I protected her, but...\Tomoe! response:	Lady Nanami.
context: locked away in a dingy cell.\You need not waste your sympathies on me.\And besides, these tight bonds are sadly necessary.\When I was a familiar, I was able to exercise self-control,\but I find that difficult in this form.\I thought that it was because I was a familiar that I protected her, but...\Tomoe!\Lady Nanami. response:	Kotetsu.
context: You need not waste your sympathies on me.\And besides, these tight bonds are sadly necessary.\When I was a familiar, I was able to exercise self-control,\but I find that difficult in this form.\I thought that it was because I was a familiar that I protected her, but...\Tomoe!\Lady Nanami.\Kotetsu. response:	Tomoe!
context: And besides, these tight bonds are sadly necessary.\When I was a familiar, I was able to exercise self-control,\but I find that difficult in this form.\I thought that it was because I was a familiar that I protected her, but...\Tomoe!\Lady Nanami.\Kotetsu.\Tomoe! response:	I heard from Ookuninushi that you were being kept in here.
context: When I was a familiar, I was able to exercise self-control,\but I find that difficult in this form.\I thought that it was because I was a familiar that I protected her, but...\Tomoe!\Lady Nanami.\Kotetsu.\Tomoe!\I heard from Ookuninushi that you were being kept in here. response:	Are you okay? They haven't done anything to you, have they?
context: but I find that difficult in this form.\I thought that it was because I was a familiar that I protected her, but...\Tomoe!\Lady Nanami.\Kotetsu.\Tomoe!\I heard from Ookuninushi that you were being kept in here.\Are you okay? They haven't done anything to you, have they? response:	What happened to your hand?!
context: I thought that it was because I was a familiar that I protected her, but...\Tomoe!\Lady Nanami.\Kotetsu.\Tomoe!\I heard from Ookuninushi that you were being kept in here.\Are you okay? They haven't done anything to you, have they?\What happened to your hand?! response:	You're hurt!
context: Tomoe!\Lady Nanami.\Kotetsu.\Tomoe!\I heard from Ookuninushi that you were being kept in here.\Are you okay? They haven't done anything to you, have they?\What happened to your hand?!\You're hurt! response:	You are in the midst of the Divine Assembly, are you not?
context: Lady Nanami.\Kotetsu.\Tomoe!\I heard from Ookuninushi that you were being kept in here.\Are you okay? They haven't done anything to you, have they?\What happened to your hand?!\You're hurt!\You are in the midst of the Divine Assembly, are you not? response:	What have you come here for?
context: Kotetsu.\Tomoe!\I heard from Ookuninushi that you were being kept in here.\Are you okay? They haven't done anything to you, have they?\What happened to your hand?!\You're hurt!\You are in the midst of the Divine Assembly, are you not?\What have you come here for? response:	I-I came to make you a familiar again.
context: Tomoe!\I heard from Ookuninushi that you were being kept in here.\Are you okay? They haven't done anything to you, have they?\What happened to your hand?!\You're hurt!\You are in the midst of the Divine Assembly, are you not?\What have you come here for?\I-I came to make you a familiar again. response:	You don't want to be stuck in this place forever, right?
context: I heard from Ookuninushi that you were being kept in here.\Are you okay? They haven't done anything to you, have they?\What happened to your hand?!\You're hurt!\You are in the midst of the Divine Assembly, are you not?\What have you come here for?\I-I came to make you a familiar again.\You don't want to be stuck in this place forever, right? response:	That is none of your business.
context: Are you okay? They haven't done anything to you, have they?\What happened to your hand?!\You're hurt!\You are in the midst of the Divine Assembly, are you not?\What have you come here for?\I-I came to make you a familiar again.\You don't want to be stuck in this place forever, right?\That is none of your business. response:	I will decide whether I return to being a familiar or not.
context: What happened to your hand?!\You're hurt!\You are in the midst of the Divine Assembly, are you not?\What have you come here for?\I-I came to make you a familiar again.\You don't want to be stuck in this place forever, right?\That is none of your business.\I will decide whether I return to being a familiar or not. response:	Allow me some time to consider becoming your familiar.
context: You're hurt!\You are in the midst of the Divine Assembly, are you not?\What have you come here for?\I-I came to make you a familiar again.\You don't want to be stuck in this place forever, right?\That is none of your business.\I will decide whether I return to being a familiar or not.\Allow me some time to consider becoming your familiar. response:	I understand.
context: You are in the midst of the Divine Assembly, are you not?\What have you come here for?\I-I came to make you a familiar again.\You don't want to be stuck in this place forever, right?\That is none of your business.\I will decide whether I return to being a familiar or not.\Allow me some time to consider becoming your familiar.\I understand. response:	I'll try to negotiate with Ookuninushi to let you out of this place.
context: What have you come here for?\I-I came to make you a familiar again.\You don't want to be stuck in this place forever, right?\That is none of your business.\I will decide whether I return to being a familiar or not.\Allow me some time to consider becoming your familiar.\I understand.\I'll try to negotiate with Ookuninushi to let you out of this place. response:	Tomoe is...
context: I-I came to make you a familiar again.\You don't want to be stuck in this place forever, right?\That is none of your business.\I will decide whether I return to being a familiar or not.\Allow me some time to consider becoming your familiar.\I understand.\I'll try to negotiate with Ookuninushi to let you out of this place.\Tomoe is... response:	Tomoe is...
context: You don't want to be stuck in this place forever, right?\That is none of your business.\I will decide whether I return to being a familiar or not.\Allow me some time to consider becoming your familiar.\I understand.\I'll try to negotiate with Ookuninushi to let you out of this place.\Tomoe is...\Tomoe is... response:	There you are! Lady Nanami!
context: That is none of your business.\I will decide whether I return to being a familiar or not.\Allow me some time to consider becoming your familiar.\I understand.\I'll try to negotiate with Ookuninushi to let you out of this place.\Tomoe is...\Tomoe is...\There you are! Lady Nanami! response:	The fourth day of the Divine Assembly is about to begin!
context: I will decide whether I return to being a familiar or not.\Allow me some time to consider becoming your familiar.\I understand.\I'll try to negotiate with Ookuninushi to let you out of this place.\Tomoe is...\Tomoe is...\There you are! Lady Nanami!\The fourth day of the Divine Assembly is about to begin! response:	I wonder if Tomoe found it hard to be a familiar at times.
context: Allow me some time to consider becoming your familiar.\I understand.\I'll try to negotiate with Ookuninushi to let you out of this place.\Tomoe is...\Tomoe is...\There you are! Lady Nanami!\The fourth day of the Divine Assembly is about to begin!\I wonder if Tomoe found it hard to be a familiar at times. response:	I finished.
context: I understand.\I'll try to negotiate with Ookuninushi to let you out of this place.\Tomoe is...\Tomoe is...\There you are! Lady Nanami!\The fourth day of the Divine Assembly is about to begin!\I wonder if Tomoe found it hard to be a familiar at times.\I finished. response:	Please register these.
context: I'll try to negotiate with Ookuninushi to let you out of this place.\Tomoe is...\Tomoe is...\There you are! Lady Nanami!\The fourth day of the Divine Assembly is about to begin!\I wonder if Tomoe found it hard to be a familiar at times.\I finished.\Please register these. response:	Was it something he had to put up with at times?
context: Tomoe is...\Tomoe is...\There you are! Lady Nanami!\The fourth day of the Divine Assembly is about to begin!\I wonder if Tomoe found it hard to be a familiar at times.\I finished.\Please register these.\Was it something he had to put up with at times? response:	What?!
