context: Yukimori response:	They've made the new Division 5 personnel assignments.
context: I'll check things out and meet up with them there.\Then I'll join you.\You're not allowed to go out without a chape-\I'll be there. That counts, doesn't it?\You're a devil. Cause any problems under these circumstances...\and you can bet your punishment will be worse than a little house arrest.\If anything happens, whatever you do, do not get involved.\Understand? response:	Exterminate the devil pests! Now is the time to stand together!
context: Then I'll join you.\You're not allowed to go out without a chape-\I'll be there. That counts, doesn't it?\You're a devil. Cause any problems under these circumstances...\and you can bet your punishment will be worse than a little house arrest.\If anything happens, whatever you do, do not get involved.\Understand?\Exterminate the devil pests! Now is the time to stand together! response:	Exterminate the devil pests! We will all defeat the devils together!
context: You're not allowed to go out without a chape-\I'll be there. That counts, doesn't it?\You're a devil. Cause any problems under these circumstances...\and you can bet your punishment will be worse than a little house arrest.\If anything happens, whatever you do, do not get involved.\Understand?\Exterminate the devil pests! Now is the time to stand together!\Exterminate the devil pests! We will all defeat the devils together! response:	Don't look! They're waving blood around.
context: I'll be there. That counts, doesn't it?\You're a devil. Cause any problems under these circumstances...\and you can bet your punishment will be worse than a little house arrest.\If anything happens, whatever you do, do not get involved.\Understand?\Exterminate the devil pests! Now is the time to stand together!\Exterminate the devil pests! We will all defeat the devils together!\Don't look! They're waving blood around. response:	Are they trying to expose the devils?
context: You're a devil. Cause any problems under these circumstances...\and you can bet your punishment will be worse than a little house arrest.\If anything happens, whatever you do, do not get involved.\Understand?\Exterminate the devil pests! Now is the time to stand together!\Exterminate the devil pests! We will all defeat the devils together!\Don't look! They're waving blood around.\Are they trying to expose the devils? response:	Now! Stop hiding the devils!
context: and you can bet your punishment will be worse than a little house arrest.\If anything happens, whatever you do, do not get involved.\Understand?\Exterminate the devil pests! Now is the time to stand together!\Exterminate the devil pests! We will all defeat the devils together!\Don't look! They're waving blood around.\Are they trying to expose the devils?\Now! Stop hiding the devils! response:	Stop hiding the devils!
context: If anything happens, whatever you do, do not get involved.\Understand?\Exterminate the devil pests! Now is the time to stand together!\Exterminate the devil pests! We will all defeat the devils together!\Don't look! They're waving blood around.\Are they trying to expose the devils?\Now! Stop hiding the devils!\Stop hiding the devils! response:	It's a devil!
context: Understand?\Exterminate the devil pests! Now is the time to stand together!\Exterminate the devil pests! We will all defeat the devils together!\Don't look! They're waving blood around.\Are they trying to expose the devils?\Now! Stop hiding the devils!\Stop hiding the devils!\It's a devil! response:	The devil's running away!
context: Exterminate the devil pests! Now is the time to stand together!\Exterminate the devil pests! We will all defeat the devils together!\Don't look! They're waving blood around.\Are they trying to expose the devils?\Now! Stop hiding the devils!\Stop hiding the devils!\It's a devil!\The devil's running away! response:	Wait, dammit!
context: Exterminate the devil pests! We will all defeat the devils together!\Don't look! They're waving blood around.\Are they trying to expose the devils?\Now! Stop hiding the devils!\Stop hiding the devils!\It's a devil!\The devil's running away!\Wait, dammit! response:	Call Division 5.
context: Don't look! They're waving blood around.\Are they trying to expose the devils?\Now! Stop hiding the devils!\Stop hiding the devils!\It's a devil!\The devil's running away!\Wait, dammit!\Call Division 5. response:	I'm just gonna help that devil get away!
context: Are they trying to expose the devils?\Now! Stop hiding the devils!\Stop hiding the devils!\It's a devil!\The devil's running away!\Wait, dammit!\Call Division 5.\I'm just gonna help that devil get away! response:	Hey!
context: Now! Stop hiding the devils!\Stop hiding the devils!\It's a devil!\The devil's running away!\Wait, dammit!\Call Division 5.\I'm just gonna help that devil get away!\Hey! response:	I can't just leave her!
context: Stop hiding the devils!\It's a devil!\The devil's running away!\Wait, dammit!\Call Division 5.\I'm just gonna help that devil get away!\Hey!\I can't just leave her! response:	When did I get to be like this?
context: It's a devil!\The devil's running away!\Wait, dammit!\Call Division 5.\I'm just gonna help that devil get away!\Hey!\I can't just leave her!\When did I get to be like this? response:	The more I give chase, the deeper the devils run into the darkness.
context: The devil's running away!\Wait, dammit!\Call Division 5.\I'm just gonna help that devil get away!\Hey!\I can't just leave her!\When did I get to be like this?\The more I give chase, the deeper the devils run into the darkness. response:	I overtake them, arrest them, and take them away.
context: Wait, dammit!\Call Division 5.\I'm just gonna help that devil get away!\Hey!\I can't just leave her!\When did I get to be like this?\The more I give chase, the deeper the devils run into the darkness.\I overtake them, arrest them, and take them away. response:	The process is ingrained into my muscles.
context: Call Division 5.\I'm just gonna help that devil get away!\Hey!\I can't just leave her!\When did I get to be like this?\The more I give chase, the deeper the devils run into the darkness.\I overtake them, arrest them, and take them away.\The process is ingrained into my muscles. response:	Why can't I stop myself from going after them?
context: I'm just gonna help that devil get away!\Hey!\I can't just leave her!\When did I get to be like this?\The more I give chase, the deeper the devils run into the darkness.\I overtake them, arrest them, and take them away.\The process is ingrained into my muscles.\Why can't I stop myself from going after them? response:	At least carry some sedatives with you.
context: Hey!\I can't just leave her!\When did I get to be like this?\The more I give chase, the deeper the devils run into the darkness.\I overtake them, arrest them, and take them away.\The process is ingrained into my muscles.\Why can't I stop myself from going after them?\At least carry some sedatives with you. response:	Rest for a while and you'll be able to walk again soon.
context: I can't just leave her!\When did I get to be like this?\The more I give chase, the deeper the devils run into the darkness.\I overtake them, arrest them, and take them away.\The process is ingrained into my muscles.\Why can't I stop myself from going after them?\At least carry some sedatives with you.\Rest for a while and you'll be able to walk again soon. response:	I've been looking for you.
context: When did I get to be like this?\The more I give chase, the deeper the devils run into the darkness.\I overtake them, arrest them, and take them away.\The process is ingrained into my muscles.\Why can't I stop myself from going after them?\At least carry some sedatives with you.\Rest for a while and you'll be able to walk again soon.\I've been looking for you. response:	I knew if I kept hunting devils, I'd run into you eventually.
context: The more I give chase, the deeper the devils run into the darkness.\I overtake them, arrest them, and take them away.\The process is ingrained into my muscles.\Why can't I stop myself from going after them?\At least carry some sedatives with you.\Rest for a while and you'll be able to walk again soon.\I've been looking for you.\I knew if I kept hunting devils, I'd run into you eventually. response:	I'm so happy to see you.
context: I overtake them, arrest them, and take them away.\The process is ingrained into my muscles.\Why can't I stop myself from going after them?\At least carry some sedatives with you.\Rest for a while and you'll be able to walk again soon.\I've been looking for you.\I knew if I kept hunting devils, I'd run into you eventually.\I'm so happy to see you. response:	What...?
context: The process is ingrained into my muscles.\Why can't I stop myself from going after them?\At least carry some sedatives with you.\Rest for a while and you'll be able to walk again soon.\I've been looking for you.\I knew if I kept hunting devils, I'd run into you eventually.\I'm so happy to see you.\What...? response:	What's wrong?
context: Why can't I stop myself from going after them?\At least carry some sedatives with you.\Rest for a while and you'll be able to walk again soon.\I've been looking for you.\I knew if I kept hunting devils, I'd run into you eventually.\I'm so happy to see you.\What...?\What's wrong? response:	This is supposed to be the Vigilantes' live broadcast.
context: At least carry some sedatives with you.\Rest for a while and you'll be able to walk again soon.\I've been looking for you.\I knew if I kept hunting devils, I'd run into you eventually.\I'm so happy to see you.\What...?\What's wrong?\This is supposed to be the Vigilantes' live broadcast. response:	Professor Ochiai?
context: Rest for a while and you'll be able to walk again soon.\I've been looking for you.\I knew if I kept hunting devils, I'd run into you eventually.\I'm so happy to see you.\What...?\What's wrong?\This is supposed to be the Vigilantes' live broadcast.\Professor Ochiai? response:	Like softly melting away
context: I've been looking for you.\I knew if I kept hunting devils, I'd run into you eventually.\I'm so happy to see you.\What...?\What's wrong?\This is supposed to be the Vigilantes' live broadcast.\Professor Ochiai?\Like softly melting away response:	If we could have loved each other more like that
context: I knew if I kept hunting devils, I'd run into you eventually.\I'm so happy to see you.\What...?\What's wrong?\This is supposed to be the Vigilantes' live broadcast.\Professor Ochiai?\Like softly melting away\If we could have loved each other more like that response:	What could I have told you?
context: I'm so happy to see you.\What...?\What's wrong?\This is supposed to be the Vigilantes' live broadcast.\Professor Ochiai?\Like softly melting away\If we could have loved each other more like that\What could I have told you? response:	A chance encounter that cannot amount to love
context: What...?\What's wrong?\This is supposed to be the Vigilantes' live broadcast.\Professor Ochiai?\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love response:	Someone forgive me
context: What's wrong?\This is supposed to be the Vigilantes' live broadcast.\Professor Ochiai?\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me response:	Because this filthy form is who I am
context: This is supposed to be the Vigilantes' live broadcast.\Professor Ochiai?\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am response:	Oh, why?
context: Professor Ochiai?\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why? response:	Are these fingers trembling as they touch you?
context: Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you? response:	It's a story of fighting together
context: If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together response:	I want to hold you
context: What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you response:	I want to protect you without hurting you
context: A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you response:	You and only you
context: Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you response:	It's a story of desiring forever
context: Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever response:	I will keep fighting
context: Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting response:	Against the urges surging up inside me
context: Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me response:	Oh, again, I...
context: It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I... response:	Deep red dawn
context: I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn response:	Like we're softly melting away...
context: I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away... response:	Next Time
context: You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time response:	DEVILS' LINE,
context: It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\DEVILS' LINE, response:	Line 10,
context: I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\DEVILS' LINE,\Line 10, response:	Ego Defense.
context: Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\DEVILS' LINE,\Line 10,\Ego Defense. response:	Ego Defense
