context: We just have to pass through these, right? response:	Yay!
context: What did you do that for?!\Because any worshiper who is sorry enough to ask for your blessing\should not be further punished by your orange-scented chicken scratches.\The more I think about it, the more I realize how much we've gone through.\Yes, yes. I know, Grandmother Izanami.\But I'm extremely busy preparing for New Year's Eve right now.\Yes, but of course!\I've made the arrangements for your favorite dishes. response:	Lord Ookuninushi, please look over these as well.
context: Because any worshiper who is sorry enough to ask for your blessing\should not be further punished by your orange-scented chicken scratches.\The more I think about it, the more I realize how much we've gone through.\Yes, yes. I know, Grandmother Izanami.\But I'm extremely busy preparing for New Year's Eve right now.\Yes, but of course!\I've made the arrangements for your favorite dishes.\Lord Ookuninushi, please look over these as well. response:	Hey, Kotarou.
context: should not be further punished by your orange-scented chicken scratches.\The more I think about it, the more I realize how much we've gone through.\Yes, yes. I know, Grandmother Izanami.\But I'm extremely busy preparing for New Year's Eve right now.\Yes, but of course!\I've made the arrangements for your favorite dishes.\Lord Ookuninushi, please look over these as well.\Hey, Kotarou. response:	For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?
context: The more I think about it, the more I realize how much we've gone through.\Yes, yes. I know, Grandmother Izanami.\But I'm extremely busy preparing for New Year's Eve right now.\Yes, but of course!\I've made the arrangements for your favorite dishes.\Lord Ookuninushi, please look over these as well.\Hey, Kotarou.\For our New Year's shrine visit, what dost thou say to going to Mikage Shrine? response:	Was that the shrine that Momozono works at?
context: Yes, yes. I know, Grandmother Izanami.\But I'm extremely busy preparing for New Year's Eve right now.\Yes, but of course!\I've made the arrangements for your favorite dishes.\Lord Ookuninushi, please look over these as well.\Hey, Kotarou.\For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?\Was that the shrine that Momozono works at? response:	I wish to go with thee!
context: But I'm extremely busy preparing for New Year's Eve right now.\Yes, but of course!\I've made the arrangements for your favorite dishes.\Lord Ookuninushi, please look over these as well.\Hey, Kotarou.\For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?\Was that the shrine that Momozono works at?\I wish to go with thee! response:	And to see where we will hold our ceremony.
context: Yes, but of course!\I've made the arrangements for your favorite dishes.\Lord Ookuninushi, please look over these as well.\Hey, Kotarou.\For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?\Was that the shrine that Momozono works at?\I wish to go with thee!\And to see where we will hold our ceremony. response:	Oh!
context: I've made the arrangements for your favorite dishes.\Lord Ookuninushi, please look over these as well.\Hey, Kotarou.\For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?\Was that the shrine that Momozono works at?\I wish to go with thee!\And to see where we will hold our ceremony.\Oh! response:	Look, Himemiko! I set a new personal record!
context: Lord Ookuninushi, please look over these as well.\Hey, Kotarou.\For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?\Was that the shrine that Momozono works at?\I wish to go with thee!\And to see where we will hold our ceremony.\Oh!\Look, Himemiko! I set a new personal record! response:	Kota!
context: Hey, Kotarou.\For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?\Was that the shrine that Momozono works at?\I wish to go with thee!\And to see where we will hold our ceremony.\Oh!\Look, Himemiko! I set a new personal record!\Kota! response:	Surely, next year... Surely, next year...
context: For our New Year's shrine visit, what dost thou say to going to Mikage Shrine?\Was that the shrine that Momozono works at?\I wish to go with thee!\And to see where we will hold our ceremony.\Oh!\Look, Himemiko! I set a new personal record!\Kota!\Surely, next year... Surely, next year... response:	Let us pledge ourselves to one another!
context: Was that the shrine that Momozono works at?\I wish to go with thee!\And to see where we will hold our ceremony.\Oh!\Look, Himemiko! I set a new personal record!\Kota!\Surely, next year... Surely, next year...\Let us pledge ourselves to one another! response:	I thought I told you...
context: I wish to go with thee!\And to see where we will hold our ceremony.\Oh!\Look, Himemiko! I set a new personal record!\Kota!\Surely, next year... Surely, next year...\Let us pledge ourselves to one another!\I thought I told you... response:	Don't book any work for me until after the 20th this month.
context: And to see where we will hold our ceremony.\Oh!\Look, Himemiko! I set a new personal record!\Kota!\Surely, next year... Surely, next year...\Let us pledge ourselves to one another!\I thought I told you...\Don't book any work for me until after the 20th this month. response:	Bam
context: Oh!\Look, Himemiko! I set a new personal record!\Kota!\Surely, next year... Surely, next year...\Let us pledge ourselves to one another!\I thought I told you...\Don't book any work for me until after the 20th this month.\Bam response:	Bam
context: Look, Himemiko! I set a new personal record!\Kota!\Surely, next year... Surely, next year...\Let us pledge ourselves to one another!\I thought I told you...\Don't book any work for me until after the 20th this month.\Bam\Bam response:	Bam
context: Kota!\Surely, next year... Surely, next year...\Let us pledge ourselves to one another!\I thought I told you...\Don't book any work for me until after the 20th this month.\Bam\Bam\Bam response:	Bam
context: Surely, next year... Surely, next year...\Let us pledge ourselves to one another!\I thought I told you...\Don't book any work for me until after the 20th this month.\Bam\Bam\Bam\Bam response:	Bam
context: Let us pledge ourselves to one another!\I thought I told you...\Don't book any work for me until after the 20th this month.\Bam\Bam\Bam\Bam\Bam response:	Bam
context: I thought I told you...\Don't book any work for me until after the 20th this month.\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Don't book any work for me until after the 20th this month.\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Bam
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Bam response:	Good grief, what a badly-fitted door.
context: Bam\Bam\Bam\Bam\Bam\Bam\Bam\Good grief, what a badly-fitted door. response:	Master Shinjurou!
context: Bam\Bam\Bam\Bam\Bam\Bam\Good grief, what a badly-fitted door.\Master Shinjurou! response:	B-Brothers and Botanmaru! It has been so long since I've seen you!
context: Bam\Bam\Bam\Bam\Bam\Good grief, what a badly-fitted door.\Master Shinjurou!\B-Brothers and Botanmaru! It has been so long since I've seen you! response:	So how may I help you, Brother?
context: Bam\Bam\Bam\Bam\Good grief, what a badly-fitted door.\Master Shinjurou!\B-Brothers and Botanmaru! It has been so long since I've seen you!\So how may I help you, Brother? response:	We've come in the service of Soujoubou the Third.
context: Bam\Bam\Bam\Good grief, what a badly-fitted door.\Master Shinjurou!\B-Brothers and Botanmaru! It has been so long since I've seen you!\So how may I help you, Brother?\We've come in the service of Soujoubou the Third. response:	He sends a resolution.
context: Bam\Bam\Good grief, what a badly-fitted door.\Master Shinjurou!\B-Brothers and Botanmaru! It has been so long since I've seen you!\So how may I help you, Brother?\We've come in the service of Soujoubou the Third.\He sends a resolution. response:	You are to spend the New Year in training and refrain from all further immersion in the mundane world.
context: Bam\Good grief, what a badly-fitted door.\Master Shinjurou!\B-Brothers and Botanmaru! It has been so long since I've seen you!\So how may I help you, Brother?\We've come in the service of Soujoubou the Third.\He sends a resolution.\You are to spend the New Year in training and refrain from all further immersion in the mundane world. response:	As your senior, I've come to oversee your progress.
context: Good grief, what a badly-fitted door.\Master Shinjurou!\B-Brothers and Botanmaru! It has been so long since I've seen you!\So how may I help you, Brother?\We've come in the service of Soujoubou the Third.\He sends a resolution.\You are to spend the New Year in training and refrain from all further immersion in the mundane world.\As your senior, I've come to oversee your progress. response:	What?!
context: Master Shinjurou!\B-Brothers and Botanmaru! It has been so long since I've seen you!\So how may I help you, Brother?\We've come in the service of Soujoubou the Third.\He sends a resolution.\You are to spend the New Year in training and refrain from all further immersion in the mundane world.\As your senior, I've come to oversee your progress.\What?! response:	That is not our only reason for coming.
context: B-Brothers and Botanmaru! It has been so long since I've seen you!\So how may I help you, Brother?\We've come in the service of Soujoubou the Third.\He sends a resolution.\You are to spend the New Year in training and refrain from all further immersion in the mundane world.\As your senior, I've come to oversee your progress.\What?!\That is not our only reason for coming. response:	We were concerned for our brother with whom we have been reunited by fate.
context: So how may I help you, Brother?\We've come in the service of Soujoubou the Third.\He sends a resolution.\You are to spend the New Year in training and refrain from all further immersion in the mundane world.\As your senior, I've come to oversee your progress.\What?!\That is not our only reason for coming.\We were concerned for our brother with whom we have been reunited by fate. response:	So we came to check in on you as representatives of the mountain.
context: We've come in the service of Soujoubou the Third.\He sends a resolution.\You are to spend the New Year in training and refrain from all further immersion in the mundane world.\As your senior, I've come to oversee your progress.\What?!\That is not our only reason for coming.\We were concerned for our brother with whom we have been reunited by fate.\So we came to check in on you as representatives of the mountain. response:	And we thought you might take us to the shrine of the lady land god who did so much for us.
context: He sends a resolution.\You are to spend the New Year in training and refrain from all further immersion in the mundane world.\As your senior, I've come to oversee your progress.\What?!\That is not our only reason for coming.\We were concerned for our brother with whom we have been reunited by fate.\So we came to check in on you as representatives of the mountain.\And we thought you might take us to the shrine of the lady land god who did so much for us. response:	So that's why you tagged along, Brother Jirou.
context: You are to spend the New Year in training and refrain from all further immersion in the mundane world.\As your senior, I've come to oversee your progress.\What?!\That is not our only reason for coming.\We were concerned for our brother with whom we have been reunited by fate.\So we came to check in on you as representatives of the mountain.\And we thought you might take us to the shrine of the lady land god who did so much for us.\So that's why you tagged along, Brother Jirou. response:	The old year will end,
context: As your senior, I've come to oversee your progress.\What?!\That is not our only reason for coming.\We were concerned for our brother with whom we have been reunited by fate.\So we came to check in on you as representatives of the mountain.\And we thought you might take us to the shrine of the lady land god who did so much for us.\So that's why you tagged along, Brother Jirou.\The old year will end, response:	and a new year will come for each of us.
context: What?!\That is not our only reason for coming.\We were concerned for our brother with whom we have been reunited by fate.\So we came to check in on you as representatives of the mountain.\And we thought you might take us to the shrine of the lady land god who did so much for us.\So that's why you tagged along, Brother Jirou.\The old year will end,\and a new year will come for each of us. response:	All year long,
context: That is not our only reason for coming.\We were concerned for our brother with whom we have been reunited by fate.\So we came to check in on you as representatives of the mountain.\And we thought you might take us to the shrine of the lady land god who did so much for us.\So that's why you tagged along, Brother Jirou.\The old year will end,\and a new year will come for each of us.\All year long, response:	we've laughed, and we've cried.
context: We were concerned for our brother with whom we have been reunited by fate.\So we came to check in on you as representatives of the mountain.\And we thought you might take us to the shrine of the lady land god who did so much for us.\So that's why you tagged along, Brother Jirou.\The old year will end,\and a new year will come for each of us.\All year long,\we've laughed, and we've cried. response:	It's been a crazy year, but...
context: So we came to check in on you as representatives of the mountain.\And we thought you might take us to the shrine of the lady land god who did so much for us.\So that's why you tagged along, Brother Jirou.\The old year will end,\and a new year will come for each of us.\All year long,\we've laughed, and we've cried.\It's been a crazy year, but... response:	it's also been a lot of fun.
context: And we thought you might take us to the shrine of the lady land god who did so much for us.\So that's why you tagged along, Brother Jirou.\The old year will end,\and a new year will come for each of us.\All year long,\we've laughed, and we've cried.\It's been a crazy year, but...\it's also been a lot of fun. response:	Another year comes to an end.
context: So that's why you tagged along, Brother Jirou.\The old year will end,\and a new year will come for each of us.\All year long,\we've laughed, and we've cried.\It's been a crazy year, but...\it's also been a lot of fun.\Another year comes to an end. response:	It has been a long year, and yet it really flew by.
context: The old year will end,\and a new year will come for each of us.\All year long,\we've laughed, and we've cried.\It's been a crazy year, but...\it's also been a lot of fun.\Another year comes to an end.\It has been a long year, and yet it really flew by. response:	Yeah...
context: and a new year will come for each of us.\All year long,\we've laughed, and we've cried.\It's been a crazy year, but...\it's also been a lot of fun.\Another year comes to an end.\It has been a long year, and yet it really flew by.\Yeah... response:	Oh, Nanami, snow!
context: All year long,\we've laughed, and we've cried.\It's been a crazy year, but...\it's also been a lot of fun.\Another year comes to an end.\It has been a long year, and yet it really flew by.\Yeah...\Oh, Nanami, snow! response:	What?
context: we've laughed, and we've cried.\It's been a crazy year, but...\it's also been a lot of fun.\Another year comes to an end.\It has been a long year, and yet it really flew by.\Yeah...\Oh, Nanami, snow!\What? response:	You're right!
context: It's been a crazy year, but...\it's also been a lot of fun.\Another year comes to an end.\It has been a long year, and yet it really flew by.\Yeah...\Oh, Nanami, snow!\What?\You're right! response:	Wow! It's already piling up!
context: it's also been a lot of fun.\Another year comes to an end.\It has been a long year, and yet it really flew by.\Yeah...\Oh, Nanami, snow!\What?\You're right!\Wow! It's already piling up! response:	Only for the time being.
context: Another year comes to an end.\It has been a long year, and yet it really flew by.\Yeah...\Oh, Nanami, snow!\What?\You're right!\Wow! It's already piling up!\Only for the time being. response:	In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.
context: It has been a long year, and yet it really flew by.\Yeah...\Oh, Nanami, snow!\What?\You're right!\Wow! It's already piling up!\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine. response:	Hey, let go of me!
context: Yeah...\Oh, Nanami, snow!\What?\You're right!\Wow! It's already piling up!\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Hey, let go of me! response:	Knock it off!
context: Oh, Nanami, snow!\What?\You're right!\Wow! It's already piling up!\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Hey, let go of me!\Knock it off! response:	Strange. I can't remember who told me that.
context: What?\You're right!\Wow! It's already piling up!\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Hey, let go of me!\Knock it off!\Strange. I can't remember who told me that. response:	Nanami.
context: You're right!\Wow! It's already piling up!\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Hey, let go of me!\Knock it off!\Strange. I can't remember who told me that.\Nanami. response:	What?
context: Wow! It's already piling up!\Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Hey, let go of me!\Knock it off!\Strange. I can't remember who told me that.\Nanami.\What? response:	Peel this mandarin for me.
context: Only for the time being.\In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Hey, let go of me!\Knock it off!\Strange. I can't remember who told me that.\Nanami.\What?\Peel this mandarin for me. response:	I can't get it right.
context: In a few years, when you are older, you will become the head of a household more rowdy than you can imagine.\Hey, let go of me!\Knock it off!\Strange. I can't remember who told me that.\Nanami.\What?\Peel this mandarin for me.\I can't get it right. response:	Okay, sure.
context: Hey, let go of me!\Knock it off!\Strange. I can't remember who told me that.\Nanami.\What?\Peel this mandarin for me.\I can't get it right.\Okay, sure. response:	You can do that yourself, you stinking brat!
context: Knock it off!\Strange. I can't remember who told me that.\Nanami.\What?\Peel this mandarin for me.\I can't get it right.\Okay, sure.\You can do that yourself, you stinking brat! response:	That's right! Nanami isn't your mom, so stop acting like a baby!
context: Strange. I can't remember who told me that.\Nanami.\What?\Peel this mandarin for me.\I can't get it right.\Okay, sure.\You can do that yourself, you stinking brat!\That's right! Nanami isn't your mom, so stop acting like a baby! response:	Oh, I don't really mind if Mamoru thinks of me as his mom for now.
context: Nanami.\What?\Peel this mandarin for me.\I can't get it right.\Okay, sure.\You can do that yourself, you stinking brat!\That's right! Nanami isn't your mom, so stop acting like a baby!\Oh, I don't really mind if Mamoru thinks of me as his mom for now. response:	Say, Ah!
context: What?\Peel this mandarin for me.\I can't get it right.\Okay, sure.\You can do that yourself, you stinking brat!\That's right! Nanami isn't your mom, so stop acting like a baby!\Oh, I don't really mind if Mamoru thinks of me as his mom for now.\Say, Ah! response:	Ah!
context: Peel this mandarin for me.\I can't get it right.\Okay, sure.\You can do that yourself, you stinking brat!\That's right! Nanami isn't your mom, so stop acting like a baby!\Oh, I don't really mind if Mamoru thinks of me as his mom for now.\Say, Ah!\Ah! response:	What? No fair!
context: I can't get it right.\Okay, sure.\You can do that yourself, you stinking brat!\That's right! Nanami isn't your mom, so stop acting like a baby!\Oh, I don't really mind if Mamoru thinks of me as his mom for now.\Say, Ah!\Ah!\What? No fair! response:	Nanami, don't leave us to get married like a mom would, okay?
context: Okay, sure.\You can do that yourself, you stinking brat!\That's right! Nanami isn't your mom, so stop acting like a baby!\Oh, I don't really mind if Mamoru thinks of me as his mom for now.\Say, Ah!\Ah!\What? No fair!\Nanami, don't leave us to get married like a mom would, okay? response:	I want you to stay my lady and mistress forever and ever!
context: You can do that yourself, you stinking brat!\That's right! Nanami isn't your mom, so stop acting like a baby!\Oh, I don't really mind if Mamoru thinks of me as his mom for now.\Say, Ah!\Ah!\What? No fair!\Nanami, don't leave us to get married like a mom would, okay?\I want you to stay my lady and mistress forever and ever! response:	I'm not sure I like that either.
context: That's right! Nanami isn't your mom, so stop acting like a baby!\Oh, I don't really mind if Mamoru thinks of me as his mom for now.\Say, Ah!\Ah!\What? No fair!\Nanami, don't leave us to get married like a mom would, okay?\I want you to stay my lady and mistress forever and ever!\I'm not sure I like that either. response:	Don't worry. I'm not getting married.
context: Oh, I don't really mind if Mamoru thinks of me as his mom for now.\Say, Ah!\Ah!\What? No fair!\Nanami, don't leave us to get married like a mom would, okay?\I want you to stay my lady and mistress forever and ever!\I'm not sure I like that either.\Don't worry. I'm not getting married. response:	Probably.
context: Say, Ah!\Ah!\What? No fair!\Nanami, don't leave us to get married like a mom would, okay?\I want you to stay my lady and mistress forever and ever!\I'm not sure I like that either.\Don't worry. I'm not getting married.\Probably. response:	Probably?
