context: Yuuichi! response:	Sorry! Were you waiting long?
context: Number of times you want to snuggle close a little.\Times you want to snuggle close a little.\Measuring Emotions Counter\Let's count each of those feelings and keep a record.\That makes sense.\Oh. That's that thing.\The thing part-timers use for measuring traffic flow.\Wait. response:	A counting app on our smartphones would serve as a simple substitute, wouldn't it?
context: Times you want to snuggle close a little.\Measuring Emotions Counter\Let's count each of those feelings and keep a record.\That makes sense.\Oh. That's that thing.\The thing part-timers use for measuring traffic flow.\Wait.\A counting app on our smartphones would serve as a simple substitute, wouldn't it? response:	That's a good idea.
context: Measuring Emotions Counter\Let's count each of those feelings and keep a record.\That makes sense.\Oh. That's that thing.\The thing part-timers use for measuring traffic flow.\Wait.\A counting app on our smartphones would serve as a simple substitute, wouldn't it?\That's a good idea. response:	Emotion Counter
context: Let's count each of those feelings and keep a record.\That makes sense.\Oh. That's that thing.\The thing part-timers use for measuring traffic flow.\Wait.\A counting app on our smartphones would serve as a simple substitute, wouldn't it?\That's a good idea.\Emotion Counter response:	Times you feel happy.
context: That makes sense.\Oh. That's that thing.\The thing part-timers use for measuring traffic flow.\Wait.\A counting app on our smartphones would serve as a simple substitute, wouldn't it?\That's a good idea.\Emotion Counter\Times you feel happy. response:	Times the other person makes your heart skip.
context: Oh. That's that thing.\The thing part-timers use for measuring traffic flow.\Wait.\A counting app on our smartphones would serve as a simple substitute, wouldn't it?\That's a good idea.\Emotion Counter\Times you feel happy.\Times the other person makes your heart skip. response:	Times you want to snuggle close a little.
context: The thing part-timers use for measuring traffic flow.\Wait.\A counting app on our smartphones would serve as a simple substitute, wouldn't it?\That's a good idea.\Emotion Counter\Times you feel happy.\Times the other person makes your heart skip.\Times you want to snuggle close a little. response:	Times you feel a little uncertain.
context: Wait.\A counting app on our smartphones would serve as a simple substitute, wouldn't it?\That's a good idea.\Emotion Counter\Times you feel happy.\Times the other person makes your heart skip.\Times you want to snuggle close a little.\Times you feel a little uncertain. response:	Hmm... Would this count under feeling a little uncertain?
context: A counting app on our smartphones would serve as a simple substitute, wouldn't it?\That's a good idea.\Emotion Counter\Times you feel happy.\Times the other person makes your heart skip.\Times you want to snuggle close a little.\Times you feel a little uncertain.\Hmm... Would this count under feeling a little uncertain? response:	Yukimura-kun, sorry to keep you waiting.
context: That's a good idea.\Emotion Counter\Times you feel happy.\Times the other person makes your heart skip.\Times you want to snuggle close a little.\Times you feel a little uncertain.\Hmm... Would this count under feeling a little uncertain?\Yukimura-kun, sorry to keep you waiting. response:	What took so long? You do realize we are only here for 37 minutes and
context: Emotion Counter\Times you feel happy.\Times the other person makes your heart skip.\Times you want to snuggle close a little.\Times you feel a little uncertain.\Hmm... Would this count under feeling a little uncertain?\Yukimura-kun, sorry to keep you waiting.\What took so long? You do realize we are only here for 37 minutes and response:	I didn't know what date clothes are, so I had a hard time deciding.
context: Times you feel happy.\Times the other person makes your heart skip.\Times you want to snuggle close a little.\Times you feel a little uncertain.\Hmm... Would this count under feeling a little uncertain?\Yukimura-kun, sorry to keep you waiting.\What took so long? You do realize we are only here for 37 minutes and\I didn't know what date clothes are, so I had a hard time deciding. response:	Yes.
context: Times the other person makes your heart skip.\Times you want to snuggle close a little.\Times you feel a little uncertain.\Hmm... Would this count under feeling a little uncertain?\Yukimura-kun, sorry to keep you waiting.\What took so long? You do realize we are only here for 37 minutes and\I didn't know what date clothes are, so I had a hard time deciding.\Yes. response:	What... do you think?
context: Times you want to snuggle close a little.\Times you feel a little uncertain.\Hmm... Would this count under feeling a little uncertain?\Yukimura-kun, sorry to keep you waiting.\What took so long? You do realize we are only here for 37 minutes and\I didn't know what date clothes are, so I had a hard time deciding.\Yes.\What... do you think? response:	Well, I suppose it's all right.
context: Times you feel a little uncertain.\Hmm... Would this count under feeling a little uncertain?\Yukimura-kun, sorry to keep you waiting.\What took so long? You do realize we are only here for 37 minutes and\I didn't know what date clothes are, so I had a hard time deciding.\Yes.\What... do you think?\Well, I suppose it's all right. response:	Times you find yourself captivated +1
context: Hmm... Would this count under feeling a little uncertain?\Yukimura-kun, sorry to keep you waiting.\What took so long? You do realize we are only here for 37 minutes and\I didn't know what date clothes are, so I had a hard time deciding.\Yes.\What... do you think?\Well, I suppose it's all right.\Times you find yourself captivated +1 response:	Times the other person makes your heart skip +1
context: Yukimura-kun, sorry to keep you waiting.\What took so long? You do realize we are only here for 37 minutes and\I didn't know what date clothes are, so I had a hard time deciding.\Yes.\What... do you think?\Well, I suppose it's all right.\Times you find yourself captivated +1\Times the other person makes your heart skip +1 response:	At 10 minutes 36 seconds,
context: What took so long? You do realize we are only here for 37 minutes and\I didn't know what date clothes are, so I had a hard time deciding.\Yes.\What... do you think?\Well, I suppose it's all right.\Times you find yourself captivated +1\Times the other person makes your heart skip +1\At 10 minutes 36 seconds, response:	Yukimura observed Himuro in her date outfit and hit the counter repeatedly.
context: I didn't know what date clothes are, so I had a hard time deciding.\Yes.\What... do you think?\Well, I suppose it's all right.\Times you find yourself captivated +1\Times the other person makes your heart skip +1\At 10 minutes 36 seconds,\Yukimura observed Himuro in her date outfit and hit the counter repeatedly. response:	Something like that should work for the record, Kanade-chan.
context: Yes.\What... do you think?\Well, I suppose it's all right.\Times you find yourself captivated +1\Times the other person makes your heart skip +1\At 10 minutes 36 seconds,\Yukimura observed Himuro in her date outfit and hit the counter repeatedly.\Something like that should work for the record, Kanade-chan. response:	Okay.
context: What... do you think?\Well, I suppose it's all right.\Times you find yourself captivated +1\Times the other person makes your heart skip +1\At 10 minutes 36 seconds,\Yukimura observed Himuro in her date outfit and hit the counter repeatedly.\Something like that should work for the record, Kanade-chan.\Okay. response:	I-It's not like that!
