context: Greabe: Cooking response:	Greabe: Cooking Contest
context: You're really useless, Jin.\As a first-year student, how can I know all the minor details?\Takako knows more than you do.\Please don't put milk into your miso soup.\I don't want to be told off by someone who puts sauce on everything!\Sauce-devil.\I just can't stand that!\Ah geez, I should just go and live at Takako's place. response:	I know she'll treat me nicely!
context: As a first-year student, how can I know all the minor details?\Takako knows more than you do.\Please don't put milk into your miso soup.\I don't want to be told off by someone who puts sauce on everything!\Sauce-devil.\I just can't stand that!\Ah geez, I should just go and live at Takako's place.\I know she'll treat me nicely! response:	Why? You don't have to go there, isn't my house good enough?
context: Takako knows more than you do.\Please don't put milk into your miso soup.\I don't want to be told off by someone who puts sauce on everything!\Sauce-devil.\I just can't stand that!\Ah geez, I should just go and live at Takako's place.\I know she'll treat me nicely!\Why? You don't have to go there, isn't my house good enough? response:	I'm the only family member here, so you can take it easy, right?
context: Please don't put milk into your miso soup.\I don't want to be told off by someone who puts sauce on everything!\Sauce-devil.\I just can't stand that!\Ah geez, I should just go and live at Takako's place.\I know she'll treat me nicely!\Why? You don't have to go there, isn't my house good enough?\I'm the only family member here, so you can take it easy, right? response:	I'm not complaining about you living here anyway...
context: I don't want to be told off by someone who puts sauce on everything!\Sauce-devil.\I just can't stand that!\Ah geez, I should just go and live at Takako's place.\I know she'll treat me nicely!\Why? You don't have to go there, isn't my house good enough?\I'm the only family member here, so you can take it easy, right?\I'm not complaining about you living here anyway... response:	I'm only joking. Don't get so worked up.
context: Sauce-devil.\I just can't stand that!\Ah geez, I should just go and live at Takako's place.\I know she'll treat me nicely!\Why? You don't have to go there, isn't my house good enough?\I'm the only family member here, so you can take it easy, right?\I'm not complaining about you living here anyway...\I'm only joking. Don't get so worked up. response:	Huh? Why am I stopping her?
context: I just can't stand that!\Ah geez, I should just go and live at Takako's place.\I know she'll treat me nicely!\Why? You don't have to go there, isn't my house good enough?\I'm the only family member here, so you can take it easy, right?\I'm not complaining about you living here anyway...\I'm only joking. Don't get so worked up.\Huh? Why am I stopping her? response:	Jin!
context: Ah geez, I should just go and live at Takako's place.\I know she'll treat me nicely!\Why? You don't have to go there, isn't my house good enough?\I'm the only family member here, so you can take it easy, right?\I'm not complaining about you living here anyway...\I'm only joking. Don't get so worked up.\Huh? Why am I stopping her?\Jin! response:	Where are you going?
context: I know she'll treat me nicely!\Why? You don't have to go there, isn't my house good enough?\I'm the only family member here, so you can take it easy, right?\I'm not complaining about you living here anyway...\I'm only joking. Don't get so worked up.\Huh? Why am I stopping her?\Jin!\Where are you going? response:	To the convenience store.
context: Why? You don't have to go there, isn't my house good enough?\I'm the only family member here, so you can take it easy, right?\I'm not complaining about you living here anyway...\I'm only joking. Don't get so worked up.\Huh? Why am I stopping her?\Jin!\Where are you going?\To the convenience store. response:	I'm going with you.
context: I'm the only family member here, so you can take it easy, right?\I'm not complaining about you living here anyway...\I'm only joking. Don't get so worked up.\Huh? Why am I stopping her?\Jin!\Where are you going?\To the convenience store.\I'm going with you. response:	Just stay at home...
context: I'm not complaining about you living here anyway...\I'm only joking. Don't get so worked up.\Huh? Why am I stopping her?\Jin!\Where are you going?\To the convenience store.\I'm going with you.\Just stay at home... response:	Don't use it as a substitute for a torchlight!
context: I'm only joking. Don't get so worked up.\Huh? Why am I stopping her?\Jin!\Where are you going?\To the convenience store.\I'm going with you.\Just stay at home...\Don't use it as a substitute for a torchlight! response:	It's really convenient!
context: Huh? Why am I stopping her?\Jin!\Where are you going?\To the convenience store.\I'm going with you.\Just stay at home...\Don't use it as a substitute for a torchlight!\It's really convenient! response:	Like for picking up coins dropped under a vending machine.
context: Jin!\Where are you going?\To the convenience store.\I'm going with you.\Just stay at home...\Don't use it as a substitute for a torchlight!\It's really convenient!\Like for picking up coins dropped under a vending machine. response:	Stop that.
context: Where are you going?\To the convenience store.\I'm going with you.\Just stay at home...\Don't use it as a substitute for a torchlight!\It's really convenient!\Like for picking up coins dropped under a vending machine.\Stop that. response:	Woah! So bright!
context: To the convenience store.\I'm going with you.\Just stay at home...\Don't use it as a substitute for a torchlight!\It's really convenient!\Like for picking up coins dropped under a vending machine.\Stop that.\Woah! So bright! response:	Zange!
context: I'm going with you.\Just stay at home...\Don't use it as a substitute for a torchlight!\It's really convenient!\Like for picking up coins dropped under a vending machine.\Stop that.\Woah! So bright!\Zange! response:	Good evening!
context: Just stay at home...\Don't use it as a substitute for a torchlight!\It's really convenient!\Like for picking up coins dropped under a vending machine.\Stop that.\Woah! So bright!\Zange!\Good evening! response:	Zange-chan here!
context: Don't use it as a substitute for a torchlight!\It's really convenient!\Like for picking up coins dropped under a vending machine.\Stop that.\Woah! So bright!\Zange!\Good evening!\Zange-chan here! response:	What did you come here for?
context: It's really convenient!\Like for picking up coins dropped under a vending machine.\Stop that.\Woah! So bright!\Zange!\Good evening!\Zange-chan here!\What did you come here for? response:	Well, I want to treat Jin-kun to a feast.
context: Like for picking up coins dropped under a vending machine.\Stop that.\Woah! So bright!\Zange!\Good evening!\Zange-chan here!\What did you come here for?\Well, I want to treat Jin-kun to a feast. response:	Come, let's go!
context: Stop that.\Woah! So bright!\Zange!\Good evening!\Zange-chan here!\What did you come here for?\Well, I want to treat Jin-kun to a feast.\Come, let's go! response:	No, but tonight...
context: Woah! So bright!\Zange!\Good evening!\Zange-chan here!\What did you come here for?\Well, I want to treat Jin-kun to a feast.\Come, let's go!\No, but tonight... response:	Stop it, will you?!
context: Zange!\Good evening!\Zange-chan here!\What did you come here for?\Well, I want to treat Jin-kun to a feast.\Come, let's go!\No, but tonight...\Stop it, will you?! response:	You're not the only one getting your territory invaded.
context: Good evening!\Zange-chan here!\What did you come here for?\Well, I want to treat Jin-kun to a feast.\Come, let's go!\No, but tonight...\Stop it, will you?!\You're not the only one getting your territory invaded. response:	I'll call your father.
context: Zange-chan here!\What did you come here for?\Well, I want to treat Jin-kun to a feast.\Come, let's go!\No, but tonight...\Stop it, will you?!\You're not the only one getting your territory invaded.\I'll call your father. response:	That's unfair! This has nothing to do with my parents!
context: What did you come here for?\Well, I want to treat Jin-kun to a feast.\Come, let's go!\No, but tonight...\Stop it, will you?!\You're not the only one getting your territory invaded.\I'll call your father.\That's unfair! This has nothing to do with my parents! response:	Onee-sama, you are seriously an eyesore!
context: Well, I want to treat Jin-kun to a feast.\Come, let's go!\No, but tonight...\Stop it, will you?!\You're not the only one getting your territory invaded.\I'll call your father.\That's unfair! This has nothing to do with my parents!\Onee-sama, you are seriously an eyesore! response:	Come again?!
context: Come, let's go!\No, but tonight...\Stop it, will you?!\You're not the only one getting your territory invaded.\I'll call your father.\That's unfair! This has nothing to do with my parents!\Onee-sama, you are seriously an eyesore!\Come again?! response:	Calm down!
context: No, but tonight...\Stop it, will you?!\You're not the only one getting your territory invaded.\I'll call your father.\That's unfair! This has nothing to do with my parents!\Onee-sama, you are seriously an eyesore!\Come again?!\Calm down! response:	Take that! Volt Lighter!
context: Stop it, will you?!\You're not the only one getting your territory invaded.\I'll call your father.\That's unfair! This has nothing to do with my parents!\Onee-sama, you are seriously an eyesore!\Come again?!\Calm down!\Take that! Volt Lighter! response:	Woah! It's so bright!
context: You're not the only one getting your territory invaded.\I'll call your father.\That's unfair! This has nothing to do with my parents!\Onee-sama, you are seriously an eyesore!\Come again?!\Calm down!\Take that! Volt Lighter!\Woah! It's so bright! response:	Watch the next episode of Kannagi too!
