context: I thought the way she talked was like the way she sang. response:	That unique and annoying way Takumi stretches the last word when he speaks
context: I find it lonely.\Well, I'm sure she's really busy,\so she's not likely to have any time to be looking after you.\I don't need her to look after me.\I just feel lonely that she doesn't rely on me.\They're starting the countdown to the show.\I'm gonna let Hachi feel relieved by being calm.\Good evening! I'm your host, Chie Takahashi! response:	And I'm Tsuyoshi Morishita!
context: Well, I'm sure she's really busy,\so she's not likely to have any time to be looking after you.\I don't need her to look after me.\I just feel lonely that she doesn't rely on me.\They're starting the countdown to the show.\I'm gonna let Hachi feel relieved by being calm.\Good evening! I'm your host, Chie Takahashi!\And I'm Tsuyoshi Morishita! response:	I hear that talent with the big boobs and the announcer
context: so she's not likely to have any time to be looking after you.\I don't need her to look after me.\I just feel lonely that she doesn't rely on me.\They're starting the countdown to the show.\I'm gonna let Hachi feel relieved by being calm.\Good evening! I'm your host, Chie Takahashi!\And I'm Tsuyoshi Morishita!\I hear that talent with the big boobs and the announcer response:	are having an extramarital affair.
context: I don't need her to look after me.\I just feel lonely that she doesn't rely on me.\They're starting the countdown to the show.\I'm gonna let Hachi feel relieved by being calm.\Good evening! I'm your host, Chie Takahashi!\And I'm Tsuyoshi Morishita!\I hear that talent with the big boobs and the announcer\are having an extramarital affair. response:	- Those boobs have gotta be silicone. - For the next hour,
context: I just feel lonely that she doesn't rely on me.\They're starting the countdown to the show.\I'm gonna let Hachi feel relieved by being calm.\Good evening! I'm your host, Chie Takahashi!\And I'm Tsuyoshi Morishita!\I hear that talent with the big boobs and the announcer\are having an extramarital affair.\- Those boobs have gotta be silicone. - For the next hour, response:	we're bringing to you a great lineup of fabulous guests tonight!
context: They're starting the countdown to the show.\I'm gonna let Hachi feel relieved by being calm.\Good evening! I'm your host, Chie Takahashi!\And I'm Tsuyoshi Morishita!\I hear that talent with the big boobs and the announcer\are having an extramarital affair.\- Those boobs have gotta be silicone. - For the next hour,\we're bringing to you a great lineup of fabulous guests tonight! response:	You're gonna watch it here?
context: I'm gonna let Hachi feel relieved by being calm.\Good evening! I'm your host, Chie Takahashi!\And I'm Tsuyoshi Morishita!\I hear that talent with the big boobs and the announcer\are having an extramarital affair.\- Those boobs have gotta be silicone. - For the next hour,\we're bringing to you a great lineup of fabulous guests tonight!\You're gonna watch it here? response:	RECREATION ROOM
context: Good evening! I'm your host, Chie Takahashi!\And I'm Tsuyoshi Morishita!\I hear that talent with the big boobs and the announcer\are having an extramarital affair.\- Those boobs have gotta be silicone. - For the next hour,\we're bringing to you a great lineup of fabulous guests tonight!\You're gonna watch it here?\RECREATION ROOM response:	RECREATION ROOM You have a TV in your own room, Yuri.
context: And I'm Tsuyoshi Morishita!\I hear that talent with the big boobs and the announcer\are having an extramarital affair.\- Those boobs have gotta be silicone. - For the next hour,\we're bringing to you a great lineup of fabulous guests tonight!\You're gonna watch it here?\RECREATION ROOM\RECREATION ROOM You have a TV in your own room, Yuri. response:	- But I wanna see them on a big screen! - Without further ado,
context: I hear that talent with the big boobs and the announcer\are having an extramarital affair.\- Those boobs have gotta be silicone. - For the next hour,\we're bringing to you a great lineup of fabulous guests tonight!\You're gonna watch it here?\RECREATION ROOM\RECREATION ROOM You have a TV in your own room, Yuri.\- But I wanna see them on a big screen! - Without further ado, response:	- You know, like Nobu. - let us invite our guests onstage!
context: are having an extramarital affair.\- Those boobs have gotta be silicone. - For the next hour,\we're bringing to you a great lineup of fabulous guests tonight!\You're gonna watch it here?\RECREATION ROOM\RECREATION ROOM You have a TV in your own room, Yuri.\- But I wanna see them on a big screen! - Without further ado,\- You know, like Nobu. - let us invite our guests onstage! response:	Who's that?
context: - Those boobs have gotta be silicone. - For the next hour,\we're bringing to you a great lineup of fabulous guests tonight!\You're gonna watch it here?\RECREATION ROOM\RECREATION ROOM You have a TV in your own room, Yuri.\- But I wanna see them on a big screen! - Without further ado,\- You know, like Nobu. - let us invite our guests onstage!\Who's that? response:	Nobu's totally the coolest.
context: we're bringing to you a great lineup of fabulous guests tonight!\You're gonna watch it here?\RECREATION ROOM\RECREATION ROOM You have a TV in your own room, Yuri.\- But I wanna see them on a big screen! - Without further ado,\- You know, like Nobu. - let us invite our guests onstage!\Who's that?\Nobu's totally the coolest. response:	HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest.
context: You're gonna watch it here?\RECREATION ROOM\RECREATION ROOM You have a TV in your own room, Yuri.\- But I wanna see them on a big screen! - Without further ado,\- You know, like Nobu. - let us invite our guests onstage!\Who's that?\Nobu's totally the coolest.\HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest. response:	Really? I think he looks the most normal.
context: RECREATION ROOM\RECREATION ROOM You have a TV in your own room, Yuri.\- But I wanna see them on a big screen! - Without further ado,\- You know, like Nobu. - let us invite our guests onstage!\Who's that?\Nobu's totally the coolest.\HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest.\Really? I think he looks the most normal. response:	Normally, all I see are the street-smart guys,
context: RECREATION ROOM You have a TV in your own room, Yuri.\- But I wanna see them on a big screen! - Without further ado,\- You know, like Nobu. - let us invite our guests onstage!\Who's that?\Nobu's totally the coolest.\HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest.\Really? I think he looks the most normal.\Normally, all I see are the street-smart guys, response:	so I'm really drawn to guys like Nobu who look healthy and pure-hearted.
context: - But I wanna see them on a big screen! - Without further ado,\- You know, like Nobu. - let us invite our guests onstage!\Who's that?\Nobu's totally the coolest.\HE'S GOT VILLAINOUS MAKEUP TREMBLE TREMBLE Nobu's totally the coolest.\Really? I think he looks the most normal.\Normally, all I see are the street-smart guys,\so I'm really drawn to guys like Nobu who look healthy and pure-hearted. response:	Don't teach him any naughty games, Yuri.
