context: You're Lilah? response:	Arnold?
context: - We're washing you out, Gold. - Dr. Wishniak, please.\I've been under something of a time problem this semester.\I've been working nights.\Can I be frank with you?\There are people with real talent and dedication waiting for a spot in this school.\One of them is going to have yours, because it serves no purpose...\What good does it do to allow someone with no talent for it...\It'll cut down on the number of people with life-threatening ailments. response:	- Is everything a joke to you? - No, it's not, Doctor. I'm sorry.
context: I've been under something of a time problem this semester.\I've been working nights.\Can I be frank with you?\There are people with real talent and dedication waiting for a spot in this school.\One of them is going to have yours, because it serves no purpose...\What good does it do to allow someone with no talent for it...\It'll cut down on the number of people with life-threatening ailments.\- Is everything a joke to you? - No, it's not, Doctor. I'm sorry. response:	- Please, I'd like another chance. - Sorry.
context: I've been working nights.\Can I be frank with you?\There are people with real talent and dedication waiting for a spot in this school.\One of them is going to have yours, because it serves no purpose...\What good does it do to allow someone with no talent for it...\It'll cut down on the number of people with life-threatening ailments.\- Is everything a joke to you? - No, it's not, Doctor. I'm sorry.\- Please, I'd like another chance. - Sorry. response:	I can't flunk out.
context: Can I be frank with you?\There are people with real talent and dedication waiting for a spot in this school.\One of them is going to have yours, because it serves no purpose...\What good does it do to allow someone with no talent for it...\It'll cut down on the number of people with life-threatening ailments.\- Is everything a joke to you? - No, it's not, Doctor. I'm sorry.\- Please, I'd like another chance. - Sorry.\I can't flunk out. response:	You already have.
context: There are people with real talent and dedication waiting for a spot in this school.\One of them is going to have yours, because it serves no purpose...\What good does it do to allow someone with no talent for it...\It'll cut down on the number of people with life-threatening ailments.\- Is everything a joke to you? - No, it's not, Doctor. I'm sorry.\- Please, I'd like another chance. - Sorry.\I can't flunk out.\You already have. response:	What am I going to do?
context: One of them is going to have yours, because it serves no purpose...\What good does it do to allow someone with no talent for it...\It'll cut down on the number of people with life-threatening ailments.\- Is everything a joke to you? - No, it's not, Doctor. I'm sorry.\- Please, I'd like another chance. - Sorry.\I can't flunk out.\You already have.\What am I going to do? response:	This work you do at night, is it anything you have a talent for?
context: What good does it do to allow someone with no talent for it...\It'll cut down on the number of people with life-threatening ailments.\- Is everything a joke to you? - No, it's not, Doctor. I'm sorry.\- Please, I'd like another chance. - Sorry.\I can't flunk out.\You already have.\What am I going to do?\This work you do at night, is it anything you have a talent for? response:	Rectum!
context: It'll cut down on the number of people with life-threatening ailments.\- Is everything a joke to you? - No, it's not, Doctor. I'm sorry.\- Please, I'd like another chance. - Sorry.\I can't flunk out.\You already have.\What am I going to do?\This work you do at night, is it anything you have a talent for?\Rectum! response:	But seriously now...
context: - Is everything a joke to you? - No, it's not, Doctor. I'm sorry.\- Please, I'd like another chance. - Sorry.\I can't flunk out.\You already have.\What am I going to do?\This work you do at night, is it anything you have a talent for?\Rectum!\But seriously now... response:	He thinks it's the number of the school dormitory, so everyone shut up.
context: - Please, I'd like another chance. - Sorry.\I can't flunk out.\You already have.\What am I going to do?\This work you do at night, is it anything you have a talent for?\Rectum!\But seriously now...\He thinks it's the number of the school dormitory, so everyone shut up. response:	Last week he calls me up.
context: I can't flunk out.\You already have.\What am I going to do?\This work you do at night, is it anything you have a talent for?\Rectum!\But seriously now...\He thinks it's the number of the school dormitory, so everyone shut up.\Last week he calls me up. response:	He says, Son, I want you to tell me that you're in the top half of your class.
context: You already have.\What am I going to do?\This work you do at night, is it anything you have a talent for?\Rectum!\But seriously now...\He thinks it's the number of the school dormitory, so everyone shut up.\Last week he calls me up.\He says, Son, I want you to tell me that you're in the top half of your class. response:	I'm in the half of the class that made the top half of the class possible.
context: What am I going to do?\This work you do at night, is it anything you have a talent for?\Rectum!\But seriously now...\He thinks it's the number of the school dormitory, so everyone shut up.\Last week he calls me up.\He says, Son, I want you to tell me that you're in the top half of your class.\I'm in the half of the class that made the top half of the class possible. response:	That sounds kind of deceptive...
context: This work you do at night, is it anything you have a talent for?\Rectum!\But seriously now...\He thinks it's the number of the school dormitory, so everyone shut up.\Last week he calls me up.\He says, Son, I want you to tell me that you're in the top half of your class.\I'm in the half of the class that made the top half of the class possible.\That sounds kind of deceptive... response:	- Your hair looks great. - You think?
context: Rectum!\But seriously now...\He thinks it's the number of the school dormitory, so everyone shut up.\Last week he calls me up.\He says, Son, I want you to tell me that you're in the top half of your class.\I'm in the half of the class that made the top half of the class possible.\That sounds kind of deceptive...\- Your hair looks great. - You think? response:	- It's going to kill. - Thanks.
context: But seriously now...\He thinks it's the number of the school dormitory, so everyone shut up.\Last week he calls me up.\He says, Son, I want you to tell me that you're in the top half of your class.\I'm in the half of the class that made the top half of the class possible.\That sounds kind of deceptive...\- Your hair looks great. - You think?\- It's going to kill. - Thanks. response:	- Hi. - Hi, Percy.
context: He thinks it's the number of the school dormitory, so everyone shut up.\Last week he calls me up.\He says, Son, I want you to tell me that you're in the top half of your class.\I'm in the half of the class that made the top half of the class possible.\That sounds kind of deceptive...\- Your hair looks great. - You think?\- It's going to kill. - Thanks.\- Hi. - Hi, Percy. response:	- Check it out. - Yeah.
