context: A celestial nymph? response:	Uh, hi...
context: But I have this feeling, like he was holding me in his arms...\Did I imagine that?\Or was it...\Such a dereliction of duty, fox.\You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?\Kurama! You look like a god! An evil one!\Well, yeah.\The crow who left the village returns as a land god? response:	We've got to put on a show if we're going to get them to buy such a preposterous story.
context: Did I imagine that?\Or was it...\Such a dereliction of duty, fox.\You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?\Kurama! You look like a god! An evil one!\Well, yeah.\The crow who left the village returns as a land god?\We've got to put on a show if we're going to get them to buy such a preposterous story. response:	Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.
context: Or was it...\Such a dereliction of duty, fox.\You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?\Kurama! You look like a god! An evil one!\Well, yeah.\The crow who left the village returns as a land god?\We've got to put on a show if we're going to get them to buy such a preposterous story.\Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood. response:	Onward! To the Kurama Main Hall!
context: Such a dereliction of duty, fox.\You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?\Kurama! You look like a god! An evil one!\Well, yeah.\The crow who left the village returns as a land god?\We've got to put on a show if we're going to get them to buy such a preposterous story.\Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.\Onward! To the Kurama Main Hall! response:	But before we go, mind if I test to see if my land god powers really work, fox?
context: You're my familiar, but you didn't even help me get ready, and you're only crawling out of bed now?\Kurama! You look like a god! An evil one!\Well, yeah.\The crow who left the village returns as a land god?\We've got to put on a show if we're going to get them to buy such a preposterous story.\Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.\Onward! To the Kurama Main Hall!\But before we go, mind if I test to see if my land god powers really work, fox? response:	Try it. If you do not value your life.
context: Kurama! You look like a god! An evil one!\Well, yeah.\The crow who left the village returns as a land god?\We've got to put on a show if we're going to get them to buy such a preposterous story.\Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.\Onward! To the Kurama Main Hall!\But before we go, mind if I test to see if my land god powers really work, fox?\Try it. If you do not value your life. response:	All right! Act like a cat, spin three times in place, and meow for me!
context: Well, yeah.\The crow who left the village returns as a land god?\We've got to put on a show if we're going to get them to buy such a preposterous story.\Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.\Onward! To the Kurama Main Hall!\But before we go, mind if I test to see if my land god powers really work, fox?\Try it. If you do not value your life.\All right! Act like a cat, spin three times in place, and meow for me! response:	Meow!
context: The crow who left the village returns as a land god?\We've got to put on a show if we're going to get them to buy such a preposterous story.\Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.\Onward! To the Kurama Main Hall!\But before we go, mind if I test to see if my land god powers really work, fox?\Try it. If you do not value your life.\All right! Act like a cat, spin three times in place, and meow for me!\Meow! response:	Nanami's proxy talisman is seriously awesome!
context: We've got to put on a show if we're going to get them to buy such a preposterous story.\Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.\Onward! To the Kurama Main Hall!\But before we go, mind if I test to see if my land god powers really work, fox?\Try it. If you do not value your life.\All right! Act like a cat, spin three times in place, and meow for me!\Meow!\Nanami's proxy talisman is seriously awesome! response:	So this is what they call Sacred Word Binding!
context: Even the surrogate leader Jirou can't ignore an exiled brother who's ascended to godhood.\Onward! To the Kurama Main Hall!\But before we go, mind if I test to see if my land god powers really work, fox?\Try it. If you do not value your life.\All right! Act like a cat, spin three times in place, and meow for me!\Meow!\Nanami's proxy talisman is seriously awesome!\So this is what they call Sacred Word Binding! response:	Kurama, stick the talisman inside your clothes where it belongs.
context: Onward! To the Kurama Main Hall!\But before we go, mind if I test to see if my land god powers really work, fox?\Try it. If you do not value your life.\All right! Act like a cat, spin three times in place, and meow for me!\Meow!\Nanami's proxy talisman is seriously awesome!\So this is what they call Sacred Word Binding!\Kurama, stick the talisman inside your clothes where it belongs. response:	No joking around. Pull it together, guys.
context: But before we go, mind if I test to see if my land god powers really work, fox?\Try it. If you do not value your life.\All right! Act like a cat, spin three times in place, and meow for me!\Meow!\Nanami's proxy talisman is seriously awesome!\So this is what they call Sacred Word Binding!\Kurama, stick the talisman inside your clothes where it belongs.\No joking around. Pull it together, guys. response:	You are the one who is joking around. What are you wearing?
context: Try it. If you do not value your life.\All right! Act like a cat, spin three times in place, and meow for me!\Meow!\Nanami's proxy talisman is seriously awesome!\So this is what they call Sacred Word Binding!\Kurama, stick the talisman inside your clothes where it belongs.\No joking around. Pull it together, guys.\You are the one who is joking around. What are you wearing? response:	It's not like I had a choice!
context: All right! Act like a cat, spin three times in place, and meow for me!\Meow!\Nanami's proxy talisman is seriously awesome!\So this is what they call Sacred Word Binding!\Kurama, stick the talisman inside your clothes where it belongs.\No joking around. Pull it together, guys.\You are the one who is joking around. What are you wearing?\It's not like I had a choice! response:	Suirou said to hide that I'm a girl.
context: Meow!\Nanami's proxy talisman is seriously awesome!\So this is what they call Sacred Word Binding!\Kurama, stick the talisman inside your clothes where it belongs.\No joking around. Pull it together, guys.\You are the one who is joking around. What are you wearing?\It's not like I had a choice!\Suirou said to hide that I'm a girl. response:	It's because of your unsolicited idea that I must now suffer the crow's...
context: Nanami's proxy talisman is seriously awesome!\So this is what they call Sacred Word Binding!\Kurama, stick the talisman inside your clothes where it belongs.\No joking around. Pull it together, guys.\You are the one who is joking around. What are you wearing?\It's not like I had a choice!\Suirou said to hide that I'm a girl.\It's because of your unsolicited idea that I must now suffer the crow's... response:	Never mind that, Tomoe.
context: So this is what they call Sacred Word Binding!\Kurama, stick the talisman inside your clothes where it belongs.\No joking around. Pull it together, guys.\You are the one who is joking around. What are you wearing?\It's not like I had a choice!\Suirou said to hide that I'm a girl.\It's because of your unsolicited idea that I must now suffer the crow's...\Never mind that, Tomoe. response:	About yesterday...
context: Kurama, stick the talisman inside your clothes where it belongs.\No joking around. Pull it together, guys.\You are the one who is joking around. What are you wearing?\It's not like I had a choice!\Suirou said to hide that I'm a girl.\It's because of your unsolicited idea that I must now suffer the crow's...\Never mind that, Tomoe.\About yesterday... response:	It was dark, and I was half-asleep, so I might be wrong,
context: No joking around. Pull it together, guys.\You are the one who is joking around. What are you wearing?\It's not like I had a choice!\Suirou said to hide that I'm a girl.\It's because of your unsolicited idea that I must now suffer the crow's...\Never mind that, Tomoe.\About yesterday...\It was dark, and I was half-asleep, so I might be wrong, response:	but were you holding me in your arms while I was sleeping next to you last night?
context: You are the one who is joking around. What are you wearing?\It's not like I had a choice!\Suirou said to hide that I'm a girl.\It's because of your unsolicited idea that I must now suffer the crow's...\Never mind that, Tomoe.\About yesterday...\It was dark, and I was half-asleep, so I might be wrong,\but were you holding me in your arms while I was sleeping next to you last night? response:	Could it be that you think of me as...
context: It's not like I had a choice!\Suirou said to hide that I'm a girl.\It's because of your unsolicited idea that I must now suffer the crow's...\Never mind that, Tomoe.\About yesterday...\It was dark, and I was half-asleep, so I might be wrong,\but were you holding me in your arms while I was sleeping next to you last night?\Could it be that you think of me as... response:	Sorry.
context: Suirou said to hide that I'm a girl.\It's because of your unsolicited idea that I must now suffer the crow's...\Never mind that, Tomoe.\About yesterday...\It was dark, and I was half-asleep, so I might be wrong,\but were you holding me in your arms while I was sleeping next to you last night?\Could it be that you think of me as...\Sorry. response:	I was half-asleep as well.
context: It's because of your unsolicited idea that I must now suffer the crow's...\Never mind that, Tomoe.\About yesterday...\It was dark, and I was half-asleep, so I might be wrong,\but were you holding me in your arms while I was sleeping next to you last night?\Could it be that you think of me as...\Sorry.\I was half-asleep as well. response:	And I mistook you for Tanuko from the tea house.
context: Never mind that, Tomoe.\About yesterday...\It was dark, and I was half-asleep, so I might be wrong,\but were you holding me in your arms while I was sleeping next to you last night?\Could it be that you think of me as...\Sorry.\I was half-asleep as well.\And I mistook you for Tanuko from the tea house. response:	I just happened to be dreaming of enjoying myself at a tea house.
context: About yesterday...\It was dark, and I was half-asleep, so I might be wrong,\but were you holding me in your arms while I was sleeping next to you last night?\Could it be that you think of me as...\Sorry.\I was half-asleep as well.\And I mistook you for Tanuko from the tea house.\I just happened to be dreaming of enjoying myself at a tea house. response:	But thanks to you lacking any breasts worth fondling, I came to.
context: It was dark, and I was half-asleep, so I might be wrong,\but were you holding me in your arms while I was sleeping next to you last night?\Could it be that you think of me as...\Sorry.\I was half-asleep as well.\And I mistook you for Tanuko from the tea house.\I just happened to be dreaming of enjoying myself at a tea house.\But thanks to you lacking any breasts worth fondling, I came to. response:	So it is not as if I laid hands on you because I wanted to.
context: but were you holding me in your arms while I was sleeping next to you last night?\Could it be that you think of me as...\Sorry.\I was half-asleep as well.\And I mistook you for Tanuko from the tea house.\I just happened to be dreaming of enjoying myself at a tea house.\But thanks to you lacking any breasts worth fondling, I came to.\So it is not as if I laid hands on you because I wanted to. response:	Do not get the wrong idea, okay?
context: Could it be that you think of me as...\Sorry.\I was half-asleep as well.\And I mistook you for Tanuko from the tea house.\I just happened to be dreaming of enjoying myself at a tea house.\But thanks to you lacking any breasts worth fondling, I came to.\So it is not as if I laid hands on you because I wanted to.\Do not get the wrong idea, okay? response:	Okay.
context: Sorry.\I was half-asleep as well.\And I mistook you for Tanuko from the tea house.\I just happened to be dreaming of enjoying myself at a tea house.\But thanks to you lacking any breasts worth fondling, I came to.\So it is not as if I laid hands on you because I wanted to.\Do not get the wrong idea, okay?\Okay. response:	Nailed it.
context: I was half-asleep as well.\And I mistook you for Tanuko from the tea house.\I just happened to be dreaming of enjoying myself at a tea house.\But thanks to you lacking any breasts worth fondling, I came to.\So it is not as if I laid hands on you because I wanted to.\Do not get the wrong idea, okay?\Okay.\Nailed it. response:	You're a pretty hilarious guy.
context: And I mistook you for Tanuko from the tea house.\I just happened to be dreaming of enjoying myself at a tea house.\But thanks to you lacking any breasts worth fondling, I came to.\So it is not as if I laid hands on you because I wanted to.\Do not get the wrong idea, okay?\Okay.\Nailed it.\You're a pretty hilarious guy. response:	We should go too.
context: I just happened to be dreaming of enjoying myself at a tea house.\But thanks to you lacking any breasts worth fondling, I came to.\So it is not as if I laid hands on you because I wanted to.\Do not get the wrong idea, okay?\Okay.\Nailed it.\You're a pretty hilarious guy.\We should go too. response:	Brother!
context: But thanks to you lacking any breasts worth fondling, I came to.\So it is not as if I laid hands on you because I wanted to.\Do not get the wrong idea, okay?\Okay.\Nailed it.\You're a pretty hilarious guy.\We should go too.\Brother! response:	A party claiming to be that of Shinjurou has come calling.
context: So it is not as if I laid hands on you because I wanted to.\Do not get the wrong idea, okay?\Okay.\Nailed it.\You're a pretty hilarious guy.\We should go too.\Brother!\A party claiming to be that of Shinjurou has come calling. response:	Shinjurou? We're expecting no such guest.
context: Do not get the wrong idea, okay?\Okay.\Nailed it.\You're a pretty hilarious guy.\We should go too.\Brother!\A party claiming to be that of Shinjurou has come calling.\Shinjurou? We're expecting no such guest. response:	Do not open the gate! Turn them away!
context: Okay.\Nailed it.\You're a pretty hilarious guy.\We should go too.\Brother!\A party claiming to be that of Shinjurou has come calling.\Shinjurou? We're expecting no such guest.\Do not open the gate! Turn them away! response:	B-But...
context: Nailed it.\You're a pretty hilarious guy.\We should go too.\Brother!\A party claiming to be that of Shinjurou has come calling.\Shinjurou? We're expecting no such guest.\Do not open the gate! Turn them away!\B-But... response:	I am Shinjurou, eldest son of Soujoubou the Third.
context: You're a pretty hilarious guy.\We should go too.\Brother!\A party claiming to be that of Shinjurou has come calling.\Shinjurou? We're expecting no such guest.\Do not open the gate! Turn them away!\B-But...\I am Shinjurou, eldest son of Soujoubou the Third. response:	As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.
context: We should go too.\Brother!\A party claiming to be that of Shinjurou has come calling.\Shinjurou? We're expecting no such guest.\Do not open the gate! Turn them away!\B-But...\I am Shinjurou, eldest son of Soujoubou the Third.\As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession. response:	Take me to Jirou.
context: Brother!\A party claiming to be that of Shinjurou has come calling.\Shinjurou? We're expecting no such guest.\Do not open the gate! Turn them away!\B-But...\I am Shinjurou, eldest son of Soujoubou the Third.\As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.\Take me to Jirou. response:	What is the matter, you common crows?
context: A party claiming to be that of Shinjurou has come calling.\Shinjurou? We're expecting no such guest.\Do not open the gate! Turn them away!\B-But...\I am Shinjurou, eldest son of Soujoubou the Third.\As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.\Take me to Jirou.\What is the matter, you common crows? response:	My lord and master has a short temper.
context: Shinjurou? We're expecting no such guest.\Do not open the gate! Turn them away!\B-But...\I am Shinjurou, eldest son of Soujoubou the Third.\As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.\Take me to Jirou.\What is the matter, you common crows?\My lord and master has a short temper. response:	If you do not wish to be reduced to ashes, barrier and all, get moving!
context: Do not open the gate! Turn them away!\B-But...\I am Shinjurou, eldest son of Soujoubou the Third.\As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.\Take me to Jirou.\What is the matter, you common crows?\My lord and master has a short temper.\If you do not wish to be reduced to ashes, barrier and all, get moving! response:	I have received a letter from Suirou.
context: B-But...\I am Shinjurou, eldest son of Soujoubou the Third.\As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.\Take me to Jirou.\What is the matter, you common crows?\My lord and master has a short temper.\If you do not wish to be reduced to ashes, barrier and all, get moving!\I have received a letter from Suirou. response:	Make your way inside.
context: I am Shinjurou, eldest son of Soujoubou the Third.\As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.\Take me to Jirou.\What is the matter, you common crows?\My lord and master has a short temper.\If you do not wish to be reduced to ashes, barrier and all, get moving!\I have received a letter from Suirou.\Make your way inside. response:	All right.
context: As land god of the Mikage Shrine, I have come to witness the Fourth's rite of succession.\Take me to Jirou.\What is the matter, you common crows?\My lord and master has a short temper.\If you do not wish to be reduced to ashes, barrier and all, get moving!\I have received a letter from Suirou.\Make your way inside.\All right. response:	Now's our chance to search for the master.
context: Take me to Jirou.\What is the matter, you common crows?\My lord and master has a short temper.\If you do not wish to be reduced to ashes, barrier and all, get moving!\I have received a letter from Suirou.\Make your way inside.\All right.\Now's our chance to search for the master. response:	Lead the way, Botanmaru.
context: What is the matter, you common crows?\My lord and master has a short temper.\If you do not wish to be reduced to ashes, barrier and all, get moving!\I have received a letter from Suirou.\Make your way inside.\All right.\Now's our chance to search for the master.\Lead the way, Botanmaru. response:	Come on, let's go.
context: My lord and master has a short temper.\If you do not wish to be reduced to ashes, barrier and all, get moving!\I have received a letter from Suirou.\Make your way inside.\All right.\Now's our chance to search for the master.\Lead the way, Botanmaru.\Come on, let's go. response:	There are barriers all across the compound.
context: If you do not wish to be reduced to ashes, barrier and all, get moving!\I have received a letter from Suirou.\Make your way inside.\All right.\Now's our chance to search for the master.\Lead the way, Botanmaru.\Come on, let's go.\There are barriers all across the compound. response:	And somewhere in this vast compound...
context: I have received a letter from Suirou.\Make your way inside.\All right.\Now's our chance to search for the master.\Lead the way, Botanmaru.\Come on, let's go.\There are barriers all across the compound.\And somewhere in this vast compound... response:	is Soujoubou!
context: Make your way inside.\All right.\Now's our chance to search for the master.\Lead the way, Botanmaru.\Come on, let's go.\There are barriers all across the compound.\And somewhere in this vast compound...\is Soujoubou! response:	Hey, can you hear me?
context: All right.\Now's our chance to search for the master.\Lead the way, Botanmaru.\Come on, let's go.\There are barriers all across the compound.\And somewhere in this vast compound...\is Soujoubou!\Hey, can you hear me? response:	Hey, can you hear me?
context: Now's our chance to search for the master.\Lead the way, Botanmaru.\Come on, let's go.\There are barriers all across the compound.\And somewhere in this vast compound...\is Soujoubou!\Hey, can you hear me?\Hey, can you hear me? response:	That night, I was looking
context: Lead the way, Botanmaru.\Come on, let's go.\There are barriers all across the compound.\And somewhere in this vast compound...\is Soujoubou!\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking response:	at the fleeting remnants of the day
context: Come on, let's go.\There are barriers all across the compound.\And somewhere in this vast compound...\is Soujoubou!\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day response:	The milky way spread across my vision
context: There are barriers all across the compound.\And somewhere in this vast compound...\is Soujoubou!\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision response:	It was very beautiful
context: And somewhere in this vast compound...\is Soujoubou!\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful response:	Hey, can you hear me?
context: is Soujoubou!\Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me? response:	I don't think I can talk to other people about this
context: Hey, can you hear me?\Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this response:	I'll call up God, I think
context: Hey, can you hear me?\That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think response:	If a new day hadn't begun
context: That night, I was looking\at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun response:	then yesterday's tomorrow would be today
context: at the fleeting remnants of the day\The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today response:	Preview
context: The milky way spread across my vision\It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\Preview response:	Preview
context: It was very beautiful\Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\Preview\Preview response:	Kurama and Tomoe made in through the front.
context: Hey, can you hear me?\I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\Preview\Preview\Kurama and Tomoe made in through the front. response:	and yesterday would be the day before
context: I don't think I can talk to other people about this\I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\Preview\Preview\Kurama and Tomoe made in through the front.\and yesterday would be the day before response:	Alcohol and sexual wiles, ooh-la-la!
context: I'll call up God, I think\If a new day hadn't begun\then yesterday's tomorrow would be today\Preview\Preview\Kurama and Tomoe made in through the front.\and yesterday would be the day before\Alcohol and sexual wiles, ooh-la-la! response:	I'm waiting for you
context: If a new day hadn't begun\then yesterday's tomorrow would be today\Preview\Preview\Kurama and Tomoe made in through the front.\and yesterday would be the day before\Alcohol and sexual wiles, ooh-la-la!\I'm waiting for you response:	Huh? They got caught.
context: then yesterday's tomorrow would be today\Preview\Preview\Kurama and Tomoe made in through the front.\and yesterday would be the day before\Alcohol and sexual wiles, ooh-la-la!\I'm waiting for you\Huh? They got caught. response:	I'll stay here
context: Preview\Preview\Kurama and Tomoe made in through the front.\and yesterday would be the day before\Alcohol and sexual wiles, ooh-la-la!\I'm waiting for you\Huh? They got caught.\I'll stay here response:	Meanwhile, Nanami and Botanmaru find Soujoubou, but...
context: Preview\Kurama and Tomoe made in through the front.\and yesterday would be the day before\Alcohol and sexual wiles, ooh-la-la!\I'm waiting for you\Huh? They got caught.\I'll stay here\Meanwhile, Nanami and Botanmaru find Soujoubou, but... response:	The boat is stopped here
context: Kurama and Tomoe made in through the front.\and yesterday would be the day before\Alcohol and sexual wiles, ooh-la-la!\I'm waiting for you\Huh? They got caught.\I'll stay here\Meanwhile, Nanami and Botanmaru find Soujoubou, but...\The boat is stopped here response:	Huh? Something's not right.
context: and yesterday would be the day before\Alcohol and sexual wiles, ooh-la-la!\I'm waiting for you\Huh? They got caught.\I'll stay here\Meanwhile, Nanami and Botanmaru find Soujoubou, but...\The boat is stopped here\Huh? Something's not right. response:	Next time, The God Is Blindsided.
context: Alcohol and sexual wiles, ooh-la-la!\I'm waiting for you\Huh? They got caught.\I'll stay here\Meanwhile, Nanami and Botanmaru find Soujoubou, but...\The boat is stopped here\Huh? Something's not right.\Next time, The God Is Blindsided. response:	The God Is Blindsided
context: I'm waiting for you\Huh? They got caught.\I'll stay here\Meanwhile, Nanami and Botanmaru find Soujoubou, but...\The boat is stopped here\Huh? Something's not right.\Next time, The God Is Blindsided.\The God Is Blindsided response:	The God Is Blindsided
context: Huh? They got caught.\I'll stay here\Meanwhile, Nanami and Botanmaru find Soujoubou, but...\The boat is stopped here\Huh? Something's not right.\Next time, The God Is Blindsided.\The God Is Blindsided\The God Is Blindsided response:	They're so doomed!
