context: - Your Highness. - Your Highness. response:	You may all go.
context: and throw her off Zhuxian Terrace.\- Yes. - Please spare my life, Heavenly Lord!\- Heavenly Lord! - Stop right there!\I'm the one who wants to cancel the marriage.\- It has nothing to do with Shao Xing. - What did you say?\Shao Xing may be Bai Qian's maid, but she is also my beloved.\I implore you to allow me to cancel the marriage with Bai Qian\and marry Shao Xing! response:	As matters stand now, you still want to marry her?
context: - Yes. - Please spare my life, Heavenly Lord!\- Heavenly Lord! - Stop right there!\I'm the one who wants to cancel the marriage.\- It has nothing to do with Shao Xing. - What did you say?\Shao Xing may be Bai Qian's maid, but she is also my beloved.\I implore you to allow me to cancel the marriage with Bai Qian\and marry Shao Xing!\As matters stand now, you still want to marry her? response:	That is correct.
context: - Heavenly Lord! - Stop right there!\I'm the one who wants to cancel the marriage.\- It has nothing to do with Shao Xing. - What did you say?\Shao Xing may be Bai Qian's maid, but she is also my beloved.\I implore you to allow me to cancel the marriage with Bai Qian\and marry Shao Xing!\As matters stand now, you still want to marry her?\That is correct. response:	I am determined to marry Shao Xing in this lifetime.
context: I'm the one who wants to cancel the marriage.\- It has nothing to do with Shao Xing. - What did you say?\Shao Xing may be Bai Qian's maid, but she is also my beloved.\I implore you to allow me to cancel the marriage with Bai Qian\and marry Shao Xing!\As matters stand now, you still want to marry her?\That is correct.\I am determined to marry Shao Xing in this lifetime. response:	Absolutely disgraceful.
context: - It has nothing to do with Shao Xing. - What did you say?\Shao Xing may be Bai Qian's maid, but she is also my beloved.\I implore you to allow me to cancel the marriage with Bai Qian\and marry Shao Xing!\As matters stand now, you still want to marry her?\That is correct.\I am determined to marry Shao Xing in this lifetime.\Absolutely disgraceful. response:	Take this snake and throw her into Evil Sealing Pagoda.
context: Shao Xing may be Bai Qian's maid, but she is also my beloved.\I implore you to allow me to cancel the marriage with Bai Qian\and marry Shao Xing!\As matters stand now, you still want to marry her?\That is correct.\I am determined to marry Shao Xing in this lifetime.\Absolutely disgraceful.\Take this snake and throw her into Evil Sealing Pagoda. response:	Nobody is to come near without my orders.
context: I implore you to allow me to cancel the marriage with Bai Qian\and marry Shao Xing!\As matters stand now, you still want to marry her?\That is correct.\I am determined to marry Shao Xing in this lifetime.\Absolutely disgraceful.\Take this snake and throw her into Evil Sealing Pagoda.\Nobody is to come near without my orders. response:	- Yes. - Spare my life, Heavenly Lord!
context: and marry Shao Xing!\As matters stand now, you still want to marry her?\That is correct.\I am determined to marry Shao Xing in this lifetime.\Absolutely disgraceful.\Take this snake and throw her into Evil Sealing Pagoda.\Nobody is to come near without my orders.\- Yes. - Spare my life, Heavenly Lord! response:	- Heavenly Lord! - Father!
context: As matters stand now, you still want to marry her?\That is correct.\I am determined to marry Shao Xing in this lifetime.\Absolutely disgraceful.\Take this snake and throw her into Evil Sealing Pagoda.\Nobody is to come near without my orders.\- Yes. - Spare my life, Heavenly Lord!\- Heavenly Lord! - Father! response:	She cannot survive in Evil Sealing Pagoda!
context: That is correct.\I am determined to marry Shao Xing in this lifetime.\Absolutely disgraceful.\Take this snake and throw her into Evil Sealing Pagoda.\Nobody is to come near without my orders.\- Yes. - Spare my life, Heavenly Lord!\- Heavenly Lord! - Father!\She cannot survive in Evil Sealing Pagoda! response:	Father!
context: I am determined to marry Shao Xing in this lifetime.\Absolutely disgraceful.\Take this snake and throw her into Evil Sealing Pagoda.\Nobody is to come near without my orders.\- Yes. - Spare my life, Heavenly Lord!\- Heavenly Lord! - Father!\She cannot survive in Evil Sealing Pagoda!\Father! response:	I am going to see how long she can last in there.
context: Absolutely disgraceful.\Take this snake and throw her into Evil Sealing Pagoda.\Nobody is to come near without my orders.\- Yes. - Spare my life, Heavenly Lord!\- Heavenly Lord! - Father!\She cannot survive in Evil Sealing Pagoda!\Father!\I am going to see how long she can last in there. response:	How dare she seduce my son?
context: Take this snake and throw her into Evil Sealing Pagoda.\Nobody is to come near without my orders.\- Yes. - Spare my life, Heavenly Lord!\- Heavenly Lord! - Father!\She cannot survive in Evil Sealing Pagoda!\Father!\I am going to see how long she can last in there.\How dare she seduce my son? response:	She didn't seduce me. I truly do love her.
context: Nobody is to come near without my orders.\- Yes. - Spare my life, Heavenly Lord!\- Heavenly Lord! - Father!\She cannot survive in Evil Sealing Pagoda!\Father!\I am going to see how long she can last in there.\How dare she seduce my son?\She didn't seduce me. I truly do love her. response:	Sang Ji.
context: - Yes. - Spare my life, Heavenly Lord!\- Heavenly Lord! - Father!\She cannot survive in Evil Sealing Pagoda!\Father!\I am going to see how long she can last in there.\How dare she seduce my son?\She didn't seduce me. I truly do love her.\Sang Ji. response:	Do you want your nephew to see you in such a disappointing state?
context: - Heavenly Lord! - Father!\She cannot survive in Evil Sealing Pagoda!\Father!\I am going to see how long she can last in there.\How dare she seduce my son?\She didn't seduce me. I truly do love her.\Sang Ji.\Do you want your nephew to see you in such a disappointing state? response:	Keep on kneeling.
context: She cannot survive in Evil Sealing Pagoda!\Father!\I am going to see how long she can last in there.\How dare she seduce my son?\She didn't seduce me. I truly do love her.\Sang Ji.\Do you want your nephew to see you in such a disappointing state?\Keep on kneeling. response:	You are not like your Second Uncle.
context: Father!\I am going to see how long she can last in there.\How dare she seduce my son?\She didn't seduce me. I truly do love her.\Sang Ji.\Do you want your nephew to see you in such a disappointing state?\Keep on kneeling.\You are not like your Second Uncle. response:	I have very high hopes for you.
context: I am going to see how long she can last in there.\How dare she seduce my son?\She didn't seduce me. I truly do love her.\Sang Ji.\Do you want your nephew to see you in such a disappointing state?\Keep on kneeling.\You are not like your Second Uncle.\I have very high hopes for you. response:	You are the future Heavenly Lord.
context: How dare she seduce my son?\She didn't seduce me. I truly do love her.\Sang Ji.\Do you want your nephew to see you in such a disappointing state?\Keep on kneeling.\You are not like your Second Uncle.\I have very high hopes for you.\You are the future Heavenly Lord. response:	In the Celestial Palace, you can have many consorts
