context: Maou... response:	Chiho, I
context: How much?\Close, too close, way too close!\How much did it cost?\Um...\128,000 ye\Looks like you got cheated by quite the evil merchant.\How naive can you be? Why didn't just send them away?!\But I'm unfit for society... response:	Yelling at Lucifer now isn't going to solve anything, Overlord.
context: Close, too close, way too close!\How much did it cost?\Um...\128,000 ye\Looks like you got cheated by quite the evil merchant.\How naive can you be? Why didn't just send them away?!\But I'm unfit for society...\Yelling at Lucifer now isn't going to solve anything, Overlord. response:	This is the place.
context: How much did it cost?\Um...\128,000 ye\Looks like you got cheated by quite the evil merchant.\How naive can you be? Why didn't just send them away?!\But I'm unfit for society...\Yelling at Lucifer now isn't going to solve anything, Overlord.\This is the place. response:	Deluxe Life International Holdings...
context: Um...\128,000 ye\Looks like you got cheated by quite the evil merchant.\How naive can you be? Why didn't just send them away?!\But I'm unfit for society...\Yelling at Lucifer now isn't going to solve anything, Overlord.\This is the place.\Deluxe Life International Holdings... response:	What's with that meaningless name?
context: 128,000 ye\Looks like you got cheated by quite the evil merchant.\How naive can you be? Why didn't just send them away?!\But I'm unfit for society...\Yelling at Lucifer now isn't going to solve anything, Overlord.\This is the place.\Deluxe Life International Holdings...\What's with that meaningless name? response:	Why don't you give them a call?
context: Looks like you got cheated by quite the evil merchant.\How naive can you be? Why didn't just send them away?!\But I'm unfit for society...\Yelling at Lucifer now isn't going to solve anything, Overlord.\This is the place.\Deluxe Life International Holdings...\What's with that meaningless name?\Why don't you give them a call? response:	Hello. This is Deluxe Life International Holdings.
context: How naive can you be? Why didn't just send them away?!\But I'm unfit for society...\Yelling at Lucifer now isn't going to solve anything, Overlord.\This is the place.\Deluxe Life International Holdings...\What's with that meaningless name?\Why don't you give them a call?\Hello. This is Deluxe Life International Holdings. response:	How can I help you today?
context: But I'm unfit for society...\Yelling at Lucifer now isn't going to solve anything, Overlord.\This is the place.\Deluxe Life International Holdings...\What's with that meaningless name?\Why don't you give them a call?\Hello. This is Deluxe Life International Holdings.\How can I help you today? response:	We bought some down quilts, fire extinguishers, and water purifiers the other day,
context: Yelling at Lucifer now isn't going to solve anything, Overlord.\This is the place.\Deluxe Life International Holdings...\What's with that meaningless name?\Why don't you give them a call?\Hello. This is Deluxe Life International Holdings.\How can I help you today?\We bought some down quilts, fire extinguishers, and water purifiers the other day, response:	but we don't need them, so we'd like to return everything.
context: This is the place.\Deluxe Life International Holdings...\What's with that meaningless name?\Why don't you give them a call?\Hello. This is Deluxe Life International Holdings.\How can I help you today?\We bought some down quilts, fire extinguishers, and water purifiers the other day,\but we don't need them, so we'd like to return everything. response:	I'm terribly sorry I have to say this,
context: Deluxe Life International Holdings...\What's with that meaningless name?\Why don't you give them a call?\Hello. This is Deluxe Life International Holdings.\How can I help you today?\We bought some down quilts, fire extinguishers, and water purifiers the other day,\but we don't need them, so we'd like to return everything.\I'm terribly sorry I have to say this, response:	but we test the water purifiers during installation, so it's difficult to classify them as unused,
context: What's with that meaningless name?\Why don't you give them a call?\Hello. This is Deluxe Life International Holdings.\How can I help you today?\We bought some down quilts, fire extinguishers, and water purifiers the other day,\but we don't need them, so we'd like to return everything.\I'm terribly sorry I have to say this,\but we test the water purifiers during installation, so it's difficult to classify them as unused, response:	and thus we can't take them back.
context: Why don't you give them a call?\Hello. This is Deluxe Life International Holdings.\How can I help you today?\We bought some down quilts, fire extinguishers, and water purifiers the other day,\but we don't need them, so we'd like to return everything.\I'm terribly sorry I have to say this,\but we test the water purifiers during installation, so it's difficult to classify them as unused,\and thus we can't take them back. response:	The two years' worth of filters that came with them are unused.
context: Hello. This is Deluxe Life International Holdings.\How can I help you today?\We bought some down quilts, fire extinguishers, and water purifiers the other day,\but we don't need them, so we'd like to return everything.\I'm terribly sorry I have to say this,\but we test the water purifiers during installation, so it's difficult to classify them as unused,\and thus we can't take them back.\The two years' worth of filters that came with them are unused. response:	We charge a fixed price for the whole set, so we can't take just the filters back.
context: How can I help you today?\We bought some down quilts, fire extinguishers, and water purifiers the other day,\but we don't need them, so we'd like to return everything.\I'm terribly sorry I have to say this,\but we test the water purifiers during installation, so it's difficult to classify them as unused,\and thus we can't take them back.\The two years' worth of filters that came with them are unused.\We charge a fixed price for the whole set, so we can't take just the filters back. response:	Also, regarding the fire extinguishers,
context: We bought some down quilts, fire extinguishers, and water purifiers the other day,\but we don't need them, so we'd like to return everything.\I'm terribly sorry I have to say this,\but we test the water purifiers during installation, so it's difficult to classify them as unused,\and thus we can't take them back.\The two years' worth of filters that came with them are unused.\We charge a fixed price for the whole set, so we can't take just the filters back.\Also, regarding the fire extinguishers, response:	the Fire Services Act prohibits their uninstallation,
context: but we don't need them, so we'd like to return everything.\I'm terribly sorry I have to say this,\but we test the water purifiers during installation, so it's difficult to classify them as unused,\and thus we can't take them back.\The two years' worth of filters that came with them are unused.\We charge a fixed price for the whole set, so we can't take just the filters back.\Also, regarding the fire extinguishers,\the Fire Services Act prohibits their uninstallation, response:	so we can't take them back even if they're unused.
context: I'm terribly sorry I have to say this,\but we test the water purifiers during installation, so it's difficult to classify them as unused,\and thus we can't take them back.\The two years' worth of filters that came with them are unused.\We charge a fixed price for the whole set, so we can't take just the filters back.\Also, regarding the fire extinguishers,\the Fire Services Act prohibits their uninstallation,\so we can't take them back even if they're unused. response:	What about the down quilts?
context: but we test the water purifiers during installation, so it's difficult to classify them as unused,\and thus we can't take them back.\The two years' worth of filters that came with them are unused.\We charge a fixed price for the whole set, so we can't take just the filters back.\Also, regarding the fire extinguishers,\the Fire Services Act prohibits their uninstallation,\so we can't take them back even if they're unused.\What about the down quilts? response:	Oh, we'll take those back if they're completely unused.
context: and thus we can't take them back.\The two years' worth of filters that came with them are unused.\We charge a fixed price for the whole set, so we can't take just the filters back.\Also, regarding the fire extinguishers,\the Fire Services Act prohibits their uninstallation,\so we can't take them back even if they're unused.\What about the down quilts?\Oh, we'll take those back if they're completely unused. response:	It's a set of seven quilts, yes?
context: The two years' worth of filters that came with them are unused.\We charge a fixed price for the whole set, so we can't take just the filters back.\Also, regarding the fire extinguishers,\the Fire Services Act prohibits their uninstallation,\so we can't take them back even if they're unused.\What about the down quilts?\Oh, we'll take those back if they're completely unused.\It's a set of seven quilts, yes? response:	Nah, it should be five.
context: We charge a fixed price for the whole set, so we can't take just the filters back.\Also, regarding the fire extinguishers,\the Fire Services Act prohibits their uninstallation,\so we can't take them back even if they're unused.\What about the down quilts?\Oh, we'll take those back if they're completely unused.\It's a set of seven quilts, yes?\Nah, it should be five. response:	Our records say we sold seven.
context: Also, regarding the fire extinguishers,\the Fire Services Act prohibits their uninstallation,\so we can't take them back even if they're unused.\What about the down quilts?\Oh, we'll take those back if they're completely unused.\It's a set of seven quilts, yes?\Nah, it should be five.\Our records say we sold seven. response:	Five's not enough, so we can't
context: the Fire Services Act prohibits their uninstallation,\so we can't take them back even if they're unused.\What about the down quilts?\Oh, we'll take those back if they're completely unused.\It's a set of seven quilts, yes?\Nah, it should be five.\Our records say we sold seven.\Five's not enough, so we can't response:	Screw it!
context: so we can't take them back even if they're unused.\What about the down quilts?\Oh, we'll take those back if they're completely unused.\It's a set of seven quilts, yes?\Nah, it should be five.\Our records say we sold seven.\Five's not enough, so we can't\Screw it! response:	They had no intention of taking stuff back anyway.
context: What about the down quilts?\Oh, we'll take those back if they're completely unused.\It's a set of seven quilts, yes?\Nah, it should be five.\Our records say we sold seven.\Five's not enough, so we can't\Screw it!\They had no intention of taking stuff back anyway. response:	What now?
context: Oh, we'll take those back if they're completely unused.\It's a set of seven quilts, yes?\Nah, it should be five.\Our records say we sold seven.\Five's not enough, so we can't\Screw it!\They had no intention of taking stuff back anyway.\What now? response:	Direct negotiations?
context: It's a set of seven quilts, yes?\Nah, it should be five.\Our records say we sold seven.\Five's not enough, so we can't\Screw it!\They had no intention of taking stuff back anyway.\What now?\Direct negotiations? response:	Direct negotiations!
context: Nah, it should be five.\Our records say we sold seven.\Five's not enough, so we can't\Screw it!\They had no intention of taking stuff back anyway.\What now?\Direct negotiations?\Direct negotiations! response:	This the place?
context: Our records say we sold seven.\Five's not enough, so we can't\Screw it!\They had no intention of taking stuff back anyway.\What now?\Direct negotiations?\Direct negotiations!\This the place? response:	Coming!
context: Five's not enough, so we can't\Screw it!\They had no intention of taking stuff back anyway.\What now?\Direct negotiations?\Direct negotiations!\This the place?\Coming! response:	Ashiya!
context: Screw it!\They had no intention of taking stuff back anyway.\What now?\Direct negotiations?\Direct negotiations!\This the place?\Coming!\Ashiya! response:	Milord!
context: They had no intention of taking stuff back anyway.\What now?\Direct negotiations?\Direct negotiations!\This the place?\Coming!\Ashiya!\Milord! response:	And Emilia, too!
context: What now?\Direct negotiations?\Direct negotiations!\This the place?\Coming!\Ashiya!\Milord!\And Emilia, too! response:	What happened?
context: Direct negotiations?\Direct negotiations!\This the place?\Coming!\Ashiya!\Milord!\And Emilia, too!\What happened? response:	You were working here?!
context: Direct negotiations!\This the place?\Coming!\Ashiya!\Milord!\And Emilia, too!\What happened?\You were working here?! response:	I thought that voice was familiar.
context: This the place?\Coming!\Ashiya!\Milord!\And Emilia, too!\What happened?\You were working here?!\I thought that voice was familiar. response:	First things first. What on earth are you doing?
context: Coming!\Ashiya!\Milord!\And Emilia, too!\What happened?\You were working here?!\I thought that voice was familiar.\First things first. What on earth are you doing? response:	I was just following the manual in dealing with a customer making unreasonable claims
context: Ashiya!\Milord!\And Emilia, too!\What happened?\You were working here?!\I thought that voice was familiar.\First things first. What on earth are you doing?\I was just following the manual in dealing with a customer making unreasonable claims response:	Wait a second!
context: Milord!\And Emilia, too!\What happened?\You were working here?!\I thought that voice was familiar.\First things first. What on earth are you doing?\I was just following the manual in dealing with a customer making unreasonable claims\Wait a second! response:	Why'd you buy seven quilts?!
context: And Emilia, too!\What happened?\You were working here?!\I thought that voice was familiar.\First things first. What on earth are you doing?\I was just following the manual in dealing with a customer making unreasonable claims\Wait a second!\Why'd you buy seven quilts?! response:	Like I said, we got screwed!
context: What happened?\You were working here?!\I thought that voice was familiar.\First things first. What on earth are you doing?\I was just following the manual in dealing with a customer making unreasonable claims\Wait a second!\Why'd you buy seven quilts?!\Like I said, we got screwed! response:	Also, we got five. Not seven.
context: You were working here?!\I thought that voice was familiar.\First things first. What on earth are you doing?\I was just following the manual in dealing with a customer making unreasonable claims\Wait a second!\Why'd you buy seven quilts?!\Like I said, we got screwed!\Also, we got five. Not seven. response:	That's just a scam!
context: I thought that voice was familiar.\First things first. What on earth are you doing?\I was just following the manual in dealing with a customer making unreasonable claims\Wait a second!\Why'd you buy seven quilts?!\Like I said, we got screwed!\Also, we got five. Not seven.\That's just a scam! response:	And what have I been saying this entire time?!
context: First things first. What on earth are you doing?\I was just following the manual in dealing with a customer making unreasonable claims\Wait a second!\Why'd you buy seven quilts?!\Like I said, we got screwed!\Also, we got five. Not seven.\That's just a scam!\And what have I been saying this entire time?! response:	That means I was sent to a corrupt business
context: I was just following the manual in dealing with a customer making unreasonable claims\Wait a second!\Why'd you buy seven quilts?!\Like I said, we got screwed!\Also, we got five. Not seven.\That's just a scam!\And what have I been saying this entire time?!\That means I was sent to a corrupt business response:	and was working as a pawn of the devil!
context: Wait a second!\Why'd you buy seven quilts?!\Like I said, we got screwed!\Also, we got five. Not seven.\That's just a scam!\And what have I been saying this entire time?!\That means I was sent to a corrupt business\and was working as a pawn of the devil! response:	Says the Demon General.
context: Why'd you buy seven quilts?!\Like I said, we got screwed!\Also, we got five. Not seven.\That's just a scam!\And what have I been saying this entire time?!\That means I was sent to a corrupt business\and was working as a pawn of the devil!\Says the Demon General. response:	However, now that I know the truth, I cannot stay in this company a second longer!
context: Like I said, we got screwed!\Also, we got five. Not seven.\That's just a scam!\And what have I been saying this entire time?!\That means I was sent to a corrupt business\and was working as a pawn of the devil!\Says the Demon General.\However, now that I know the truth, I cannot stay in this company a second longer! response:	How noisy.
context: Also, we got five. Not seven.\That's just a scam!\And what have I been saying this entire time?!\That means I was sent to a corrupt business\and was working as a pawn of the devil!\Says the Demon General.\However, now that I know the truth, I cannot stay in this company a second longer!\How noisy. response:	Oh, President.
context: That's just a scam!\And what have I been saying this entire time?!\That means I was sent to a corrupt business\and was working as a pawn of the devil!\Says the Demon General.\However, now that I know the truth, I cannot stay in this company a second longer!\How noisy.\Oh, President. response:	Something wrong?
context: And what have I been saying this entire time?!\That means I was sent to a corrupt business\and was working as a pawn of the devil!\Says the Demon General.\However, now that I know the truth, I cannot stay in this company a second longer!\How noisy.\Oh, President.\Something wrong? response:	You the boss-man here?
context: That means I was sent to a corrupt business\and was working as a pawn of the devil!\Says the Demon General.\However, now that I know the truth, I cannot stay in this company a second longer!\How noisy.\Oh, President.\Something wrong?\You the boss-man here? response:	How rude.
context: and was working as a pawn of the devil!\Says the Demon General.\However, now that I know the truth, I cannot stay in this company a second longer!\How noisy.\Oh, President.\Something wrong?\You the boss-man here?\How rude. response:	Let's talk things over in a calm manner.
context: Says the Demon General.\However, now that I know the truth, I cannot stay in this company a second longer!\How noisy.\Oh, President.\Something wrong?\You the boss-man here?\How rude.\Let's talk things over in a calm manner. response:	I'm sure you heard this over the phone already.
context: However, now that I know the truth, I cannot stay in this company a second longer!\How noisy.\Oh, President.\Something wrong?\You the boss-man here?\How rude.\Let's talk things over in a calm manner.\I'm sure you heard this over the phone already. response:	but it's all mentioned in a clause in the contract.
context: How noisy.\Oh, President.\Something wrong?\You the boss-man here?\How rude.\Let's talk things over in a calm manner.\I'm sure you heard this over the phone already.\but it's all mentioned in a clause in the contract. response:	Huh? First I've heard of it.
context: Oh, President.\Something wrong?\You the boss-man here?\How rude.\Let's talk things over in a calm manner.\I'm sure you heard this over the phone already.\but it's all mentioned in a clause in the contract.\Huh? First I've heard of it. response:	The heck's a clause?
context: Something wrong?\You the boss-man here?\How rude.\Let's talk things over in a calm manner.\I'm sure you heard this over the phone already.\but it's all mentioned in a clause in the contract.\Huh? First I've heard of it.\The heck's a clause? response:	But we handed it over to you.
context: You the boss-man here?\How rude.\Let's talk things over in a calm manner.\I'm sure you heard this over the phone already.\but it's all mentioned in a clause in the contract.\Huh? First I've heard of it.\The heck's a clause?\But we handed it over to you. response:	Please don't be so irresponsible.
context: How rude.\Let's talk things over in a calm manner.\I'm sure you heard this over the phone already.\but it's all mentioned in a clause in the contract.\Huh? First I've heard of it.\The heck's a clause?\But we handed it over to you.\Please don't be so irresponsible. response:	Listen to yourself!
context: Let's talk things over in a calm manner.\I'm sure you heard this over the phone already.\but it's all mentioned in a clause in the contract.\Huh? First I've heard of it.\The heck's a clause?\But we handed it over to you.\Please don't be so irresponsible.\Listen to yourself! response:	This is just a scam!
context: I'm sure you heard this over the phone already.\but it's all mentioned in a clause in the contract.\Huh? First I've heard of it.\The heck's a clause?\But we handed it over to you.\Please don't be so irresponsible.\Listen to yourself!\This is just a scam! response:	It was a transaction made by mutual consent.
context: but it's all mentioned in a clause in the contract.\Huh? First I've heard of it.\The heck's a clause?\But we handed it over to you.\Please don't be so irresponsible.\Listen to yourself!\This is just a scam!\It was a transaction made by mutual consent. response:	Mutual consent, my ass!
context: Huh? First I've heard of it.\The heck's a clause?\But we handed it over to you.\Please don't be so irresponsible.\Listen to yourself!\This is just a scam!\It was a transaction made by mutual consent.\Mutual consent, my ass! response:	What kind of retard buys seven quilts for a rundown apartment?!
context: The heck's a clause?\But we handed it over to you.\Please don't be so irresponsible.\Listen to yourself!\This is just a scam!\It was a transaction made by mutual consent.\Mutual consent, my ass!\What kind of retard buys seven quilts for a rundown apartment?! response:	The one in yours.
context: But we handed it over to you.\Please don't be so irresponsible.\Listen to yourself!\This is just a scam!\It was a transaction made by mutual consent.\Mutual consent, my ass!\What kind of retard buys seven quilts for a rundown apartment?!\The one in yours. response:	You bastard...
context: Please don't be so irresponsible.\Listen to yourself!\This is just a scam!\It was a transaction made by mutual consent.\Mutual consent, my ass!\What kind of retard buys seven quilts for a rundown apartment?!\The one in yours.\You bastard... response:	Getting all cocky because you think we don't know a thing!
context: Listen to yourself!\This is just a scam!\It was a transaction made by mutual consent.\Mutual consent, my ass!\What kind of retard buys seven quilts for a rundown apartment?!\The one in yours.\You bastard...\Getting all cocky because you think we don't know a thing! response:	We didn't sell you any defective goods,
context: This is just a scam!\It was a transaction made by mutual consent.\Mutual consent, my ass!\What kind of retard buys seven quilts for a rundown apartment?!\The one in yours.\You bastard...\Getting all cocky because you think we don't know a thing!\We didn't sell you any defective goods, response:	and the transaction was made by mutual consent.
context: It was a transaction made by mutual consent.\Mutual consent, my ass!\What kind of retard buys seven quilts for a rundown apartment?!\The one in yours.\You bastard...\Getting all cocky because you think we don't know a thing!\We didn't sell you any defective goods,\and the transaction was made by mutual consent. response:	If you're gonna keep making any more false accusations,
context: Mutual consent, my ass!\What kind of retard buys seven quilts for a rundown apartment?!\The one in yours.\You bastard...\Getting all cocky because you think we don't know a thing!\We didn't sell you any defective goods,\and the transaction was made by mutual consent.\If you're gonna keep making any more false accusations, response:	we could take matters into our own hands, you know?
context: What kind of retard buys seven quilts for a rundown apartment?!\The one in yours.\You bastard...\Getting all cocky because you think we don't know a thing!\We didn't sell you any defective goods,\and the transaction was made by mutual consent.\If you're gonna keep making any more false accusations,\we could take matters into our own hands, you know? response:	I lost...
context: The one in yours.\You bastard...\Getting all cocky because you think we don't know a thing!\We didn't sell you any defective goods,\and the transaction was made by mutual consent.\If you're gonna keep making any more false accusations,\we could take matters into our own hands, you know?\I lost... response:	Maybe the best thing to do here would be to talk to the cops.
context: You bastard...\Getting all cocky because you think we don't know a thing!\We didn't sell you any defective goods,\and the transaction was made by mutual consent.\If you're gonna keep making any more false accusations,\we could take matters into our own hands, you know?\I lost...\Maybe the best thing to do here would be to talk to the cops. response:	Can't rely on the cops.
context: Getting all cocky because you think we don't know a thing!\We didn't sell you any defective goods,\and the transaction was made by mutual consent.\If you're gonna keep making any more false accusations,\we could take matters into our own hands, you know?\I lost...\Maybe the best thing to do here would be to talk to the cops.\Can't rely on the cops. response:	They might've cheated, sure, but you signed a contract,
context: We didn't sell you any defective goods,\and the transaction was made by mutual consent.\If you're gonna keep making any more false accusations,\we could take matters into our own hands, you know?\I lost...\Maybe the best thing to do here would be to talk to the cops.\Can't rely on the cops.\They might've cheated, sure, but you signed a contract, response:	and there's no proof it was a scam.
context: and the transaction was made by mutual consent.\If you're gonna keep making any more false accusations,\we could take matters into our own hands, you know?\I lost...\Maybe the best thing to do here would be to talk to the cops.\Can't rely on the cops.\They might've cheated, sure, but you signed a contract,\and there's no proof it was a scam. response:	Nothing we can do, huh?
context: If you're gonna keep making any more false accusations,\we could take matters into our own hands, you know?\I lost...\Maybe the best thing to do here would be to talk to the cops.\Can't rely on the cops.\They might've cheated, sure, but you signed a contract,\and there's no proof it was a scam.\Nothing we can do, huh? response:	Shit! Where are we gonna find 128,000 yen?!
context: we could take matters into our own hands, you know?\I lost...\Maybe the best thing to do here would be to talk to the cops.\Can't rely on the cops.\They might've cheated, sure, but you signed a contract,\and there's no proof it was a scam.\Nothing we can do, huh?\Shit! Where are we gonna find 128,000 yen?! response:	I'm so sorry, Milord.
context: I lost...\Maybe the best thing to do here would be to talk to the cops.\Can't rely on the cops.\They might've cheated, sure, but you signed a contract,\and there's no proof it was a scam.\Nothing we can do, huh?\Shit! Where are we gonna find 128,000 yen?!\I'm so sorry, Milord. response:	As his guardian, I was all too careless.
context: Maybe the best thing to do here would be to talk to the cops.\Can't rely on the cops.\They might've cheated, sure, but you signed a contract,\and there's no proof it was a scam.\Nothing we can do, huh?\Shit! Where are we gonna find 128,000 yen?!\I'm so sorry, Milord.\As his guardian, I was all too careless. response:	I am partly to blame as well.
context: Can't rely on the cops.\They might've cheated, sure, but you signed a contract,\and there's no proof it was a scam.\Nothing we can do, huh?\Shit! Where are we gonna find 128,000 yen?!\I'm so sorry, Milord.\As his guardian, I was all too careless.\I am partly to blame as well. response:	Guardian?
context: They might've cheated, sure, but you signed a contract,\and there's no proof it was a scam.\Nothing we can do, huh?\Shit! Where are we gonna find 128,000 yen?!\I'm so sorry, Milord.\As his guardian, I was all too careless.\I am partly to blame as well.\Guardian? response:	Oh yeah, how old is Urushihara?
context: and there's no proof it was a scam.\Nothing we can do, huh?\Shit! Where are we gonna find 128,000 yen?!\I'm so sorry, Milord.\As his guardian, I was all too careless.\I am partly to blame as well.\Guardian?\Oh yeah, how old is Urushihara? response:	Not his Ente Isla age, but his Japanese one.
context: Nothing we can do, huh?\Shit! Where are we gonna find 128,000 yen?!\I'm so sorry, Milord.\As his guardian, I was all too careless.\I am partly to blame as well.\Guardian?\Oh yeah, how old is Urushihara?\Not his Ente Isla age, but his Japanese one. response:	Oh, I think we put him down as 18 years old.
context: Shit! Where are we gonna find 128,000 yen?!\I'm so sorry, Milord.\As his guardian, I was all too careless.\I am partly to blame as well.\Guardian?\Oh yeah, how old is Urushihara?\Not his Ente Isla age, but his Japanese one.\Oh, I think we put him down as 18 years old. response:	Then I have an idea.
context: I'm so sorry, Milord.\As his guardian, I was all too careless.\I am partly to blame as well.\Guardian?\Oh yeah, how old is Urushihara?\Not his Ente Isla age, but his Japanese one.\Oh, I think we put him down as 18 years old.\Then I have an idea. response:	What is it? Will it get us out of paying the 128,000 yen?
context: As his guardian, I was all too careless.\I am partly to blame as well.\Guardian?\Oh yeah, how old is Urushihara?\Not his Ente Isla age, but his Japanese one.\Oh, I think we put him down as 18 years old.\Then I have an idea.\What is it? Will it get us out of paying the 128,000 yen? response:	What's your idea?
context: I am partly to blame as well.\Guardian?\Oh yeah, how old is Urushihara?\Not his Ente Isla age, but his Japanese one.\Oh, I think we put him down as 18 years old.\Then I have an idea.\What is it? Will it get us out of paying the 128,000 yen?\What's your idea? response:	It's called a cooling-off period.
context: Guardian?\Oh yeah, how old is Urushihara?\Not his Ente Isla age, but his Japanese one.\Oh, I think we put him down as 18 years old.\Then I have an idea.\What is it? Will it get us out of paying the 128,000 yen?\What's your idea?\It's called a cooling-off period. response:	For a minor to sign a contract exceeding the allowed amount,
context: Oh yeah, how old is Urushihara?\Not his Ente Isla age, but his Japanese one.\Oh, I think we put him down as 18 years old.\Then I have an idea.\What is it? Will it get us out of paying the 128,000 yen?\What's your idea?\It's called a cooling-off period.\For a minor to sign a contract exceeding the allowed amount, response:	they need their guardian's approval.
context: Not his Ente Isla age, but his Japanese one.\Oh, I think we put him down as 18 years old.\Then I have an idea.\What is it? Will it get us out of paying the 128,000 yen?\What's your idea?\It's called a cooling-off period.\For a minor to sign a contract exceeding the allowed amount,\they need their guardian's approval. response:	Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,
context: Oh, I think we put him down as 18 years old.\Then I have an idea.\What is it? Will it get us out of paying the 128,000 yen?\What's your idea?\It's called a cooling-off period.\For a minor to sign a contract exceeding the allowed amount,\they need their guardian's approval.\Mr. Maou, you'll be recognized as Mr. Urushihara's guardian, response:	so you can make use of the cooling-off period!
context: Then I have an idea.\What is it? Will it get us out of paying the 128,000 yen?\What's your idea?\It's called a cooling-off period.\For a minor to sign a contract exceeding the allowed amount,\they need their guardian's approval.\Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,\so you can make use of the cooling-off period! response:	Good grief. We really got done in this time, didn't we?
context: What is it? Will it get us out of paying the 128,000 yen?\What's your idea?\It's called a cooling-off period.\For a minor to sign a contract exceeding the allowed amount,\they need their guardian's approval.\Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,\so you can make use of the cooling-off period!\Good grief. We really got done in this time, didn't we? response:	Yeah. He may be human, but he acts worse than a demon.
context: What's your idea?\It's called a cooling-off period.\For a minor to sign a contract exceeding the allowed amount,\they need their guardian's approval.\Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,\so you can make use of the cooling-off period!\Good grief. We really got done in this time, didn't we?\Yeah. He may be human, but he acts worse than a demon. response:	But who'd've thought Emilia would be the one to save us?
context: It's called a cooling-off period.\For a minor to sign a contract exceeding the allowed amount,\they need their guardian's approval.\Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,\so you can make use of the cooling-off period!\Good grief. We really got done in this time, didn't we?\Yeah. He may be human, but he acts worse than a demon.\But who'd've thought Emilia would be the one to save us? response:	I'm sure it's because she's used to people making complaints.
context: For a minor to sign a contract exceeding the allowed amount,\they need their guardian's approval.\Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,\so you can make use of the cooling-off period!\Good grief. We really got done in this time, didn't we?\Yeah. He may be human, but he acts worse than a demon.\But who'd've thought Emilia would be the one to save us?\I'm sure it's because she's used to people making complaints. response:	She'll be part of my legion someday.
context: they need their guardian's approval.\Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,\so you can make use of the cooling-off period!\Good grief. We really got done in this time, didn't we?\Yeah. He may be human, but he acts worse than a demon.\But who'd've thought Emilia would be the one to save us?\I'm sure it's because she's used to people making complaints.\She'll be part of my legion someday. response:	Surely you jest.
context: Mr. Maou, you'll be recognized as Mr. Urushihara's guardian,\so you can make use of the cooling-off period!\Good grief. We really got done in this time, didn't we?\Yeah. He may be human, but he acts worse than a demon.\But who'd've thought Emilia would be the one to save us?\I'm sure it's because she's used to people making complaints.\She'll be part of my legion someday.\Surely you jest. response:	Have you decided yet, milord?
context: so you can make use of the cooling-off period!\Good grief. We really got done in this time, didn't we?\Yeah. He may be human, but he acts worse than a demon.\But who'd've thought Emilia would be the one to save us?\I'm sure it's because she's used to people making complaints.\She'll be part of my legion someday.\Surely you jest.\Have you decided yet, milord? response:	Yeah, I'll take the same thing.
context: Good grief. We really got done in this time, didn't we?\Yeah. He may be human, but he acts worse than a demon.\But who'd've thought Emilia would be the one to save us?\I'm sure it's because she's used to people making complaints.\She'll be part of my legion someday.\Surely you jest.\Have you decided yet, milord?\Yeah, I'll take the same thing. response:	Excuse me! Two porkcut letbowls, please!
context: Yeah. He may be human, but he acts worse than a demon.\But who'd've thought Emilia would be the one to save us?\I'm sure it's because she's used to people making complaints.\She'll be part of my legion someday.\Surely you jest.\Have you decided yet, milord?\Yeah, I'll take the same thing.\Excuse me! Two porkcut letbowls, please! response:	ED
context: But who'd've thought Emilia would be the one to save us?\I'm sure it's because she's used to people making complaints.\She'll be part of my legion someday.\Surely you jest.\Have you decided yet, milord?\Yeah, I'll take the same thing.\Excuse me! Two porkcut letbowls, please!\ED response:	Outro
context: I'm sure it's because she's used to people making complaints.\She'll be part of my legion someday.\Surely you jest.\Have you decided yet, milord?\Yeah, I'll take the same thing.\Excuse me! Two porkcut letbowls, please!\ED\Outro response:	Are you stupid?
context: She'll be part of my legion someday.\Surely you jest.\Have you decided yet, milord?\Yeah, I'll take the same thing.\Excuse me! Two porkcut letbowls, please!\ED\Outro\Are you stupid? response:	Emi.
context: Surely you jest.\Have you decided yet, milord?\Yeah, I'll take the same thing.\Excuse me! Two porkcut letbowls, please!\ED\Outro\Are you stupid?\Emi. response:	What kind of Overlord stands in the rain without an umbrella, waiting for a signal to turn green?
context: Have you decided yet, milord?\Yeah, I'll take the same thing.\Excuse me! Two porkcut letbowls, please!\ED\Outro\Are you stupid?\Emi.\What kind of Overlord stands in the rain without an umbrella, waiting for a signal to turn green? response:	Shut yer mouth.
context: Yeah, I'll take the same thing.\Excuse me! Two porkcut letbowls, please!\ED\Outro\Are you stupid?\Emi.\What kind of Overlord stands in the rain without an umbrella, waiting for a signal to turn green?\Shut yer mouth. response:	Here.
context: Excuse me! Two porkcut letbowls, please!\ED\Outro\Are you stupid?\Emi.\What kind of Overlord stands in the rain without an umbrella, waiting for a signal to turn green?\Shut yer mouth.\Here. response:	Huh?
context: ED\Outro\Are you stupid?\Emi.\What kind of Overlord stands in the rain without an umbrella, waiting for a signal to turn green?\Shut yer mouth.\Here.\Huh? response:	I told you I threw away the umbrella I borrowed from you, didn't I?
