context: Big Brother. response:	Did Li Jing have you come here to kill me?
context: It's what Your Majesty is worried about too.\Although Chang Sea is our territory\and the mermaid clan is a problem for us\I'm going there this time to find an opportunity\to break all ties between Water King of Chang Sea and the mermaid clan.\If we have Water King request for our troops\then we can send our troops righteously and properly.\That's true. You've thought about things meticulously. response:	I haven't interfered with the mermaid clan situation
context: Although Chang Sea is our territory\and the mermaid clan is a problem for us\I'm going there this time to find an opportunity\to break all ties between Water King of Chang Sea and the mermaid clan.\If we have Water King request for our troops\then we can send our troops righteously and properly.\That's true. You've thought about things meticulously.\I haven't interfered with the mermaid clan situation response:	because I was afraid the other water kings would get suspicious
context: and the mermaid clan is a problem for us\I'm going there this time to find an opportunity\to break all ties between Water King of Chang Sea and the mermaid clan.\If we have Water King request for our troops\then we can send our troops righteously and properly.\That's true. You've thought about things meticulously.\I haven't interfered with the mermaid clan situation\because I was afraid the other water kings would get suspicious response:	that the Celestial Tribe is using the mermaid clan as an excuse
context: I'm going there this time to find an opportunity\to break all ties between Water King of Chang Sea and the mermaid clan.\If we have Water King request for our troops\then we can send our troops righteously and properly.\That's true. You've thought about things meticulously.\I haven't interfered with the mermaid clan situation\because I was afraid the other water kings would get suspicious\that the Celestial Tribe is using the mermaid clan as an excuse response:	to take away their authority, starting with Chang Sea.
context: to break all ties between Water King of Chang Sea and the mermaid clan.\If we have Water King request for our troops\then we can send our troops righteously and properly.\That's true. You've thought about things meticulously.\I haven't interfered with the mermaid clan situation\because I was afraid the other water kings would get suspicious\that the Celestial Tribe is using the mermaid clan as an excuse\to take away their authority, starting with Chang Sea. response:	I understand.
context: If we have Water King request for our troops\then we can send our troops righteously and properly.\That's true. You've thought about things meticulously.\I haven't interfered with the mermaid clan situation\because I was afraid the other water kings would get suspicious\that the Celestial Tribe is using the mermaid clan as an excuse\to take away their authority, starting with Chang Sea.\I understand. response:	Okay. Then we'll do as you say.
context: then we can send our troops righteously and properly.\That's true. You've thought about things meticulously.\I haven't interfered with the mermaid clan situation\because I was afraid the other water kings would get suspicious\that the Celestial Tribe is using the mermaid clan as an excuse\to take away their authority, starting with Chang Sea.\I understand.\Okay. Then we'll do as you say. response:	Yes.
context: That's true. You've thought about things meticulously.\I haven't interfered with the mermaid clan situation\because I was afraid the other water kings would get suspicious\that the Celestial Tribe is using the mermaid clan as an excuse\to take away their authority, starting with Chang Sea.\I understand.\Okay. Then we'll do as you say.\Yes. response:	Dijun?
context: I haven't interfered with the mermaid clan situation\because I was afraid the other water kings would get suspicious\that the Celestial Tribe is using the mermaid clan as an excuse\to take away their authority, starting with Chang Sea.\I understand.\Okay. Then we'll do as you say.\Yes.\Dijun? response:	Have you seen Si Ming?
context: because I was afraid the other water kings would get suspicious\that the Celestial Tribe is using the mermaid clan as an excuse\to take away their authority, starting with Chang Sea.\I understand.\Okay. Then we'll do as you say.\Yes.\Dijun?\Have you seen Si Ming? response:	No.
context: that the Celestial Tribe is using the mermaid clan as an excuse\to take away their authority, starting with Chang Sea.\I understand.\Okay. Then we'll do as you say.\Yes.\Dijun?\Have you seen Si Ming?\No. response:	What are you eating?
context: to take away their authority, starting with Chang Sea.\I understand.\Okay. Then we'll do as you say.\Yes.\Dijun?\Have you seen Si Ming?\No.\What are you eating? response:	Fruits.
context: I understand.\Okay. Then we'll do as you say.\Yes.\Dijun?\Have you seen Si Ming?\No.\What are you eating?\Fruits. response:	Who gave them to you?
context: Okay. Then we'll do as you say.\Yes.\Dijun?\Have you seen Si Ming?\No.\What are you eating?\Fruits.\Who gave them to you? response:	Who exactly gave them to you?
context: Yes.\Dijun?\Have you seen Si Ming?\No.\What are you eating?\Fruits.\Who gave them to you?\Who exactly gave them to you? response:	I think it was Cheng Yu.
context: Dijun?\Have you seen Si Ming?\No.\What are you eating?\Fruits.\Who gave them to you?\Who exactly gave them to you?\I think it was Cheng Yu. response:	You dare to eat food that she has given you?
context: Have you seen Si Ming?\No.\What are you eating?\Fruits.\Who gave them to you?\Who exactly gave them to you?\I think it was Cheng Yu.\You dare to eat food that she has given you? response:	There are so many fruits that I can't finish them all anyway.
context: No.\What are you eating?\Fruits.\Who gave them to you?\Who exactly gave them to you?\I think it was Cheng Yu.\You dare to eat food that she has given you?\There are so many fruits that I can't finish them all anyway. response:	Dijun, have one.
context: What are you eating?\Fruits.\Who gave them to you?\Who exactly gave them to you?\I think it was Cheng Yu.\You dare to eat food that she has given you?\There are so many fruits that I can't finish them all anyway.\Dijun, have one. response:	Judging from the way you look now
context: Fruits.\Who gave them to you?\Who exactly gave them to you?\I think it was Cheng Yu.\You dare to eat food that she has given you?\There are so many fruits that I can't finish them all anyway.\Dijun, have one.\Judging from the way you look now response:	you probably don't even know what I'm saying.
context: Who gave them to you?\Who exactly gave them to you?\I think it was Cheng Yu.\You dare to eat food that she has given you?\There are so many fruits that I can't finish them all anyway.\Dijun, have one.\Judging from the way you look now\you probably don't even know what I'm saying. response:	Dijun, honestly...
context: Who exactly gave them to you?\I think it was Cheng Yu.\You dare to eat food that she has given you?\There are so many fruits that I can't finish them all anyway.\Dijun, have one.\Judging from the way you look now\you probably don't even know what I'm saying.\Dijun, honestly... response:	I like you.
context: I think it was Cheng Yu.\You dare to eat food that she has given you?\There are so many fruits that I can't finish them all anyway.\Dijun, have one.\Judging from the way you look now\you probably don't even know what I'm saying.\Dijun, honestly...\I like you. response:	I like you so much.
context: You dare to eat food that she has given you?\There are so many fruits that I can't finish them all anyway.\Dijun, have one.\Judging from the way you look now\you probably don't even know what I'm saying.\Dijun, honestly...\I like you.\I like you so much. response:	Even if you didn't tell me
context: There are so many fruits that I can't finish them all anyway.\Dijun, have one.\Judging from the way you look now\you probably don't even know what I'm saying.\Dijun, honestly...\I like you.\I like you so much.\Even if you didn't tell me response:	I would still know that.
context: Dijun, have one.\Judging from the way you look now\you probably don't even know what I'm saying.\Dijun, honestly...\I like you.\I like you so much.\Even if you didn't tell me\I would still know that. response:	But I've been living at Taichen Palace the whole time.
context: Judging from the way you look now\you probably don't even know what I'm saying.\Dijun, honestly...\I like you.\I like you so much.\Even if you didn't tell me\I would still know that.\But I've been living at Taichen Palace the whole time. response:	How come I've never realized that?
context: you probably don't even know what I'm saying.\Dijun, honestly...\I like you.\I like you so much.\Even if you didn't tell me\I would still know that.\But I've been living at Taichen Palace the whole time.\How come I've never realized that? response:	When you're free, you can ask Si Ming to take you around.
context: Dijun, honestly...\I like you.\I like you so much.\Even if you didn't tell me\I would still know that.\But I've been living at Taichen Palace the whole time.\How come I've never realized that?\When you're free, you can ask Si Ming to take you around. response:	You don't have to waste your time on worthless activities with me, an old man.
context: I like you.\I like you so much.\Even if you didn't tell me\I would still know that.\But I've been living at Taichen Palace the whole time.\How come I've never realized that?\When you're free, you can ask Si Ming to take you around.\You don't have to waste your time on worthless activities with me, an old man. response:	You're not old.
context: I like you so much.\Even if you didn't tell me\I would still know that.\But I've been living at Taichen Palace the whole time.\How come I've never realized that?\When you're free, you can ask Si Ming to take you around.\You don't have to waste your time on worthless activities with me, an old man.\You're not old. response:	When I was the heavenly lord, your grandfather wasn't even married yet.
context: Even if you didn't tell me\I would still know that.\But I've been living at Taichen Palace the whole time.\How come I've never realized that?\When you're free, you can ask Si Ming to take you around.\You don't have to waste your time on worthless activities with me, an old man.\You're not old.\When I was the heavenly lord, your grandfather wasn't even married yet. response:	So you dislike that I'm younger than you.
context: I would still know that.\But I've been living at Taichen Palace the whole time.\How come I've never realized that?\When you're free, you can ask Si Ming to take you around.\You don't have to waste your time on worthless activities with me, an old man.\You're not old.\When I was the heavenly lord, your grandfather wasn't even married yet.\So you dislike that I'm younger than you. response:	All right, sit here and don't mess around.
context: But I've been living at Taichen Palace the whole time.\How come I've never realized that?\When you're free, you can ask Si Ming to take you around.\You don't have to waste your time on worthless activities with me, an old man.\You're not old.\When I was the heavenly lord, your grandfather wasn't even married yet.\So you dislike that I'm younger than you.\All right, sit here and don't mess around. response:	I'll get two celestial swans to take you home.
context: How come I've never realized that?\When you're free, you can ask Si Ming to take you around.\You don't have to waste your time on worthless activities with me, an old man.\You're not old.\When I was the heavenly lord, your grandfather wasn't even married yet.\So you dislike that I'm younger than you.\All right, sit here and don't mess around.\I'll get two celestial swans to take you home. response:	No. If I go back, Crown Prince's cousin will yell at me.
context: When you're free, you can ask Si Ming to take you around.\You don't have to waste your time on worthless activities with me, an old man.\You're not old.\When I was the heavenly lord, your grandfather wasn't even married yet.\So you dislike that I'm younger than you.\All right, sit here and don't mess around.\I'll get two celestial swans to take you home.\No. If I go back, Crown Prince's cousin will yell at me. response:	Does she yell at you often?
context: You don't have to waste your time on worthless activities with me, an old man.\You're not old.\When I was the heavenly lord, your grandfather wasn't even married yet.\So you dislike that I'm younger than you.\All right, sit here and don't mess around.\I'll get two celestial swans to take you home.\No. If I go back, Crown Prince's cousin will yell at me.\Does she yell at you often? response:	Yes.
context: You're not old.\When I was the heavenly lord, your grandfather wasn't even married yet.\So you dislike that I'm younger than you.\All right, sit here and don't mess around.\I'll get two celestial swans to take you home.\No. If I go back, Crown Prince's cousin will yell at me.\Does she yell at you often?\Yes. response:	Let's go. It's none of our business.
context: When I was the heavenly lord, your grandfather wasn't even married yet.\So you dislike that I'm younger than you.\All right, sit here and don't mess around.\I'll get two celestial swans to take you home.\No. If I go back, Crown Prince's cousin will yell at me.\Does she yell at you often?\Yes.\Let's go. It's none of our business. response:	Why?
context: So you dislike that I'm younger than you.\All right, sit here and don't mess around.\I'll get two celestial swans to take you home.\No. If I go back, Crown Prince's cousin will yell at me.\Does she yell at you often?\Yes.\Let's go. It's none of our business.\Why? response:	You write the mortals' stories every day.
context: All right, sit here and don't mess around.\I'll get two celestial swans to take you home.\No. If I go back, Crown Prince's cousin will yell at me.\Does she yell at you often?\Yes.\Let's go. It's none of our business.\Why?\You write the mortals' stories every day. response:	You don't get it?
context: I'll get two celestial swans to take you home.\No. If I go back, Crown Prince's cousin will yell at me.\Does she yell at you often?\Yes.\Let's go. It's none of our business.\Why?\You write the mortals' stories every day.\You don't get it? response:	The little princess is dazed right now.
context: No. If I go back, Crown Prince's cousin will yell at me.\Does she yell at you often?\Yes.\Let's go. It's none of our business.\Why?\You write the mortals' stories every day.\You don't get it?\The little princess is dazed right now. response:	Everything she says will just make others fall for her charms.
context: Does she yell at you often?\Yes.\Let's go. It's none of our business.\Why?\You write the mortals' stories every day.\You don't get it?\The little princess is dazed right now.\Everything she says will just make others fall for her charms. response:	I'm sure there will be some sparks between her and that old Dijun.
context: Yes.\Let's go. It's none of our business.\Why?\You write the mortals' stories every day.\You don't get it?\The little princess is dazed right now.\Everything she says will just make others fall for her charms.\I'm sure there will be some sparks between her and that old Dijun. response:	Oh! You sealed the deal with Third Prince back then after giving him that to eat.
context: Let's go. It's none of our business.\Why?\You write the mortals' stories every day.\You don't get it?\The little princess is dazed right now.\Everything she says will just make others fall for her charms.\I'm sure there will be some sparks between her and that old Dijun.\Oh! You sealed the deal with Third Prince back then after giving him that to eat. response:	Right? Right?
context: Why?\You write the mortals' stories every day.\You don't get it?\The little princess is dazed right now.\Everything she says will just make others fall for her charms.\I'm sure there will be some sparks between her and that old Dijun.\Oh! You sealed the deal with Third Prince back then after giving him that to eat.\Right? Right? response:	Don't talk to me about that wanderer!
context: You write the mortals' stories every day.\You don't get it?\The little princess is dazed right now.\Everything she says will just make others fall for her charms.\I'm sure there will be some sparks between her and that old Dijun.\Oh! You sealed the deal with Third Prince back then after giving him that to eat.\Right? Right?\Don't talk to me about that wanderer! response:	I won't, I won't.
