context: Oh? response:	This is a really beautiful array of code.
context: The taste is average.\Who to drink it with, huh?\You'll drink it with me, right?\Parkour Land\Where are they?\Saikawa, are you okay?\I-I'm fine.\I'm just a little too happy. response:	Georgie.
context: Who to drink it with, huh?\You'll drink it with me, right?\Parkour Land\Where are they?\Saikawa, are you okay?\I-I'm fine.\I'm just a little too happy.\Georgie. response:	Hot Dogs
context: You'll drink it with me, right?\Parkour Land\Where are they?\Saikawa, are you okay?\I-I'm fine.\I'm just a little too happy.\Georgie.\Hot Dogs response:	French Fries
context: Parkour Land\Where are they?\Saikawa, are you okay?\I-I'm fine.\I'm just a little too happy.\Georgie.\Hot Dogs\French Fries response:	You young ladies look like you're having fun.
context: Where are they?\Saikawa, are you okay?\I-I'm fine.\I'm just a little too happy.\Georgie.\Hot Dogs\French Fries\You young ladies look like you're having fun. response:	I took very nice photos of you all.
context: Saikawa, are you okay?\I-I'm fine.\I'm just a little too happy.\Georgie.\Hot Dogs\French Fries\You young ladies look like you're having fun.\I took very nice photos of you all. response:	Oh, show me, show me!
context: I-I'm fine.\I'm just a little too happy.\Georgie.\Hot Dogs\French Fries\You young ladies look like you're having fun.\I took very nice photos of you all.\Oh, show me, show me! response:	Ah, Kobayashi, you're late!
context: I'm just a little too happy.\Georgie.\Hot Dogs\French Fries\You young ladies look like you're having fun.\I took very nice photos of you all.\Oh, show me, show me!\Ah, Kobayashi, you're late! response:	Sorry, sorry.
context: Georgie.\Hot Dogs\French Fries\You young ladies look like you're having fun.\I took very nice photos of you all.\Oh, show me, show me!\Ah, Kobayashi, you're late!\Sorry, sorry. response:	I stayed there too long...
context: Hot Dogs\French Fries\You young ladies look like you're having fun.\I took very nice photos of you all.\Oh, show me, show me!\Ah, Kobayashi, you're late!\Sorry, sorry.\I stayed there too long... response:	Shall we all ride the Ferris wheel, then?
context: French Fries\You young ladies look like you're having fun.\I took very nice photos of you all.\Oh, show me, show me!\Ah, Kobayashi, you're late!\Sorry, sorry.\I stayed there too long...\Shall we all ride the Ferris wheel, then? response:	Did Georgie-san take those photos?
context: You young ladies look like you're having fun.\I took very nice photos of you all.\Oh, show me, show me!\Ah, Kobayashi, you're late!\Sorry, sorry.\I stayed there too long...\Shall we all ride the Ferris wheel, then?\Did Georgie-san take those photos? response:	We all screamed and had fun.
context: I took very nice photos of you all.\Oh, show me, show me!\Ah, Kobayashi, you're late!\Sorry, sorry.\I stayed there too long...\Shall we all ride the Ferris wheel, then?\Did Georgie-san take those photos?\We all screamed and had fun. response:	I'd love to live in a place this fun.
context: Oh, show me, show me!\Ah, Kobayashi, you're late!\Sorry, sorry.\I stayed there too long...\Shall we all ride the Ferris wheel, then?\Did Georgie-san take those photos?\We all screamed and had fun.\I'd love to live in a place this fun. response:	Sorry that my place is ordinary and boring.
context: Ah, Kobayashi, you're late!\Sorry, sorry.\I stayed there too long...\Shall we all ride the Ferris wheel, then?\Did Georgie-san take those photos?\We all screamed and had fun.\I'd love to live in a place this fun.\Sorry that my place is ordinary and boring. response:	What's the matter, Tohru?
context: Sorry, sorry.\I stayed there too long...\Shall we all ride the Ferris wheel, then?\Did Georgie-san take those photos?\We all screamed and had fun.\I'd love to live in a place this fun.\Sorry that my place is ordinary and boring.\What's the matter, Tohru? response:	Nothing, I've just been thinking.
context: I stayed there too long...\Shall we all ride the Ferris wheel, then?\Did Georgie-san take those photos?\We all screamed and had fun.\I'd love to live in a place this fun.\Sorry that my place is ordinary and boring.\What's the matter, Tohru?\Nothing, I've just been thinking. response:	These rides make very sharp turns and rock up and down.
context: Shall we all ride the Ferris wheel, then?\Did Georgie-san take those photos?\We all screamed and had fun.\I'd love to live in a place this fun.\Sorry that my place is ordinary and boring.\What's the matter, Tohru?\Nothing, I've just been thinking.\These rides make very sharp turns and rock up and down. response:	Then there's the buildings with detailed designs
context: Did Georgie-san take those photos?\We all screamed and had fun.\I'd love to live in a place this fun.\Sorry that my place is ordinary and boring.\What's the matter, Tohru?\Nothing, I've just been thinking.\These rides make very sharp turns and rock up and down.\Then there's the buildings with detailed designs response:	and mascot costumes modeled after fantastical beasts.
context: We all screamed and had fun.\I'd love to live in a place this fun.\Sorry that my place is ordinary and boring.\What's the matter, Tohru?\Nothing, I've just been thinking.\These rides make very sharp turns and rock up and down.\Then there's the buildings with detailed designs\and mascot costumes modeled after fantastical beasts. response:	Is she feeling nostalgic?
context: I'd love to live in a place this fun.\Sorry that my place is ordinary and boring.\What's the matter, Tohru?\Nothing, I've just been thinking.\These rides make very sharp turns and rock up and down.\Then there's the buildings with detailed designs\and mascot costumes modeled after fantastical beasts.\Is she feeling nostalgic? response:	This...
context: Sorry that my place is ordinary and boring.\What's the matter, Tohru?\Nothing, I've just been thinking.\These rides make very sharp turns and rock up and down.\Then there's the buildings with detailed designs\and mascot costumes modeled after fantastical beasts.\Is she feeling nostalgic?\This... response:	is a facility to simulate riding a dragon, isn't it?!
context: What's the matter, Tohru?\Nothing, I've just been thinking.\These rides make very sharp turns and rock up and down.\Then there's the buildings with detailed designs\and mascot costumes modeled after fantastical beasts.\Is she feeling nostalgic?\This...\is a facility to simulate riding a dragon, isn't it?! response:	Huh?
context: Nothing, I've just been thinking.\These rides make very sharp turns and rock up and down.\Then there's the buildings with detailed designs\and mascot costumes modeled after fantastical beasts.\Is she feeling nostalgic?\This...\is a facility to simulate riding a dragon, isn't it?!\Huh? response:	I can't believe they'd make these things just because they can't ride dragons themselves.
context: These rides make very sharp turns and rock up and down.\Then there's the buildings with detailed designs\and mascot costumes modeled after fantastical beasts.\Is she feeling nostalgic?\This...\is a facility to simulate riding a dragon, isn't it?!\Huh?\I can't believe they'd make these things just because they can't ride dragons themselves. response:	Humans are so despicable!
context: Then there's the buildings with detailed designs\and mascot costumes modeled after fantastical beasts.\Is she feeling nostalgic?\This...\is a facility to simulate riding a dragon, isn't it?!\Huh?\I can't believe they'd make these things just because they can't ride dragons themselves.\Humans are so despicable! response:	How did you even jump to that interpretation?!
context: and mascot costumes modeled after fantastical beasts.\Is she feeling nostalgic?\This...\is a facility to simulate riding a dragon, isn't it?!\Huh?\I can't believe they'd make these things just because they can't ride dragons themselves.\Humans are so despicable!\How did you even jump to that interpretation?! response:	In other words, if you rode me you could experience an amusement park every day!
context: Is she feeling nostalgic?\This...\is a facility to simulate riding a dragon, isn't it?!\Huh?\I can't believe they'd make these things just because they can't ride dragons themselves.\Humans are so despicable!\How did you even jump to that interpretation?!\In other words, if you rode me you could experience an amusement park every day! response:	You only have roller coasters!
context: This...\is a facility to simulate riding a dragon, isn't it?!\Huh?\I can't believe they'd make these things just because they can't ride dragons themselves.\Humans are so despicable!\How did you even jump to that interpretation?!\In other words, if you rode me you could experience an amusement park every day!\You only have roller coasters! response:	Still, something like this every now and then isn't so bad.
context: is a facility to simulate riding a dragon, isn't it?!\Huh?\I can't believe they'd make these things just because they can't ride dragons themselves.\Humans are so despicable!\How did you even jump to that interpretation?!\In other words, if you rode me you could experience an amusement park every day!\You only have roller coasters!\Still, something like this every now and then isn't so bad. response:	It is bad for my hips, though.
context: Huh?\I can't believe they'd make these things just because they can't ride dragons themselves.\Humans are so despicable!\How did you even jump to that interpretation?!\In other words, if you rode me you could experience an amusement park every day!\You only have roller coasters!\Still, something like this every now and then isn't so bad.\It is bad for my hips, though. response:	Nae.
context: I can't believe they'd make these things just because they can't ride dragons themselves.\Humans are so despicable!\How did you even jump to that interpretation?!\In other words, if you rode me you could experience an amusement park every day!\You only have roller coasters!\Still, something like this every now and then isn't so bad.\It is bad for my hips, though.\Nae. response:	Nae?
context: Humans are so despicable!\How did you even jump to that interpretation?!\In other words, if you rode me you could experience an amusement park every day!\You only have roller coasters!\Still, something like this every now and then isn't so bad.\It is bad for my hips, though.\Nae.\Nae? response:	Georgie.
context: How did you even jump to that interpretation?!\In other words, if you rode me you could experience an amusement park every day!\You only have roller coasters!\Still, something like this every now and then isn't so bad.\It is bad for my hips, though.\Nae.\Nae?\Georgie. response:	Oh, yes.
context: In other words, if you rode me you could experience an amusement park every day!\You only have roller coasters!\Still, something like this every now and then isn't so bad.\It is bad for my hips, though.\Nae.\Nae?\Georgie.\Oh, yes. response:	Good morning.
context: You only have roller coasters!\Still, something like this every now and then isn't so bad.\It is bad for my hips, though.\Nae.\Nae?\Georgie.\Oh, yes.\Good morning. response:	You've forgotten your own name, haven't you?
context: Still, something like this every now and then isn't so bad.\It is bad for my hips, though.\Nae.\Nae?\Georgie.\Oh, yes.\Good morning.\You've forgotten your own name, haven't you? response:	Next Episode Preview
context: It is bad for my hips, though.\Nae.\Nae?\Georgie.\Oh, yes.\Good morning.\You've forgotten your own name, haven't you?\Next Episode Preview response:	Kanna-san's Mom,
context: Nae.\Nae?\Georgie.\Oh, yes.\Good morning.\You've forgotten your own name, haven't you?\Next Episode Preview\Kanna-san's Mom, response:	I brought the photos from the amusement park.
context: Nae?\Georgie.\Oh, yes.\Good morning.\You've forgotten your own name, haven't you?\Next Episode Preview\Kanna-san's Mom,\I brought the photos from the amusement park. response:	There's a thousand!
context: Georgie.\Oh, yes.\Good morning.\You've forgotten your own name, haven't you?\Next Episode Preview\Kanna-san's Mom,\I brought the photos from the amusement park.\There's a thousand! response:	That's a lot.
context: Oh, yes.\Good morning.\You've forgotten your own name, haven't you?\Next Episode Preview\Kanna-san's Mom,\I brought the photos from the amusement park.\There's a thousand!\That's a lot. response:	Really?
context: Good morning.\You've forgotten your own name, haven't you?\Next Episode Preview\Kanna-san's Mom,\I brought the photos from the amusement park.\There's a thousand!\That's a lot.\Really? response:	Let's select the best, then.
context: You've forgotten your own name, haven't you?\Next Episode Preview\Kanna-san's Mom,\I brought the photos from the amusement park.\There's a thousand!\That's a lot.\Really?\Let's select the best, then. response:	Going through each one.
context: Next Episode Preview\Kanna-san's Mom,\I brought the photos from the amusement park.\There's a thousand!\That's a lot.\Really?\Let's select the best, then.\Going through each one. response:	That's harsh.
context: Kanna-san's Mom,\I brought the photos from the amusement park.\There's a thousand!\That's a lot.\Really?\Let's select the best, then.\Going through each one.\That's harsh. response:	I got it, I'm sorry.
context: I brought the photos from the amusement park.\There's a thousand!\That's a lot.\Really?\Let's select the best, then.\Going through each one.\That's harsh.\I got it, I'm sorry. response:	They're all okay, then.
context: There's a thousand!\That's a lot.\Really?\Let's select the best, then.\Going through each one.\That's harsh.\I got it, I'm sorry.\They're all okay, then. response:	Episode 5
context: That's a lot.\Really?\Let's select the best, then.\Going through each one.\That's harsh.\I got it, I'm sorry.\They're all okay, then.\Episode 5 response:	Together With You (Well, If We Get Along)
context: Really?\Let's select the best, then.\Going through each one.\That's harsh.\I got it, I'm sorry.\They're all okay, then.\Episode 5\Together With You (Well, If We Get Along) response:	This Week's Who's Rotten?
context: Let's select the best, then.\Going through each one.\That's harsh.\I got it, I'm sorry.\They're all okay, then.\Episode 5\Together With You (Well, If We Get Along)\This Week's Who's Rotten? response:	Pisces
context: Going through each one.\That's harsh.\I got it, I'm sorry.\They're all okay, then.\Episode 5\Together With You (Well, If We Get Along)\This Week's Who's Rotten?\Pisces response:	You might make a big mistake making others mad
context: That's harsh.\I got it, I'm sorry.\They're all okay, then.\Episode 5\Together With You (Well, If We Get Along)\This Week's Who's Rotten?\Pisces\You might make a big mistake making others mad response:	Lucky Advice Repent. Also, skip sleep to study up.
context: I got it, I'm sorry.\They're all okay, then.\Episode 5\Together With You (Well, If We Get Along)\This Week's Who's Rotten?\Pisces\You might make a big mistake making others mad\Lucky Advice Repent. Also, skip sleep to study up. response:	That's stoic...
context: They're all okay, then.\Episode 5\Together With You (Well, If We Get Along)\This Week's Who's Rotten?\Pisces\You might make a big mistake making others mad\Lucky Advice Repent. Also, skip sleep to study up.\That's stoic... response:	This Week's Who's Rotten?
context: Episode 5\Together With You (Well, If We Get Along)\This Week's Who's Rotten?\Pisces\You might make a big mistake making others mad\Lucky Advice Repent. Also, skip sleep to study up.\That's stoic...\This Week's Who's Rotten? response:	Pisces!
