context: Impudence! How dare you try to trespass into the Crown Prince's chambers? response:	Let me see His Highness! My lady is about to give birth!
context: These all are what I deserve to go through.\Your Highness has come at a good time.\I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.\Apologize? You aren't lying to me?\I was Aunt's maid.\I did something to betray her. Of course I have to beg for forgiveness.\Since Your Highness has come today, I will make the trip with you\and settle this matter. response:	You want to return to the Fox Den with me?
context: Your Highness has come at a good time.\I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.\Apologize? You aren't lying to me?\I was Aunt's maid.\I did something to betray her. Of course I have to beg for forgiveness.\Since Your Highness has come today, I will make the trip with you\and settle this matter.\You want to return to the Fox Den with me? response:	That's correct. We'll go right now.
context: I wanted to take this fan to Qing Qiu to humbly apologize to Aunt.\Apologize? You aren't lying to me?\I was Aunt's maid.\I did something to betray her. Of course I have to beg for forgiveness.\Since Your Highness has come today, I will make the trip with you\and settle this matter.\You want to return to the Fox Den with me?\That's correct. We'll go right now. response:	Wait. Aunt is not at Qing Qiu right now.
context: Apologize? You aren't lying to me?\I was Aunt's maid.\I did something to betray her. Of course I have to beg for forgiveness.\Since Your Highness has come today, I will make the trip with you\and settle this matter.\You want to return to the Fox Den with me?\That's correct. We'll go right now.\Wait. Aunt is not at Qing Qiu right now. response:	Nobody in the world knows.
context: I was Aunt's maid.\I did something to betray her. Of course I have to beg for forgiveness.\Since Your Highness has come today, I will make the trip with you\and settle this matter.\You want to return to the Fox Den with me?\That's correct. We'll go right now.\Wait. Aunt is not at Qing Qiu right now.\Nobody in the world knows. response:	I can't let this snake go.
context: I did something to betray her. Of course I have to beg for forgiveness.\Since Your Highness has come today, I will make the trip with you\and settle this matter.\You want to return to the Fox Den with me?\That's correct. We'll go right now.\Wait. Aunt is not at Qing Qiu right now.\Nobody in the world knows.\I can't let this snake go. response:	I only came to scold her to vent. I must not ruin things because of this.
context: Since Your Highness has come today, I will make the trip with you\and settle this matter.\You want to return to the Fox Den with me?\That's correct. We'll go right now.\Wait. Aunt is not at Qing Qiu right now.\Nobody in the world knows.\I can't let this snake go.\I only came to scold her to vent. I must not ruin things because of this. response:	You don't need to go to apologize. Aunt said she does not want to see you.
context: and settle this matter.\You want to return to the Fox Den with me?\That's correct. We'll go right now.\Wait. Aunt is not at Qing Qiu right now.\Nobody in the world knows.\I can't let this snake go.\I only came to scold her to vent. I must not ruin things because of this.\You don't need to go to apologize. Aunt said she does not want to see you. response:	- But- - No but.
context: You want to return to the Fox Den with me?\That's correct. We'll go right now.\Wait. Aunt is not at Qing Qiu right now.\Nobody in the world knows.\I can't let this snake go.\I only came to scold her to vent. I must not ruin things because of this.\You don't need to go to apologize. Aunt said she does not want to see you.\- But- - No but. response:	Although Aunt doesn't want to see you
context: That's correct. We'll go right now.\Wait. Aunt is not at Qing Qiu right now.\Nobody in the world knows.\I can't let this snake go.\I only came to scold her to vent. I must not ruin things because of this.\You don't need to go to apologize. Aunt said she does not want to see you.\- But- - No but.\Although Aunt doesn't want to see you response:	the Cloud Clearing Fan still belongs to her.
context: Wait. Aunt is not at Qing Qiu right now.\Nobody in the world knows.\I can't let this snake go.\I only came to scold her to vent. I must not ruin things because of this.\You don't need to go to apologize. Aunt said she does not want to see you.\- But- - No but.\Although Aunt doesn't want to see you\the Cloud Clearing Fan still belongs to her. response:	You still need to return it to her.
context: Nobody in the world knows.\I can't let this snake go.\I only came to scold her to vent. I must not ruin things because of this.\You don't need to go to apologize. Aunt said she does not want to see you.\- But- - No but.\Although Aunt doesn't want to see you\the Cloud Clearing Fan still belongs to her.\You still need to return it to her. response:	Please take it, Your Highness. I don't dare keep it for myself.
context: I can't let this snake go.\I only came to scold her to vent. I must not ruin things because of this.\You don't need to go to apologize. Aunt said she does not want to see you.\- But- - No but.\Although Aunt doesn't want to see you\the Cloud Clearing Fan still belongs to her.\You still need to return it to her.\Please take it, Your Highness. I don't dare keep it for myself. response:	Although you betrayed Aunt and I shouldn't forgive you
context: I only came to scold her to vent. I must not ruin things because of this.\You don't need to go to apologize. Aunt said she does not want to see you.\- But- - No but.\Although Aunt doesn't want to see you\the Cloud Clearing Fan still belongs to her.\You still need to return it to her.\Please take it, Your Highness. I don't dare keep it for myself.\Although you betrayed Aunt and I shouldn't forgive you response:	ever since you left, you indeed have not told outsiders about Qing Qiu's matters.
context: You don't need to go to apologize. Aunt said she does not want to see you.\- But- - No but.\Although Aunt doesn't want to see you\the Cloud Clearing Fan still belongs to her.\You still need to return it to her.\Please take it, Your Highness. I don't dare keep it for myself.\Although you betrayed Aunt and I shouldn't forgive you\ever since you left, you indeed have not told outsiders about Qing Qiu's matters. response:	You also returned the Cloud Clearing Fan to me of your own accord.
context: - But- - No but.\Although Aunt doesn't want to see you\the Cloud Clearing Fan still belongs to her.\You still need to return it to her.\Please take it, Your Highness. I don't dare keep it for myself.\Although you betrayed Aunt and I shouldn't forgive you\ever since you left, you indeed have not told outsiders about Qing Qiu's matters.\You also returned the Cloud Clearing Fan to me of your own accord. response:	You have just narrowly gained my forgiveness.
context: Although Aunt doesn't want to see you\the Cloud Clearing Fan still belongs to her.\You still need to return it to her.\Please take it, Your Highness. I don't dare keep it for myself.\Although you betrayed Aunt and I shouldn't forgive you\ever since you left, you indeed have not told outsiders about Qing Qiu's matters.\You also returned the Cloud Clearing Fan to me of your own accord.\You have just narrowly gained my forgiveness. response:	Qing Qiu's matters?
context: the Cloud Clearing Fan still belongs to her.\You still need to return it to her.\Please take it, Your Highness. I don't dare keep it for myself.\Although you betrayed Aunt and I shouldn't forgive you\ever since you left, you indeed have not told outsiders about Qing Qiu's matters.\You also returned the Cloud Clearing Fan to me of your own accord.\You have just narrowly gained my forgiveness.\Qing Qiu's matters? response:	Is Your Highness referring to the one in Yanhua Cave?
context: You still need to return it to her.\Please take it, Your Highness. I don't dare keep it for myself.\Although you betrayed Aunt and I shouldn't forgive you\ever since you left, you indeed have not told outsiders about Qing Qiu's matters.\You also returned the Cloud Clearing Fan to me of your own accord.\You have just narrowly gained my forgiveness.\Qing Qiu's matters?\Is Your Highness referring to the one in Yanhua Cave? response:	Yes.
context: Please take it, Your Highness. I don't dare keep it for myself.\Although you betrayed Aunt and I shouldn't forgive you\ever since you left, you indeed have not told outsiders about Qing Qiu's matters.\You also returned the Cloud Clearing Fan to me of your own accord.\You have just narrowly gained my forgiveness.\Qing Qiu's matters?\Is Your Highness referring to the one in Yanhua Cave?\Yes. response:	Please rest assured, Your Highness.
context: Although you betrayed Aunt and I shouldn't forgive you\ever since you left, you indeed have not told outsiders about Qing Qiu's matters.\You also returned the Cloud Clearing Fan to me of your own accord.\You have just narrowly gained my forgiveness.\Qing Qiu's matters?\Is Your Highness referring to the one in Yanhua Cave?\Yes.\Please rest assured, Your Highness. response:	I will not breathe a word of it in my entire life.
context: ever since you left, you indeed have not told outsiders about Qing Qiu's matters.\You also returned the Cloud Clearing Fan to me of your own accord.\You have just narrowly gained my forgiveness.\Qing Qiu's matters?\Is Your Highness referring to the one in Yanhua Cave?\Yes.\Please rest assured, Your Highness.\I will not breathe a word of it in my entire life. response:	I hope you will remember your own words.
context: You also returned the Cloud Clearing Fan to me of your own accord.\You have just narrowly gained my forgiveness.\Qing Qiu's matters?\Is Your Highness referring to the one in Yanhua Cave?\Yes.\Please rest assured, Your Highness.\I will not breathe a word of it in my entire life.\I hope you will remember your own words. response:	Should I go against my word, I shall be struck by lightning.
context: You have just narrowly gained my forgiveness.\Qing Qiu's matters?\Is Your Highness referring to the one in Yanhua Cave?\Yes.\Please rest assured, Your Highness.\I will not breathe a word of it in my entire life.\I hope you will remember your own words.\Should I go against my word, I shall be struck by lightning. response:	That puts me at ease then.
context: Qing Qiu's matters?\Is Your Highness referring to the one in Yanhua Cave?\Yes.\Please rest assured, Your Highness.\I will not breathe a word of it in my entire life.\I hope you will remember your own words.\Should I go against my word, I shall be struck by lightning.\That puts me at ease then. response:	I will take this Cloud Clearing Fan.
context: Is Your Highness referring to the one in Yanhua Cave?\Yes.\Please rest assured, Your Highness.\I will not breathe a word of it in my entire life.\I hope you will remember your own words.\Should I go against my word, I shall be struck by lightning.\That puts me at ease then.\I will take this Cloud Clearing Fan. response:	However, I cannot say whether Aunt will forgive you.
context: Yes.\Please rest assured, Your Highness.\I will not breathe a word of it in my entire life.\I hope you will remember your own words.\Should I go against my word, I shall be struck by lightning.\That puts me at ease then.\I will take this Cloud Clearing Fan.\However, I cannot say whether Aunt will forgive you. response:	I understand.
context: Please rest assured, Your Highness.\I will not breathe a word of it in my entire life.\I hope you will remember your own words.\Should I go against my word, I shall be struck by lightning.\That puts me at ease then.\I will take this Cloud Clearing Fan.\However, I cannot say whether Aunt will forgive you.\I understand. response:	Mi Gu! Mi Gu!
context: I will not breathe a word of it in my entire life.\I hope you will remember your own words.\Should I go against my word, I shall be struck by lightning.\That puts me at ease then.\I will take this Cloud Clearing Fan.\However, I cannot say whether Aunt will forgive you.\I understand.\Mi Gu! Mi Gu! response:	Your Highness.
context: I hope you will remember your own words.\Should I go against my word, I shall be struck by lightning.\That puts me at ease then.\I will take this Cloud Clearing Fan.\However, I cannot say whether Aunt will forgive you.\I understand.\Mi Gu! Mi Gu!\Your Highness. response:	Bai Feng Jiu!
context: Should I go against my word, I shall be struck by lightning.\That puts me at ease then.\I will take this Cloud Clearing Fan.\However, I cannot say whether Aunt will forgive you.\I understand.\Mi Gu! Mi Gu!\Your Highness.\Bai Feng Jiu! response:	Father.
context: That puts me at ease then.\I will take this Cloud Clearing Fan.\However, I cannot say whether Aunt will forgive you.\I understand.\Mi Gu! Mi Gu!\Your Highness.\Bai Feng Jiu!\Father. response:	Kneel!
context: I will take this Cloud Clearing Fan.\However, I cannot say whether Aunt will forgive you.\I understand.\Mi Gu! Mi Gu!\Your Highness.\Bai Feng Jiu!\Father.\Kneel! response:	Father, I know I was wrong.
context: However, I cannot say whether Aunt will forgive you.\I understand.\Mi Gu! Mi Gu!\Your Highness.\Bai Feng Jiu!\Father.\Kneel!\Father, I know I was wrong. response:	I should not have gone to the Celestial Palace to repay my debt.
