context: It's a promise then. response:	You can't marry anyone else.
context: Take her to Qing Qiu right away.\The pain of losing a tail is unbearable for a nine-tailed fox.\You violated the regulations.\Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.\As the Star Lord, you violated the regulations knowingly.\Go to Lord Pu Hua for your punishment.\I willingly accept the punishment.\Mi Gu! response:	What is it now?
context: The pain of losing a tail is unbearable for a nine-tailed fox.\You violated the regulations.\Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.\As the Star Lord, you violated the regulations knowingly.\Go to Lord Pu Hua for your punishment.\I willingly accept the punishment.\Mi Gu!\What is it now? response:	- She cut off her own tail. - What?
context: You violated the regulations.\Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.\As the Star Lord, you violated the regulations knowingly.\Go to Lord Pu Hua for your punishment.\I willingly accept the punishment.\Mi Gu!\What is it now?\- She cut off her own tail. - What? response:	The loss of a nine-tailed fox's tail is like digging one's heart out!
context: Ancient records of the Celestial Tribe aren't allowed outside the Nine Heavens.\As the Star Lord, you violated the regulations knowingly.\Go to Lord Pu Hua for your punishment.\I willingly accept the punishment.\Mi Gu!\What is it now?\- She cut off her own tail. - What?\The loss of a nine-tailed fox's tail is like digging one's heart out! response:	Is it really that bad?
context: As the Star Lord, you violated the regulations knowingly.\Go to Lord Pu Hua for your punishment.\I willingly accept the punishment.\Mi Gu!\What is it now?\- She cut off her own tail. - What?\The loss of a nine-tailed fox's tail is like digging one's heart out!\Is it really that bad? response:	All right now, give her to me.
context: Go to Lord Pu Hua for your punishment.\I willingly accept the punishment.\Mi Gu!\What is it now?\- She cut off her own tail. - What?\The loss of a nine-tailed fox's tail is like digging one's heart out!\Is it really that bad?\All right now, give her to me. response:	I'll take her to the Peach Tree Woods.
context: I willingly accept the punishment.\Mi Gu!\What is it now?\- She cut off her own tail. - What?\The loss of a nine-tailed fox's tail is like digging one's heart out!\Is it really that bad?\All right now, give her to me.\I'll take her to the Peach Tree Woods. response:	Don't follow me.
context: Mi Gu!\What is it now?\- She cut off her own tail. - What?\The loss of a nine-tailed fox's tail is like digging one's heart out!\Is it really that bad?\All right now, give her to me.\I'll take her to the Peach Tree Woods.\Don't follow me. response:	High God! High God Zhe Yan!
context: What is it now?\- She cut off her own tail. - What?\The loss of a nine-tailed fox's tail is like digging one's heart out!\Is it really that bad?\All right now, give her to me.\I'll take her to the Peach Tree Woods.\Don't follow me.\High God! High God Zhe Yan! response:	Fourth Uncle!
context: - She cut off her own tail. - What?\The loss of a nine-tailed fox's tail is like digging one's heart out!\Is it really that bad?\All right now, give her to me.\I'll take her to the Peach Tree Woods.\Don't follow me.\High God! High God Zhe Yan!\Fourth Uncle! response:	Fourth Uncle!
context: The loss of a nine-tailed fox's tail is like digging one's heart out!\Is it really that bad?\All right now, give her to me.\I'll take her to the Peach Tree Woods.\Don't follow me.\High God! High God Zhe Yan!\Fourth Uncle!\Fourth Uncle! response:	I'm so forgetful.
context: Is it really that bad?\All right now, give her to me.\I'll take her to the Peach Tree Woods.\Don't follow me.\High God! High God Zhe Yan!\Fourth Uncle!\Fourth Uncle!\I'm so forgetful. response:	They have all gone to Kunlun Mountain.
context: All right now, give her to me.\I'll take her to the Peach Tree Woods.\Don't follow me.\High God! High God Zhe Yan!\Fourth Uncle!\Fourth Uncle!\I'm so forgetful.\They have all gone to Kunlun Mountain. response:	Auntie!
context: I'll take her to the Peach Tree Woods.\Don't follow me.\High God! High God Zhe Yan!\Fourth Uncle!\Fourth Uncle!\I'm so forgetful.\They have all gone to Kunlun Mountain.\Auntie! response:	Auntie!
context: Don't follow me.\High God! High God Zhe Yan!\Fourth Uncle!\Fourth Uncle!\I'm so forgetful.\They have all gone to Kunlun Mountain.\Auntie!\Auntie! response:	Auntie!
context: High God! High God Zhe Yan!\Fourth Uncle!\Fourth Uncle!\I'm so forgetful.\They have all gone to Kunlun Mountain.\Auntie!\Auntie!\Auntie! response:	You are...
context: Fourth Uncle!\Fourth Uncle!\I'm so forgetful.\They have all gone to Kunlun Mountain.\Auntie!\Auntie!\Auntie!\You are... response:	Isn't this Seventeenth's niece?
context: Fourth Uncle!\I'm so forgetful.\They have all gone to Kunlun Mountain.\Auntie!\Auntie!\Auntie!\You are...\Isn't this Seventeenth's niece? response:	Yes, this is our Little Princess.
context: I'm so forgetful.\They have all gone to Kunlun Mountain.\Auntie!\Auntie!\Auntie!\You are...\Isn't this Seventeenth's niece?\Yes, this is our Little Princess. response:	I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.
context: They have all gone to Kunlun Mountain.\Auntie!\Auntie!\Auntie!\You are...\Isn't this Seventeenth's niece?\Yes, this is our Little Princess.\I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den. response:	Our Little Princess... she broke her tail and her fever won't go down.
context: Auntie!\Auntie!\Auntie!\You are...\Isn't this Seventeenth's niece?\Yes, this is our Little Princess.\I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.\Our Little Princess... she broke her tail and her fever won't go down. response:	She's still unconscious.
context: Auntie!\Auntie!\You are...\Isn't this Seventeenth's niece?\Yes, this is our Little Princess.\I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.\Our Little Princess... she broke her tail and her fever won't go down.\She's still unconscious. response:	I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.
context: Auntie!\You are...\Isn't this Seventeenth's niece?\Yes, this is our Little Princess.\I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.\Our Little Princess... she broke her tail and her fever won't go down.\She's still unconscious.\I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain. response:	Here.
context: You are...\Isn't this Seventeenth's niece?\Yes, this is our Little Princess.\I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.\Our Little Princess... she broke her tail and her fever won't go down.\She's still unconscious.\I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.\Here. response:	Come with me.
context: Isn't this Seventeenth's niece?\Yes, this is our Little Princess.\I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.\Our Little Princess... she broke her tail and her fever won't go down.\She's still unconscious.\I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.\Here.\Come with me. response:	Why aren't they here yet?
context: Yes, this is our Little Princess.\I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.\Our Little Princess... she broke her tail and her fever won't go down.\She's still unconscious.\I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.\Here.\Come with me.\Why aren't they here yet? response:	Don't worry. I've sent someone to search for them.
context: I'm the minor deity, Mi Gu, who serves in Auntie's Fox Den.\Our Little Princess... she broke her tail and her fever won't go down.\She's still unconscious.\I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.\Here.\Come with me.\Why aren't they here yet?\Don't worry. I've sent someone to search for them. response:	She's awake.
context: Our Little Princess... she broke her tail and her fever won't go down.\She's still unconscious.\I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.\Here.\Come with me.\Why aren't they here yet?\Don't worry. I've sent someone to search for them.\She's awake. response:	Little Princess, are you awake?
context: She's still unconscious.\I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.\Here.\Come with me.\Why aren't they here yet?\Don't worry. I've sent someone to search for them.\She's awake.\Little Princess, are you awake? response:	Does it hurt badly?
context: I couldn't find High God Zhe Yan, so I came for Auntie in Kunlun Mountain.\Here.\Come with me.\Why aren't they here yet?\Don't worry. I've sent someone to search for them.\She's awake.\Little Princess, are you awake?\Does it hurt badly? response:	Seventeenth!
context: Here.\Come with me.\Why aren't they here yet?\Don't worry. I've sent someone to search for them.\She's awake.\Little Princess, are you awake?\Does it hurt badly?\Seventeenth! response:	Mu Gu!
context: Come with me.\Why aren't they here yet?\Don't worry. I've sent someone to search for them.\She's awake.\Little Princess, are you awake?\Does it hurt badly?\Seventeenth!\Mu Gu! response:	- High God! - What happened?
context: Why aren't they here yet?\Don't worry. I've sent someone to search for them.\She's awake.\Little Princess, are you awake?\Does it hurt badly?\Seventeenth!\Mu Gu!\- High God! - What happened? response:	Wasn't she fine when she returned from Kunlun Mountain?
context: Don't worry. I've sent someone to search for them.\She's awake.\Little Princess, are you awake?\Does it hurt badly?\Seventeenth!\Mu Gu!\- High God! - What happened?\Wasn't she fine when she returned from Kunlun Mountain? response:	It's because of Lord Dong Hua.
context: She's awake.\Little Princess, are you awake?\Does it hurt badly?\Seventeenth!\Mu Gu!\- High God! - What happened?\Wasn't she fine when she returned from Kunlun Mountain?\It's because of Lord Dong Hua. response:	When is it not because of him that Little Princess is wounded?
context: Little Princess, are you awake?\Does it hurt badly?\Seventeenth!\Mu Gu!\- High God! - What happened?\Wasn't she fine when she returned from Kunlun Mountain?\It's because of Lord Dong Hua.\When is it not because of him that Little Princess is wounded? response:	What does that mean?
context: Does it hurt badly?\Seventeenth!\Mu Gu!\- High God! - What happened?\Wasn't she fine when she returned from Kunlun Mountain?\It's because of Lord Dong Hua.\When is it not because of him that Little Princess is wounded?\What does that mean? response:	When the Star Lord carried her back to the Fox Den
context: Seventeenth!\Mu Gu!\- High God! - What happened?\Wasn't she fine when she returned from Kunlun Mountain?\It's because of Lord Dong Hua.\When is it not because of him that Little Princess is wounded?\What does that mean?\When the Star Lord carried her back to the Fox Den response:	he said that she had cut off her tail.
context: Mu Gu!\- High God! - What happened?\Wasn't she fine when she returned from Kunlun Mountain?\It's because of Lord Dong Hua.\When is it not because of him that Little Princess is wounded?\What does that mean?\When the Star Lord carried her back to the Fox Den\he said that she had cut off her tail. response:	Fourth Brother, look at that child!
context: - High God! - What happened?\Wasn't she fine when she returned from Kunlun Mountain?\It's because of Lord Dong Hua.\When is it not because of him that Little Princess is wounded?\What does that mean?\When the Star Lord carried her back to the Fox Den\he said that she had cut off her tail.\Fourth Brother, look at that child! response:	She really doesn't care about her life.
context: Wasn't she fine when she returned from Kunlun Mountain?\It's because of Lord Dong Hua.\When is it not because of him that Little Princess is wounded?\What does that mean?\When the Star Lord carried her back to the Fox Den\he said that she had cut off her tail.\Fourth Brother, look at that child!\She really doesn't care about her life. response:	Think of a way to ease the pain quickly!
context: It's because of Lord Dong Hua.\When is it not because of him that Little Princess is wounded?\What does that mean?\When the Star Lord carried her back to the Fox Den\he said that she had cut off her tail.\Fourth Brother, look at that child!\She really doesn't care about her life.\Think of a way to ease the pain quickly! response:	The pain of a broken tail could easily kill her!
context: When is it not because of him that Little Princess is wounded?\What does that mean?\When the Star Lord carried her back to the Fox Den\he said that she had cut off her tail.\Fourth Brother, look at that child!\She really doesn't care about her life.\Think of a way to ease the pain quickly!\The pain of a broken tail could easily kill her! response:	I already eased the pain.
context: What does that mean?\When the Star Lord carried her back to the Fox Den\he said that she had cut off her tail.\Fourth Brother, look at that child!\She really doesn't care about her life.\Think of a way to ease the pain quickly!\The pain of a broken tail could easily kill her!\I already eased the pain. response:	Don't say another word.
context: When the Star Lord carried her back to the Fox Den\he said that she had cut off her tail.\Fourth Brother, look at that child!\She really doesn't care about her life.\Think of a way to ease the pain quickly!\The pain of a broken tail could easily kill her!\I already eased the pain.\Don't say another word. response:	Leave the room now.
context: he said that she had cut off her tail.\Fourth Brother, look at that child!\She really doesn't care about her life.\Think of a way to ease the pain quickly!\The pain of a broken tail could easily kill her!\I already eased the pain.\Don't say another word.\Leave the room now. response:	What is Lord Dong Hua doing here?
context: Fourth Brother, look at that child!\She really doesn't care about her life.\Think of a way to ease the pain quickly!\The pain of a broken tail could easily kill her!\I already eased the pain.\Don't say another word.\Leave the room now.\What is Lord Dong Hua doing here? response:	Fifth Sister, speak politely to Lord Dong Hua.
context: She really doesn't care about her life.\Think of a way to ease the pain quickly!\The pain of a broken tail could easily kill her!\I already eased the pain.\Don't say another word.\Leave the room now.\What is Lord Dong Hua doing here?\Fifth Sister, speak politely to Lord Dong Hua. response:	After all, this isn't his fault.
context: Think of a way to ease the pain quickly!\The pain of a broken tail could easily kill her!\I already eased the pain.\Don't say another word.\Leave the room now.\What is Lord Dong Hua doing here?\Fifth Sister, speak politely to Lord Dong Hua.\After all, this isn't his fault. response:	You know about the Rock of Three Incarnations?
context: The pain of a broken tail could easily kill her!\I already eased the pain.\Don't say another word.\Leave the room now.\What is Lord Dong Hua doing here?\Fifth Sister, speak politely to Lord Dong Hua.\After all, this isn't his fault.\You know about the Rock of Three Incarnations? response:	So?
context: I already eased the pain.\Don't say another word.\Leave the room now.\What is Lord Dong Hua doing here?\Fifth Sister, speak politely to Lord Dong Hua.\After all, this isn't his fault.\You know about the Rock of Three Incarnations?\So? response:	Lord Dong Hua, you knew that you couldn't have any relationships.
context: Don't say another word.\Leave the room now.\What is Lord Dong Hua doing here?\Fifth Sister, speak politely to Lord Dong Hua.\After all, this isn't his fault.\You know about the Rock of Three Incarnations?\So?\Lord Dong Hua, you knew that you couldn't have any relationships. response:	You should have rejected Xiao Jiu sooner.
context: Leave the room now.\What is Lord Dong Hua doing here?\Fifth Sister, speak politely to Lord Dong Hua.\After all, this isn't his fault.\You know about the Rock of Three Incarnations?\So?\Lord Dong Hua, you knew that you couldn't have any relationships.\You should have rejected Xiao Jiu sooner. response:	The Nine-tailed Fox Clan is one stubborn clan.
context: What is Lord Dong Hua doing here?\Fifth Sister, speak politely to Lord Dong Hua.\After all, this isn't his fault.\You know about the Rock of Three Incarnations?\So?\Lord Dong Hua, you knew that you couldn't have any relationships.\You should have rejected Xiao Jiu sooner.\The Nine-tailed Fox Clan is one stubborn clan. response:	Once we decide on someone, we never change our minds.
context: Fifth Sister, speak politely to Lord Dong Hua.\After all, this isn't his fault.\You know about the Rock of Three Incarnations?\So?\Lord Dong Hua, you knew that you couldn't have any relationships.\You should have rejected Xiao Jiu sooner.\The Nine-tailed Fox Clan is one stubborn clan.\Once we decide on someone, we never change our minds. response:	You meddled with her and made her fall in love with you
context: After all, this isn't his fault.\You know about the Rock of Three Incarnations?\So?\Lord Dong Hua, you knew that you couldn't have any relationships.\You should have rejected Xiao Jiu sooner.\The Nine-tailed Fox Clan is one stubborn clan.\Once we decide on someone, we never change our minds.\You meddled with her and made her fall in love with you response:	but then you told her that you can't be with her.
context: You know about the Rock of Three Incarnations?\So?\Lord Dong Hua, you knew that you couldn't have any relationships.\You should have rejected Xiao Jiu sooner.\The Nine-tailed Fox Clan is one stubborn clan.\Once we decide on someone, we never change our minds.\You meddled with her and made her fall in love with you\but then you told her that you can't be with her. response:	What play is this you're acting?
context: So?\Lord Dong Hua, you knew that you couldn't have any relationships.\You should have rejected Xiao Jiu sooner.\The Nine-tailed Fox Clan is one stubborn clan.\Once we decide on someone, we never change our minds.\You meddled with her and made her fall in love with you\but then you told her that you can't be with her.\What play is this you're acting? response:	I'm sorry.
context: Lord Dong Hua, you knew that you couldn't have any relationships.\You should have rejected Xiao Jiu sooner.\The Nine-tailed Fox Clan is one stubborn clan.\Once we decide on someone, we never change our minds.\You meddled with her and made her fall in love with you\but then you told her that you can't be with her.\What play is this you're acting?\I'm sorry. response:	What good is an apology now?
context: You should have rejected Xiao Jiu sooner.\The Nine-tailed Fox Clan is one stubborn clan.\Once we decide on someone, we never change our minds.\You meddled with her and made her fall in love with you\but then you told her that you can't be with her.\What play is this you're acting?\I'm sorry.\What good is an apology now? response:	Can you bear the pain of her broken tail for her?
context: The Nine-tailed Fox Clan is one stubborn clan.\Once we decide on someone, we never change our minds.\You meddled with her and made her fall in love with you\but then you told her that you can't be with her.\What play is this you're acting?\I'm sorry.\What good is an apology now?\Can you bear the pain of her broken tail for her? response:	Seventeenth.
context: Once we decide on someone, we never change our minds.\You meddled with her and made her fall in love with you\but then you told her that you can't be with her.\What play is this you're acting?\I'm sorry.\What good is an apology now?\Can you bear the pain of her broken tail for her?\Seventeenth. response:	Lord Dong Hua has his reasons.
context: You meddled with her and made her fall in love with you\but then you told her that you can't be with her.\What play is this you're acting?\I'm sorry.\What good is an apology now?\Can you bear the pain of her broken tail for her?\Seventeenth.\Lord Dong Hua has his reasons. response:	All right, I won't say another word.
context: but then you told her that you can't be with her.\What play is this you're acting?\I'm sorry.\What good is an apology now?\Can you bear the pain of her broken tail for her?\Seventeenth.\Lord Dong Hua has his reasons.\All right, I won't say another word. response:	All right, she's awake now.
context: What play is this you're acting?\I'm sorry.\What good is an apology now?\Can you bear the pain of her broken tail for her?\Seventeenth.\Lord Dong Hua has his reasons.\All right, I won't say another word.\All right, she's awake now. response:	She's just still a bit dazed.
context: I'm sorry.\What good is an apology now?\Can you bear the pain of her broken tail for her?\Seventeenth.\Lord Dong Hua has his reasons.\All right, I won't say another word.\All right, she's awake now.\She's just still a bit dazed. response:	You can take a look at her.
context: What good is an apology now?\Can you bear the pain of her broken tail for her?\Seventeenth.\Lord Dong Hua has his reasons.\All right, I won't say another word.\All right, she's awake now.\She's just still a bit dazed.\You can take a look at her. response:	Auntie...
context: Can you bear the pain of her broken tail for her?\Seventeenth.\Lord Dong Hua has his reasons.\All right, I won't say another word.\All right, she's awake now.\She's just still a bit dazed.\You can take a look at her.\Auntie... response:	Who do you think I see?
context: Seventeenth.\Lord Dong Hua has his reasons.\All right, I won't say another word.\All right, she's awake now.\She's just still a bit dazed.\You can take a look at her.\Auntie...\Who do you think I see? response:	Lord Dong Hua, whom you care for deeply.
