context: High God. response:	We're going to the West Sea.
context: I have been serving in Her Highness's hall for so long\but I've never seen His Highness come by even once.\Her Highness has such a hard time.\Yes, Her Highness is so kind and benevolent.\She will suffer a lot under the high goddess from Qing Qiu.\Let them finish.\Have you heard the high goddess from Qing Qiu is already 140,000 years old?\She's already 140,000 years old? response:	Then... Then isn't she an old woman already?
context: but I've never seen His Highness come by even once.\Her Highness has such a hard time.\Yes, Her Highness is so kind and benevolent.\She will suffer a lot under the high goddess from Qing Qiu.\Let them finish.\Have you heard the high goddess from Qing Qiu is already 140,000 years old?\She's already 140,000 years old?\Then... Then isn't she an old woman already? response:	She knows no shame in her old age.
context: Her Highness has such a hard time.\Yes, Her Highness is so kind and benevolent.\She will suffer a lot under the high goddess from Qing Qiu.\Let them finish.\Have you heard the high goddess from Qing Qiu is already 140,000 years old?\She's already 140,000 years old?\Then... Then isn't she an old woman already?\She knows no shame in her old age. response:	She must have used her powers to enchant His Highness.
context: Yes, Her Highness is so kind and benevolent.\She will suffer a lot under the high goddess from Qing Qiu.\Let them finish.\Have you heard the high goddess from Qing Qiu is already 140,000 years old?\She's already 140,000 years old?\Then... Then isn't she an old woman already?\She knows no shame in her old age.\She must have used her powers to enchant His Highness. response:	I vaguely remember there is a rule in the Celestial Palace
context: She will suffer a lot under the high goddess from Qing Qiu.\Let them finish.\Have you heard the high goddess from Qing Qiu is already 140,000 years old?\She's already 140,000 years old?\Then... Then isn't she an old woman already?\She knows no shame in her old age.\She must have used her powers to enchant His Highness.\I vaguely remember there is a rule in the Celestial Palace response:	that one must not make inappropriate comments about high gods.
context: Let them finish.\Have you heard the high goddess from Qing Qiu is already 140,000 years old?\She's already 140,000 years old?\Then... Then isn't she an old woman already?\She knows no shame in her old age.\She must have used her powers to enchant His Highness.\I vaguely remember there is a rule in the Celestial Palace\that one must not make inappropriate comments about high gods. response:	Is that right?
context: Have you heard the high goddess from Qing Qiu is already 140,000 years old?\She's already 140,000 years old?\Then... Then isn't she an old woman already?\She knows no shame in her old age.\She must have used her powers to enchant His Highness.\I vaguely remember there is a rule in the Celestial Palace\that one must not make inappropriate comments about high gods.\Is that right? response:	- Yes. - Yes.
context: She's already 140,000 years old?\Then... Then isn't she an old woman already?\She knows no shame in her old age.\She must have used her powers to enchant His Highness.\I vaguely remember there is a rule in the Celestial Palace\that one must not make inappropriate comments about high gods.\Is that right?\- Yes. - Yes. response:	Those two maids are outrageous.
context: Then... Then isn't she an old woman already?\She knows no shame in her old age.\She must have used her powers to enchant His Highness.\I vaguely remember there is a rule in the Celestial Palace\that one must not make inappropriate comments about high gods.\Is that right?\- Yes. - Yes.\Those two maids are outrageous. response:	I am not angry
context: She knows no shame in her old age.\She must have used her powers to enchant His Highness.\I vaguely remember there is a rule in the Celestial Palace\that one must not make inappropriate comments about high gods.\Is that right?\- Yes. - Yes.\Those two maids are outrageous.\I am not angry response:	but hearing someone say such things is just not pleasant.
context: She must have used her powers to enchant His Highness.\I vaguely remember there is a rule in the Celestial Palace\that one must not make inappropriate comments about high gods.\Is that right?\- Yes. - Yes.\Those two maids are outrageous.\I am not angry\but hearing someone say such things is just not pleasant. response:	I do not mind too much.
context: I vaguely remember there is a rule in the Celestial Palace\that one must not make inappropriate comments about high gods.\Is that right?\- Yes. - Yes.\Those two maids are outrageous.\I am not angry\but hearing someone say such things is just not pleasant.\I do not mind too much. response:	However, the Celestial Palace is so large.
context: that one must not make inappropriate comments about high gods.\Is that right?\- Yes. - Yes.\Those two maids are outrageous.\I am not angry\but hearing someone say such things is just not pleasant.\I do not mind too much.\However, the Celestial Palace is so large. response:	People must know that the rules aren't just for show.
context: Is that right?\- Yes. - Yes.\Those two maids are outrageous.\I am not angry\but hearing someone say such things is just not pleasant.\I do not mind too much.\However, the Celestial Palace is so large.\People must know that the rules aren't just for show. response:	Don't you think?
context: - Yes. - Yes.\Those two maids are outrageous.\I am not angry\but hearing someone say such things is just not pleasant.\I do not mind too much.\However, the Celestial Palace is so large.\People must know that the rules aren't just for show.\Don't you think? response:	You are right.
context: Those two maids are outrageous.\I am not angry\but hearing someone say such things is just not pleasant.\I do not mind too much.\However, the Celestial Palace is so large.\People must know that the rules aren't just for show.\Don't you think?\You are right. response:	Noise and disturbances are frowned upon in the palace.
context: I am not angry\but hearing someone say such things is just not pleasant.\I do not mind too much.\However, the Celestial Palace is so large.\People must know that the rules aren't just for show.\Don't you think?\You are right.\Noise and disturbances are frowned upon in the palace. response:	I think these two maids are a bit too lively.
context: but hearing someone say such things is just not pleasant.\I do not mind too much.\However, the Celestial Palace is so large.\People must know that the rules aren't just for show.\Don't you think?\You are right.\Noise and disturbances are frowned upon in the palace.\I think these two maids are a bit too lively. response:	I'm afraid they aren't suited for this job.
context: I do not mind too much.\However, the Celestial Palace is so large.\People must know that the rules aren't just for show.\Don't you think?\You are right.\Noise and disturbances are frowned upon in the palace.\I think these two maids are a bit too lively.\I'm afraid they aren't suited for this job. response:	Why don't you pick another job for them?
context: However, the Celestial Palace is so large.\People must know that the rules aren't just for show.\Don't you think?\You are right.\Noise and disturbances are frowned upon in the palace.\I think these two maids are a bit too lively.\I'm afraid they aren't suited for this job.\Why don't you pick another job for them? response:	- Yes. - Yes.
