context: I'm going to win. response:	Name: kuebiko 09/04 22:50 ID Steel Lady Nanase isn't made up. She's a real ghost.
context: face allegations of something as horrible as killing her father?\It was thought that her motive was her father's life insurance. It was rumored that she didn't think very highly of her father, who was unemployed. We were able to get confirmation from a former employee at a talent agency.\Someone had plotted against her and forged these allegations.\Nanase Karin fell into a trap.\That's why she reappeared as a ghost.\Nanase Karin wants to protest against\the one who tricked her and drove her to suicide.\We have to take what we know and find out the truth behind the allegations. response:	Who was the first one to accuse her of killing her father?
context: It was thought that her motive was her father's life insurance. It was rumored that she didn't think very highly of her father, who was unemployed. We were able to get confirmation from a former employee at a talent agency.\Someone had plotted against her and forged these allegations.\Nanase Karin fell into a trap.\That's why she reappeared as a ghost.\Nanase Karin wants to protest against\the one who tricked her and drove her to suicide.\We have to take what we know and find out the truth behind the allegations.\Who was the first one to accuse her of killing her father? response:	What I'm about to say is a bit risky, but...
context: Someone had plotted against her and forged these allegations.\Nanase Karin fell into a trap.\That's why she reappeared as a ghost.\Nanase Karin wants to protest against\the one who tricked her and drove her to suicide.\We have to take what we know and find out the truth behind the allegations.\Who was the first one to accuse her of killing her father?\What I'm about to say is a bit risky, but... response:	It's none other than the one who was killed, Nanase Karin's father.
context: Nanase Karin fell into a trap.\That's why she reappeared as a ghost.\Nanase Karin wants to protest against\the one who tricked her and drove her to suicide.\We have to take what we know and find out the truth behind the allegations.\Who was the first one to accuse her of killing her father?\What I'm about to say is a bit risky, but...\It's none other than the one who was killed, Nanase Karin's father. response:	Her father felt that she was going to kill him
context: That's why she reappeared as a ghost.\Nanase Karin wants to protest against\the one who tricked her and drove her to suicide.\We have to take what we know and find out the truth behind the allegations.\Who was the first one to accuse her of killing her father?\What I'm about to say is a bit risky, but...\It's none other than the one who was killed, Nanase Karin's father.\Her father felt that she was going to kill him response:	and even left that in writing,
context: Nanase Karin wants to protest against\the one who tricked her and drove her to suicide.\We have to take what we know and find out the truth behind the allegations.\Who was the first one to accuse her of killing her father?\What I'm about to say is a bit risky, but...\It's none other than the one who was killed, Nanase Karin's father.\Her father felt that she was going to kill him\and even left that in writing, response:	I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.
context: the one who tricked her and drove her to suicide.\We have to take what we know and find out the truth behind the allegations.\Who was the first one to accuse her of killing her father?\What I'm about to say is a bit risky, but...\It's none other than the one who was killed, Nanase Karin's father.\Her father felt that she was going to kill him\and even left that in writing,\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it. response:	and that was discovered after his death.
context: We have to take what we know and find out the truth behind the allegations.\Who was the first one to accuse her of killing her father?\What I'm about to say is a bit risky, but...\It's none other than the one who was killed, Nanase Karin's father.\Her father felt that she was going to kill him\and even left that in writing,\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\and that was discovered after his death. response:	Could there be anything so convenient?
context: Who was the first one to accuse her of killing her father?\What I'm about to say is a bit risky, but...\It's none other than the one who was killed, Nanase Karin's father.\Her father felt that she was going to kill him\and even left that in writing,\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\and that was discovered after his death.\Could there be anything so convenient? response:	If Nanase Karin truly did push her father down the stairs
context: What I'm about to say is a bit risky, but...\It's none other than the one who was killed, Nanase Karin's father.\Her father felt that she was going to kill him\and even left that in writing,\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\and that was discovered after his death.\Could there be anything so convenient?\If Nanase Karin truly did push her father down the stairs response:	to make it seem like an accident,
