context: The Third Plate response:	Twenty-Four
context: Hey, Yukihira.\I've kept my promise.\No complaints, yeah?\Yup!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\If we continue to suffer defeat,\we may be routed by the third bout.\Oops. That'd be bad. response:	Heh, I'll make sure to crush Yukihira, no matter what else happens.
context: I've kept my promise.\No complaints, yeah?\Yup!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\If we continue to suffer defeat,\we may be routed by the third bout.\Oops. That'd be bad.\Heh, I'll make sure to crush Yukihira, no matter what else happens. response:	It's more fun to crush them
context: No complaints, yeah?\Yup!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\If we continue to suffer defeat,\we may be routed by the third bout.\Oops. That'd be bad.\Heh, I'll make sure to crush Yukihira, no matter what else happens.\It's more fun to crush them response:	when they're feeling full of themselves.
context: Yup!\First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\If we continue to suffer defeat,\we may be routed by the third bout.\Oops. That'd be bad.\Heh, I'll make sure to crush Yukihira, no matter what else happens.\It's more fun to crush them\when they're feeling full of themselves. response:	There won't be a rout.
context: First Match Kaburagi Shoko vs. Megishima Tosuke Second Match Shiratsu Jurio vs. Isshiki Satoshi Third Match Kinokuni Nene vs. Yukihira Soma\If we continue to suffer defeat,\we may be routed by the third bout.\Oops. That'd be bad.\Heh, I'll make sure to crush Yukihira, no matter what else happens.\It's more fun to crush them\when they're feeling full of themselves.\There won't be a rout. response:	Not against us.
context: If we continue to suffer defeat,\we may be routed by the third bout.\Oops. That'd be bad.\Heh, I'll make sure to crush Yukihira, no matter what else happens.\It's more fun to crush them\when they're feeling full of themselves.\There won't be a rout.\Not against us. response:	Nene, don't be too hard on yourself!
context: we may be routed by the third bout.\Oops. That'd be bad.\Heh, I'll make sure to crush Yukihira, no matter what else happens.\It's more fun to crush them\when they're feeling full of themselves.\There won't be a rout.\Not against us.\Nene, don't be too hard on yourself! response:	Everyone, we will now have a short break,
context: Oops. That'd be bad.\Heh, I'll make sure to crush Yukihira, no matter what else happens.\It's more fun to crush them\when they're feeling full of themselves.\There won't be a rout.\Not against us.\Nene, don't be too hard on yourself!\Everyone, we will now have a short break, response:	Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio
context: Heh, I'll make sure to crush Yukihira, no matter what else happens.\It's more fun to crush them\when they're feeling full of themselves.\There won't be a rout.\Not against us.\Nene, don't be too hard on yourself!\Everyone, we will now have a short break,\Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio response:	Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi
context: It's more fun to crush them\when they're feeling full of themselves.\There won't be a rout.\Not against us.\Nene, don't be too hard on yourself!\Everyone, we will now have a short break,\Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio\Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi response:	after which both teams will resume the fight with new topics
context: when they're feeling full of themselves.\There won't be a rout.\Not against us.\Nene, don't be too hard on yourself!\Everyone, we will now have a short break,\Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio\Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi\after which both teams will resume the fight with new topics response:	in the Team Shokugeki's second bout!
context: There won't be a rout.\Not against us.\Nene, don't be too hard on yourself!\Everyone, we will now have a short break,\Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio\Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi\after which both teams will resume the fight with new topics\in the Team Shokugeki's second bout! response:	Well, then, good day.
context: Not against us.\Nene, don't be too hard on yourself!\Everyone, we will now have a short break,\Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio\Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi\after which both teams will resume the fight with new topics\in the Team Shokugeki's second bout!\Well, then, good day. response:	Director Azami!
context: Nene, don't be too hard on yourself!\Everyone, we will now have a short break,\Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio\Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi\after which both teams will resume the fight with new topics\in the Team Shokugeki's second bout!\Well, then, good day.\Director Azami! response:	We'll turn things around!
context: Everyone, we will now have a short break,\Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio\Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi\after which both teams will resume the fight with new topics\in the Team Shokugeki's second bout!\Well, then, good day.\Director Azami!\We'll turn things around! response:	Director!
context: Elite Ten Tsukasa Eishi Kobayashi Rindo Akanegakubo Momo Saito Somei Kinokuni Nene Eizan Etsuya Kaburagi Shoko Shiratsu Jurio\Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi\after which both teams will resume the fight with new topics\in the Team Shokugeki's second bout!\Well, then, good day.\Director Azami!\We'll turn things around!\Director! response:	Three wins for now.
context: Rebels Nakiri Erina Megishima Tosuke Isshiki Satoshi Kuga Terunori Yukihira Soma Takumi Aldini Mimasaka Subaru Tadokoro Megumi\after which both teams will resume the fight with new topics\in the Team Shokugeki's second bout!\Well, then, good day.\Director Azami!\We'll turn things around!\Director!\Three wins for now. response:	But the upcoming matches will be even more challenging.
context: after which both teams will resume the fight with new topics\in the Team Shokugeki's second bout!\Well, then, good day.\Director Azami!\We'll turn things around!\Director!\Three wins for now.\But the upcoming matches will be even more challenging. response:	Don't let your guard down, Soma.
context: in the Team Shokugeki's second bout!\Well, then, good day.\Director Azami!\We'll turn things around!\Director!\Three wins for now.\But the upcoming matches will be even more challenging.\Don't let your guard down, Soma. response:	That was amazing, Soma-kun!
context: Well, then, good day.\Director Azami!\We'll turn things around!\Director!\Three wins for now.\But the upcoming matches will be even more challenging.\Don't let your guard down, Soma.\That was amazing, Soma-kun! response:	Well, I got chills.
context: Director Azami!\We'll turn things around!\Director!\Three wins for now.\But the upcoming matches will be even more challenging.\Don't let your guard down, Soma.\That was amazing, Soma-kun!\Well, I got chills. response:	Oh, right. That arena was pretty cold.
context: We'll turn things around!\Director!\Three wins for now.\But the upcoming matches will be even more challenging.\Don't let your guard down, Soma.\That was amazing, Soma-kun!\Well, I got chills.\Oh, right. That arena was pretty cold. response:	That's not what I meant!
context: Director!\Three wins for now.\But the upcoming matches will be even more challenging.\Don't let your guard down, Soma.\That was amazing, Soma-kun!\Well, I got chills.\Oh, right. That arena was pretty cold.\That's not what I meant! response:	Come on, Nakiri-cchi.
context: Three wins for now.\But the upcoming matches will be even more challenging.\Don't let your guard down, Soma.\That was amazing, Soma-kun!\Well, I got chills.\Oh, right. That arena was pretty cold.\That's not what I meant!\Come on, Nakiri-cchi. response:	You say something, too.
context: But the upcoming matches will be even more challenging.\Don't let your guard down, Soma.\That was amazing, Soma-kun!\Well, I got chills.\Oh, right. That arena was pretty cold.\That's not what I meant!\Come on, Nakiri-cchi.\You say something, too. response:	What? Me, too?
context: Don't let your guard down, Soma.\That was amazing, Soma-kun!\Well, I got chills.\Oh, right. That arena was pretty cold.\That's not what I meant!\Come on, Nakiri-cchi.\You say something, too.\What? Me, too? response:	Yukihira-kun, I suppose you were rather perceptive in that match.
context: That was amazing, Soma-kun!\Well, I got chills.\Oh, right. That arena was pretty cold.\That's not what I meant!\Come on, Nakiri-cchi.\You say something, too.\What? Me, too?\Yukihira-kun, I suppose you were rather perceptive in that match. response:	Soma-kun just went to the bathroom.
context: Well, I got chills.\Oh, right. That arena was pretty cold.\That's not what I meant!\Come on, Nakiri-cchi.\You say something, too.\What? Me, too?\Yukihira-kun, I suppose you were rather perceptive in that match.\Soma-kun just went to the bathroom. response:	What?!
context: Oh, right. That arena was pretty cold.\That's not what I meant!\Come on, Nakiri-cchi.\You say something, too.\What? Me, too?\Yukihira-kun, I suppose you were rather perceptive in that match.\Soma-kun just went to the bathroom.\What?! response:	Yukihira...
context: That's not what I meant!\Come on, Nakiri-cchi.\You say something, too.\What? Me, too?\Yukihira-kun, I suppose you were rather perceptive in that match.\Soma-kun just went to the bathroom.\What?!\Yukihira... response:	Hi, Tsukasa-senpai.
context: Come on, Nakiri-cchi.\You say something, too.\What? Me, too?\Yukihira-kun, I suppose you were rather perceptive in that match.\Soma-kun just went to the bathroom.\What?!\Yukihira...\Hi, Tsukasa-senpai. response:	I think you served an interesting dish that was very you in the first bout.
context: You say something, too.\What? Me, too?\Yukihira-kun, I suppose you were rather perceptive in that match.\Soma-kun just went to the bathroom.\What?!\Yukihira...\Hi, Tsukasa-senpai.\I think you served an interesting dish that was very you in the first bout. response:	But you can't win against me with that dish.
context: What? Me, too?\Yukihira-kun, I suppose you were rather perceptive in that match.\Soma-kun just went to the bathroom.\What?!\Yukihira...\Hi, Tsukasa-senpai.\I think you served an interesting dish that was very you in the first bout.\But you can't win against me with that dish. response:	Then how about you face me in the next round?
context: Yukihira-kun, I suppose you were rather perceptive in that match.\Soma-kun just went to the bathroom.\What?!\Yukihira...\Hi, Tsukasa-senpai.\I think you served an interesting dish that was very you in the first bout.\But you can't win against me with that dish.\Then how about you face me in the next round? response:	Well, I'll look forward to seeing what kind of dish you'll bring to the table.
context: Soma-kun just went to the bathroom.\What?!\Yukihira...\Hi, Tsukasa-senpai.\I think you served an interesting dish that was very you in the first bout.\But you can't win against me with that dish.\Then how about you face me in the next round?\Well, I'll look forward to seeing what kind of dish you'll bring to the table. response:	I'm gonna make a dish
context: What?!\Yukihira...\Hi, Tsukasa-senpai.\I think you served an interesting dish that was very you in the first bout.\But you can't win against me with that dish.\Then how about you face me in the next round?\Well, I'll look forward to seeing what kind of dish you'll bring to the table.\I'm gonna make a dish response:	that'll surpass the first seat of the Elite Ten!
context: Yukihira...\Hi, Tsukasa-senpai.\I think you served an interesting dish that was very you in the first bout.\But you can't win against me with that dish.\Then how about you face me in the next round?\Well, I'll look forward to seeing what kind of dish you'll bring to the table.\I'm gonna make a dish\that'll surpass the first seat of the Elite Ten! response:	I'm gonna take the top!
context: Hi, Tsukasa-senpai.\I think you served an interesting dish that was very you in the first bout.\But you can't win against me with that dish.\Then how about you face me in the next round?\Well, I'll look forward to seeing what kind of dish you'll bring to the table.\I'm gonna make a dish\that'll surpass the first seat of the Elite Ten!\I'm gonna take the top! response:	Totsuki
context: I think you served an interesting dish that was very you in the first bout.\But you can't win against me with that dish.\Then how about you face me in the next round?\Well, I'll look forward to seeing what kind of dish you'll bring to the table.\I'm gonna make a dish\that'll surpass the first seat of the Elite Ten!\I'm gonna take the top!\Totsuki response:	Onward to the Top!!
context: But you can't win against me with that dish.\Then how about you face me in the next round?\Well, I'll look forward to seeing what kind of dish you'll bring to the table.\I'm gonna make a dish\that'll surpass the first seat of the Elite Ten!\I'm gonna take the top!\Totsuki\Onward to the Top!! response:	Thank you for boarding the train!
