context: I realized that the time had come to face the problem I had been ignoring response:	by not thinking too deeply about it.
context: SHIN, THANK YOU FOR YOUR EMAIL. I FEEL IT'S BEEN A LONG TIME SINCE I'VE SEEN THAT MANY STARS. EVEN IF I CLOSE MY EYES, I CAN ONLY IMAGINE ARTIFICIAL NEON LIGHTS LIKE IN A PLANETARIUM. Because I thought I'm no different from such neon lights.\SHIN, THANK YOU FOR YOUR EMAIL. I FEEL IT'S BEEN A LONG TIME SINCE I'VE SEEN THAT MANY STARS. EVEN IF I CLOSE MY EYES, I CAN ONLY IMAGINE ARTIFICIAL NEON LIGHTS LIKE IN A PLANETARIUM.\SHIN, THANK YOU FOR YOUR EMAIL. I FEEL IT'S BEEN A LONG TIME SINCE I'VE SEEN THAT MANY STARS. EVEN IF I CLOSE MY EYES, I CAN ONLY IMAGINE ARTIFICIAL NEON LIGHTS LIKE IN A PLANETARIUM. Your words have saved me once again, Shin.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Your words have saved me once again, Shin.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Thank you so much.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\PHEW response:	Thank you, Nami. You have quite the tan.
context: SHIN, THANK YOU FOR YOUR EMAIL. I FEEL IT'S BEEN A LONG TIME SINCE I'VE SEEN THAT MANY STARS. EVEN IF I CLOSE MY EYES, I CAN ONLY IMAGINE ARTIFICIAL NEON LIGHTS LIKE IN A PLANETARIUM.\SHIN, THANK YOU FOR YOUR EMAIL. I FEEL IT'S BEEN A LONG TIME SINCE I'VE SEEN THAT MANY STARS. EVEN IF I CLOSE MY EYES, I CAN ONLY IMAGINE ARTIFICIAL NEON LIGHTS LIKE IN A PLANETARIUM. Your words have saved me once again, Shin.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Your words have saved me once again, Shin.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Thank you so much.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\PHEW\Thank you, Nami. You have quite the tan. response:	No! Yes! I mean, I'm sorry, I'm kinda nervous!
context: SHIN, THANK YOU FOR YOUR EMAIL. I FEEL IT'S BEEN A LONG TIME SINCE I'VE SEEN THAT MANY STARS. EVEN IF I CLOSE MY EYES, I CAN ONLY IMAGINE ARTIFICIAL NEON LIGHTS LIKE IN A PLANETARIUM. Your words have saved me once again, Shin.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Your words have saved me once again, Shin.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Thank you so much.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\PHEW\Thank you, Nami. You have quite the tan.\No! Yes! I mean, I'm sorry, I'm kinda nervous! response:	I've been a big fan of Trapnest since your debut!
context: BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Your words have saved me once again, Shin.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Thank you so much.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\PHEW\Thank you, Nami. You have quite the tan.\No! Yes! I mean, I'm sorry, I'm kinda nervous!\I've been a big fan of Trapnest since your debut! response:	Really?
context: BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Thank you so much.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\PHEW\Thank you, Nami. You have quite the tan.\No! Yes! I mean, I'm sorry, I'm kinda nervous!\I've been a big fan of Trapnest since your debut!\Really? response:	Don't question her. She's being polite.
context: BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH. Thank you so much.\BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\PHEW\Thank you, Nami. You have quite the tan.\No! Yes! I mean, I'm sorry, I'm kinda nervous!\I've been a big fan of Trapnest since your debut!\Really?\Don't question her. She's being polite. response:	Honey!
context: BECAUSE I THOUGHT I'M NO DIFFERENT FROM SUCH NEON LIGHTS. YOUR WORDS HAVE SAVED ME ONCE AGAIN, SHIN. THANK YOU SO MUCH.\PHEW\Thank you, Nami. You have quite the tan.\No! Yes! I mean, I'm sorry, I'm kinda nervous!\I've been a big fan of Trapnest since your debut!\Really?\Don't question her. She's being polite.\Honey! response:	You think this pattern is too flashy?
context: PHEW\Thank you, Nami. You have quite the tan.\No! Yes! I mean, I'm sorry, I'm kinda nervous!\I've been a big fan of Trapnest since your debut!\Really?\Don't question her. She's being polite.\Honey!\You think this pattern is too flashy? response:	You don't need to wear a tie.
context: Thank you, Nami. You have quite the tan.\No! Yes! I mean, I'm sorry, I'm kinda nervous!\I've been a big fan of Trapnest since your debut!\Really?\Don't question her. She's being polite.\Honey!\You think this pattern is too flashy?\You don't need to wear a tie. response:	Gotta look dignified as a father.
context: No! Yes! I mean, I'm sorry, I'm kinda nervous!\I've been a big fan of Trapnest since your debut!\Really?\Don't question her. She's being polite.\Honey!\You think this pattern is too flashy?\You don't need to wear a tie.\Gotta look dignified as a father. response:	Sorry to keep you waiting!
context: I've been a big fan of Trapnest since your debut!\Really?\Don't question her. She's being polite.\Honey!\You think this pattern is too flashy?\You don't need to wear a tie.\Gotta look dignified as a father.\Sorry to keep you waiting! response:	Pleased to meet you. I'm Takumi Ichinose.
context: Really?\Don't question her. She's being polite.\Honey!\You think this pattern is too flashy?\You don't need to wear a tie.\Gotta look dignified as a father.\Sorry to keep you waiting!\Pleased to meet you. I'm Takumi Ichinose. response:	You sure are tall! H-How tall are you?!
context: Don't question her. She's being polite.\Honey!\You think this pattern is too flashy?\You don't need to wear a tie.\Gotta look dignified as a father.\Sorry to keep you waiting!\Pleased to meet you. I'm Takumi Ichinose.\You sure are tall! H-How tall are you?! response:	A meter and eighty-three centimeters, right?
context: Honey!\You think this pattern is too flashy?\You don't need to wear a tie.\Gotta look dignified as a father.\Sorry to keep you waiting!\Pleased to meet you. I'm Takumi Ichinose.\You sure are tall! H-How tall are you?!\A meter and eighty-three centimeters, right? response:	I wasn't asking you. Fawning all over him...
context: You think this pattern is too flashy?\You don't need to wear a tie.\Gotta look dignified as a father.\Sorry to keep you waiting!\Pleased to meet you. I'm Takumi Ichinose.\You sure are tall! H-How tall are you?!\A meter and eighty-three centimeters, right?\I wasn't asking you. Fawning all over him... response:	I apologize that it took so long before I could come.
context: You don't need to wear a tie.\Gotta look dignified as a father.\Sorry to keep you waiting!\Pleased to meet you. I'm Takumi Ichinose.\You sure are tall! H-How tall are you?!\A meter and eighty-three centimeters, right?\I wasn't asking you. Fawning all over him...\I apologize that it took so long before I could come. response:	These are some gifts from England.
context: Gotta look dignified as a father.\Sorry to keep you waiting!\Pleased to meet you. I'm Takumi Ichinose.\You sure are tall! H-How tall are you?!\A meter and eighty-three centimeters, right?\I wasn't asking you. Fawning all over him...\I apologize that it took so long before I could come.\These are some gifts from England. response:	Though, the only thing British about it is the tea.
context: Sorry to keep you waiting!\Pleased to meet you. I'm Takumi Ichinose.\You sure are tall! H-How tall are you?!\A meter and eighty-three centimeters, right?\I wasn't asking you. Fawning all over him...\I apologize that it took so long before I could come.\These are some gifts from England.\Though, the only thing British about it is the tea. response:	- Oh my, this much? - What is it?
context: Pleased to meet you. I'm Takumi Ichinose.\You sure are tall! H-How tall are you?!\A meter and eighty-three centimeters, right?\I wasn't asking you. Fawning all over him...\I apologize that it took so long before I could come.\These are some gifts from England.\Though, the only thing British about it is the tea.\- Oh my, this much? - What is it? response:	Wow, thanks brother!
context: You sure are tall! H-How tall are you?!\A meter and eighty-three centimeters, right?\I wasn't asking you. Fawning all over him...\I apologize that it took so long before I could come.\These are some gifts from England.\Though, the only thing British about it is the tea.\- Oh my, this much? - What is it?\Wow, thanks brother! response:	I'll follow you for the rest of my life!
context: A meter and eighty-three centimeters, right?\I wasn't asking you. Fawning all over him...\I apologize that it took so long before I could come.\These are some gifts from England.\Though, the only thing British about it is the tea.\- Oh my, this much? - What is it?\Wow, thanks brother!\I'll follow you for the rest of my life! response:	How cozy!
context: I wasn't asking you. Fawning all over him...\I apologize that it took so long before I could come.\These are some gifts from England.\Though, the only thing British about it is the tea.\- Oh my, this much? - What is it?\Wow, thanks brother!\I'll follow you for the rest of my life!\How cozy! response:	It's beautiful! Your father would never buy me things like this.
context: I apologize that it took so long before I could come.\These are some gifts from England.\Though, the only thing British about it is the tea.\- Oh my, this much? - What is it?\Wow, thanks brother!\I'll follow you for the rest of my life!\How cozy!\It's beautiful! Your father would never buy me things like this. response:	You certainly seem to be well-off, Mr. Ichinose.
context: These are some gifts from England.\Though, the only thing British about it is the tea.\- Oh my, this much? - What is it?\Wow, thanks brother!\I'll follow you for the rest of my life!\How cozy!\It's beautiful! Your father would never buy me things like this.\You certainly seem to be well-off, Mr. Ichinose. response:	Do celebrities get paid that well?
context: Though, the only thing British about it is the tea.\- Oh my, this much? - What is it?\Wow, thanks brother!\I'll follow you for the rest of my life!\How cozy!\It's beautiful! Your father would never buy me things like this.\You certainly seem to be well-off, Mr. Ichinose.\Do celebrities get paid that well? response:	It depends on the person.
context: - Oh my, this much? - What is it?\Wow, thanks brother!\I'll follow you for the rest of my life!\How cozy!\It's beautiful! Your father would never buy me things like this.\You certainly seem to be well-off, Mr. Ichinose.\Do celebrities get paid that well?\It depends on the person. response:	After all, you're profits are determined by your popularity.
context: Wow, thanks brother!\I'll follow you for the rest of my life!\How cozy!\It's beautiful! Your father would never buy me things like this.\You certainly seem to be well-off, Mr. Ichinose.\Do celebrities get paid that well?\It depends on the person.\After all, you're profits are determined by your popularity. response:	That's true.
context: I'll follow you for the rest of my life!\How cozy!\It's beautiful! Your father would never buy me things like this.\You certainly seem to be well-off, Mr. Ichinose.\Do celebrities get paid that well?\It depends on the person.\After all, you're profits are determined by your popularity.\That's true. response:	Are you sure you can provide for my daughter and her child
context: How cozy!\It's beautiful! Your father would never buy me things like this.\You certainly seem to be well-off, Mr. Ichinose.\Do celebrities get paid that well?\It depends on the person.\After all, you're profits are determined by your popularity.\That's true.\Are you sure you can provide for my daughter and her child response:	for the rest of their lives?
context: It's beautiful! Your father would never buy me things like this.\You certainly seem to be well-off, Mr. Ichinose.\Do celebrities get paid that well?\It depends on the person.\After all, you're profits are determined by your popularity.\That's true.\Are you sure you can provide for my daughter and her child\for the rest of their lives? response:	I'll do all right, sir.
context: You certainly seem to be well-off, Mr. Ichinose.\Do celebrities get paid that well?\It depends on the person.\After all, you're profits are determined by your popularity.\That's true.\Are you sure you can provide for my daughter and her child\for the rest of their lives?\I'll do all right, sir. response:	Sir?!
context: Do celebrities get paid that well?\It depends on the person.\After all, you're profits are determined by your popularity.\That's true.\Are you sure you can provide for my daughter and her child\for the rest of their lives?\I'll do all right, sir.\Sir?! response:	He seems like an untrustworthy guy.
context: It depends on the person.\After all, you're profits are determined by your popularity.\That's true.\Are you sure you can provide for my daughter and her child\for the rest of their lives?\I'll do all right, sir.\Sir?!\He seems like an untrustworthy guy. response:	I may be a celebrity on the outside, but I'm just a workman.
context: After all, you're profits are determined by your popularity.\That's true.\Are you sure you can provide for my daughter and her child\for the rest of their lives?\I'll do all right, sir.\Sir?!\He seems like an untrustworthy guy.\I may be a celebrity on the outside, but I'm just a workman. response:	It's difficult to continue a band regardless of its popularity.
context: That's true.\Are you sure you can provide for my daughter and her child\for the rest of their lives?\I'll do all right, sir.\Sir?!\He seems like an untrustworthy guy.\I may be a celebrity on the outside, but I'm just a workman.\It's difficult to continue a band regardless of its popularity. response:	I'd like to be in the same band forever,
context: Are you sure you can provide for my daughter and her child\for the rest of their lives?\I'll do all right, sir.\Sir?!\He seems like an untrustworthy guy.\I may be a celebrity on the outside, but I'm just a workman.\It's difficult to continue a band regardless of its popularity.\I'd like to be in the same band forever, response:	but that's not something that I alone can determine.
context: for the rest of their lives?\I'll do all right, sir.\Sir?!\He seems like an untrustworthy guy.\I may be a celebrity on the outside, but I'm just a workman.\It's difficult to continue a band regardless of its popularity.\I'd like to be in the same band forever,\but that's not something that I alone can determine. response:	Today, I wore a wedding dress while filming our promo video.
context: I'll do all right, sir.\Sir?!\He seems like an untrustworthy guy.\I may be a celebrity on the outside, but I'm just a workman.\It's difficult to continue a band regardless of its popularity.\I'd like to be in the same band forever,\but that's not something that I alone can determine.\Today, I wore a wedding dress while filming our promo video. response:	TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) Today, I wore a wedding dress while filming our promo video.
context: Sir?!\He seems like an untrustworthy guy.\I may be a celebrity on the outside, but I'm just a workman.\It's difficult to continue a band regardless of its popularity.\I'd like to be in the same band forever,\but that's not something that I alone can determine.\Today, I wore a wedding dress while filming our promo video.\TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.) Today, I wore a wedding dress while filming our promo video. response:	TODAY, I WORE A WEDDING DRESS WHILE FILMING OUR PROMO VIDEO. IT'S A SONG ABOUT A WOMAN WHO CAN'T GET MARRIED. THE STAFF JUST DOESN'T GET IT! (BUT THEY SAID IT HAS A LONELY EFFECT AND THAT I WAS THE ONE WHO DOESN'T GET IT.)
