context: Why the hell are you empty?! response:	Taking it out on the shampoo won't get you anywhere.
context: I spent several 10,000 yen bills to grow it that big!\Be gentle! Gentle!\S-Several?!\I think I know why you're always short on cash...\and why your stomach is always growling.\B-But that hardship ends today!\At long last...\I got it back! response:	Shindou Photo Studio
context: Be gentle! Gentle!\S-Several?!\I think I know why you're always short on cash...\and why your stomach is always growling.\B-But that hardship ends today!\At long last...\I got it back!\Shindou Photo Studio response:	A demon with a high bounty?
context: S-Several?!\I think I know why you're always short on cash...\and why your stomach is always growling.\B-But that hardship ends today!\At long last...\I got it back!\Shindou Photo Studio\A demon with a high bounty? response:	Yes. My rent is due pretty soon.
context: I think I know why you're always short on cash...\and why your stomach is always growling.\B-But that hardship ends today!\At long last...\I got it back!\Shindou Photo Studio\A demon with a high bounty?\Yes. My rent is due pretty soon. response:	I only have a few days to come up with the money.
context: and why your stomach is always growling.\B-But that hardship ends today!\At long last...\I got it back!\Shindou Photo Studio\A demon with a high bounty?\Yes. My rent is due pretty soon.\I only have a few days to come up with the money. response:	You shouldn't worry about money all the time.
context: B-But that hardship ends today!\At long last...\I got it back!\Shindou Photo Studio\A demon with a high bounty?\Yes. My rent is due pretty soon.\I only have a few days to come up with the money.\You shouldn't worry about money all the time. response:	That's where naughty photos comes from.
context: At long last...\I got it back!\Shindou Photo Studio\A demon with a high bounty?\Yes. My rent is due pretty soon.\I only have a few days to come up with the money.\You shouldn't worry about money all the time.\That's where naughty photos comes from. response:	How much for that one?
context: I got it back!\Shindou Photo Studio\A demon with a high bounty?\Yes. My rent is due pretty soon.\I only have a few days to come up with the money.\You shouldn't worry about money all the time.\That's where naughty photos comes from.\How much for that one? response:	Let me think...
context: Shindou Photo Studio\A demon with a high bounty?\Yes. My rent is due pretty soon.\I only have a few days to come up with the money.\You shouldn't worry about money all the time.\That's where naughty photos comes from.\How much for that one?\Let me think... response:	You two are the ones acting naughty!
context: A demon with a high bounty?\Yes. My rent is due pretty soon.\I only have a few days to come up with the money.\You shouldn't worry about money all the time.\That's where naughty photos comes from.\How much for that one?\Let me think...\You two are the ones acting naughty! response:	This is the one!
context: Yes. My rent is due pretty soon.\I only have a few days to come up with the money.\You shouldn't worry about money all the time.\That's where naughty photos comes from.\How much for that one?\Let me think...\You two are the ones acting naughty!\This is the one! response:	A fruit-type demon...
context: I only have a few days to come up with the money.\You shouldn't worry about money all the time.\That's where naughty photos comes from.\How much for that one?\Let me think...\You two are the ones acting naughty!\This is the one!\A fruit-type demon... response:	That's right! Its body is about three meters wide.
context: You shouldn't worry about money all the time.\That's where naughty photos comes from.\How much for that one?\Let me think...\You two are the ones acting naughty!\This is the one!\A fruit-type demon...\That's right! Its body is about three meters wide. response:	Apparently it doesn't really attack people.
context: That's where naughty photos comes from.\How much for that one?\Let me think...\You two are the ones acting naughty!\This is the one!\A fruit-type demon...\That's right! Its body is about three meters wide.\Apparently it doesn't really attack people. response:	On top of that, it's located on the roof of your school.
context: How much for that one?\Let me think...\You two are the ones acting naughty!\This is the one!\A fruit-type demon...\That's right! Its body is about three meters wide.\Apparently it doesn't really attack people.\On top of that, it's located on the roof of your school. response:	Really?
context: Let me think...\You two are the ones acting naughty!\This is the one!\A fruit-type demon...\That's right! Its body is about three meters wide.\Apparently it doesn't really attack people.\On top of that, it's located on the roof of your school.\Really? response:	A-And the reward?
context: You two are the ones acting naughty!\This is the one!\A fruit-type demon...\That's right! Its body is about three meters wide.\Apparently it doesn't really attack people.\On top of that, it's located on the roof of your school.\Really?\A-And the reward? response:	It depends on a couple things,
context: This is the one!\A fruit-type demon...\That's right! Its body is about three meters wide.\Apparently it doesn't really attack people.\On top of that, it's located on the roof of your school.\Really?\A-And the reward?\It depends on a couple things, response:	but it wouldn't go for less than 500,000 yen.
context: A fruit-type demon...\That's right! Its body is about three meters wide.\Apparently it doesn't really attack people.\On top of that, it's located on the roof of your school.\Really?\A-And the reward?\It depends on a couple things,\but it wouldn't go for less than 500,000 yen. response:	Five hundred thousand?!
context: That's right! Its body is about three meters wide.\Apparently it doesn't really attack people.\On top of that, it's located on the roof of your school.\Really?\A-And the reward?\It depends on a couple things,\but it wouldn't go for less than 500,000 yen.\Five hundred thousand?! response:	I bet Nino is already on her way to defeat it, though.
context: Apparently it doesn't really attack people.\On top of that, it's located on the roof of your school.\Really?\A-And the reward?\It depends on a couple things,\but it wouldn't go for less than 500,000 yen.\Five hundred thousand?!\I bet Nino is already on her way to defeat it, though. response:	After all, it is a rather sweet deal...
context: On top of that, it's located on the roof of your school.\Really?\A-And the reward?\It depends on a couple things,\but it wouldn't go for less than 500,000 yen.\Five hundred thousand?!\I bet Nino is already on her way to defeat it, though.\After all, it is a rather sweet deal... response:	or so you'd think.
context: Really?\A-And the reward?\It depends on a couple things,\but it wouldn't go for less than 500,000 yen.\Five hundred thousand?!\I bet Nino is already on her way to defeat it, though.\After all, it is a rather sweet deal...\or so you'd think. response:	This one has quite a nasty problem.
context: A-And the reward?\It depends on a couple things,\but it wouldn't go for less than 500,000 yen.\Five hundred thousand?!\I bet Nino is already on her way to defeat it, though.\After all, it is a rather sweet deal...\or so you'd think.\This one has quite a nasty problem. response:	Ayaka-san, you did that on purpose!
context: It depends on a couple things,\but it wouldn't go for less than 500,000 yen.\Five hundred thousand?!\I bet Nino is already on her way to defeat it, though.\After all, it is a rather sweet deal...\or so you'd think.\This one has quite a nasty problem.\Ayaka-san, you did that on purpose! response:	There it is.
context: but it wouldn't go for less than 500,000 yen.\Five hundred thousand?!\I bet Nino is already on her way to defeat it, though.\After all, it is a rather sweet deal...\or so you'd think.\This one has quite a nasty problem.\Ayaka-san, you did that on purpose!\There it is. response:	There's its eye... Okay!
context: Five hundred thousand?!\I bet Nino is already on her way to defeat it, though.\After all, it is a rather sweet deal...\or so you'd think.\This one has quite a nasty problem.\Ayaka-san, you did that on purpose!\There it is.\There's its eye... Okay! response:	Wait, Kuriyama-san!
context: I bet Nino is already on her way to defeat it, though.\After all, it is a rather sweet deal...\or so you'd think.\This one has quite a nasty problem.\Ayaka-san, you did that on purpose!\There it is.\There's its eye... Okay!\Wait, Kuriyama-san! response:	Huh?
context: After all, it is a rather sweet deal...\or so you'd think.\This one has quite a nasty problem.\Ayaka-san, you did that on purpose!\There it is.\There's its eye... Okay!\Wait, Kuriyama-san!\Huh? response:	How unpleasant!
context: or so you'd think.\This one has quite a nasty problem.\Ayaka-san, you did that on purpose!\There it is.\There's its eye... Okay!\Wait, Kuriyama-san!\Huh?\How unpleasant! response:	That's what I should be saying!
context: This one has quite a nasty problem.\Ayaka-san, you did that on purpose!\There it is.\There's its eye... Okay!\Wait, Kuriyama-san!\Huh?\How unpleasant!\That's what I should be saying! response:	I could have taken it out if you hadn't shown up or said anything!
context: Ayaka-san, you did that on purpose!\There it is.\There's its eye... Okay!\Wait, Kuriyama-san!\Huh?\How unpleasant!\That's what I should be saying!\I could have taken it out if you hadn't shown up or said anything! response:	I had nothing to do with that!
context: There it is.\There's its eye... Okay!\Wait, Kuriyama-san!\Huh?\How unpleasant!\That's what I should be saying!\I could have taken it out if you hadn't shown up or said anything!\I had nothing to do with that! response:	If it senses danger,
context: There's its eye... Okay!\Wait, Kuriyama-san!\Huh?\How unpleasant!\That's what I should be saying!\I could have taken it out if you hadn't shown up or said anything!\I had nothing to do with that!\If it senses danger, response:	that demon covers the threat in that noxious-smelling liquid.
