context: OP response:	Eyecatch
context: But I wouldn't mind even going alone.\Ask Ashirogi-kun, too!\Nakai-san told me you were entered in the Golden Future Cup too.\So I thought I'd let you know.\Wanna come with us?\We have school.\What time can you come to Yuueisha?\If you're coming, we'll wait for you. response:	Let me just talk it over with Takagi-kun.
context: Ask Ashirogi-kun, too!\Nakai-san told me you were entered in the Golden Future Cup too.\So I thought I'd let you know.\Wanna come with us?\We have school.\What time can you come to Yuueisha?\If you're coming, we'll wait for you.\Let me just talk it over with Takagi-kun. response:	Got it.
context: Nakai-san told me you were entered in the Golden Future Cup too.\So I thought I'd let you know.\Wanna come with us?\We have school.\What time can you come to Yuueisha?\If you're coming, we'll wait for you.\Let me just talk it over with Takagi-kun.\Got it. response:	I'll wait till this afternoon for your call.
context: So I thought I'd let you know.\Wanna come with us?\We have school.\What time can you come to Yuueisha?\If you're coming, we'll wait for you.\Let me just talk it over with Takagi-kun.\Got it.\I'll wait till this afternoon for your call. response:	Okay.
context: Wanna come with us?\We have school.\What time can you come to Yuueisha?\If you're coming, we'll wait for you.\Let me just talk it over with Takagi-kun.\Got it.\I'll wait till this afternoon for your call.\Okay. response:	Just like Fukuda-san said, making an announcement at a time like this is unfair.
context: We have school.\What time can you come to Yuueisha?\If you're coming, we'll wait for you.\Let me just talk it over with Takagi-kun.\Got it.\I'll wait till this afternoon for your call.\Okay.\Just like Fukuda-san said, making an announcement at a time like this is unfair. response:	Yeah, he'll definitely get questionnaires from his fans.
context: What time can you come to Yuueisha?\If you're coming, we'll wait for you.\Let me just talk it over with Takagi-kun.\Got it.\I'll wait till this afternoon for your call.\Okay.\Just like Fukuda-san said, making an announcement at a time like this is unfair.\Yeah, he'll definitely get questionnaires from his fans. response:	The work that comes in first in the Golden Future Cup gets closest to becoming serialized.
context: If you're coming, we'll wait for you.\Let me just talk it over with Takagi-kun.\Got it.\I'll wait till this afternoon for your call.\Okay.\Just like Fukuda-san said, making an announcement at a time like this is unfair.\Yeah, he'll definitely get questionnaires from his fans.\The work that comes in first in the Golden Future Cup gets closest to becoming serialized. response:	Even we want to be number one!
context: Let me just talk it over with Takagi-kun.\Got it.\I'll wait till this afternoon for your call.\Okay.\Just like Fukuda-san said, making an announcement at a time like this is unfair.\Yeah, he'll definitely get questionnaires from his fans.\The work that comes in first in the Golden Future Cup gets closest to becoming serialized.\Even we want to be number one! response:	Let's go.
context: Got it.\I'll wait till this afternoon for your call.\Okay.\Just like Fukuda-san said, making an announcement at a time like this is unfair.\Yeah, he'll definitely get questionnaires from his fans.\The work that comes in first in the Golden Future Cup gets closest to becoming serialized.\Even we want to be number one!\Let's go. response:	Yeah!
context: I'll wait till this afternoon for your call.\Okay.\Just like Fukuda-san said, making an announcement at a time like this is unfair.\Yeah, he'll definitely get questionnaires from his fans.\The work that comes in first in the Golden Future Cup gets closest to becoming serialized.\Even we want to be number one!\Let's go.\Yeah! response:	I wish you would've waited until after you were serialized before making an official announcement.
context: Okay.\Just like Fukuda-san said, making an announcement at a time like this is unfair.\Yeah, he'll definitely get questionnaires from his fans.\The work that comes in first in the Golden Future Cup gets closest to becoming serialized.\Even we want to be number one!\Let's go.\Yeah!\I wish you would've waited until after you were serialized before making an official announcement. response:	If I'm gonna do it, now is the only time.
context: Just like Fukuda-san said, making an announcement at a time like this is unfair.\Yeah, he'll definitely get questionnaires from his fans.\The work that comes in first in the Golden Future Cup gets closest to becoming serialized.\Even we want to be number one!\Let's go.\Yeah!\I wish you would've waited until after you were serialized before making an official announcement.\If I'm gonna do it, now is the only time. response:	This way all my fans will send in those questionnaires and give me votes.
context: Yeah, he'll definitely get questionnaires from his fans.\The work that comes in first in the Golden Future Cup gets closest to becoming serialized.\Even we want to be number one!\Let's go.\Yeah!\I wish you would've waited until after you were serialized before making an official announcement.\If I'm gonna do it, now is the only time.\This way all my fans will send in those questionnaires and give me votes. response:	It's not something that simple...
context: The work that comes in first in the Golden Future Cup gets closest to becoming serialized.\Even we want to be number one!\Let's go.\Yeah!\I wish you would've waited until after you were serialized before making an official announcement.\If I'm gonna do it, now is the only time.\This way all my fans will send in those questionnaires and give me votes.\It's not something that simple... response:	I can draw artwork this good.
context: Even we want to be number one!\Let's go.\Yeah!\I wish you would've waited until after you were serialized before making an official announcement.\If I'm gonna do it, now is the only time.\This way all my fans will send in those questionnaires and give me votes.\It's not something that simple...\I can draw artwork this good. response:	Manga sure is nice.
context: Let's go.\Yeah!\I wish you would've waited until after you were serialized before making an official announcement.\If I'm gonna do it, now is the only time.\This way all my fans will send in those questionnaires and give me votes.\It's not something that simple...\I can draw artwork this good.\Manga sure is nice. response:	By being successful in many different fields, I'll become a person of real charisma!
context: Yeah!\I wish you would've waited until after you were serialized before making an official announcement.\If I'm gonna do it, now is the only time.\This way all my fans will send in those questionnaires and give me votes.\It's not something that simple...\I can draw artwork this good.\Manga sure is nice.\By being successful in many different fields, I'll become a person of real charisma! response:	Guess the gang's all here.
context: I wish you would've waited until after you were serialized before making an official announcement.\If I'm gonna do it, now is the only time.\This way all my fans will send in those questionnaires and give me votes.\It's not something that simple...\I can draw artwork this good.\Manga sure is nice.\By being successful in many different fields, I'll become a person of real charisma!\Guess the gang's all here. response:	We can't let KOOGY's actions go by!
context: If I'm gonna do it, now is the only time.\This way all my fans will send in those questionnaires and give me votes.\It's not something that simple...\I can draw artwork this good.\Manga sure is nice.\By being successful in many different fields, I'll become a person of real charisma!\Guess the gang's all here.\We can't let KOOGY's actions go by! response:	There's no way I could tolerate an announcement like that!
context: This way all my fans will send in those questionnaires and give me votes.\It's not something that simple...\I can draw artwork this good.\Manga sure is nice.\By being successful in many different fields, I'll become a person of real charisma!\Guess the gang's all here.\We can't let KOOGY's actions go by!\There's no way I could tolerate an announcement like that! response:	Let's make the editorial department open their eyes.
context: It's not something that simple...\I can draw artwork this good.\Manga sure is nice.\By being successful in many different fields, I'll become a person of real charisma!\Guess the gang's all here.\We can't let KOOGY's actions go by!\There's no way I could tolerate an announcement like that!\Let's make the editorial department open their eyes. response:	Fukuda Group, let's go!
context: I can draw artwork this good.\Manga sure is nice.\By being successful in many different fields, I'll become a person of real charisma!\Guess the gang's all here.\We can't let KOOGY's actions go by!\There's no way I could tolerate an announcement like that!\Let's make the editorial department open their eyes.\Fukuda Group, let's go! response:	You're raiding the editorial department?
context: Manga sure is nice.\By being successful in many different fields, I'll become a person of real charisma!\Guess the gang's all here.\We can't let KOOGY's actions go by!\There's no way I could tolerate an announcement like that!\Let's make the editorial department open their eyes.\Fukuda Group, let's go!\You're raiding the editorial department? response:	Action!
context: By being successful in many different fields, I'll become a person of real charisma!\Guess the gang's all here.\We can't let KOOGY's actions go by!\There's no way I could tolerate an announcement like that!\Let's make the editorial department open their eyes.\Fukuda Group, let's go!\You're raiding the editorial department?\Action! response:	As a male worker, I'm going to protest against this!
context: Guess the gang's all here.\We can't let KOOGY's actions go by!\There's no way I could tolerate an announcement like that!\Let's make the editorial department open their eyes.\Fukuda Group, let's go!\You're raiding the editorial department?\Action!\As a male worker, I'm going to protest against this! response:	There must be a better way to do this.
context: We can't let KOOGY's actions go by!\There's no way I could tolerate an announcement like that!\Let's make the editorial department open their eyes.\Fukuda Group, let's go!\You're raiding the editorial department?\Action!\As a male worker, I'm going to protest against this!\There must be a better way to do this. response:	You're so right, Aoki-san!
context: There's no way I could tolerate an announcement like that!\Let's make the editorial department open their eyes.\Fukuda Group, let's go!\You're raiding the editorial department?\Action!\As a male worker, I'm going to protest against this!\There must be a better way to do this.\You're so right, Aoki-san! response:	Next time, Unity and Breakdown.
context: Let's make the editorial department open their eyes.\Fukuda Group, let's go!\You're raiding the editorial department?\Action!\As a male worker, I'm going to protest against this!\There must be a better way to do this.\You're so right, Aoki-san!\Next time, Unity and Breakdown. response:	I will be pursuing my own dream.
