context: /** TS by scol **/ response:	/** Full box motion **/
context: Neither of us yet.\But if one of us does in the future, it'll be him.\Hey!\I'm so glad!\Ever since the old days, I've never been into the hard studying type.\Girls tend to like the guys who are kind of the bad boys.\No, it's just this, ma'am.\That's only your personal preference, but I'm popular with girls too. response:	Also, I have bad eyes.
context: But if one of us does in the future, it'll be him.\Hey!\I'm so glad!\Ever since the old days, I've never been into the hard studying type.\Girls tend to like the guys who are kind of the bad boys.\No, it's just this, ma'am.\That's only your personal preference, but I'm popular with girls too.\Also, I have bad eyes. response:	Hey, sit down.
context: Hey!\I'm so glad!\Ever since the old days, I've never been into the hard studying type.\Girls tend to like the guys who are kind of the bad boys.\No, it's just this, ma'am.\That's only your personal preference, but I'm popular with girls too.\Also, I have bad eyes.\Hey, sit down. response:	You're right, I'm sorry.
context: I'm so glad!\Ever since the old days, I've never been into the hard studying type.\Girls tend to like the guys who are kind of the bad boys.\No, it's just this, ma'am.\That's only your personal preference, but I'm popular with girls too.\Also, I have bad eyes.\Hey, sit down.\You're right, I'm sorry. response:	Well, if you know what I mean.
context: Ever since the old days, I've never been into the hard studying type.\Girls tend to like the guys who are kind of the bad boys.\No, it's just this, ma'am.\That's only your personal preference, but I'm popular with girls too.\Also, I have bad eyes.\Hey, sit down.\You're right, I'm sorry.\Well, if you know what I mean. response:	I don't think I do at all.
context: Girls tend to like the guys who are kind of the bad boys.\No, it's just this, ma'am.\That's only your personal preference, but I'm popular with girls too.\Also, I have bad eyes.\Hey, sit down.\You're right, I'm sorry.\Well, if you know what I mean.\I don't think I do at all. response:	Um, there's one thing that's on my mind.
context: No, it's just this, ma'am.\That's only your personal preference, but I'm popular with girls too.\Also, I have bad eyes.\Hey, sit down.\You're right, I'm sorry.\Well, if you know what I mean.\I don't think I do at all.\Um, there's one thing that's on my mind. response:	About how Uncle and you were in the same grade,
context: That's only your personal preference, but I'm popular with girls too.\Also, I have bad eyes.\Hey, sit down.\You're right, I'm sorry.\Well, if you know what I mean.\I don't think I do at all.\Um, there's one thing that's on my mind.\About how Uncle and you were in the same grade, response:	and my uncle being a mangaka, Miho-san doesn't know, right?
context: Also, I have bad eyes.\Hey, sit down.\You're right, I'm sorry.\Well, if you know what I mean.\I don't think I do at all.\Um, there's one thing that's on my mind.\About how Uncle and you were in the same grade,\and my uncle being a mangaka, Miho-san doesn't know, right? response:	No, she doesn't know.
context: Hey, sit down.\You're right, I'm sorry.\Well, if you know what I mean.\I don't think I do at all.\Um, there's one thing that's on my mind.\About how Uncle and you were in the same grade,\and my uncle being a mangaka, Miho-san doesn't know, right?\No, she doesn't know. response:	I'd really like it if you wouldn't tell Miho-san those things.
context: You're right, I'm sorry.\Well, if you know what I mean.\I don't think I do at all.\Um, there's one thing that's on my mind.\About how Uncle and you were in the same grade,\and my uncle being a mangaka, Miho-san doesn't know, right?\No, she doesn't know.\I'd really like it if you wouldn't tell Miho-san those things. response:	Got it.
context: Well, if you know what I mean.\I don't think I do at all.\Um, there's one thing that's on my mind.\About how Uncle and you were in the same grade,\and my uncle being a mangaka, Miho-san doesn't know, right?\No, she doesn't know.\I'd really like it if you wouldn't tell Miho-san those things.\Got it. response:	I definitely won't tell her.
context: I don't think I do at all.\Um, there's one thing that's on my mind.\About how Uncle and you were in the same grade,\and my uncle being a mangaka, Miho-san doesn't know, right?\No, she doesn't know.\I'd really like it if you wouldn't tell Miho-san those things.\Got it.\I definitely won't tell her. response:	You mustn't tell her either, Takagi-kun.
context: Um, there's one thing that's on my mind.\About how Uncle and you were in the same grade,\and my uncle being a mangaka, Miho-san doesn't know, right?\No, she doesn't know.\I'd really like it if you wouldn't tell Miho-san those things.\Got it.\I definitely won't tell her.\You mustn't tell her either, Takagi-kun. response:	Ah, okay.
context: About how Uncle and you were in the same grade,\and my uncle being a mangaka, Miho-san doesn't know, right?\No, she doesn't know.\I'd really like it if you wouldn't tell Miho-san those things.\Got it.\I definitely won't tell her.\You mustn't tell her either, Takagi-kun.\Ah, okay. response:	Takagi Akito-kun.
context: and my uncle being a mangaka, Miho-san doesn't know, right?\No, she doesn't know.\I'd really like it if you wouldn't tell Miho-san those things.\Got it.\I definitely won't tell her.\You mustn't tell her either, Takagi-kun.\Ah, okay.\Takagi Akito-kun. response:	Yes.
context: No, she doesn't know.\I'd really like it if you wouldn't tell Miho-san those things.\Got it.\I definitely won't tell her.\You mustn't tell her either, Takagi-kun.\Ah, okay.\Takagi Akito-kun.\Yes. response:	Mashiro Moritaka-kun.
context: I'd really like it if you wouldn't tell Miho-san those things.\Got it.\I definitely won't tell her.\You mustn't tell her either, Takagi-kun.\Ah, okay.\Takagi Akito-kun.\Yes.\Mashiro Moritaka-kun. response:	Yes.
context: Got it.\I definitely won't tell her.\You mustn't tell her either, Takagi-kun.\Ah, okay.\Takagi Akito-kun.\Yes.\Mashiro Moritaka-kun.\Yes. response:	Become great mangakas.
context: I definitely won't tell her.\You mustn't tell her either, Takagi-kun.\Ah, okay.\Takagi Akito-kun.\Yes.\Mashiro Moritaka-kun.\Yes.\Become great mangakas. response:	I'll be here, rooting for you.
context: You mustn't tell her either, Takagi-kun.\Ah, okay.\Takagi Akito-kun.\Yes.\Mashiro Moritaka-kun.\Yes.\Become great mangakas.\I'll be here, rooting for you. response:	Okay, thank you very much!
context: Ah, okay.\Takagi Akito-kun.\Yes.\Mashiro Moritaka-kun.\Yes.\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much! response:	Okay!
context: Takagi Akito-kun.\Yes.\Mashiro Moritaka-kun.\Yes.\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay! response:	She was a really nice person,
context: Yes.\Mashiro Moritaka-kun.\Yes.\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\She was a really nice person, response:	and an amazing beauty, wasn't she?
context: Mashiro Moritaka-kun.\Yes.\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\She was a really nice person,\and an amazing beauty, wasn't she? response:	I can understand why your uncle fell for her.
context: Yes.\Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\She was a really nice person,\and an amazing beauty, wasn't she?\I can understand why your uncle fell for her. response:	They were both real romantics, weren't they?
context: Become great mangakas.\I'll be here, rooting for you.\Okay, thank you very much!\Okay!\She was a really nice person,\and an amazing beauty, wasn't she?\I can understand why your uncle fell for her.\They were both real romantics, weren't they? response:	Men's romanticism, huh...?
context: I'll be here, rooting for you.\Okay, thank you very much!\Okay!\She was a really nice person,\and an amazing beauty, wasn't she?\I can understand why your uncle fell for her.\They were both real romantics, weren't they?\Men's romanticism, huh...? response:	Yeah.
context: Okay, thank you very much!\Okay!\She was a really nice person,\and an amazing beauty, wasn't she?\I can understand why your uncle fell for her.\They were both real romantics, weren't they?\Men's romanticism, huh...?\Yeah. response:	We becoming mangakas is a man's romanticism too.
context: Okay!\She was a really nice person,\and an amazing beauty, wasn't she?\I can understand why your uncle fell for her.\They were both real romantics, weren't they?\Men's romanticism, huh...?\Yeah.\We becoming mangakas is a man's romanticism too. response:	Hey, why do you think your uncle's workplace was left like that?
context: She was a really nice person,\and an amazing beauty, wasn't she?\I can understand why your uncle fell for her.\They were both real romantics, weren't they?\Men's romanticism, huh...?\Yeah.\We becoming mangakas is a man's romanticism too.\Hey, why do you think your uncle's workplace was left like that? response:	When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.
context: and an amazing beauty, wasn't she?\I can understand why your uncle fell for her.\They were both real romantics, weren't they?\Men's romanticism, huh...?\Yeah.\We becoming mangakas is a man's romanticism too.\Hey, why do you think your uncle's workplace was left like that?\When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle. response:	That's why neither of them objected.
context: I can understand why your uncle fell for her.\They were both real romantics, weren't they?\Men's romanticism, huh...?\Yeah.\We becoming mangakas is a man's romanticism too.\Hey, why do you think your uncle's workplace was left like that?\When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.\That's why neither of them objected. response:	Yeah.
context: They were both real romantics, weren't they?\Men's romanticism, huh...?\Yeah.\We becoming mangakas is a man's romanticism too.\Hey, why do you think your uncle's workplace was left like that?\When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.\That's why neither of them objected.\Yeah. response:	They knew this would happen.
context: Men's romanticism, huh...?\Yeah.\We becoming mangakas is a man's romanticism too.\Hey, why do you think your uncle's workplace was left like that?\When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.\That's why neither of them objected.\Yeah.\They knew this would happen. response:	Or rather, they probably hoped.
context: Yeah.\We becoming mangakas is a man's romanticism too.\Hey, why do you think your uncle's workplace was left like that?\When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.\That's why neither of them objected.\Yeah.\They knew this would happen.\Or rather, they probably hoped. response:	I sure am blessed.
context: We becoming mangakas is a man's romanticism too.\Hey, why do you think your uncle's workplace was left like that?\When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.\That's why neither of them objected.\Yeah.\They knew this would happen.\Or rather, they probably hoped.\I sure am blessed. response:	Not I, we!
context: Hey, why do you think your uncle's workplace was left like that?\When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.\That's why neither of them objected.\Yeah.\They knew this would happen.\Or rather, they probably hoped.\I sure am blessed.\Not I, we! response:	No matter what, I will make this dream a reality!
context: When I was in elementary school, my dad and my grandpa both probably knew I admired Uncle.\That's why neither of them objected.\Yeah.\They knew this would happen.\Or rather, they probably hoped.\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality! response:	Not I will, we will!
context: That's why neither of them objected.\Yeah.\They knew this would happen.\Or rather, they probably hoped.\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\Not I will, we will! response:	If I can't do this,
context: Yeah.\They knew this would happen.\Or rather, they probably hoped.\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\Not I will, we will!\If I can't do this, response:	I'm not a man!
context: They knew this would happen.\Or rather, they probably hoped.\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\Not I will, we will!\If I can't do this,\I'm not a man! response:	I won't be!
context: Or rather, they probably hoped.\I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\Not I will, we will!\If I can't do this,\I'm not a man!\I won't be! response:	Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!
context: I sure am blessed.\Not I, we!\No matter what, I will make this dream a reality!\Not I will, we will!\If I can't do this,\I'm not a man!\I won't be!\Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork! response:	All right, and I'll take on making a name!
context: Not I, we!\No matter what, I will make this dream a reality!\Not I will, we will!\If I can't do this,\I'm not a man!\I won't be!\Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name! response:	Preview of Next Episode
context: No matter what, I will make this dream a reality!\Not I will, we will!\If I can't do this,\I'm not a man!\I won't be!\Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Preview of Next Episode response:	I've started running toward the goal of being a mangaka.
context: Not I will, we will!\If I can't do this,\I'm not a man!\I won't be!\Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Preview of Next Episode\I've started running toward the goal of being a mangaka. response:	Not I've, we've, right?!
context: If I can't do this,\I'm not a man!\I won't be!\Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Preview of Next Episode\I've started running toward the goal of being a mangaka.\Not I've, we've, right?! response:	And I'm making a certain decision.
context: I'm not a man!\I won't be!\Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Preview of Next Episode\I've started running toward the goal of being a mangaka.\Not I've, we've, right?!\And I'm making a certain decision. response:	Not I'm, we're, right?
context: I won't be!\Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Preview of Next Episode\I've started running toward the goal of being a mangaka.\Not I've, we've, right?!\And I'm making a certain decision.\Not I'm, we're, right? response:	Time and Key
context: Starting tomorrow, no, today, I'm going to start making my drawings into manga artwork!\All right, and I'll take on making a name!\Preview of Next Episode\I've started running toward the goal of being a mangaka.\Not I've, we've, right?!\And I'm making a certain decision.\Not I'm, we're, right?\Time and Key response:	Next time, Time and Key.
context: All right, and I'll take on making a name!\Preview of Next Episode\I've started running toward the goal of being a mangaka.\Not I've, we've, right?!\And I'm making a certain decision.\Not I'm, we're, right?\Time and Key\Next time, Time and Key. response:	A dream starts with a choice.
