context: My beloved Vieira Sensei... response:	The city where Sensei conducted, Prague...
context: Even if I suddenly went to the Conductor Division, in reality it doesn't necessarily mean that I'll get a chance to conduct.\Besides, I get to study conducting properly on my own\Furthermore, my teacher could only be Vieira-Sensei.\I don't want to be unnecessarily indebted to other people\Then you should quickly just study abroad.\So stupid, aren't you? To be so scared of planes that you can't get into one...\Just having the experience of a rough emergency landing ONCE, what's the big deal?\On top of that, because of the trauma drowning in the sea, you can't go by ship either! response:	Don't say it so easily!
context: Besides, I get to study conducting properly on my own\Furthermore, my teacher could only be Vieira-Sensei.\I don't want to be unnecessarily indebted to other people\Then you should quickly just study abroad.\So stupid, aren't you? To be so scared of planes that you can't get into one...\Just having the experience of a rough emergency landing ONCE, what's the big deal?\On top of that, because of the trauma drowning in the sea, you can't go by ship either!\Don't say it so easily! response:	You've never experienced it. What do you understand?
context: Furthermore, my teacher could only be Vieira-Sensei.\I don't want to be unnecessarily indebted to other people\Then you should quickly just study abroad.\So stupid, aren't you? To be so scared of planes that you can't get into one...\Just having the experience of a rough emergency landing ONCE, what's the big deal?\On top of that, because of the trauma drowning in the sea, you can't go by ship either!\Don't say it so easily!\You've never experienced it. What do you understand? response:	Even if I become a professional conductor in Japan
context: I don't want to be unnecessarily indebted to other people\Then you should quickly just study abroad.\So stupid, aren't you? To be so scared of planes that you can't get into one...\Just having the experience of a rough emergency landing ONCE, what's the big deal?\On top of that, because of the trauma drowning in the sea, you can't go by ship either!\Don't say it so easily!\You've never experienced it. What do you understand?\Even if I become a professional conductor in Japan response:	It's no use if I can't perform in Europe...
context: Then you should quickly just study abroad.\So stupid, aren't you? To be so scared of planes that you can't get into one...\Just having the experience of a rough emergency landing ONCE, what's the big deal?\On top of that, because of the trauma drowning in the sea, you can't go by ship either!\Don't say it so easily!\You've never experienced it. What do you understand?\Even if I become a professional conductor in Japan\It's no use if I can't perform in Europe... response:	maybe I should just ask to be an employee in your family's company, Tagaya Music Shop
context: So stupid, aren't you? To be so scared of planes that you can't get into one...\Just having the experience of a rough emergency landing ONCE, what's the big deal?\On top of that, because of the trauma drowning in the sea, you can't go by ship either!\Don't say it so easily!\You've never experienced it. What do you understand?\Even if I become a professional conductor in Japan\It's no use if I can't perform in Europe...\maybe I should just ask to be an employee in your family's company, Tagaya Music Shop response:	Don't go home... today.
context: Just having the experience of a rough emergency landing ONCE, what's the big deal?\On top of that, because of the trauma drowning in the sea, you can't go by ship either!\Don't say it so easily!\You've never experienced it. What do you understand?\Even if I become a professional conductor in Japan\It's no use if I can't perform in Europe...\maybe I should just ask to be an employee in your family's company, Tagaya Music Shop\Don't go home... today. response:	Cut it out!
context: On top of that, because of the trauma drowning in the sea, you can't go by ship either!\Don't say it so easily!\You've never experienced it. What do you understand?\Even if I become a professional conductor in Japan\It's no use if I can't perform in Europe...\maybe I should just ask to be an employee in your family's company, Tagaya Music Shop\Don't go home... today.\Cut it out! response:	We're not in such relationship anymore.
context: Don't say it so easily!\You've never experienced it. What do you understand?\Even if I become a professional conductor in Japan\It's no use if I can't perform in Europe...\maybe I should just ask to be an employee in your family's company, Tagaya Music Shop\Don't go home... today.\Cut it out!\We're not in such relationship anymore. response:	Moreover I...
context: You've never experienced it. What do you understand?\Even if I become a professional conductor in Japan\It's no use if I can't perform in Europe...\maybe I should just ask to be an employee in your family's company, Tagaya Music Shop\Don't go home... today.\Cut it out!\We're not in such relationship anymore.\Moreover I... response:	I hate losers.
context: Even if I become a professional conductor in Japan\It's no use if I can't perform in Europe...\maybe I should just ask to be an employee in your family's company, Tagaya Music Shop\Don't go home... today.\Cut it out!\We're not in such relationship anymore.\Moreover I...\I hate losers. response:	Wherever you are, it'll just be the same!
context: It's no use if I can't perform in Europe...\maybe I should just ask to be an employee in your family's company, Tagaya Music Shop\Don't go home... today.\Cut it out!\We're not in such relationship anymore.\Moreover I...\I hate losers.\Wherever you are, it'll just be the same! response:	poop poop poop cat's...pooop!
context: maybe I should just ask to be an employee in your family's company, Tagaya Music Shop\Don't go home... today.\Cut it out!\We're not in such relationship anymore.\Moreover I...\I hate losers.\Wherever you are, it'll just be the same!\poop poop poop cat's...pooop! response:	Haiya?
context: Don't go home... today.\Cut it out!\We're not in such relationship anymore.\Moreover I...\I hate losers.\Wherever you are, it'll just be the same!\poop poop poop cat's...pooop!\Haiya? response:	What's-his-name- senpai...
context: Cut it out!\We're not in such relationship anymore.\Moreover I...\I hate losers.\Wherever you are, it'll just be the same!\poop poop poop cat's...pooop!\Haiya?\What's-his-name- senpai... response:	What was it?
context: We're not in such relationship anymore.\Moreover I...\I hate losers.\Wherever you are, it'll just be the same!\poop poop poop cat's...pooop!\Haiya?\What's-his-name- senpai...\What was it? response:	What should I do?
context: Moreover I...\I hate losers.\Wherever you are, it'll just be the same!\poop poop poop cat's...pooop!\Haiya?\What's-his-name- senpai...\What was it?\What should I do? response:	Please help me...
context: I hate losers.\Wherever you are, it'll just be the same!\poop poop poop cat's...pooop!\Haiya?\What's-his-name- senpai...\What was it?\What should I do?\Please help me... response:	The wind...
context: Wherever you are, it'll just be the same!\poop poop poop cat's...pooop!\Haiya?\What's-his-name- senpai...\What was it?\What should I do?\Please help me...\The wind... response:	I hear the sound of the wind
context: poop poop poop cat's...pooop!\Haiya?\What's-his-name- senpai...\What was it?\What should I do?\Please help me...\The wind...\I hear the sound of the wind response:	What a quiet place...
context: Haiya?\What's-his-name- senpai...\What was it?\What should I do?\Please help me...\The wind...\I hear the sound of the wind\What a quiet place... response:	Next it's a piano...
context: What's-his-name- senpai...\What was it?\What should I do?\Please help me...\The wind...\I hear the sound of the wind\What a quiet place...\Next it's a piano... response:	This piece... is the one I heard at that time, Beethoven's Piano Sonata
context: What was it?\What should I do?\Please help me...\The wind...\I hear the sound of the wind\What a quiet place...\Next it's a piano...\This piece... is the one I heard at that time, Beethoven's Piano Sonata response:	Piano Sonata, which echoed beautifully within the garbage
context: What should I do?\Please help me...\The wind...\I hear the sound of the wind\What a quiet place...\Next it's a piano...\This piece... is the one I heard at that time, Beethoven's Piano Sonata\Piano Sonata, which echoed beautifully within the garbage response:	Capriccioso Cantabile...
context: Please help me...\The wind...\I hear the sound of the wind\What a quiet place...\Next it's a piano...\This piece... is the one I heard at that time, Beethoven's Piano Sonata\Piano Sonata, which echoed beautifully within the garbage\Capriccioso Cantabile... response:	Willfully, wistfully...
