context: Your Majesty... response:	Jiu'er.
context: I've finally found her weakness.\It's just a matter of time before she leaves His Highness.\Congratulations, Your Highness.\Bring me some hot tea.\Yes.\Auntie, would you like to have your meal?\Not a day goes by that do I not hate you.\But perhaps today I don't. response:	His Highness loves you to the core.
context: It's just a matter of time before she leaves His Highness.\Congratulations, Your Highness.\Bring me some hot tea.\Yes.\Auntie, would you like to have your meal?\Not a day goes by that do I not hate you.\But perhaps today I don't.\His Highness loves you to the core. response:	I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?
context: Congratulations, Your Highness.\Bring me some hot tea.\Yes.\Auntie, would you like to have your meal?\Not a day goes by that do I not hate you.\But perhaps today I don't.\His Highness loves you to the core.\I'm sure that you wouldn't want him to marry anyone else, would you, Su Su? response:	Your Highness.
context: Bring me some hot tea.\Yes.\Auntie, would you like to have your meal?\Not a day goes by that do I not hate you.\But perhaps today I don't.\His Highness loves you to the core.\I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?\Your Highness. response:	When the Crown Prince returns and figures out
context: Yes.\Auntie, would you like to have your meal?\Not a day goes by that do I not hate you.\But perhaps today I don't.\His Highness loves you to the core.\I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?\Your Highness.\When the Crown Prince returns and figures out response:	that you deceived him with a figurine
context: Auntie, would you like to have your meal?\Not a day goes by that do I not hate you.\But perhaps today I don't.\His Highness loves you to the core.\I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?\Your Highness.\When the Crown Prince returns and figures out\that you deceived him with a figurine response:	what will you to do if he blames you?
context: Not a day goes by that do I not hate you.\But perhaps today I don't.\His Highness loves you to the core.\I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?\Your Highness.\When the Crown Prince returns and figures out\that you deceived him with a figurine\what will you to do if he blames you? response:	My clan was wiped out 70,000 years ago to save the Celestial Tribe.
context: But perhaps today I don't.\His Highness loves you to the core.\I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?\Your Highness.\When the Crown Prince returns and figures out\that you deceived him with a figurine\what will you to do if he blames you?\My clan was wiped out 70,000 years ago to save the Celestial Tribe. response:	That being said, the Heavenly Lord still needs me
context: His Highness loves you to the core.\I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?\Your Highness.\When the Crown Prince returns and figures out\that you deceived him with a figurine\what will you to do if he blames you?\My clan was wiped out 70,000 years ago to save the Celestial Tribe.\That being said, the Heavenly Lord still needs me response:	to keep the branch leaders of my clan in order.
context: I'm sure that you wouldn't want him to marry anyone else, would you, Su Su?\Your Highness.\When the Crown Prince returns and figures out\that you deceived him with a figurine\what will you to do if he blames you?\My clan was wiped out 70,000 years ago to save the Celestial Tribe.\That being said, the Heavenly Lord still needs me\to keep the branch leaders of my clan in order. response:	The Heavenly Lord and many branch leaders are around.
context: Your Highness.\When the Crown Prince returns and figures out\that you deceived him with a figurine\what will you to do if he blames you?\My clan was wiped out 70,000 years ago to save the Celestial Tribe.\That being said, the Heavenly Lord still needs me\to keep the branch leaders of my clan in order.\The Heavenly Lord and many branch leaders are around. response:	Don't worry, I'll be fine.
context: When the Crown Prince returns and figures out\that you deceived him with a figurine\what will you to do if he blames you?\My clan was wiped out 70,000 years ago to save the Celestial Tribe.\That being said, the Heavenly Lord still needs me\to keep the branch leaders of my clan in order.\The Heavenly Lord and many branch leaders are around.\Don't worry, I'll be fine. response:	Yes.
context: that you deceived him with a figurine\what will you to do if he blames you?\My clan was wiped out 70,000 years ago to save the Celestial Tribe.\That being said, the Heavenly Lord still needs me\to keep the branch leaders of my clan in order.\The Heavenly Lord and many branch leaders are around.\Don't worry, I'll be fine.\Yes. response:	Auntie has been sleeping for two days since she got back from the woods.
context: what will you to do if he blames you?\My clan was wiped out 70,000 years ago to save the Celestial Tribe.\That being said, the Heavenly Lord still needs me\to keep the branch leaders of my clan in order.\The Heavenly Lord and many branch leaders are around.\Don't worry, I'll be fine.\Yes.\Auntie has been sleeping for two days since she got back from the woods. response:	Exactly.
context: My clan was wiped out 70,000 years ago to save the Celestial Tribe.\That being said, the Heavenly Lord still needs me\to keep the branch leaders of my clan in order.\The Heavenly Lord and many branch leaders are around.\Don't worry, I'll be fine.\Yes.\Auntie has been sleeping for two days since she got back from the woods.\Exactly. response:	Auntie!
context: That being said, the Heavenly Lord still needs me\to keep the branch leaders of my clan in order.\The Heavenly Lord and many branch leaders are around.\Don't worry, I'll be fine.\Yes.\Auntie has been sleeping for two days since she got back from the woods.\Exactly.\Auntie! response:	Auntie.
context: to keep the branch leaders of my clan in order.\The Heavenly Lord and many branch leaders are around.\Don't worry, I'll be fine.\Yes.\Auntie has been sleeping for two days since she got back from the woods.\Exactly.\Auntie!\Auntie. response:	Bring in some wine.
context: The Heavenly Lord and many branch leaders are around.\Don't worry, I'll be fine.\Yes.\Auntie has been sleeping for two days since she got back from the woods.\Exactly.\Auntie!\Auntie.\Bring in some wine. response:	Auntie.
context: Don't worry, I'll be fine.\Yes.\Auntie has been sleeping for two days since she got back from the woods.\Exactly.\Auntie!\Auntie.\Bring in some wine.\Auntie. response:	Feng Jiu, you're here?
context: Yes.\Auntie has been sleeping for two days since she got back from the woods.\Exactly.\Auntie!\Auntie.\Bring in some wine.\Auntie.\Feng Jiu, you're here? response:	Do you know that when I asked Ye Hua a few days ago if he knew me
context: Auntie has been sleeping for two days since she got back from the woods.\Exactly.\Auntie!\Auntie.\Bring in some wine.\Auntie.\Feng Jiu, you're here?\Do you know that when I asked Ye Hua a few days ago if he knew me response:	he said that he didn't.
context: Exactly.\Auntie!\Auntie.\Bring in some wine.\Auntie.\Feng Jiu, you're here?\Do you know that when I asked Ye Hua a few days ago if he knew me\he said that he didn't. response:	But then just a few days later, he brought home another woman.
context: Auntie!\Auntie.\Bring in some wine.\Auntie.\Feng Jiu, you're here?\Do you know that when I asked Ye Hua a few days ago if he knew me\he said that he didn't.\But then just a few days later, he brought home another woman. response:	Auntie, the Crown Prince took the amnesia potion.
context: Auntie.\Bring in some wine.\Auntie.\Feng Jiu, you're here?\Do you know that when I asked Ye Hua a few days ago if he knew me\he said that he didn't.\But then just a few days later, he brought home another woman.\Auntie, the Crown Prince took the amnesia potion. response:	It's normal that he doesn't remember you.
context: Bring in some wine.\Auntie.\Feng Jiu, you're here?\Do you know that when I asked Ye Hua a few days ago if he knew me\he said that he didn't.\But then just a few days later, he brought home another woman.\Auntie, the Crown Prince took the amnesia potion.\It's normal that he doesn't remember you. response:	He doesn't remember...
context: Auntie.\Feng Jiu, you're here?\Do you know that when I asked Ye Hua a few days ago if he knew me\he said that he didn't.\But then just a few days later, he brought home another woman.\Auntie, the Crown Prince took the amnesia potion.\It's normal that he doesn't remember you.\He doesn't remember... response:	But do you know
context: Feng Jiu, you're here?\Do you know that when I asked Ye Hua a few days ago if he knew me\he said that he didn't.\But then just a few days later, he brought home another woman.\Auntie, the Crown Prince took the amnesia potion.\It's normal that he doesn't remember you.\He doesn't remember...\But do you know response:	the woman he brought home looks exactly like Riceball's mother?
context: Do you know that when I asked Ye Hua a few days ago if he knew me\he said that he didn't.\But then just a few days later, he brought home another woman.\Auntie, the Crown Prince took the amnesia potion.\It's normal that he doesn't remember you.\He doesn't remember...\But do you know\the woman he brought home looks exactly like Riceball's mother? response:	Su Su?
context: he said that he didn't.\But then just a few days later, he brought home another woman.\Auntie, the Crown Prince took the amnesia potion.\It's normal that he doesn't remember you.\He doesn't remember...\But do you know\the woman he brought home looks exactly like Riceball's mother?\Su Su? response:	You know Su Su as well?
context: But then just a few days later, he brought home another woman.\Auntie, the Crown Prince took the amnesia potion.\It's normal that he doesn't remember you.\He doesn't remember...\But do you know\the woman he brought home looks exactly like Riceball's mother?\Su Su?\You know Su Su as well? response:	When I was still in the Celestial Palace
context: Auntie, the Crown Prince took the amnesia potion.\It's normal that he doesn't remember you.\He doesn't remember...\But do you know\the woman he brought home looks exactly like Riceball's mother?\Su Su?\You know Su Su as well?\When I was still in the Celestial Palace response:	- I... - That's enough.
context: It's normal that he doesn't remember you.\He doesn't remember...\But do you know\the woman he brought home looks exactly like Riceball's mother?\Su Su?\You know Su Su as well?\When I was still in the Celestial Palace\- I... - That's enough. response:	I don't want to hear about her.
context: He doesn't remember...\But do you know\the woman he brought home looks exactly like Riceball's mother?\Su Su?\You know Su Su as well?\When I was still in the Celestial Palace\- I... - That's enough.\I don't want to hear about her. response:	Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp.
context: But do you know\the woman he brought home looks exactly like Riceball's mother?\Su Su?\You know Su Su as well?\When I was still in the Celestial Palace\- I... - That's enough.\I don't want to hear about her.\Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp. response:	I thought that you wouldn't take that to heart...
context: the woman he brought home looks exactly like Riceball's mother?\Su Su?\You know Su Su as well?\When I was still in the Celestial Palace\- I... - That's enough.\I don't want to hear about her.\Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp.\I thought that you wouldn't take that to heart... response:	I didn't.
context: Su Su?\You know Su Su as well?\When I was still in the Celestial Palace\- I... - That's enough.\I don't want to hear about her.\Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp.\I thought that you wouldn't take that to heart...\I didn't. response:	That's because I was too silly!
context: You know Su Su as well?\When I was still in the Celestial Palace\- I... - That's enough.\I don't want to hear about her.\Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp.\I thought that you wouldn't take that to heart...\I didn't.\That's because I was too silly! response:	I thought that I shouldn't be too concerned about his past.
context: When I was still in the Celestial Palace\- I... - That's enough.\I don't want to hear about her.\Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp.\I thought that you wouldn't take that to heart...\I didn't.\That's because I was too silly!\I thought that I shouldn't be too concerned about his past. response:	But when I saw him recognize that woman instead of me...
context: - I... - That's enough.\I don't want to hear about her.\Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp.\I thought that you wouldn't take that to heart...\I didn't.\That's because I was too silly!\I thought that I shouldn't be too concerned about his past.\But when I saw him recognize that woman instead of me... response:	I knew then...
context: I don't want to hear about her.\Auntie, the Crown Prince once tried to gather Su Su's soul with the lamp.\I thought that you wouldn't take that to heart...\I didn't.\That's because I was too silly!\I thought that I shouldn't be too concerned about his past.\But when I saw him recognize that woman instead of me...\I knew then... response:	The one he has on his mind isn't me, it's her.
