context: 4:51 response:	11:40
context: Miyuki's daughter went to our middle school,\and she's dating Mashiro right now!\And this girl... well, her name's Azuki Miho.\She's Kaya's best friend.\Miho?\I hear Kaya talking about her sometimes, but I didn't...\About that!\Her dream's been to become a voice actress ever since middle school. response:	Will Akito be okay?
context: and she's dating Mashiro right now!\And this girl... well, her name's Azuki Miho.\She's Kaya's best friend.\Miho?\I hear Kaya talking about her sometimes, but I didn't...\About that!\Her dream's been to become a voice actress ever since middle school.\Will Akito be okay? response:	If he gets a fracture, he won't be able to write manga anymore.
context: And this girl... well, her name's Azuki Miho.\She's Kaya's best friend.\Miho?\I hear Kaya talking about her sometimes, but I didn't...\About that!\Her dream's been to become a voice actress ever since middle school.\Will Akito be okay?\If he gets a fracture, he won't be able to write manga anymore. response:	You don't need to worry.
context: She's Kaya's best friend.\Miho?\I hear Kaya talking about her sometimes, but I didn't...\About that!\Her dream's been to become a voice actress ever since middle school.\Will Akito be okay?\If he gets a fracture, he won't be able to write manga anymore.\You don't need to worry. response:	But...
context: Miho?\I hear Kaya talking about her sometimes, but I didn't...\About that!\Her dream's been to become a voice actress ever since middle school.\Will Akito be okay?\If he gets a fracture, he won't be able to write manga anymore.\You don't need to worry.\But... response:	The karate thing was just an excuse.
context: I hear Kaya talking about her sometimes, but I didn't...\About that!\Her dream's been to become a voice actress ever since middle school.\Will Akito be okay?\If he gets a fracture, he won't be able to write manga anymore.\You don't need to worry.\But...\The karate thing was just an excuse. response:	Succeed as a manga artist, then get married, huh?
context: About that!\Her dream's been to become a voice actress ever since middle school.\Will Akito be okay?\If he gets a fracture, he won't be able to write manga anymore.\You don't need to worry.\But...\The karate thing was just an excuse.\Succeed as a manga artist, then get married, huh? response:	You've done enough, haven't you?!
context: Her dream's been to become a voice actress ever since middle school.\Will Akito be okay?\If he gets a fracture, he won't be able to write manga anymore.\You don't need to worry.\But...\The karate thing was just an excuse.\Succeed as a manga artist, then get married, huh?\You've done enough, haven't you?! response:	Why won't you tell her your feelings?!
context: Will Akito be okay?\If he gets a fracture, he won't be able to write manga anymore.\You don't need to worry.\But...\The karate thing was just an excuse.\Succeed as a manga artist, then get married, huh?\You've done enough, haven't you?!\Why won't you tell her your feelings?! response:	I was just a bit lucky with my current serialization!
context: If he gets a fracture, he won't be able to write manga anymore.\You don't need to worry.\But...\The karate thing was just an excuse.\Succeed as a manga artist, then get married, huh?\You've done enough, haven't you?!\Why won't you tell her your feelings?!\I was just a bit lucky with my current serialization! response:	Until I succeed as a manga author and can make a living...
context: You don't need to worry.\But...\The karate thing was just an excuse.\Succeed as a manga artist, then get married, huh?\You've done enough, haven't you?!\Why won't you tell her your feelings?!\I was just a bit lucky with my current serialization!\Until I succeed as a manga author and can make a living... response:	Do you have to do all this just to tell her how you feel?
context: But...\The karate thing was just an excuse.\Succeed as a manga artist, then get married, huh?\You've done enough, haven't you?!\Why won't you tell her your feelings?!\I was just a bit lucky with my current serialization!\Until I succeed as a manga author and can make a living...\Do you have to do all this just to tell her how you feel? response:	Yeah! Because I want to marry her!
context: The karate thing was just an excuse.\Succeed as a manga artist, then get married, huh?\You've done enough, haven't you?!\Why won't you tell her your feelings?!\I was just a bit lucky with my current serialization!\Until I succeed as a manga author and can make a living...\Do you have to do all this just to tell her how you feel?\Yeah! Because I want to marry her! response:	If I date her, then it'll be with the intention of marriage.
context: Succeed as a manga artist, then get married, huh?\You've done enough, haven't you?!\Why won't you tell her your feelings?!\I was just a bit lucky with my current serialization!\Until I succeed as a manga author and can make a living...\Do you have to do all this just to tell her how you feel?\Yeah! Because I want to marry her!\If I date her, then it'll be with the intention of marriage. response:	I can't believe the nephew would take after his uncle so much.
context: You've done enough, haven't you?!\Why won't you tell her your feelings?!\I was just a bit lucky with my current serialization!\Until I succeed as a manga author and can make a living...\Do you have to do all this just to tell her how you feel?\Yeah! Because I want to marry her!\If I date her, then it'll be with the intention of marriage.\I can't believe the nephew would take after his uncle so much. response:	I can't help but cheer you on, too.
context: Why won't you tell her your feelings?!\I was just a bit lucky with my current serialization!\Until I succeed as a manga author and can make a living...\Do you have to do all this just to tell her how you feel?\Yeah! Because I want to marry her!\If I date her, then it'll be with the intention of marriage.\I can't believe the nephew would take after his uncle so much.\I can't help but cheer you on, too. response:	Cheer me on...
context: I was just a bit lucky with my current serialization!\Until I succeed as a manga author and can make a living...\Do you have to do all this just to tell her how you feel?\Yeah! Because I want to marry her!\If I date her, then it'll be with the intention of marriage.\I can't believe the nephew would take after his uncle so much.\I can't help but cheer you on, too.\Cheer me on... response:	Then...
context: Until I succeed as a manga author and can make a living...\Do you have to do all this just to tell her how you feel?\Yeah! Because I want to marry her!\If I date her, then it'll be with the intention of marriage.\I can't believe the nephew would take after his uncle so much.\I can't help but cheer you on, too.\Cheer me on...\Then... response:	Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.
context: Do you have to do all this just to tell her how you feel?\Yeah! Because I want to marry her!\If I date her, then it'll be with the intention of marriage.\I can't believe the nephew would take after his uncle so much.\I can't help but cheer you on, too.\Cheer me on...\Then...\Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible. response:	If people make an honest effort, it'll work out.
context: Yeah! Because I want to marry her!\If I date her, then it'll be with the intention of marriage.\I can't believe the nephew would take after his uncle so much.\I can't help but cheer you on, too.\Cheer me on...\Then...\Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.\If people make an honest effort, it'll work out. response:	You seem like an honest guy.
context: If I date her, then it'll be with the intention of marriage.\I can't believe the nephew would take after his uncle so much.\I can't help but cheer you on, too.\Cheer me on...\Then...\Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.\If people make an honest effort, it'll work out.\You seem like an honest guy. response:	Thank you!
context: I can't believe the nephew would take after his uncle so much.\I can't help but cheer you on, too.\Cheer me on...\Then...\Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.\If people make an honest effort, it'll work out.\You seem like an honest guy.\Thank you! response:	You too.
context: I can't help but cheer you on, too.\Cheer me on...\Then...\Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.\If people make an honest effort, it'll work out.\You seem like an honest guy.\Thank you!\You too. response:	Make your dream come true for Nobu's sake as well!
context: Cheer me on...\Then...\Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.\If people make an honest effort, it'll work out.\You seem like an honest guy.\Thank you!\You too.\Make your dream come true for Nobu's sake as well! response:	Yes!
context: Then...\Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.\If people make an honest effort, it'll work out.\You seem like an honest guy.\Thank you!\You too.\Make your dream come true for Nobu's sake as well!\Yes! response:	I'll work hard for it!
context: Yeah. After seeing Nobu, I think it's best to be with the person you love as soon as possible.\If people make an honest effort, it'll work out.\You seem like an honest guy.\Thank you!\You too.\Make your dream come true for Nobu's sake as well!\Yes!\I'll work hard for it! response:	I'm so glad her parents were nice people.
context: If people make an honest effort, it'll work out.\You seem like an honest guy.\Thank you!\You too.\Make your dream come true for Nobu's sake as well!\Yes!\I'll work hard for it!\I'm so glad her parents were nice people. response:	I enjoyed learning more about my uncle.
