context: Senpai? response:	Senpai, are you awake?
context: I fixed it, Issei.\Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster. response:	That's true, but I'd appreciate it if you could take a look at it anyway.
context: Oh, sorry.\I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway. response:	It looked dead to me, but you may be able to see if it's just faking or really dead.
context: I asked you for help, but you did it all, Emiya. My bad.\Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead. response:	Okay, I'll try...
context: Where's the next one?\I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try... response:	You're here early, Tohsaka.
context: I don't have a lot of time.\The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka. response:	The art club's heater will have to wait until lunch.
context: The next one's in the A/V room.\They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\The art club's heater will have to wait until lunch. response:	Sure.
context: They say it's been acting up lately, but it's finally exhausted its lifespan.\If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\The art club's heater will have to wait until lunch.\Sure. response:	You're quite the busy bee this morning, Emiya.
context: If it's dead, I can't fix that. Buying a new one would be faster.\That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\The art club's heater will have to wait until lunch.\Sure.\You're quite the busy bee this morning, Emiya. response:	I was wondering what you'd been up to after you quit the club.
context: That's true, but I'd appreciate it if you could take a look at it anyway.\It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\The art club's heater will have to wait until lunch.\Sure.\You're quite the busy bee this morning, Emiya.\I was wondering what you'd been up to after you quit the club. response:	You're the student council president's errand boy?
context: It looked dead to me, but you may be able to see if it's just faking or really dead.\Okay, I'll try...\You're here early, Tohsaka.\The art club's heater will have to wait until lunch.\Sure.\You're quite the busy bee this morning, Emiya.\I was wondering what you'd been up to after you quit the club.\You're the student council president's errand boy? response:	If you need something, you can tell me, Shinji.
context: Okay, I'll try...\You're here early, Tohsaka.\The art club's heater will have to wait until lunch.\Sure.\You're quite the busy bee this morning, Emiya.\I was wondering what you'd been up to after you quit the club.\You're the student council president's errand boy?\If you need something, you can tell me, Shinji. response:	If it's something I can help with, I will.
context: You're here early, Tohsaka.\The art club's heater will have to wait until lunch.\Sure.\You're quite the busy bee this morning, Emiya.\I was wondering what you'd been up to after you quit the club.\You're the student council president's errand boy?\If you need something, you can tell me, Shinji.\If it's something I can help with, I will. response:	You never were very good at restringing and mending bows.
context: The art club's heater will have to wait until lunch.\Sure.\You're quite the busy bee this morning, Emiya.\I was wondering what you'd been up to after you quit the club.\You're the student council president's errand boy?\If you need something, you can tell me, Shinji.\If it's something I can help with, I will.\You never were very good at restringing and mending bows. response:	I don't want your help.
context: Sure.\You're quite the busy bee this morning, Emiya.\I was wondering what you'd been up to after you quit the club.\You're the student council president's errand boy?\If you need something, you can tell me, Shinji.\If it's something I can help with, I will.\You never were very good at restringing and mending bows.\I don't want your help. response:	And anyway, you aren't a member anymore, so stay out of the dojo!
context: You're quite the busy bee this morning, Emiya.\I was wondering what you'd been up to after you quit the club.\You're the student council president's errand boy?\If you need something, you can tell me, Shinji.\If it's something I can help with, I will.\You never were very good at restringing and mending bows.\I don't want your help.\And anyway, you aren't a member anymore, so stay out of the dojo! response:	What a jerk,
context: I was wondering what you'd been up to after you quit the club.\You're the student council president's errand boy?\If you need something, you can tell me, Shinji.\If it's something I can help with, I will.\You never were very good at restringing and mending bows.\I don't want your help.\And anyway, you aren't a member anymore, so stay out of the dojo!\What a jerk, response:	talking to you like that, when he's the one who drove you out of the club.
context: You're the student council president's errand boy?\If you need something, you can tell me, Shinji.\If it's something I can help with, I will.\You never were very good at restringing and mending bows.\I don't want your help.\And anyway, you aren't a member anymore, so stay out of the dojo!\What a jerk,\talking to you like that, when he's the one who drove you out of the club. response:	It's okay. That's just how he is.
context: If you need something, you can tell me, Shinji.\If it's something I can help with, I will.\You never were very good at restringing and mending bows.\I don't want your help.\And anyway, you aren't a member anymore, so stay out of the dojo!\What a jerk,\talking to you like that, when he's the one who drove you out of the club.\It's okay. That's just how he is. response:	When you've known him a long time, you get used to it.
