context: I can't let Croix do as she pleases any longer. response:	I can't let Croix do as she pleases any longer.
context: At the same time, protests are continuing to escalate.\The opposing faction has ended their silence and launched counter-protests in turn.\Some supporters have started resorting to extreme measures.\The two countries have been at war three times since the middle ages,\and some are saying this uproar may be the start of a fourth\Our appeasement policy is reaching the end of its life.\They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.\Their whole nation thinks they can take advantage of us. response:	The time for compromise is over. We must demonstrate our firm resolve!
context: The opposing faction has ended their silence and launched counter-protests in turn.\Some supporters have started resorting to extreme measures.\The two countries have been at war three times since the middle ages,\and some are saying this uproar may be the start of a fourth\Our appeasement policy is reaching the end of its life.\They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.\Their whole nation thinks they can take advantage of us.\The time for compromise is over. We must demonstrate our firm resolve! response:	Is that really so?
context: Some supporters have started resorting to extreme measures.\The two countries have been at war three times since the middle ages,\and some are saying this uproar may be the start of a fourth\Our appeasement policy is reaching the end of its life.\They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.\Their whole nation thinks they can take advantage of us.\The time for compromise is over. We must demonstrate our firm resolve!\Is that really so? response:	Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?
context: The two countries have been at war three times since the middle ages,\and some are saying this uproar may be the start of a fourth\Our appeasement policy is reaching the end of its life.\They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.\Their whole nation thinks they can take advantage of us.\The time for compromise is over. We must demonstrate our firm resolve!\Is that really so?\Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste? response:	What, you think you can mouth off to me again?
context: and some are saying this uproar may be the start of a fourth\Our appeasement policy is reaching the end of its life.\They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.\Their whole nation thinks they can take advantage of us.\The time for compromise is over. We must demonstrate our firm resolve!\Is that really so?\Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?\What, you think you can mouth off to me again? response:	Andrew.
context: Our appeasement policy is reaching the end of its life.\They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.\Their whole nation thinks they can take advantage of us.\The time for compromise is over. We must demonstrate our firm resolve!\Is that really so?\Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?\What, you think you can mouth off to me again?\Andrew. response:	This is one issue you cannot stick your nose in.
context: They are taking us as weak-willed. This is not just a matter of winning or losing a match anymore.\Their whole nation thinks they can take advantage of us.\The time for compromise is over. We must demonstrate our firm resolve!\Is that really so?\Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?\What, you think you can mouth off to me again?\Andrew.\This is one issue you cannot stick your nose in. response:	You should listen to your father's orders.
context: Their whole nation thinks they can take advantage of us.\The time for compromise is over. We must demonstrate our firm resolve!\Is that really so?\Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?\What, you think you can mouth off to me again?\Andrew.\This is one issue you cannot stick your nose in.\You should listen to your father's orders. response:	I overlooked the incident with the witch at Appleton in deference to your father,
context: The time for compromise is over. We must demonstrate our firm resolve!\Is that really so?\Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?\What, you think you can mouth off to me again?\Andrew.\This is one issue you cannot stick your nose in.\You should listen to your father's orders.\I overlooked the incident with the witch at Appleton in deference to your father, response:	but cause any more problems, and I will be forced to act.
context: Is that really so?\Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?\What, you think you can mouth off to me again?\Andrew.\This is one issue you cannot stick your nose in.\You should listen to your father's orders.\I overlooked the incident with the witch at Appleton in deference to your father,\but cause any more problems, and I will be forced to act. response:	I will not allow any defiance.
context: Much time and effort was spent mending our relations. Should we truly be willing to let that go to waste?\What, you think you can mouth off to me again?\Andrew.\This is one issue you cannot stick your nose in.\You should listen to your father's orders.\I overlooked the incident with the witch at Appleton in deference to your father,\but cause any more problems, and I will be forced to act.\I will not allow any defiance. response:	So long as I must keep cleaning up your messes, you are still a child.
context: What, you think you can mouth off to me again?\Andrew.\This is one issue you cannot stick your nose in.\You should listen to your father's orders.\I overlooked the incident with the witch at Appleton in deference to your father,\but cause any more problems, and I will be forced to act.\I will not allow any defiance.\So long as I must keep cleaning up your messes, you are still a child. response:	It is your duty and responsibility, as the Hanbridge heir, to become a great statesman.
context: Andrew.\This is one issue you cannot stick your nose in.\You should listen to your father's orders.\I overlooked the incident with the witch at Appleton in deference to your father,\but cause any more problems, and I will be forced to act.\I will not allow any defiance.\So long as I must keep cleaning up your messes, you are still a child.\It is your duty and responsibility, as the Hanbridge heir, to become a great statesman. response:	Bear that in mind henceforth.
context: This is one issue you cannot stick your nose in.\You should listen to your father's orders.\I overlooked the incident with the witch at Appleton in deference to your father,\but cause any more problems, and I will be forced to act.\I will not allow any defiance.\So long as I must keep cleaning up your messes, you are still a child.\It is your duty and responsibility, as the Hanbridge heir, to become a great statesman.\Bear that in mind henceforth. response:	I couldn't even give one word in response.
context: You should listen to your father's orders.\I overlooked the incident with the witch at Appleton in deference to your father,\but cause any more problems, and I will be forced to act.\I will not allow any defiance.\So long as I must keep cleaning up your messes, you are still a child.\It is your duty and responsibility, as the Hanbridge heir, to become a great statesman.\Bear that in mind henceforth.\I couldn't even give one word in response. response:	If she had been watching, I'd be getting called a coward about now.
context: I overlooked the incident with the witch at Appleton in deference to your father,\but cause any more problems, and I will be forced to act.\I will not allow any defiance.\So long as I must keep cleaning up your messes, you are still a child.\It is your duty and responsibility, as the Hanbridge heir, to become a great statesman.\Bear that in mind henceforth.\I couldn't even give one word in response.\If she had been watching, I'd be getting called a coward about now. response:	There's Diana's messenger.
