context: TS START response:	A few minutes later
context: With this leadership and power, she could make anything happen.\But instead, she's just eating and living so simply.\There really is only one enemy.\Just Angel.\We're only fighting against her.\But does that justify those actions?\No, it's too soon to think about that.\Because... response:	I don't remember anything.
context: But instead, she's just eating and living so simply.\There really is only one enemy.\Just Angel.\We're only fighting against her.\But does that justify those actions?\No, it's too soon to think about that.\Because...\I don't remember anything. response:	Operation Descent...
context: There really is only one enemy.\Just Angel.\We're only fighting against her.\But does that justify those actions?\No, it's too soon to think about that.\Because...\I don't remember anything.\Operation Descent... response:	We call it a guild.
context: Just Angel.\We're only fighting against her.\But does that justify those actions?\No, it's too soon to think about that.\Because...\I don't remember anything.\Operation Descent...\We call it a guild. response:	You're up next.
context: We're only fighting against her.\But does that justify those actions?\No, it's too soon to think about that.\Because...\I don't remember anything.\Operation Descent...\We call it a guild.\You're up next. response:	Run!
context: But does that justify those actions?\No, it's too soon to think about that.\Because...\I don't remember anything.\Operation Descent...\We call it a guild.\You're up next.\Run! response:	It seems you don't understand yet.
context: No, it's too soon to think about that.\Because...\I don't remember anything.\Operation Descent...\We call it a guild.\You're up next.\Run!\It seems you don't understand yet. response:	The trap hasn't been disarmed yet!?
context: Because...\I don't remember anything.\Operation Descent...\We call it a guild.\You're up next.\Run!\It seems you don't understand yet.\The trap hasn't been disarmed yet!? response:	Ah, damn! I'd forgotten that!
context: I don't remember anything.\Operation Descent...\We call it a guild.\You're up next.\Run!\It seems you don't understand yet.\The trap hasn't been disarmed yet!?\Ah, damn! I'd forgotten that! response:	Angel is getting up!
context: Operation Descent...\We call it a guild.\You're up next.\Run!\It seems you don't understand yet.\The trap hasn't been disarmed yet!?\Ah, damn! I'd forgotten that!\Angel is getting up! response:	You resisted first.
context: We call it a guild.\You're up next.\Run!\It seems you don't understand yet.\The trap hasn't been disarmed yet!?\Ah, damn! I'd forgotten that!\Angel is getting up!\You resisted first. response:	I don't know... I don't know about that...
context: You're up next.\Run!\It seems you don't understand yet.\The trap hasn't been disarmed yet!?\Ah, damn! I'd forgotten that!\Angel is getting up!\You resisted first.\I don't know... I don't know about that... response:	Shoot!!
context: Run!\It seems you don't understand yet.\The trap hasn't been disarmed yet!?\Ah, damn! I'd forgotten that!\Angel is getting up!\You resisted first.\I don't know... I don't know about that...\Shoot!! response:	What am I doing...
context: It seems you don't understand yet.\The trap hasn't been disarmed yet!?\Ah, damn! I'd forgotten that!\Angel is getting up!\You resisted first.\I don't know... I don't know about that...\Shoot!!\What am I doing... response:	I can't forgive that way of living.
