context: 0:00 response:	6.05 August 23rd Thursday
context: What else...\Hey, how about you stop being stubborn and tell Azuki everything?\Let it go already.\I won't be the one to fold first.\Anyways, let's get to the office.\O-Okay.\It's gonna be a while before we find out NEXT's final rankings...\I should have asked him to tell us the early results. response:	Tanto... can get first place, right?
context: Hey, how about you stop being stubborn and tell Azuki everything?\Let it go already.\I won't be the one to fold first.\Anyways, let's get to the office.\O-Okay.\It's gonna be a while before we find out NEXT's final rankings...\I should have asked him to tell us the early results.\Tanto... can get first place, right? response:	It's not can, it's will.
context: Let it go already.\I won't be the one to fold first.\Anyways, let's get to the office.\O-Okay.\It's gonna be a while before we find out NEXT's final rankings...\I should have asked him to tell us the early results.\Tanto... can get first place, right?\It's not can, it's will. response:	I think it'll go over well with little kids,
context: I won't be the one to fold first.\Anyways, let's get to the office.\O-Okay.\It's gonna be a while before we find out NEXT's final rankings...\I should have asked him to tell us the early results.\Tanto... can get first place, right?\It's not can, it's will.\I think it'll go over well with little kids, response:	but NEXT has a higher readership age than Jack does.
context: Anyways, let's get to the office.\O-Okay.\It's gonna be a while before we find out NEXT's final rankings...\I should have asked him to tell us the early results.\Tanto... can get first place, right?\It's not can, it's will.\I think it'll go over well with little kids,\but NEXT has a higher readership age than Jack does. response:	Saiko, you're just useless without Azuki's It was great! email.
context: O-Okay.\It's gonna be a while before we find out NEXT's final rankings...\I should have asked him to tell us the early results.\Tanto... can get first place, right?\It's not can, it's will.\I think it'll go over well with little kids,\but NEXT has a higher readership age than Jack does.\Saiko, you're just useless without Azuki's It was great! email. response:	That's not true!
context: It's gonna be a while before we find out NEXT's final rankings...\I should have asked him to tell us the early results.\Tanto... can get first place, right?\It's not can, it's will.\I think it'll go over well with little kids,\but NEXT has a higher readership age than Jack does.\Saiko, you're just useless without Azuki's It was great! email.\That's not true! response:	I'll be waiting downstairs.
context: I should have asked him to tell us the early results.\Tanto... can get first place, right?\It's not can, it's will.\I think it'll go over well with little kids,\but NEXT has a higher readership age than Jack does.\Saiko, you're just useless without Azuki's It was great! email.\That's not true!\I'll be waiting downstairs. response:	Okay.
context: Tanto... can get first place, right?\It's not can, it's will.\I think it'll go over well with little kids,\but NEXT has a higher readership age than Jack does.\Saiko, you're just useless without Azuki's It was great! email.\That's not true!\I'll be waiting downstairs.\Okay. response:	That's him!
context: It's not can, it's will.\I think it'll go over well with little kids,\but NEXT has a higher readership age than Jack does.\Saiko, you're just useless without Azuki's It was great! email.\That's not true!\I'll be waiting downstairs.\Okay.\That's him! response:	Tanto took 1st place in the final rankings!
context: I think it'll go over well with little kids,\but NEXT has a higher readership age than Jack does.\Saiko, you're just useless without Azuki's It was great! email.\That's not true!\I'll be waiting downstairs.\Okay.\That's him!\Tanto took 1st place in the final rankings! response:	We did it!
context: but NEXT has a higher readership age than Jack does.\Saiko, you're just useless without Azuki's It was great! email.\That's not true!\I'll be waiting downstairs.\Okay.\That's him!\Tanto took 1st place in the final rankings!\We did it! response:	This is the first time we've gotten 1st place!
context: Saiko, you're just useless without Azuki's It was great! email.\That's not true!\I'll be waiting downstairs.\Okay.\That's him!\Tanto took 1st place in the final rankings!\We did it!\This is the first time we've gotten 1st place! response:	I'm so happy!
context: That's not true!\I'll be waiting downstairs.\Okay.\That's him!\Tanto took 1st place in the final rankings!\We did it!\This is the first time we've gotten 1st place!\I'm so happy! response:	It's the first time one of my edited works has gotten 1st, too, idiot!
context: I'll be waiting downstairs.\Okay.\That's him!\Tanto took 1st place in the final rankings!\We did it!\This is the first time we've gotten 1st place!\I'm so happy!\It's the first time one of my edited works has gotten 1st, too, idiot! response:	Let's ride this momentum all the way to the next serialization meeting!
context: Okay.\That's him!\Tanto took 1st place in the final rankings!\We did it!\This is the first time we've gotten 1st place!\I'm so happy!\It's the first time one of my edited works has gotten 1st, too, idiot!\Let's ride this momentum all the way to the next serialization meeting! response:	Yes! We'll do our best!
context: That's him!\Tanto took 1st place in the final rankings!\We did it!\This is the first time we've gotten 1st place!\I'm so happy!\It's the first time one of my edited works has gotten 1st, too, idiot!\Let's ride this momentum all the way to the next serialization meeting!\Yes! We'll do our best! response:	We did it!
context: Tanto took 1st place in the final rankings!\We did it!\This is the first time we've gotten 1st place!\I'm so happy!\It's the first time one of my edited works has gotten 1st, too, idiot!\Let's ride this momentum all the way to the next serialization meeting!\Yes! We'll do our best!\We did it! response:	I didn't know I'd be this happy about getting 1st in the final rankings.
context: We did it!\This is the first time we've gotten 1st place!\I'm so happy!\It's the first time one of my edited works has gotten 1st, too, idiot!\Let's ride this momentum all the way to the next serialization meeting!\Yes! We'll do our best!\We did it!\I didn't know I'd be this happy about getting 1st in the final rankings. response:	Next time, let's get 1st in Jack!
context: This is the first time we've gotten 1st place!\I'm so happy!\It's the first time one of my edited works has gotten 1st, too, idiot!\Let's ride this momentum all the way to the next serialization meeting!\Yes! We'll do our best!\We did it!\I didn't know I'd be this happy about getting 1st in the final rankings.\Next time, let's get 1st in Jack! response:	Yeah...
context: I'm so happy!\It's the first time one of my edited works has gotten 1st, too, idiot!\Let's ride this momentum all the way to the next serialization meeting!\Yes! We'll do our best!\We did it!\I didn't know I'd be this happy about getting 1st in the final rankings.\Next time, let's get 1st in Jack!\Yeah... response:	What's wrong, Saiko?
context: It's the first time one of my edited works has gotten 1st, too, idiot!\Let's ride this momentum all the way to the next serialization meeting!\Yes! We'll do our best!\We did it!\I didn't know I'd be this happy about getting 1st in the final rankings.\Next time, let's get 1st in Jack!\Yeah...\What's wrong, Saiko? response:	I'll try telling Azuki.
context: Let's ride this momentum all the way to the next serialization meeting!\Yes! We'll do our best!\We did it!\I didn't know I'd be this happy about getting 1st in the final rankings.\Next time, let's get 1st in Jack!\Yeah...\What's wrong, Saiko?\I'll try telling Azuki. response:	Right!
context: Yes! We'll do our best!\We did it!\I didn't know I'd be this happy about getting 1st in the final rankings.\Next time, let's get 1st in Jack!\Yeah...\What's wrong, Saiko?\I'll try telling Azuki.\Right! response:	Oh, Yamahisa.
context: We did it!\I didn't know I'd be this happy about getting 1st in the final rankings.\Next time, let's get 1st in Jack!\Yeah...\What's wrong, Saiko?\I'll try telling Azuki.\Right!\Oh, Yamahisa. response:	Time of Blue Leaves got 2nd.
context: I didn't know I'd be this happy about getting 1st in the final rankings.\Next time, let's get 1st in Jack!\Yeah...\What's wrong, Saiko?\I'll try telling Azuki.\Right!\Oh, Yamahisa.\Time of Blue Leaves got 2nd. response:	I think it did well, considering it was up against Ashirogi.
context: Next time, let's get 1st in Jack!\Yeah...\What's wrong, Saiko?\I'll try telling Azuki.\Right!\Oh, Yamahisa.\Time of Blue Leaves got 2nd.\I think it did well, considering it was up against Ashirogi. response:	2nd is just fine for getting serialized.
context: Yeah...\What's wrong, Saiko?\I'll try telling Azuki.\Right!\Oh, Yamahisa.\Time of Blue Leaves got 2nd.\I think it did well, considering it was up against Ashirogi.\2nd is just fine for getting serialized. response:	It didn't get to have the first few pages in color, after all.
context: What's wrong, Saiko?\I'll try telling Azuki.\Right!\Oh, Yamahisa.\Time of Blue Leaves got 2nd.\I think it did well, considering it was up against Ashirogi.\2nd is just fine for getting serialized.\It didn't get to have the first few pages in color, after all. response:	I wonder if that's all it was?
