context: The report says the Scarlet Flame Golden Lion response:	appeared in the Far North rebel army camp.
context: You?\What is the matter? Does Your Highness doubt my loyalty?\Although you are from the Ghost Realm\you have a vested interest in the Celestial Tribe's affairs.\I am not afraid you will be disloyal.\However, are the men under you\truly willing to come with us to eliminate their Eldest Prince, Li Yuan?\It is only reasonable for Your Highness to have such apprehensions. response:	I have already been the Ghost Lord for 70,000 years.
context: What is the matter? Does Your Highness doubt my loyalty?\Although you are from the Ghost Realm\you have a vested interest in the Celestial Tribe's affairs.\I am not afraid you will be disloyal.\However, are the men under you\truly willing to come with us to eliminate their Eldest Prince, Li Yuan?\It is only reasonable for Your Highness to have such apprehensions.\I have already been the Ghost Lord for 70,000 years. response:	The soldiers who used to view the Celestial Tribe as their enemy
context: Although you are from the Ghost Realm\you have a vested interest in the Celestial Tribe's affairs.\I am not afraid you will be disloyal.\However, are the men under you\truly willing to come with us to eliminate their Eldest Prince, Li Yuan?\It is only reasonable for Your Highness to have such apprehensions.\I have already been the Ghost Lord for 70,000 years.\The soldiers who used to view the Celestial Tribe as their enemy response:	have already been removed.
context: you have a vested interest in the Celestial Tribe's affairs.\I am not afraid you will be disloyal.\However, are the men under you\truly willing to come with us to eliminate their Eldest Prince, Li Yuan?\It is only reasonable for Your Highness to have such apprehensions.\I have already been the Ghost Lord for 70,000 years.\The soldiers who used to view the Celestial Tribe as their enemy\have already been removed. response:	Moreover, I have selfish reasons for leading my troops.
context: I am not afraid you will be disloyal.\However, are the men under you\truly willing to come with us to eliminate their Eldest Prince, Li Yuan?\It is only reasonable for Your Highness to have such apprehensions.\I have already been the Ghost Lord for 70,000 years.\The soldiers who used to view the Celestial Tribe as their enemy\have already been removed.\Moreover, I have selfish reasons for leading my troops. response:	Selfish reasons?
context: However, are the men under you\truly willing to come with us to eliminate their Eldest Prince, Li Yuan?\It is only reasonable for Your Highness to have such apprehensions.\I have already been the Ghost Lord for 70,000 years.\The soldiers who used to view the Celestial Tribe as their enemy\have already been removed.\Moreover, I have selfish reasons for leading my troops.\Selfish reasons? response:	Your Highness was injured by the Mermaid Clan.
context: truly willing to come with us to eliminate their Eldest Prince, Li Yuan?\It is only reasonable for Your Highness to have such apprehensions.\I have already been the Ghost Lord for 70,000 years.\The soldiers who used to view the Celestial Tribe as their enemy\have already been removed.\Moreover, I have selfish reasons for leading my troops.\Selfish reasons?\Your Highness was injured by the Mermaid Clan. response:	No matter what, the Mermaid Clan was a part of the Ghost Tribe.
context: It is only reasonable for Your Highness to have such apprehensions.\I have already been the Ghost Lord for 70,000 years.\The soldiers who used to view the Celestial Tribe as their enemy\have already been removed.\Moreover, I have selfish reasons for leading my troops.\Selfish reasons?\Your Highness was injured by the Mermaid Clan.\No matter what, the Mermaid Clan was a part of the Ghost Tribe. response:	I want to use this chance to assist Your Highness in pacifying the Far North
context: I have already been the Ghost Lord for 70,000 years.\The soldiers who used to view the Celestial Tribe as their enemy\have already been removed.\Moreover, I have selfish reasons for leading my troops.\Selfish reasons?\Your Highness was injured by the Mermaid Clan.\No matter what, the Mermaid Clan was a part of the Ghost Tribe.\I want to use this chance to assist Your Highness in pacifying the Far North response:	so that Your Highness can pardon me for the battle at Chang Sea.
context: The soldiers who used to view the Celestial Tribe as their enemy\have already been removed.\Moreover, I have selfish reasons for leading my troops.\Selfish reasons?\Your Highness was injured by the Mermaid Clan.\No matter what, the Mermaid Clan was a part of the Ghost Tribe.\I want to use this chance to assist Your Highness in pacifying the Far North\so that Your Highness can pardon me for the battle at Chang Sea. response:	Since the Mermaid Clan has been annihilated
context: have already been removed.\Moreover, I have selfish reasons for leading my troops.\Selfish reasons?\Your Highness was injured by the Mermaid Clan.\No matter what, the Mermaid Clan was a part of the Ghost Tribe.\I want to use this chance to assist Your Highness in pacifying the Far North\so that Your Highness can pardon me for the battle at Chang Sea.\Since the Mermaid Clan has been annihilated response:	I hope they will not further implicate the Ghost Realm.
context: Moreover, I have selfish reasons for leading my troops.\Selfish reasons?\Your Highness was injured by the Mermaid Clan.\No matter what, the Mermaid Clan was a part of the Ghost Tribe.\I want to use this chance to assist Your Highness in pacifying the Far North\so that Your Highness can pardon me for the battle at Chang Sea.\Since the Mermaid Clan has been annihilated\I hope they will not further implicate the Ghost Realm. response:	That is my selfish motive.
context: Selfish reasons?\Your Highness was injured by the Mermaid Clan.\No matter what, the Mermaid Clan was a part of the Ghost Tribe.\I want to use this chance to assist Your Highness in pacifying the Far North\so that Your Highness can pardon me for the battle at Chang Sea.\Since the Mermaid Clan has been annihilated\I hope they will not further implicate the Ghost Realm.\That is my selfish motive. response:	All right. I give you my promise.
context: Your Highness was injured by the Mermaid Clan.\No matter what, the Mermaid Clan was a part of the Ghost Tribe.\I want to use this chance to assist Your Highness in pacifying the Far North\so that Your Highness can pardon me for the battle at Chang Sea.\Since the Mermaid Clan has been annihilated\I hope they will not further implicate the Ghost Realm.\That is my selfish motive.\All right. I give you my promise. response:	As long as you provide outstanding military service in the Far North
context: No matter what, the Mermaid Clan was a part of the Ghost Tribe.\I want to use this chance to assist Your Highness in pacifying the Far North\so that Your Highness can pardon me for the battle at Chang Sea.\Since the Mermaid Clan has been annihilated\I hope they will not further implicate the Ghost Realm.\That is my selfish motive.\All right. I give you my promise.\As long as you provide outstanding military service in the Far North response:	then I will no longer pursue
