context: OP response:	TS
context: You've met before?\It's not something I should mention here.\We are to blame for the current situation, and I offer my deepest apologies.\No, you aren't... Moritaka!\Stop drawing manga in your hospital room!\Ah, well, the doctor said it was fine in moderation...\He won't be able to do it in moderation!\Well, it isn't good to be too persistent. response:	I'll rest a bit.
context: It's not something I should mention here.\We are to blame for the current situation, and I offer my deepest apologies.\No, you aren't... Moritaka!\Stop drawing manga in your hospital room!\Ah, well, the doctor said it was fine in moderation...\He won't be able to do it in moderation!\Well, it isn't good to be too persistent.\I'll rest a bit. response:	Your name was Sasaki, correct?
context: We are to blame for the current situation, and I offer my deepest apologies.\No, you aren't... Moritaka!\Stop drawing manga in your hospital room!\Ah, well, the doctor said it was fine in moderation...\He won't be able to do it in moderation!\Well, it isn't good to be too persistent.\I'll rest a bit.\Your name was Sasaki, correct? response:	I'd like to talk with you.
context: No, you aren't... Moritaka!\Stop drawing manga in your hospital room!\Ah, well, the doctor said it was fine in moderation...\He won't be able to do it in moderation!\Well, it isn't good to be too persistent.\I'll rest a bit.\Your name was Sasaki, correct?\I'd like to talk with you. response:	My husband said that he's not a child anymore, and to let him continue on the path he chose.
context: Stop drawing manga in your hospital room!\Ah, well, the doctor said it was fine in moderation...\He won't be able to do it in moderation!\Well, it isn't good to be too persistent.\I'll rest a bit.\Your name was Sasaki, correct?\I'd like to talk with you.\My husband said that he's not a child anymore, and to let him continue on the path he chose. response:	But I just can't...
context: Ah, well, the doctor said it was fine in moderation...\He won't be able to do it in moderation!\Well, it isn't good to be too persistent.\I'll rest a bit.\Your name was Sasaki, correct?\I'd like to talk with you.\My husband said that he's not a child anymore, and to let him continue on the path he chose.\But I just can't... response:	Rest assured, we will not let any harm come to him.
context: He won't be able to do it in moderation!\Well, it isn't good to be too persistent.\I'll rest a bit.\Your name was Sasaki, correct?\I'd like to talk with you.\My husband said that he's not a child anymore, and to let him continue on the path he chose.\But I just can't...\Rest assured, we will not let any harm come to him. response:	Mr. Yoshida...
context: Well, it isn't good to be too persistent.\I'll rest a bit.\Your name was Sasaki, correct?\I'd like to talk with you.\My husband said that he's not a child anymore, and to let him continue on the path he chose.\But I just can't...\Rest assured, we will not let any harm come to him.\Mr. Yoshida... response:	I think I should go visit Ashirogi in the hospital.
context: I'll rest a bit.\Your name was Sasaki, correct?\I'd like to talk with you.\My husband said that he's not a child anymore, and to let him continue on the path he chose.\But I just can't...\Rest assured, we will not let any harm come to him.\Mr. Yoshida...\I think I should go visit Ashirogi in the hospital. response:	Where did you hear about that?
context: Your name was Sasaki, correct?\I'd like to talk with you.\My husband said that he's not a child anymore, and to let him continue on the path he chose.\But I just can't...\Rest assured, we will not let any harm come to him.\Mr. Yoshida...\I think I should go visit Ashirogi in the hospital.\Where did you hear about that? response:	We tried to keep it quiet.
context: I'd like to talk with you.\My husband said that he's not a child anymore, and to let him continue on the path he chose.\But I just can't...\Rest assured, we will not let any harm come to him.\Mr. Yoshida...\I think I should go visit Ashirogi in the hospital.\Where did you hear about that?\We tried to keep it quiet. response:	I won't reveal my source.
context: My husband said that he's not a child anymore, and to let him continue on the path he chose.\But I just can't...\Rest assured, we will not let any harm come to him.\Mr. Yoshida...\I think I should go visit Ashirogi in the hospital.\Where did you hear about that?\We tried to keep it quiet.\I won't reveal my source. response:	You'd dry it up, of course.
context: But I just can't...\Rest assured, we will not let any harm come to him.\Mr. Yoshida...\I think I should go visit Ashirogi in the hospital.\Where did you hear about that?\We tried to keep it quiet.\I won't reveal my source.\You'd dry it up, of course. response:	Even Niizuma won't pick up my calls anymore.
context: Rest assured, we will not let any harm come to him.\Mr. Yoshida...\I think I should go visit Ashirogi in the hospital.\Where did you hear about that?\We tried to keep it quiet.\I won't reveal my source.\You'd dry it up, of course.\Even Niizuma won't pick up my calls anymore. response:	Anyways, I've barged into Ashirogi's before, and they took care of me.
context: Mr. Yoshida...\I think I should go visit Ashirogi in the hospital.\Where did you hear about that?\We tried to keep it quiet.\I won't reveal my source.\You'd dry it up, of course.\Even Niizuma won't pick up my calls anymore.\Anyways, I've barged into Ashirogi's before, and they took care of me. response:	It's only proper that I go visit them.
context: I think I should go visit Ashirogi in the hospital.\Where did you hear about that?\We tried to keep it quiet.\I won't reveal my source.\You'd dry it up, of course.\Even Niizuma won't pick up my calls anymore.\Anyways, I've barged into Ashirogi's before, and they took care of me.\It's only proper that I go visit them. response:	A manga author isn't a real member of society.
context: Where did you hear about that?\We tried to keep it quiet.\I won't reveal my source.\You'd dry it up, of course.\Even Niizuma won't pick up my calls anymore.\Anyways, I've barged into Ashirogi's before, and they took care of me.\It's only proper that I go visit them.\A manga author isn't a real member of society. response:	So cruel!
context: We tried to keep it quiet.\I won't reveal my source.\You'd dry it up, of course.\Even Niizuma won't pick up my calls anymore.\Anyways, I've barged into Ashirogi's before, and they took care of me.\It's only proper that I go visit them.\A manga author isn't a real member of society.\So cruel! response:	I'm not a member of society anymore?
context: I won't reveal my source.\You'd dry it up, of course.\Even Niizuma won't pick up my calls anymore.\Anyways, I've barged into Ashirogi's before, and they took care of me.\It's only proper that I go visit them.\A manga author isn't a real member of society.\So cruel!\I'm not a member of society anymore? response:	I'm already a caged bird.
context: You'd dry it up, of course.\Even Niizuma won't pick up my calls anymore.\Anyways, I've barged into Ashirogi's before, and they took care of me.\It's only proper that I go visit them.\A manga author isn't a real member of society.\So cruel!\I'm not a member of society anymore?\I'm already a caged bird. response:	No, I'm Mr. Yoshida's pet dog.
context: Even Niizuma won't pick up my calls anymore.\Anyways, I've barged into Ashirogi's before, and they took care of me.\It's only proper that I go visit them.\A manga author isn't a real member of society.\So cruel!\I'm not a member of society anymore?\I'm already a caged bird.\No, I'm Mr. Yoshida's pet dog. response:	I'm not allowed to act like a human anymore!
context: Anyways, I've barged into Ashirogi's before, and they took care of me.\It's only proper that I go visit them.\A manga author isn't a real member of society.\So cruel!\I'm not a member of society anymore?\I'm already a caged bird.\No, I'm Mr. Yoshida's pet dog.\I'm not allowed to act like a human anymore! response:	If I wasn't here, you'd look up his hospital and go anyways, right?
context: It's only proper that I go visit them.\A manga author isn't a real member of society.\So cruel!\I'm not a member of society anymore?\I'm already a caged bird.\No, I'm Mr. Yoshida's pet dog.\I'm not allowed to act like a human anymore!\If I wasn't here, you'd look up his hospital and go anyways, right? response:	Let's just go on Monday and get it over with, then.
