context: Mocademy Visual Effects Awards... response:	Shinobu Morita!
context: Oh, to be precise, I transferred in as a third year.\So I'm a third year already.\But I finally learned after jumping out into the wide world.\Kanji on the heads: stone .\That I still haven't studied enough.\E-Even after you were here for eight years?!\Simply put, it's nice to make your acquaintance, Senpai!\And I look forward to learning from you, Professor Nakamori! response:	Please teach me lots and lots over the next two years... More like four times that amount.
context: So I'm a third year already.\But I finally learned after jumping out into the wide world.\Kanji on the heads: stone .\That I still haven't studied enough.\E-Even after you were here for eight years?!\Simply put, it's nice to make your acquaintance, Senpai!\And I look forward to learning from you, Professor Nakamori!\Please teach me lots and lots over the next two years... More like four times that amount. response:	I'll be under your tutelage for that amount of time!
context: But I finally learned after jumping out into the wide world.\Kanji on the heads: stone .\That I still haven't studied enough.\E-Even after you were here for eight years?!\Simply put, it's nice to make your acquaintance, Senpai!\And I look forward to learning from you, Professor Nakamori!\Please teach me lots and lots over the next two years... More like four times that amount.\I'll be under your tutelage for that amount of time! response:	He just whispered something!
context: Kanji on the heads: stone .\That I still haven't studied enough.\E-Even after you were here for eight years?!\Simply put, it's nice to make your acquaintance, Senpai!\And I look forward to learning from you, Professor Nakamori!\Please teach me lots and lots over the next two years... More like four times that amount.\I'll be under your tutelage for that amount of time!\He just whispered something! response:	Or rather, he's actually all for staying here as long as possible once again?!
context: That I still haven't studied enough.\E-Even after you were here for eight years?!\Simply put, it's nice to make your acquaintance, Senpai!\And I look forward to learning from you, Professor Nakamori!\Please teach me lots and lots over the next two years... More like four times that amount.\I'll be under your tutelage for that amount of time!\He just whispered something!\Or rather, he's actually all for staying here as long as possible once again?! response:	Hurry! Hurry!
context: E-Even after you were here for eight years?!\Simply put, it's nice to make your acquaintance, Senpai!\And I look forward to learning from you, Professor Nakamori!\Please teach me lots and lots over the next two years... More like four times that amount.\I'll be under your tutelage for that amount of time!\He just whispered something!\Or rather, he's actually all for staying here as long as possible once again?!\Hurry! Hurry! response:	Oh, boy...
context: Simply put, it's nice to make your acquaintance, Senpai!\And I look forward to learning from you, Professor Nakamori!\Please teach me lots and lots over the next two years... More like four times that amount.\I'll be under your tutelage for that amount of time!\He just whispered something!\Or rather, he's actually all for staying here as long as possible once again?!\Hurry! Hurry!\Oh, boy... response:	Unbelievable.
context: And I look forward to learning from you, Professor Nakamori!\Please teach me lots and lots over the next two years... More like four times that amount.\I'll be under your tutelage for that amount of time!\He just whispered something!\Or rather, he's actually all for staying here as long as possible once again?!\Hurry! Hurry!\Oh, boy...\Unbelievable. response:	Morita-san...
context: Please teach me lots and lots over the next two years... More like four times that amount.\I'll be under your tutelage for that amount of time!\He just whispered something!\Or rather, he's actually all for staying here as long as possible once again?!\Hurry! Hurry!\Oh, boy...\Unbelievable.\Morita-san... response:	Hurry! Hurry!
context: I'll be under your tutelage for that amount of time!\He just whispered something!\Or rather, he's actually all for staying here as long as possible once again?!\Hurry! Hurry!\Oh, boy...\Unbelievable.\Morita-san...\Hurry! Hurry! response:	Someone!
context: He just whispered something!\Or rather, he's actually all for staying here as long as possible once again?!\Hurry! Hurry!\Oh, boy...\Unbelievable.\Morita-san...\Hurry! Hurry!\Someone! response:	waratta kao ni tsukekomare
context: Or rather, he's actually all for staying here as long as possible once again?!\Hurry! Hurry!\Oh, boy...\Unbelievable.\Morita-san...\Hurry! Hurry!\Someone!\waratta kao ni tsukekomare response:	Taken advantage of by his smiling face
context: Hurry! Hurry!\Oh, boy...\Unbelievable.\Morita-san...\Hurry! Hurry!\Someone!\waratta kao ni tsukekomare\Taken advantage of by his smiling face response:	kuchi ni shita sake ni aorarete, oh
context: Oh, boy...\Unbelievable.\Morita-san...\Hurry! Hurry!\Someone!\waratta kao ni tsukekomare\Taken advantage of by his smiling face\kuchi ni shita sake ni aorarete, oh response:	Stimulated by the alcohol she drank
context: Unbelievable.\Morita-san...\Hurry! Hurry!\Someone!\waratta kao ni tsukekomare\Taken advantage of by his smiling face\kuchi ni shita sake ni aorarete, oh\Stimulated by the alcohol she drank response:	sora misereta toki ururunda face
context: Morita-san...\Hurry! Hurry!\Someone!\waratta kao ni tsukekomare\Taken advantage of by his smiling face\kuchi ni shita sake ni aorarete, oh\Stimulated by the alcohol she drank\sora misereta toki ururunda face response:	The tear that wells up when she's shown otherwise
context: Hurry! Hurry!\Someone!\waratta kao ni tsukekomare\Taken advantage of by his smiling face\kuchi ni shita sake ni aorarete, oh\Stimulated by the alcohol she drank\sora misereta toki ururunda face\The tear that wells up when she's shown otherwise response:	ki ga sukkari sono ki ni natteru
context: Someone!\waratta kao ni tsukekomare\Taken advantage of by his smiling face\kuchi ni shita sake ni aorarete, oh\Stimulated by the alcohol she drank\sora misereta toki ururunda face\The tear that wells up when she's shown otherwise\ki ga sukkari sono ki ni natteru response:	She'd already become all for it
context: waratta kao ni tsukekomare\Taken advantage of by his smiling face\kuchi ni shita sake ni aorarete, oh\Stimulated by the alcohol she drank\sora misereta toki ururunda face\The tear that wells up when she's shown otherwise\ki ga sukkari sono ki ni natteru\She'd already become all for it response:	atama kakaete
context: Taken advantage of by his smiling face\kuchi ni shita sake ni aorarete, oh\Stimulated by the alcohol she drank\sora misereta toki ururunda face\The tear that wells up when she's shown otherwise\ki ga sukkari sono ki ni natteru\She'd already become all for it\atama kakaete response:	Holding her head
context: kuchi ni shita sake ni aorarete, oh\Stimulated by the alcohol she drank\sora misereta toki ururunda face\The tear that wells up when she's shown otherwise\ki ga sukkari sono ki ni natteru\She'd already become all for it\atama kakaete\Holding her head response:	atama kakaete
context: Stimulated by the alcohol she drank\sora misereta toki ururunda face\The tear that wells up when she's shown otherwise\ki ga sukkari sono ki ni natteru\She'd already become all for it\atama kakaete\Holding her head\atama kakaete response:	Holding her head
context: sora misereta toki ururunda face\The tear that wells up when she's shown otherwise\ki ga sukkari sono ki ni natteru\She'd already become all for it\atama kakaete\Holding her head\atama kakaete\Holding her head response:	yume da to omoikonde mo
context: The tear that wells up when she's shown otherwise\ki ga sukkari sono ki ni natteru\She'd already become all for it\atama kakaete\Holding her head\atama kakaete\Holding her head\yume da to omoikonde mo response:	Even if she tries to pretend that it was a dream
context: ki ga sukkari sono ki ni natteru\She'd already become all for it\atama kakaete\Holding her head\atama kakaete\Holding her head\yume da to omoikonde mo\Even if she tries to pretend that it was a dream response:	monogataru kare no paper
context: She'd already become all for it\atama kakaete\Holding her head\atama kakaete\Holding her head\yume da to omoikonde mo\Even if she tries to pretend that it was a dream\monogataru kare no paper response:	His paper tells a different story
context: atama kakaete\Holding her head\atama kakaete\Holding her head\yume da to omoikonde mo\Even if she tries to pretend that it was a dream\monogataru kare no paper\His paper tells a different story response:	shiroku samete
context: Holding her head\atama kakaete\Holding her head\yume da to omoikonde mo\Even if she tries to pretend that it was a dream\monogataru kare no paper\His paper tells a different story\shiroku samete response:	Becoming white and discolored
context: atama kakaete\Holding her head\yume da to omoikonde mo\Even if she tries to pretend that it was a dream\monogataru kare no paper\His paper tells a different story\shiroku samete\Becoming white and discolored response:	kumo no ue nobori
context: Holding her head\yume da to omoikonde mo\Even if she tries to pretend that it was a dream\monogataru kare no paper\His paper tells a different story\shiroku samete\Becoming white and discolored\kumo no ue nobori response:	Ascending above the clouds
context: yume da to omoikonde mo\Even if she tries to pretend that it was a dream\monogataru kare no paper\His paper tells a different story\shiroku samete\Becoming white and discolored\kumo no ue nobori\Ascending above the clouds response:	gin iro natsu tsunda yoru
context: Even if she tries to pretend that it was a dream\monogataru kare no paper\His paper tells a different story\shiroku samete\Becoming white and discolored\kumo no ue nobori\Ascending above the clouds\gin iro natsu tsunda yoru response:	The silvery summer's night she was picked up on
context: monogataru kare no paper\His paper tells a different story\shiroku samete\Becoming white and discolored\kumo no ue nobori\Ascending above the clouds\gin iro natsu tsunda yoru\The silvery summer's night she was picked up on response:	shimetsukerareru mistake kienai
context: His paper tells a different story\shiroku samete\Becoming white and discolored\kumo no ue nobori\Ascending above the clouds\gin iro natsu tsunda yoru\The silvery summer's night she was picked up on\shimetsukerareru mistake kienai response:	She's being constricted by a mistake that won't go away
context: shiroku samete\Becoming white and discolored\kumo no ue nobori\Ascending above the clouds\gin iro natsu tsunda yoru\The silvery summer's night she was picked up on\shimetsukerareru mistake kienai\She's being constricted by a mistake that won't go away response:	Next episode: The time that was standing still begins to move.
