context: Father! response:	Where were you? Why didn't you bring Jia Yun with you?
context: On my way back, I'll be stopping by Fourth Brother's manor.\Stay here in Qing Qiu. Don't cause anymore trouble.\What are you going to the Eastern Sea for?\The Water King of the Eastern Sea has born a son.\I just received an invitation to the banquet.\But you have never liked these sorts of social occasions and banquets.\Why is Water King of the Eastern Sea so lucky\to be graced by your attendance? response:	Normally, I don't like these sorts of social occasions.
context: Stay here in Qing Qiu. Don't cause anymore trouble.\What are you going to the Eastern Sea for?\The Water King of the Eastern Sea has born a son.\I just received an invitation to the banquet.\But you have never liked these sorts of social occasions and banquets.\Why is Water King of the Eastern Sea so lucky\to be graced by your attendance?\Normally, I don't like these sorts of social occasions. response:	However, back in the day, Mother had difficulty giving birth to me.
context: What are you going to the Eastern Sea for?\The Water King of the Eastern Sea has born a son.\I just received an invitation to the banquet.\But you have never liked these sorts of social occasions and banquets.\Why is Water King of the Eastern Sea so lucky\to be graced by your attendance?\Normally, I don't like these sorts of social occasions.\However, back in the day, Mother had difficulty giving birth to me. response:	Luckily, the midwife of the Water King's family helped
context: The Water King of the Eastern Sea has born a son.\I just received an invitation to the banquet.\But you have never liked these sorts of social occasions and banquets.\Why is Water King of the Eastern Sea so lucky\to be graced by your attendance?\Normally, I don't like these sorts of social occasions.\However, back in the day, Mother had difficulty giving birth to me.\Luckily, the midwife of the Water King's family helped response:	saving Mother a lot of suffering.
context: I just received an invitation to the banquet.\But you have never liked these sorts of social occasions and banquets.\Why is Water King of the Eastern Sea so lucky\to be graced by your attendance?\Normally, I don't like these sorts of social occasions.\However, back in the day, Mother had difficulty giving birth to me.\Luckily, the midwife of the Water King's family helped\saving Mother a lot of suffering. response:	They're inviting me this time for a happy occasion.
context: But you have never liked these sorts of social occasions and banquets.\Why is Water King of the Eastern Sea so lucky\to be graced by your attendance?\Normally, I don't like these sorts of social occasions.\However, back in the day, Mother had difficulty giving birth to me.\Luckily, the midwife of the Water King's family helped\saving Mother a lot of suffering.\They're inviting me this time for a happy occasion. response:	It doesn't feel right to forget the kindness they showed.
context: Why is Water King of the Eastern Sea so lucky\to be graced by your attendance?\Normally, I don't like these sorts of social occasions.\However, back in the day, Mother had difficulty giving birth to me.\Luckily, the midwife of the Water King's family helped\saving Mother a lot of suffering.\They're inviting me this time for a happy occasion.\It doesn't feel right to forget the kindness they showed. response:	Mi Gu.
context: to be graced by your attendance?\Normally, I don't like these sorts of social occasions.\However, back in the day, Mother had difficulty giving birth to me.\Luckily, the midwife of the Water King's family helped\saving Mother a lot of suffering.\They're inviting me this time for a happy occasion.\It doesn't feel right to forget the kindness they showed.\Mi Gu. response:	You're back, Little Princess!
context: Normally, I don't like these sorts of social occasions.\However, back in the day, Mother had difficulty giving birth to me.\Luckily, the midwife of the Water King's family helped\saving Mother a lot of suffering.\They're inviting me this time for a happy occasion.\It doesn't feel right to forget the kindness they showed.\Mi Gu.\You're back, Little Princess! response:	I thought you'd be imprisoned in heaven for 30 to 50 years.
context: However, back in the day, Mother had difficulty giving birth to me.\Luckily, the midwife of the Water King's family helped\saving Mother a lot of suffering.\They're inviting me this time for a happy occasion.\It doesn't feel right to forget the kindness they showed.\Mi Gu.\You're back, Little Princess!\I thought you'd be imprisoned in heaven for 30 to 50 years. response:	It was all your rotten idea.
context: Luckily, the midwife of the Water King's family helped\saving Mother a lot of suffering.\They're inviting me this time for a happy occasion.\It doesn't feel right to forget the kindness they showed.\Mi Gu.\You're back, Little Princess!\I thought you'd be imprisoned in heaven for 30 to 50 years.\It was all your rotten idea. response:	What orders do you have, Aunt?
context: saving Mother a lot of suffering.\They're inviting me this time for a happy occasion.\It doesn't feel right to forget the kindness they showed.\Mi Gu.\You're back, Little Princess!\I thought you'd be imprisoned in heaven for 30 to 50 years.\It was all your rotten idea.\What orders do you have, Aunt? response:	Go fetch the biggest luminous pearl from the pond.
context: They're inviting me this time for a happy occasion.\It doesn't feel right to forget the kindness they showed.\Mi Gu.\You're back, Little Princess!\I thought you'd be imprisoned in heaven for 30 to 50 years.\It was all your rotten idea.\What orders do you have, Aunt?\Go fetch the biggest luminous pearl from the pond. response:	You're giving a gift again?
context: It doesn't feel right to forget the kindness they showed.\Mi Gu.\You're back, Little Princess!\I thought you'd be imprisoned in heaven for 30 to 50 years.\It was all your rotten idea.\What orders do you have, Aunt?\Go fetch the biggest luminous pearl from the pond.\You're giving a gift again? response:	How did you know?
context: Mi Gu.\You're back, Little Princess!\I thought you'd be imprisoned in heaven for 30 to 50 years.\It was all your rotten idea.\What orders do you have, Aunt?\Go fetch the biggest luminous pearl from the pond.\You're giving a gift again?\How did you know? response:	Who in Qing Qiu doesn't know you like giving luminous pearls?
context: You're back, Little Princess!\I thought you'd be imprisoned in heaven for 30 to 50 years.\It was all your rotten idea.\What orders do you have, Aunt?\Go fetch the biggest luminous pearl from the pond.\You're giving a gift again?\How did you know?\Who in Qing Qiu doesn't know you like giving luminous pearls? response:	The rank of the immortal and Aunt's mood on that day
context: I thought you'd be imprisoned in heaven for 30 to 50 years.\It was all your rotten idea.\What orders do you have, Aunt?\Go fetch the biggest luminous pearl from the pond.\You're giving a gift again?\How did you know?\Who in Qing Qiu doesn't know you like giving luminous pearls?\The rank of the immortal and Aunt's mood on that day response:	will determine the size of the luminous pearl being gifted.
context: It was all your rotten idea.\What orders do you have, Aunt?\Go fetch the biggest luminous pearl from the pond.\You're giving a gift again?\How did you know?\Who in Qing Qiu doesn't know you like giving luminous pearls?\The rank of the immortal and Aunt's mood on that day\will determine the size of the luminous pearl being gifted. response:	Back when Fox King was living in the Fox Den
context: What orders do you have, Aunt?\Go fetch the biggest luminous pearl from the pond.\You're giving a gift again?\How did you know?\Who in Qing Qiu doesn't know you like giving luminous pearls?\The rank of the immortal and Aunt's mood on that day\will determine the size of the luminous pearl being gifted.\Back when Fox King was living in the Fox Den response:	there were plenty of luminous pearls in the pond.
context: Go fetch the biggest luminous pearl from the pond.\You're giving a gift again?\How did you know?\Who in Qing Qiu doesn't know you like giving luminous pearls?\The rank of the immortal and Aunt's mood on that day\will determine the size of the luminous pearl being gifted.\Back when Fox King was living in the Fox Den\there were plenty of luminous pearls in the pond. response:	Now you can almost see to the bottom.
context: You're giving a gift again?\How did you know?\Who in Qing Qiu doesn't know you like giving luminous pearls?\The rank of the immortal and Aunt's mood on that day\will determine the size of the luminous pearl being gifted.\Back when Fox King was living in the Fox Den\there were plenty of luminous pearls in the pond.\Now you can almost see to the bottom. response:	Enough talking. Go get it quickly.
