context: Crown Prince! response:	Crown Prince, I had a hard time finding you!
context: I didn't make it... It wasn't me...\Why would Water King of the North Sea have the time\to bring your eldest son to the Grand Hall today?\I'm here for Yuan Zhen's wrongly accused crime.\Wrongly accused?\You mean that I've misjudged his case?\Yuan Zhen, tell them what happened that day.\Yes. response:	Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.
context: Why would Water King of the North Sea have the time\to bring your eldest son to the Grand Hall today?\I'm here for Yuan Zhen's wrongly accused crime.\Wrongly accused?\You mean that I've misjudged his case?\Yuan Zhen, tell them what happened that day.\Yes.\Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles. response:	Don't bother with the formalities.
context: to bring your eldest son to the Grand Hall today?\I'm here for Yuan Zhen's wrongly accused crime.\Wrongly accused?\You mean that I've misjudged his case?\Yuan Zhen, tell them what happened that day.\Yes.\Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.\Don't bother with the formalities. response:	Just tell the truth.
context: I'm here for Yuan Zhen's wrongly accused crime.\Wrongly accused?\You mean that I've misjudged his case?\Yuan Zhen, tell them what happened that day.\Yes.\Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.\Don't bother with the formalities.\Just tell the truth. response:	Since I'm here today, I'll uphold justice for you.
context: Wrongly accused?\You mean that I've misjudged his case?\Yuan Zhen, tell them what happened that day.\Yes.\Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.\Don't bother with the formalities.\Just tell the truth.\Since I'm here today, I'll uphold justice for you. response:	Yes.
context: You mean that I've misjudged his case?\Yuan Zhen, tell them what happened that day.\Yes.\Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.\Don't bother with the formalities.\Just tell the truth.\Since I'm here today, I'll uphold justice for you.\Yes. response:	I never molested Lady Su Jin.
context: Yuan Zhen, tell them what happened that day.\Yes.\Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.\Don't bother with the formalities.\Just tell the truth.\Since I'm here today, I'll uphold justice for you.\Yes.\I never molested Lady Su Jin. response:	That day on Heavenly Lord's birthday
context: Yes.\Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.\Don't bother with the formalities.\Just tell the truth.\Since I'm here today, I'll uphold justice for you.\Yes.\I never molested Lady Su Jin.\That day on Heavenly Lord's birthday response:	I came here with Father for the birthday celebration.
context: Yuan Zhen greets Heavenly Lord Lord Dong Hua, and my uncles.\Don't bother with the formalities.\Just tell the truth.\Since I'm here today, I'll uphold justice for you.\Yes.\I never molested Lady Su Jin.\That day on Heavenly Lord's birthday\I came here with Father for the birthday celebration. response:	Father went to meet Heavenly Lord so he had me wait outside the hall.
context: Don't bother with the formalities.\Just tell the truth.\Since I'm here today, I'll uphold justice for you.\Yes.\I never molested Lady Su Jin.\That day on Heavenly Lord's birthday\I came here with Father for the birthday celebration.\Father went to meet Heavenly Lord so he had me wait outside the hall. response:	Lady Su Jin approached me.
context: Just tell the truth.\Since I'm here today, I'll uphold justice for you.\Yes.\I never molested Lady Su Jin.\That day on Heavenly Lord's birthday\I came here with Father for the birthday celebration.\Father went to meet Heavenly Lord so he had me wait outside the hall.\Lady Su Jin approached me. response:	She said that Heavenly Lord is actually at Xiwu Palace.
context: Since I'm here today, I'll uphold justice for you.\Yes.\I never molested Lady Su Jin.\That day on Heavenly Lord's birthday\I came here with Father for the birthday celebration.\Father went to meet Heavenly Lord so he had me wait outside the hall.\Lady Su Jin approached me.\She said that Heavenly Lord is actually at Xiwu Palace. response:	She even smiled and said that she could take me there.
context: Yes.\I never molested Lady Su Jin.\That day on Heavenly Lord's birthday\I came here with Father for the birthday celebration.\Father went to meet Heavenly Lord so he had me wait outside the hall.\Lady Su Jin approached me.\She said that Heavenly Lord is actually at Xiwu Palace.\She even smiled and said that she could take me there. response:	Then Lady Su Jin knocked me out with her magical powers.
context: I never molested Lady Su Jin.\That day on Heavenly Lord's birthday\I came here with Father for the birthday celebration.\Father went to meet Heavenly Lord so he had me wait outside the hall.\Lady Su Jin approached me.\She said that Heavenly Lord is actually at Xiwu Palace.\She even smiled and said that she could take me there.\Then Lady Su Jin knocked me out with her magical powers. response:	She even fed me wine and tore off my clothes.
context: That day on Heavenly Lord's birthday\I came here with Father for the birthday celebration.\Father went to meet Heavenly Lord so he had me wait outside the hall.\Lady Su Jin approached me.\She said that Heavenly Lord is actually at Xiwu Palace.\She even smiled and said that she could take me there.\Then Lady Su Jin knocked me out with her magical powers.\She even fed me wine and tore off my clothes. response:	When I woke up
context: I came here with Father for the birthday celebration.\Father went to meet Heavenly Lord so he had me wait outside the hall.\Lady Su Jin approached me.\She said that Heavenly Lord is actually at Xiwu Palace.\She even smiled and said that she could take me there.\Then Lady Su Jin knocked me out with her magical powers.\She even fed me wine and tore off my clothes.\When I woke up response:	Lady Su Jin was already crying and accusing me of molesting her.
context: Father went to meet Heavenly Lord so he had me wait outside the hall.\Lady Su Jin approached me.\She said that Heavenly Lord is actually at Xiwu Palace.\She even smiled and said that she could take me there.\Then Lady Su Jin knocked me out with her magical powers.\She even fed me wine and tore off my clothes.\When I woke up\Lady Su Jin was already crying and accusing me of molesting her. response:	It was a huge mess then so I just sat there dazed
context: Lady Su Jin approached me.\She said that Heavenly Lord is actually at Xiwu Palace.\She even smiled and said that she could take me there.\Then Lady Su Jin knocked me out with her magical powers.\She even fed me wine and tore off my clothes.\When I woke up\Lady Su Jin was already crying and accusing me of molesting her.\It was a huge mess then so I just sat there dazed response:	until she brought out the white linen to hang herself.
context: She said that Heavenly Lord is actually at Xiwu Palace.\She even smiled and said that she could take me there.\Then Lady Su Jin knocked me out with her magical powers.\She even fed me wine and tore off my clothes.\When I woke up\Lady Su Jin was already crying and accusing me of molesting her.\It was a huge mess then so I just sat there dazed\until she brought out the white linen to hang herself. response:	That was when Heavenly Lord walked in.
context: She even smiled and said that she could take me there.\Then Lady Su Jin knocked me out with her magical powers.\She even fed me wine and tore off my clothes.\When I woke up\Lady Su Jin was already crying and accusing me of molesting her.\It was a huge mess then so I just sat there dazed\until she brought out the white linen to hang herself.\That was when Heavenly Lord walked in. response:	That was it.
context: Then Lady Su Jin knocked me out with her magical powers.\She even fed me wine and tore off my clothes.\When I woke up\Lady Su Jin was already crying and accusing me of molesting her.\It was a huge mess then so I just sat there dazed\until she brought out the white linen to hang herself.\That was when Heavenly Lord walked in.\That was it. response:	I've finished my story.
context: She even fed me wine and tore off my clothes.\When I woke up\Lady Su Jin was already crying and accusing me of molesting her.\It was a huge mess then so I just sat there dazed\until she brought out the white linen to hang herself.\That was when Heavenly Lord walked in.\That was it.\I've finished my story. response:	You told it well.
context: When I woke up\Lady Su Jin was already crying and accusing me of molesting her.\It was a huge mess then so I just sat there dazed\until she brought out the white linen to hang herself.\That was when Heavenly Lord walked in.\That was it.\I've finished my story.\You told it well. response:	It's very clear.
context: Lady Su Jin was already crying and accusing me of molesting her.\It was a huge mess then so I just sat there dazed\until she brought out the white linen to hang herself.\That was when Heavenly Lord walked in.\That was it.\I've finished my story.\You told it well.\It's very clear. response:	Su Jin, what do you have to say to that?
context: It was a huge mess then so I just sat there dazed\until she brought out the white linen to hang herself.\That was when Heavenly Lord walked in.\That was it.\I've finished my story.\You told it well.\It's very clear.\Su Jin, what do you have to say to that? response:	He's lying!
context: until she brought out the white linen to hang herself.\That was when Heavenly Lord walked in.\That was it.\I've finished my story.\You told it well.\It's very clear.\Su Jin, what do you have to say to that?\He's lying! response:	He was drunk and barged into my slumber hall to lay his hands on me.
context: That was when Heavenly Lord walked in.\That was it.\I've finished my story.\You told it well.\It's very clear.\Su Jin, what do you have to say to that?\He's lying!\He was drunk and barged into my slumber hall to lay his hands on me. response:	He lied!
