context: This is the last time. response:	Please don't meddle in my affairs any more.
context: Damn it!\Why are you still alive?\Are you trying to atone?\Sakura!\I won't accept it.\This is...\My blood...\Senpai? response:	Give it a rest.
context: Why are you still alive?\Are you trying to atone?\Sakura!\I won't accept it.\This is...\My blood...\Senpai?\Give it a rest. response:	You are the one who doesn't get it!
context: Are you trying to atone?\Sakura!\I won't accept it.\This is...\My blood...\Senpai?\Give it a rest.\You are the one who doesn't get it! response:	Breaking through the silence
context: Sakura!\I won't accept it.\This is...\My blood...\Senpai?\Give it a rest.\You are the one who doesn't get it!\Breaking through the silence response:	seijaku wo kirisaku you otozureta no wa
context: I won't accept it.\This is...\My blood...\Senpai?\Give it a rest.\You are the one who doesn't get it!\Breaking through the silence\seijaku wo kirisaku you otozureta no wa response:	We met in an inevitable encounter
context: This is...\My blood...\Senpai?\Give it a rest.\You are the one who doesn't get it!\Breaking through the silence\seijaku wo kirisaku you otozureta no wa\We met in an inevitable encounter response:	hitsuzen toshite no kaikou
context: My blood...\Senpai?\Give it a rest.\You are the one who doesn't get it!\Breaking through the silence\seijaku wo kirisaku you otozureta no wa\We met in an inevitable encounter\hitsuzen toshite no kaikou response:	For both our sakes
context: Senpai?\Give it a rest.\You are the one who doesn't get it!\Breaking through the silence\seijaku wo kirisaku you otozureta no wa\We met in an inevitable encounter\hitsuzen toshite no kaikou\For both our sakes response:	bokura no tame ni
context: Give it a rest.\You are the one who doesn't get it!\Breaking through the silence\seijaku wo kirisaku you otozureta no wa\We met in an inevitable encounter\hitsuzen toshite no kaikou\For both our sakes\bokura no tame ni response:	In your mournful eyes
context: You are the one who doesn't get it!\Breaking through the silence\seijaku wo kirisaku you otozureta no wa\We met in an inevitable encounter\hitsuzen toshite no kaikou\For both our sakes\bokura no tame ni\In your mournful eyes response:	koukai wo nageku me ni
context: Breaking through the silence\seijaku wo kirisaku you otozureta no wa\We met in an inevitable encounter\hitsuzen toshite no kaikou\For both our sakes\bokura no tame ni\In your mournful eyes\koukai wo nageku me ni response:	I see a reflection of regrets
context: seijaku wo kirisaku you otozureta no wa\We met in an inevitable encounter\hitsuzen toshite no kaikou\For both our sakes\bokura no tame ni\In your mournful eyes\koukai wo nageku me ni\I see a reflection of regrets response:	utsuru kimi wa sou
context: We met in an inevitable encounter\hitsuzen toshite no kaikou\For both our sakes\bokura no tame ni\In your mournful eyes\koukai wo nageku me ni\I see a reflection of regrets\utsuru kimi wa sou response:	Enveloped in sorrow, you've blossomed beautifully
context: hitsuzen toshite no kaikou\For both our sakes\bokura no tame ni\In your mournful eyes\koukai wo nageku me ni\I see a reflection of regrets\utsuru kimi wa sou\Enveloped in sorrow, you've blossomed beautifully response:	urei wo matotte utsukushiku saita
context: For both our sakes\bokura no tame ni\In your mournful eyes\koukai wo nageku me ni\I see a reflection of regrets\utsuru kimi wa sou\Enveloped in sorrow, you've blossomed beautifully\urei wo matotte utsukushiku saita response:	The flower that fuses into someone's life
context: bokura no tame ni\In your mournful eyes\koukai wo nageku me ni\I see a reflection of regrets\utsuru kimi wa sou\Enveloped in sorrow, you've blossomed beautifully\urei wo matotte utsukushiku saita\The flower that fuses into someone's life response:	dare ka no seimei ni tokeru hana
context: In your mournful eyes\koukai wo nageku me ni\I see a reflection of regrets\utsuru kimi wa sou\Enveloped in sorrow, you've blossomed beautifully\urei wo matotte utsukushiku saita\The flower that fuses into someone's life\dare ka no seimei ni tokeru hana response:	Hey, do you see it too?
context: koukai wo nageku me ni\I see a reflection of regrets\utsuru kimi wa sou\Enveloped in sorrow, you've blossomed beautifully\urei wo matotte utsukushiku saita\The flower that fuses into someone's life\dare ka no seimei ni tokeru hana\Hey, do you see it too? response:	nee kimi ni mo mieru darou
context: I see a reflection of regrets\utsuru kimi wa sou\Enveloped in sorrow, you've blossomed beautifully\urei wo matotte utsukushiku saita\The flower that fuses into someone's life\dare ka no seimei ni tokeru hana\Hey, do you see it too?\nee kimi ni mo mieru darou response:	I'm sure you do
context: utsuru kimi wa sou\Enveloped in sorrow, you've blossomed beautifully\urei wo matotte utsukushiku saita\The flower that fuses into someone's life\dare ka no seimei ni tokeru hana\Hey, do you see it too?\nee kimi ni mo mieru darou\I'm sure you do response:	kitto
context: Enveloped in sorrow, you've blossomed beautifully\urei wo matotte utsukushiku saita\The flower that fuses into someone's life\dare ka no seimei ni tokeru hana\Hey, do you see it too?\nee kimi ni mo mieru darou\I'm sure you do\kitto response:	Let's paint over all the mistakes we've made
context: urei wo matotte utsukushiku saita\The flower that fuses into someone's life\dare ka no seimei ni tokeru hana\Hey, do you see it too?\nee kimi ni mo mieru darou\I'm sure you do\kitto\Let's paint over all the mistakes we've made response:	kasaneta ayamachi nurikaeyou
context: The flower that fuses into someone's life\dare ka no seimei ni tokeru hana\Hey, do you see it too?\nee kimi ni mo mieru darou\I'm sure you do\kitto\Let's paint over all the mistakes we've made\kasaneta ayamachi nurikaeyou response:	A new start line will always be there if we want to start over
context: dare ka no seimei ni tokeru hana\Hey, do you see it too?\nee kimi ni mo mieru darou\I'm sure you do\kitto\Let's paint over all the mistakes we've made\kasaneta ayamachi nurikaeyou\A new start line will always be there if we want to start over response:	nando demo ii sa kurikaeshiteiku start line
context: Hey, do you see it too?\nee kimi ni mo mieru darou\I'm sure you do\kitto\Let's paint over all the mistakes we've made\kasaneta ayamachi nurikaeyou\A new start line will always be there if we want to start over\nando demo ii sa kurikaeshiteiku start line response:	Let's make our future different from the past
context: nee kimi ni mo mieru darou\I'm sure you do\kitto\Let's paint over all the mistakes we've made\kasaneta ayamachi nurikaeyou\A new start line will always be there if we want to start over\nando demo ii sa kurikaeshiteiku start line\Let's make our future different from the past response:	kako to wa chigau asu wo
context: I'm sure you do\kitto\Let's paint over all the mistakes we've made\kasaneta ayamachi nurikaeyou\A new start line will always be there if we want to start over\nando demo ii sa kurikaeshiteiku start line\Let's make our future different from the past\kako to wa chigau asu wo response:	Our small hope will paint a new start line
context: kitto\Let's paint over all the mistakes we've made\kasaneta ayamachi nurikaeyou\A new start line will always be there if we want to start over\nando demo ii sa kurikaeshiteiku start line\Let's make our future different from the past\kako to wa chigau asu wo\Our small hope will paint a new start line response:	futari dake no kibou egaku start line
context: Let's paint over all the mistakes we've made\kasaneta ayamachi nurikaeyou\A new start line will always be there if we want to start over\nando demo ii sa kurikaeshiteiku start line\Let's make our future different from the past\kako to wa chigau asu wo\Our small hope will paint a new start line\futari dake no kibou egaku start line response:	I never say goodbye
context: kasaneta ayamachi nurikaeyou\A new start line will always be there if we want to start over\nando demo ii sa kurikaeshiteiku start line\Let's make our future different from the past\kako to wa chigau asu wo\Our small hope will paint a new start line\futari dake no kibou egaku start line\I never say goodbye response:	That's how I always am
context: A new start line will always be there if we want to start over\nando demo ii sa kurikaeshiteiku start line\Let's make our future different from the past\kako to wa chigau asu wo\Our small hope will paint a new start line\futari dake no kibou egaku start line\I never say goodbye\That's how I always am response:	itsu datte sou sa
context: nando demo ii sa kurikaeshiteiku start line\Let's make our future different from the past\kako to wa chigau asu wo\Our small hope will paint a new start line\futari dake no kibou egaku start line\I never say goodbye\That's how I always am\itsu datte sou sa response:	Did you think you could defeat the Hollow Shadow without a plan?
context: Let's make our future different from the past\kako to wa chigau asu wo\Our small hope will paint a new start line\futari dake no kibou egaku start line\I never say goodbye\That's how I always am\itsu datte sou sa\Did you think you could defeat the Hollow Shadow without a plan? response:	Bitter Orange
context: kako to wa chigau asu wo\Our small hope will paint a new start line\futari dake no kibou egaku start line\I never say goodbye\That's how I always am\itsu datte sou sa\Did you think you could defeat the Hollow Shadow without a plan?\Bitter Orange response:	Bitter Orange
context: Our small hope will paint a new start line\futari dake no kibou egaku start line\I never say goodbye\That's how I always am\itsu datte sou sa\Did you think you could defeat the Hollow Shadow without a plan?\Bitter Orange\Bitter Orange response:	Bitter Orange
context: futari dake no kibou egaku start line\I never say goodbye\That's how I always am\itsu datte sou sa\Did you think you could defeat the Hollow Shadow without a plan?\Bitter Orange\Bitter Orange\Bitter Orange response:	My plans got skewed!
context: I never say goodbye\That's how I always am\itsu datte sou sa\Did you think you could defeat the Hollow Shadow without a plan?\Bitter Orange\Bitter Orange\Bitter Orange\My plans got skewed! response:	First you show up when no one asked you to, and now you're complaining?
context: That's how I always am\itsu datte sou sa\Did you think you could defeat the Hollow Shadow without a plan?\Bitter Orange\Bitter Orange\Bitter Orange\My plans got skewed!\First you show up when no one asked you to, and now you're complaining? response:	Man, you're really getting on my nerves!
context: itsu datte sou sa\Did you think you could defeat the Hollow Shadow without a plan?\Bitter Orange\Bitter Orange\Bitter Orange\My plans got skewed!\First you show up when no one asked you to, and now you're complaining?\Man, you're really getting on my nerves! response:	That's what I should be saying!
