context: If you keep adding all that extra stuff, you'll never get it right. response:	Jasminka, can't you take this more seriously?
context: Atsuko Kagari, I am appointing you to handwash all of the academy's laundry.\That goes for you too, Amanda O'Neill!\Now, step to it! On the double!\Why do we have to do the laundry?!\It can't be helped.\Without the Sorcerer's Stone, none of the sprites can move.\There's no other option than for us to do the cleaning, laundry, and cooking.\Anyway, why are Lotte and I even helping you with your punishment? response:	Geez! Why are we wasting our time doing all this?!
context: That goes for you too, Amanda O'Neill!\Now, step to it! On the double!\Why do we have to do the laundry?!\It can't be helped.\Without the Sorcerer's Stone, none of the sprites can move.\There's no other option than for us to do the cleaning, laundry, and cooking.\Anyway, why are Lotte and I even helping you with your punishment?\Geez! Why are we wasting our time doing all this?! response:	Chill out with the pedaling, you're splashing water all the way over here.
context: Now, step to it! On the double!\Why do we have to do the laundry?!\It can't be helped.\Without the Sorcerer's Stone, none of the sprites can move.\There's no other option than for us to do the cleaning, laundry, and cooking.\Anyway, why are Lotte and I even helping you with your punishment?\Geez! Why are we wasting our time doing all this?!\Chill out with the pedaling, you're splashing water all the way over here. response:	What are you saying we can even do against the dragons?
context: Why do we have to do the laundry?!\It can't be helped.\Without the Sorcerer's Stone, none of the sprites can move.\There's no other option than for us to do the cleaning, laundry, and cooking.\Anyway, why are Lotte and I even helping you with your punishment?\Geez! Why are we wasting our time doing all this?!\Chill out with the pedaling, you're splashing water all the way over here.\What are you saying we can even do against the dragons? response:	Even the hags were shaking in their bloomers.
context: It can't be helped.\Without the Sorcerer's Stone, none of the sprites can move.\There's no other option than for us to do the cleaning, laundry, and cooking.\Anyway, why are Lotte and I even helping you with your punishment?\Geez! Why are we wasting our time doing all this?!\Chill out with the pedaling, you're splashing water all the way over here.\What are you saying we can even do against the dragons?\Even the hags were shaking in their bloomers. response:	Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.
context: Without the Sorcerer's Stone, none of the sprites can move.\There's no other option than for us to do the cleaning, laundry, and cooking.\Anyway, why are Lotte and I even helping you with your punishment?\Geez! Why are we wasting our time doing all this?!\Chill out with the pedaling, you're splashing water all the way over here.\What are you saying we can even do against the dragons?\Even the hags were shaking in their bloomers.\Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment. response:	Then they'd eat them, meat and bone.
context: There's no other option than for us to do the cleaning, laundry, and cooking.\Anyway, why are Lotte and I even helping you with your punishment?\Geez! Why are we wasting our time doing all this?!\Chill out with the pedaling, you're splashing water all the way over here.\What are you saying we can even do against the dragons?\Even the hags were shaking in their bloomers.\Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.\Then they'd eat them, meat and bone. response:	Gross. But I doubt there are any witch-eating dragons around these days.
context: Anyway, why are Lotte and I even helping you with your punishment?\Geez! Why are we wasting our time doing all this?!\Chill out with the pedaling, you're splashing water all the way over here.\What are you saying we can even do against the dragons?\Even the hags were shaking in their bloomers.\Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.\Then they'd eat them, meat and bone.\Gross. But I doubt there are any witch-eating dragons around these days. response:	Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?
context: Geez! Why are we wasting our time doing all this?!\Chill out with the pedaling, you're splashing water all the way over here.\What are you saying we can even do against the dragons?\Even the hags were shaking in their bloomers.\Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.\Then they'd eat them, meat and bone.\Gross. But I doubt there are any witch-eating dragons around these days.\Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic? response:	Maybe, but who knows.
context: Chill out with the pedaling, you're splashing water all the way over here.\What are you saying we can even do against the dragons?\Even the hags were shaking in their bloomers.\Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.\Then they'd eat them, meat and bone.\Gross. But I doubt there are any witch-eating dragons around these days.\Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?\Maybe, but who knows. response:	The first dragon from around here that comes to mind is the one from the Rastaban Ruins.
context: What are you saying we can even do against the dragons?\Even the hags were shaking in their bloomers.\Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.\Then they'd eat them, meat and bone.\Gross. But I doubt there are any witch-eating dragons around these days.\Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?\Maybe, but who knows.\The first dragon from around here that comes to mind is the one from the Rastaban Ruins. response:	Lotte, you know it?
context: Even the hags were shaking in their bloomers.\Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.\Then they'd eat them, meat and bone.\Gross. But I doubt there are any witch-eating dragons around these days.\Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?\Maybe, but who knows.\The first dragon from around here that comes to mind is the one from the Rastaban Ruins.\Lotte, you know it? response:	Back in the day, it was known as one of the more brutal dragons.
context: Well, legend says that dragons used to slice witches open and slurp out their blood for magic replenishment.\Then they'd eat them, meat and bone.\Gross. But I doubt there are any witch-eating dragons around these days.\Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?\Maybe, but who knows.\The first dragon from around here that comes to mind is the one from the Rastaban Ruins.\Lotte, you know it?\Back in the day, it was known as one of the more brutal dragons. response:	But hardly anyone has seen it in the last hundred years or so.
context: Then they'd eat them, meat and bone.\Gross. But I doubt there are any witch-eating dragons around these days.\Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?\Maybe, but who knows.\The first dragon from around here that comes to mind is the one from the Rastaban Ruins.\Lotte, you know it?\Back in the day, it was known as one of the more brutal dragons.\But hardly anyone has seen it in the last hundred years or so. response:	Curse you for rising from your hundred-year break!
context: Gross. But I doubt there are any witch-eating dragons around these days.\Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?\Maybe, but who knows.\The first dragon from around here that comes to mind is the one from the Rastaban Ruins.\Lotte, you know it?\Back in the day, it was known as one of the more brutal dragons.\But hardly anyone has seen it in the last hundred years or so.\Curse you for rising from your hundred-year break! response:	I won't forgive you for stealing our precious Sorcerer's Stone at the exact time we're here in school!
context: Could that mean that instead of witches, they stole the Sorcerer's Stone to replenish their magic?\Maybe, but who knows.\The first dragon from around here that comes to mind is the one from the Rastaban Ruins.\Lotte, you know it?\Back in the day, it was known as one of the more brutal dragons.\But hardly anyone has seen it in the last hundred years or so.\Curse you for rising from your hundred-year break!\I won't forgive you for stealing our precious Sorcerer's Stone at the exact time we're here in school! response:	You've left us no choice but to take back the Stone ourselves!
