context: Takeo sometimes puts other people's feelings before his own, response:	because he just wants the other person to be happy...
context: How you felt about what was going on with me...\I felt that I couldn't lose you.\Thank you for liking me,\Rinko.\Huh?\So this is how she would've looked if I'd used her first name all this time.\I love her!\Someday, I'll be able to say that like it isn't such a big deal. response:	Okay.
context: I felt that I couldn't lose you.\Thank you for liking me,\Rinko.\Huh?\So this is how she would've looked if I'd used her first name all this time.\I love her!\Someday, I'll be able to say that like it isn't such a big deal.\Okay. response:	Be patient, okay?
context: Thank you for liking me,\Rinko.\Huh?\So this is how she would've looked if I'd used her first name all this time.\I love her!\Someday, I'll be able to say that like it isn't such a big deal.\Okay.\Be patient, okay? response:	Okay.
context: Rinko.\Huh?\So this is how she would've looked if I'd used her first name all this time.\I love her!\Someday, I'll be able to say that like it isn't such a big deal.\Okay.\Be patient, okay?\Okay. response:	Class 2-1
context: Huh?\So this is how she would've looked if I'd used her first name all this time.\I love her!\Someday, I'll be able to say that like it isn't such a big deal.\Okay.\Be patient, okay?\Okay.\Class 2-1 response:	Hey, there's Sunakawa-kun.
context: So this is how she would've looked if I'd used her first name all this time.\I love her!\Someday, I'll be able to say that like it isn't such a big deal.\Okay.\Be patient, okay?\Okay.\Class 2-1\Hey, there's Sunakawa-kun. response:	That makes school festivals and trips even better!
context: I love her!\Someday, I'll be able to say that like it isn't such a big deal.\Okay.\Be patient, okay?\Okay.\Class 2-1\Hey, there's Sunakawa-kun.\That makes school festivals and trips even better! response:	Yay!
context: Someday, I'll be able to say that like it isn't such a big deal.\Okay.\Be patient, okay?\Okay.\Class 2-1\Hey, there's Sunakawa-kun.\That makes school festivals and trips even better!\Yay! response:	Hey, there's Takeo!
context: Okay.\Be patient, okay?\Okay.\Class 2-1\Hey, there's Sunakawa-kun.\That makes school festivals and trips even better!\Yay!\Hey, there's Takeo! response:	That makes sports festivals and trips even better!
context: Be patient, okay?\Okay.\Class 2-1\Hey, there's Sunakawa-kun.\That makes school festivals and trips even better!\Yay!\Hey, there's Takeo!\That makes sports festivals and trips even better! response:	Yay!
context: Okay.\Class 2-1\Hey, there's Sunakawa-kun.\That makes school festivals and trips even better!\Yay!\Hey, there's Takeo!\That makes sports festivals and trips even better!\Yay! response:	Guess we're in the same class for another year.
context: Class 2-1\Hey, there's Sunakawa-kun.\That makes school festivals and trips even better!\Yay!\Hey, there's Takeo!\That makes sports festivals and trips even better!\Yay!\Guess we're in the same class for another year. response:	Yeah.
context: Hey, there's Sunakawa-kun.\That makes school festivals and trips even better!\Yay!\Hey, there's Takeo!\That makes sports festivals and trips even better!\Yay!\Guess we're in the same class for another year.\Yeah. response:	I wish I could've been in the same class as Master...
context: That makes school festivals and trips even better!\Yay!\Hey, there's Takeo!\That makes sports festivals and trips even better!\Yay!\Guess we're in the same class for another year.\Yeah.\I wish I could've been in the same class as Master... response:	I'm in the class next to Sunakawa-kun.
context: Yay!\Hey, there's Takeo!\That makes sports festivals and trips even better!\Yay!\Guess we're in the same class for another year.\Yeah.\I wish I could've been in the same class as Master...\I'm in the class next to Sunakawa-kun. response:	I couldn't have asked for more.
context: Hey, there's Takeo!\That makes sports festivals and trips even better!\Yay!\Guess we're in the same class for another year.\Yeah.\I wish I could've been in the same class as Master...\I'm in the class next to Sunakawa-kun.\I couldn't have asked for more. response:	Please...
context: That makes sports festivals and trips even better!\Yay!\Guess we're in the same class for another year.\Yeah.\I wish I could've been in the same class as Master...\I'm in the class next to Sunakawa-kun.\I couldn't have asked for more.\Please... response:	Thanks.
context: Yay!\Guess we're in the same class for another year.\Yeah.\I wish I could've been in the same class as Master...\I'm in the class next to Sunakawa-kun.\I couldn't have asked for more.\Please...\Thanks. response:	How many springs has it been?
context: Guess we're in the same class for another year.\Yeah.\I wish I could've been in the same class as Master...\I'm in the class next to Sunakawa-kun.\I couldn't have asked for more.\Please...\Thanks.\How many springs has it been? response:	Fourteen.
context: Yeah.\I wish I could've been in the same class as Master...\I'm in the class next to Sunakawa-kun.\I couldn't have asked for more.\Please...\Thanks.\How many springs has it been?\Fourteen. response:	Nee-san...
context: I wish I could've been in the same class as Master...\I'm in the class next to Sunakawa-kun.\I couldn't have asked for more.\Please...\Thanks.\How many springs has it been?\Fourteen.\Nee-san... response:	Quit stalking me.
context: I'm in the class next to Sunakawa-kun.\I couldn't have asked for more.\Please...\Thanks.\How many springs has it been?\Fourteen.\Nee-san...\Quit stalking me. response:	Nee-san! Nee-san! Nee-san!
context: I couldn't have asked for more.\Please...\Thanks.\How many springs has it been?\Fourteen.\Nee-san...\Quit stalking me.\Nee-san! Nee-san! Nee-san! response:	Oh, this cake is called Rinko.
context: Please...\Thanks.\How many springs has it been?\Fourteen.\Nee-san...\Quit stalking me.\Nee-san! Nee-san! Nee-san!\Oh, this cake is called Rinko. response:	C'est Nouveau Patissier Competition Gold Medal Prize
context: Thanks.\How many springs has it been?\Fourteen.\Nee-san...\Quit stalking me.\Nee-san! Nee-san! Nee-san!\Oh, this cake is called Rinko.\C'est Nouveau Patissier Competition Gold Medal Prize response:	Wow!
context: How many springs has it been?\Fourteen.\Nee-san...\Quit stalking me.\Nee-san! Nee-san! Nee-san!\Oh, this cake is called Rinko.\C'est Nouveau Patissier Competition Gold Medal Prize\Wow! response:	It has the same name as you, Rin-chan.
context: Fourteen.\Nee-san...\Quit stalking me.\Nee-san! Nee-san! Nee-san!\Oh, this cake is called Rinko.\C'est Nouveau Patissier Competition Gold Medal Prize\Wow!\It has the same name as you, Rin-chan. response:	It's a great cake.
context: Nee-san...\Quit stalking me.\Nee-san! Nee-san! Nee-san!\Oh, this cake is called Rinko.\C'est Nouveau Patissier Competition Gold Medal Prize\Wow!\It has the same name as you, Rin-chan.\It's a great cake. response:	I made it so people who eat it
context: Quit stalking me.\Nee-san! Nee-san! Nee-san!\Oh, this cake is called Rinko.\C'est Nouveau Patissier Competition Gold Medal Prize\Wow!\It has the same name as you, Rin-chan.\It's a great cake.\I made it so people who eat it response:	You'll become happy, too
context: Nee-san! Nee-san! Nee-san!\Oh, this cake is called Rinko.\C'est Nouveau Patissier Competition Gold Medal Prize\Wow!\It has the same name as you, Rin-chan.\It's a great cake.\I made it so people who eat it\You'll become happy, too response:	would have a happy smile.
context: Oh, this cake is called Rinko.\C'est Nouveau Patissier Competition Gold Medal Prize\Wow!\It has the same name as you, Rin-chan.\It's a great cake.\I made it so people who eat it\You'll become happy, too\would have a happy smile. response:	Suna, I managed not to mess up this time.
context: C'est Nouveau Patissier Competition Gold Medal Prize\Wow!\It has the same name as you, Rin-chan.\It's a great cake.\I made it so people who eat it\You'll become happy, too\would have a happy smile.\Suna, I managed not to mess up this time. response:	But if I lose sight of things again
context: Wow!\It has the same name as you, Rin-chan.\It's a great cake.\I made it so people who eat it\You'll become happy, too\would have a happy smile.\Suna, I managed not to mess up this time.\But if I lose sight of things again response:	and start going in the wrong direction...
context: It has the same name as you, Rin-chan.\It's a great cake.\I made it so people who eat it\You'll become happy, too\would have a happy smile.\Suna, I managed not to mess up this time.\But if I lose sight of things again\and start going in the wrong direction... response:	Punch me, okay?
context: It's a great cake.\I made it so people who eat it\You'll become happy, too\would have a happy smile.\Suna, I managed not to mess up this time.\But if I lose sight of things again\and start going in the wrong direction...\Punch me, okay? response:	I think I'd break something.
context: I made it so people who eat it\You'll become happy, too\would have a happy smile.\Suna, I managed not to mess up this time.\But if I lose sight of things again\and start going in the wrong direction...\Punch me, okay?\I think I'd break something. response:	I'd break me.
context: You'll become happy, too\would have a happy smile.\Suna, I managed not to mess up this time.\But if I lose sight of things again\and start going in the wrong direction...\Punch me, okay?\I think I'd break something.\I'd break me. response:	Here.
context: would have a happy smile.\Suna, I managed not to mess up this time.\But if I lose sight of things again\and start going in the wrong direction...\Punch me, okay?\I think I'd break something.\I'd break me.\Here. response:	Th-Th-Th-Tha...
context: Suna, I managed not to mess up this time.\But if I lose sight of things again\and start going in the wrong direction...\Punch me, okay?\I think I'd break something.\I'd break me.\Here.\Th-Th-Th-Tha... response:	There was a giant guy!
context: But if I lose sight of things again\and start going in the wrong direction...\Punch me, okay?\I think I'd break something.\I'd break me.\Here.\Th-Th-Th-Tha...\There was a giant guy! response:	Liar.
context: and start going in the wrong direction...\Punch me, okay?\I think I'd break something.\I'd break me.\Here.\Th-Th-Th-Tha...\There was a giant guy!\Liar. response:	Seriously, he was like three meters.
context: Punch me, okay?\I think I'd break something.\I'd break me.\Here.\Th-Th-Th-Tha...\There was a giant guy!\Liar.\Seriously, he was like three meters. response:	He looked like the ogre from the picture book I read yesterday!
context: I think I'd break something.\I'd break me.\Here.\Th-Th-Th-Tha...\There was a giant guy!\Liar.\Seriously, he was like three meters.\He looked like the ogre from the picture book I read yesterday! response:	Takeo-kun!
context: I'd break me.\Here.\Th-Th-Th-Tha...\There was a giant guy!\Liar.\Seriously, he was like three meters.\He looked like the ogre from the picture book I read yesterday!\Takeo-kun! response:	I'll stay on the right path,
context: Here.\Th-Th-Th-Tha...\There was a giant guy!\Liar.\Seriously, he was like three meters.\He looked like the ogre from the picture book I read yesterday!\Takeo-kun!\I'll stay on the right path, response:	so Yamato can understand all the things that can't be seen.
context: Th-Th-Th-Tha...\There was a giant guy!\Liar.\Seriously, he was like three meters.\He looked like the ogre from the picture book I read yesterday!\Takeo-kun!\I'll stay on the right path,\so Yamato can understand all the things that can't be seen. response:	Thank You for Watching
context: There was a giant guy!\Liar.\Seriously, he was like three meters.\He looked like the ogre from the picture book I read yesterday!\Takeo-kun!\I'll stay on the right path,\so Yamato can understand all the things that can't be seen.\Thank You for Watching response:	Thank you for watching!
context: Liar.\Seriously, he was like three meters.\He looked like the ogre from the picture book I read yesterday!\Takeo-kun!\I'll stay on the right path,\so Yamato can understand all the things that can't be seen.\Thank You for Watching\Thank you for watching! response:	I love you!
