context: I do. response:	Nagato led us to the back of her apartment building.
context: Don't tell me that you mean Yuki or Mikuru or Koizumi.\They wouldn't count as closer than I could imagine.\Umm, actually... That was what I was going to say.\Are you stupid? There's no way it would be that easy.\Well, if you think about it, that's true.\Okay, so who's what?\Listen and rejoice. Yuki Nagato is an alien.\The Information something-or-other Entity? response:	She's an agent for something like that.
context: They wouldn't count as closer than I could imagine.\Umm, actually... That was what I was going to say.\Are you stupid? There's no way it would be that easy.\Well, if you think about it, that's true.\Okay, so who's what?\Listen and rejoice. Yuki Nagato is an alien.\The Information something-or-other Entity?\She's an agent for something like that. response:	Oh yeah! Humanoid interface! That's what it was!
context: Umm, actually... That was what I was going to say.\Are you stupid? There's no way it would be that easy.\Well, if you think about it, that's true.\Okay, so who's what?\Listen and rejoice. Yuki Nagato is an alien.\The Information something-or-other Entity?\She's an agent for something like that.\Oh yeah! Humanoid interface! That's what it was! response:	What about Mikuru?
context: Are you stupid? There's no way it would be that easy.\Well, if you think about it, that's true.\Okay, so who's what?\Listen and rejoice. Yuki Nagato is an alien.\The Information something-or-other Entity?\She's an agent for something like that.\Oh yeah! Humanoid interface! That's what it was!\What about Mikuru? response:	Miss Asahina is pretty simple to explain. She's a future person.
context: Well, if you think about it, that's true.\Okay, so who's what?\Listen and rejoice. Yuki Nagato is an alien.\The Information something-or-other Entity?\She's an agent for something like that.\Oh yeah! Humanoid interface! That's what it was!\What about Mikuru?\Miss Asahina is pretty simple to explain. She's a future person. response:	She came from the future, so she's a future person.
context: Okay, so who's what?\Listen and rejoice. Yuki Nagato is an alien.\The Information something-or-other Entity?\She's an agent for something like that.\Oh yeah! Humanoid interface! That's what it was!\What about Mikuru?\Miss Asahina is pretty simple to explain. She's a future person.\She came from the future, so she's a future person. response:	How far in the future did she come from?
context: Listen and rejoice. Yuki Nagato is an alien.\The Information something-or-other Entity?\She's an agent for something like that.\Oh yeah! Humanoid interface! That's what it was!\What about Mikuru?\Miss Asahina is pretty simple to explain. She's a future person.\She came from the future, so she's a future person.\How far in the future did she come from? response:	I don't know. She wouldn't tell me.
context: The Information something-or-other Entity?\She's an agent for something like that.\Oh yeah! Humanoid interface! That's what it was!\What about Mikuru?\Miss Asahina is pretty simple to explain. She's a future person.\She came from the future, so she's a future person.\How far in the future did she come from?\I don't know. She wouldn't tell me. response:	Aha, I get it.
context: She's an agent for something like that.\Oh yeah! Humanoid interface! That's what it was!\What about Mikuru?\Miss Asahina is pretty simple to explain. She's a future person.\She came from the future, so she's a future person.\How far in the future did she come from?\I don't know. She wouldn't tell me.\Aha, I get it. response:	So you understand now?
context: Oh yeah! Humanoid interface! That's what it was!\What about Mikuru?\Miss Asahina is pretty simple to explain. She's a future person.\She came from the future, so she's a future person.\How far in the future did she come from?\I don't know. She wouldn't tell me.\Aha, I get it.\So you understand now? response:	Which means that Koizumi is an esper? That's what you're going to say, right?
context: What about Mikuru?\Miss Asahina is pretty simple to explain. She's a future person.\She came from the future, so she's a future person.\How far in the future did she come from?\I don't know. She wouldn't tell me.\Aha, I get it.\So you understand now?\Which means that Koizumi is an esper? That's what you're going to say, right? response:	Yes! That's exactly what I was going to say!
context: Miss Asahina is pretty simple to explain. She's a future person.\She came from the future, so she's a future person.\How far in the future did she come from?\I don't know. She wouldn't tell me.\Aha, I get it.\So you understand now?\Which means that Koizumi is an esper? That's what you're going to say, right?\Yes! That's exactly what I was going to say! response:	Don't screw around with me!
context: She came from the future, so she's a future person.\How far in the future did she come from?\I don't know. She wouldn't tell me.\Aha, I get it.\So you understand now?\Which means that Koizumi is an esper? That's what you're going to say, right?\Yes! That's exactly what I was going to say!\Don't screw around with me! response:	Why is this crazy woman so realistic about the weirdest things?
context: How far in the future did she come from?\I don't know. She wouldn't tell me.\Aha, I get it.\So you understand now?\Which means that Koizumi is an esper? That's what you're going to say, right?\Yes! That's exactly what I was going to say!\Don't screw around with me!\Why is this crazy woman so realistic about the weirdest things? response:	If she would just believe me, everything would be so much easier.
context: I don't know. She wouldn't tell me.\Aha, I get it.\So you understand now?\Which means that Koizumi is an esper? That's what you're going to say, right?\Yes! That's exactly what I was going to say!\Don't screw around with me!\Why is this crazy woman so realistic about the weirdest things?\If she would just believe me, everything would be so much easier. response:	T-Thank you very much!
context: Aha, I get it.\So you understand now?\Which means that Koizumi is an esper? That's what you're going to say, right?\Yes! That's exactly what I was going to say!\Don't screw around with me!\Why is this crazy woman so realistic about the weirdest things?\If she would just believe me, everything would be so much easier.\T-Thank you very much! response:	Then again, if Haruhi just knew about all of the phenomena around her,
context: So you understand now?\Which means that Koizumi is an esper? That's what you're going to say, right?\Yes! That's exactly what I was going to say!\Don't screw around with me!\Why is this crazy woman so realistic about the weirdest things?\If she would just believe me, everything would be so much easier.\T-Thank you very much!\Then again, if Haruhi just knew about all of the phenomena around her, response:	I don't know what would happen to the world.
context: Which means that Koizumi is an esper? That's what you're going to say, right?\Yes! That's exactly what I was going to say!\Don't screw around with me!\Why is this crazy woman so realistic about the weirdest things?\If she would just believe me, everything would be so much easier.\T-Thank you very much!\Then again, if Haruhi just knew about all of the phenomena around her,\I don't know what would happen to the world. response:	Oh brother.
