context: Young Master, why don't you take a break now? response:	I'll be fine.
context: A-Are you gonna be okay?\Come on, give it to me. I'll support you.\Hey! Don't come near me, you moron!\What am I gonna do? It's falling apart even more!\I don't know how it's supposed to be tied, but I can hold onto it for you, okay?\No! Stay away! I don't have any underwear on!\Why don't you have any underwear on?!\What? Well, aren't you supposed to wear yukatas without underwear? response:	That's a popular misconception!
context: Come on, give it to me. I'll support you.\Hey! Don't come near me, you moron!\What am I gonna do? It's falling apart even more!\I don't know how it's supposed to be tied, but I can hold onto it for you, okay?\No! Stay away! I don't have any underwear on!\Why don't you have any underwear on?!\What? Well, aren't you supposed to wear yukatas without underwear?\That's a popular misconception! response:	Hey! You just pictured something dirty, didn't you?
context: Hey! Don't come near me, you moron!\What am I gonna do? It's falling apart even more!\I don't know how it's supposed to be tied, but I can hold onto it for you, okay?\No! Stay away! I don't have any underwear on!\Why don't you have any underwear on?!\What? Well, aren't you supposed to wear yukatas without underwear?\That's a popular misconception!\Hey! You just pictured something dirty, didn't you? response:	You better cut it out, you pervert!
context: What am I gonna do? It's falling apart even more!\I don't know how it's supposed to be tied, but I can hold onto it for you, okay?\No! Stay away! I don't have any underwear on!\Why don't you have any underwear on?!\What? Well, aren't you supposed to wear yukatas without underwear?\That's a popular misconception!\Hey! You just pictured something dirty, didn't you?\You better cut it out, you pervert! response:	Like hell I did!
context: I don't know how it's supposed to be tied, but I can hold onto it for you, okay?\No! Stay away! I don't have any underwear on!\Why don't you have any underwear on?!\What? Well, aren't you supposed to wear yukatas without underwear?\That's a popular misconception!\Hey! You just pictured something dirty, didn't you?\You better cut it out, you pervert!\Like hell I did! response:	I can't hold on anymore!
context: No! Stay away! I don't have any underwear on!\Why don't you have any underwear on?!\What? Well, aren't you supposed to wear yukatas without underwear?\That's a popular misconception!\Hey! You just pictured something dirty, didn't you?\You better cut it out, you pervert!\Like hell I did!\I can't hold on anymore! response:	Oh, come on. Just calm down, will you?
context: Why don't you have any underwear on?!\What? Well, aren't you supposed to wear yukatas without underwear?\That's a popular misconception!\Hey! You just pictured something dirty, didn't you?\You better cut it out, you pervert!\Like hell I did!\I can't hold on anymore!\Oh, come on. Just calm down, will you? response:	Hey! Don't you dare touch me!
context: What? Well, aren't you supposed to wear yukatas without underwear?\That's a popular misconception!\Hey! You just pictured something dirty, didn't you?\You better cut it out, you pervert!\Like hell I did!\I can't hold on anymore!\Oh, come on. Just calm down, will you?\Hey! Don't you dare touch me! response:	I can't help it! Stop whining, will you?
context: That's a popular misconception!\Hey! You just pictured something dirty, didn't you?\You better cut it out, you pervert!\Like hell I did!\I can't hold on anymore!\Oh, come on. Just calm down, will you?\Hey! Don't you dare touch me!\I can't help it! Stop whining, will you? response:	Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!
context: Hey! You just pictured something dirty, didn't you?\You better cut it out, you pervert!\Like hell I did!\I can't hold on anymore!\Oh, come on. Just calm down, will you?\Hey! Don't you dare touch me!\I can't help it! Stop whining, will you?\Seriously! If you hadn't given me this thing all of a sudden, this never would've happened! response:	What's that got to do with it?
context: You better cut it out, you pervert!\Like hell I did!\I can't hold on anymore!\Oh, come on. Just calm down, will you?\Hey! Don't you dare touch me!\I can't help it! Stop whining, will you?\Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!\What's that got to do with it? response:	If you suddenly ambush me with a charm like this, it's too hard to accept.
context: Like hell I did!\I can't hold on anymore!\Oh, come on. Just calm down, will you?\Hey! Don't you dare touch me!\I can't help it! Stop whining, will you?\Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!\What's that got to do with it?\If you suddenly ambush me with a charm like this, it's too hard to accept. response:	Like... I need a little more time to think it over.
context: I can't hold on anymore!\Oh, come on. Just calm down, will you?\Hey! Don't you dare touch me!\I can't help it! Stop whining, will you?\Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!\What's that got to do with it?\If you suddenly ambush me with a charm like this, it's too hard to accept.\Like... I need a little more time to think it over. response:	Think what over? What are you talking about, anyway?
context: Oh, come on. Just calm down, will you?\Hey! Don't you dare touch me!\I can't help it! Stop whining, will you?\Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!\What's that got to do with it?\If you suddenly ambush me with a charm like this, it's too hard to accept.\Like... I need a little more time to think it over.\Think what over? What are you talking about, anyway? response:	Relationship Charm
context: Hey! Don't you dare touch me!\I can't help it! Stop whining, will you?\Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!\What's that got to do with it?\If you suddenly ambush me with a charm like this, it's too hard to accept.\Like... I need a little more time to think it over.\Think what over? What are you talking about, anyway?\Relationship Charm response:	Effects
context: I can't help it! Stop whining, will you?\Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!\What's that got to do with it?\If you suddenly ambush me with a charm like this, it's too hard to accept.\Like... I need a little more time to think it over.\Think what over? What are you talking about, anyway?\Relationship Charm\Effects response:	1. You shall be blessed with a good relationship.
context: Seriously! If you hadn't given me this thing all of a sudden, this never would've happened!\What's that got to do with it?\If you suddenly ambush me with a charm like this, it's too hard to accept.\Like... I need a little more time to think it over.\Think what over? What are you talking about, anyway?\Relationship Charm\Effects\1. You shall be blessed with a good relationship. response:	2. Your unrequited feelings shall bear fruit.
context: What's that got to do with it?\If you suddenly ambush me with a charm like this, it's too hard to accept.\Like... I need a little more time to think it over.\Think what over? What are you talking about, anyway?\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit. response:	3. A man may propose marriage by offering his
context: If you suddenly ambush me with a charm like this, it's too hard to accept.\Like... I need a little more time to think it over.\Think what over? What are you talking about, anyway?\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his response:	relationship charm to a woman.
context: Like... I need a little more time to think it over.\Think what over? What are you talking about, anyway?\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman. response:	Relationship Charm
context: Think what over? What are you talking about, anyway?\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship Charm response:	Effects
context: Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship Charm\Effects response:	1. You shall be blessed with a good relationship.
context: Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship Charm\Effects\1. You shall be blessed with a good relationship. response:	2. Your unrequited feelings shall bear fruit.
context: 1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit. response:	3. A man may propose marriage by offering his
context: 2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his response:	relationship charm to a woman.
context: 3. A man may propose marriage by offering his\relationship charm to a woman.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman. response:	3. A man may propose marriage by offering his
context: relationship charm to a woman.\Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\3. A man may propose marriage by offering his response:	relationship charm to a woman.
context: Relationship Charm\Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\3. A man may propose marriage by offering his\relationship charm to a woman. response:	It's not what you think!
context: Effects\1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\3. A man may propose marriage by offering his\relationship charm to a woman.\It's not what you think! response:	My sash!
context: 1. You shall be blessed with a good relationship.\2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\3. A man may propose marriage by offering his\relationship charm to a woman.\It's not what you think!\My sash! response:	I just had no clue about any of that, all right?
context: 2. Your unrequited feelings shall bear fruit.\3. A man may propose marriage by offering his\relationship charm to a woman.\3. A man may propose marriage by offering his\relationship charm to a woman.\It's not what you think!\My sash!\I just had no clue about any of that, all right? response:	I don't want to hear it! Look away!
context: 3. A man may propose marriage by offering his\relationship charm to a woman.\3. A man may propose marriage by offering his\relationship charm to a woman.\It's not what you think!\My sash!\I just had no clue about any of that, all right?\I don't want to hear it! Look away! response:	I wish I could've stayed with him a little longer.
context: relationship charm to a woman.\3. A man may propose marriage by offering his\relationship charm to a woman.\It's not what you think!\My sash!\I just had no clue about any of that, all right?\I don't want to hear it! Look away!\I wish I could've stayed with him a little longer. response:	Who knew... that my Raku-sama was such a sensualist!
context: 3. A man may propose marriage by offering his\relationship charm to a woman.\It's not what you think!\My sash!\I just had no clue about any of that, all right?\I don't want to hear it! Look away!\I wish I could've stayed with him a little longer.\Who knew... that my Raku-sama was such a sensualist! response:	Yum.
