context: Why are you still alive? response:	Are you trying to atone?
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Mirai
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Mirai
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Mirai
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Mirai
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Mirai
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Mirai
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Mirai
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai response:	Let's go home.
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Let's go home. response:	That was the bell's memory.
context: Mirai\Mirai\Mirai\Mirai\Mirai\Mirai\Let's go home.\That was the bell's memory. response:	Lost...
context: Mirai\Mirai\Mirai\Mirai\Mirai\Let's go home.\That was the bell's memory.\Lost... response:	Mirai!
context: Mirai\Mirai\Mirai\Mirai\Let's go home.\That was the bell's memory.\Lost...\Mirai! response:	Confused...
context: Mirai\Mirai\Mirai\Let's go home.\That was the bell's memory.\Lost...\Mirai!\Confused... response:	Losing sight of myself, I grew desperate and struggled.
context: Mirai\Mirai\Let's go home.\That was the bell's memory.\Lost...\Mirai!\Confused...\Losing sight of myself, I grew desperate and struggled. response:	Every time I heard the sound of the bell, I struggled.
context: Mirai\Let's go home.\That was the bell's memory.\Lost...\Mirai!\Confused...\Losing sight of myself, I grew desperate and struggled.\Every time I heard the sound of the bell, I struggled. response:	I wondered, Where is the one who matters the most to me?
context: Let's go home.\That was the bell's memory.\Lost...\Mirai!\Confused...\Losing sight of myself, I grew desperate and struggled.\Every time I heard the sound of the bell, I struggled.\I wondered, Where is the one who matters the most to me? response:	In hindsight, I knew the answer the whole time.
context: That was the bell's memory.\Lost...\Mirai!\Confused...\Losing sight of myself, I grew desperate and struggled.\Every time I heard the sound of the bell, I struggled.\I wondered, Where is the one who matters the most to me?\In hindsight, I knew the answer the whole time. response:	I finally came to that realization after she showed me the way home.
context: Lost...\Mirai!\Confused...\Losing sight of myself, I grew desperate and struggled.\Every time I heard the sound of the bell, I struggled.\I wondered, Where is the one who matters the most to me?\In hindsight, I knew the answer the whole time.\I finally came to that realization after she showed me the way home. response:	I was able to decide that this is where I would live.
context: Mirai!\Confused...\Losing sight of myself, I grew desperate and struggled.\Every time I heard the sound of the bell, I struggled.\I wondered, Where is the one who matters the most to me?\In hindsight, I knew the answer the whole time.\I finally came to that realization after she showed me the way home.\I was able to decide that this is where I would live. response:	This is one of my precious bell's memories.
context: Confused...\Losing sight of myself, I grew desperate and struggled.\Every time I heard the sound of the bell, I struggled.\I wondered, Where is the one who matters the most to me?\In hindsight, I knew the answer the whole time.\I finally came to that realization after she showed me the way home.\I was able to decide that this is where I would live.\This is one of my precious bell's memories. response:	Deceiving children really isn't my thing,
context: Losing sight of myself, I grew desperate and struggled.\Every time I heard the sound of the bell, I struggled.\I wondered, Where is the one who matters the most to me?\In hindsight, I knew the answer the whole time.\I finally came to that realization after she showed me the way home.\I was able to decide that this is where I would live.\This is one of my precious bell's memories.\Deceiving children really isn't my thing, response:	but at least it looks like it's devoured enough demons.
context: Every time I heard the sound of the bell, I struggled.\I wondered, Where is the one who matters the most to me?\In hindsight, I knew the answer the whole time.\I finally came to that realization after she showed me the way home.\I was able to decide that this is where I would live.\This is one of my precious bell's memories.\Deceiving children really isn't my thing,\but at least it looks like it's devoured enough demons. response:	Well then, I guess it's about time I recovered the Hollow Shadow.
context: I wondered, Where is the one who matters the most to me?\In hindsight, I knew the answer the whole time.\I finally came to that realization after she showed me the way home.\I was able to decide that this is where I would live.\This is one of my precious bell's memories.\Deceiving children really isn't my thing,\but at least it looks like it's devoured enough demons.\Well then, I guess it's about time I recovered the Hollow Shadow. response:	Yakiimo, you really ought to lose some weight.
context: In hindsight, I knew the answer the whole time.\I finally came to that realization after she showed me the way home.\I was able to decide that this is where I would live.\This is one of my precious bell's memories.\Deceiving children really isn't my thing,\but at least it looks like it's devoured enough demons.\Well then, I guess it's about time I recovered the Hollow Shadow.\Yakiimo, you really ought to lose some weight. response:	Hide.
context: I finally came to that realization after she showed me the way home.\I was able to decide that this is where I would live.\This is one of my precious bell's memories.\Deceiving children really isn't my thing,\but at least it looks like it's devoured enough demons.\Well then, I guess it's about time I recovered the Hollow Shadow.\Yakiimo, you really ought to lose some weight.\Hide. response:	Izumi, how unusual.
context: I was able to decide that this is where I would live.\This is one of my precious bell's memories.\Deceiving children really isn't my thing,\but at least it looks like it's devoured enough demons.\Well then, I guess it's about time I recovered the Hollow Shadow.\Yakiimo, you really ought to lose some weight.\Hide.\Izumi, how unusual. response:	You're never up this late.
context: This is one of my precious bell's memories.\Deceiving children really isn't my thing,\but at least it looks like it's devoured enough demons.\Well then, I guess it's about time I recovered the Hollow Shadow.\Yakiimo, you really ought to lose some weight.\Hide.\Izumi, how unusual.\You're never up this late. response:	What is that?
context: Deceiving children really isn't my thing,\but at least it looks like it's devoured enough demons.\Well then, I guess it's about time I recovered the Hollow Shadow.\Yakiimo, you really ought to lose some weight.\Hide.\Izumi, how unusual.\You're never up this late.\What is that? response:	The Calm is coming.
context: but at least it looks like it's devoured enough demons.\Well then, I guess it's about time I recovered the Hollow Shadow.\Yakiimo, you really ought to lose some weight.\Hide.\Izumi, how unusual.\You're never up this late.\What is that?\The Calm is coming. response:	The Calm?
context: Well then, I guess it's about time I recovered the Hollow Shadow.\Yakiimo, you really ought to lose some weight.\Hide.\Izumi, how unusual.\You're never up this late.\What is that?\The Calm is coming.\The Calm? response:	A stagnant time when everything comes to a halt.
context: Yakiimo, you really ought to lose some weight.\Hide.\Izumi, how unusual.\You're never up this late.\What is that?\The Calm is coming.\The Calm?\A stagnant time when everything comes to a halt. response:	And then...
context: Hide.\Izumi, how unusual.\You're never up this late.\What is that?\The Calm is coming.\The Calm?\A stagnant time when everything comes to a halt.\And then... response:	Beyond the Boundary.
context: Izumi, how unusual.\You're never up this late.\What is that?\The Calm is coming.\The Calm?\A stagnant time when everything comes to a halt.\And then...\Beyond the Boundary. response:	seijaku wo kirisaku you otozureta no wa
context: You're never up this late.\What is that?\The Calm is coming.\The Calm?\A stagnant time when everything comes to a halt.\And then...\Beyond the Boundary.\seijaku wo kirisaku you otozureta no wa response:	Breaking through the silence
context: What is that?\The Calm is coming.\The Calm?\A stagnant time when everything comes to a halt.\And then...\Beyond the Boundary.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence response:	hitsuzen toshite no kaikou
context: The Calm is coming.\The Calm?\A stagnant time when everything comes to a halt.\And then...\Beyond the Boundary.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou response:	We met in an inevitable encounter
context: The Calm?\A stagnant time when everything comes to a halt.\And then...\Beyond the Boundary.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter response:	bokura no tame ni
context: A stagnant time when everything comes to a halt.\And then...\Beyond the Boundary.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni response:	For both our sakes
context: And then...\Beyond the Boundary.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes response:	koukai wo nageku me ni
context: Beyond the Boundary.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni response:	In your mournful eyes
context: seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes response:	utsuru kimi wa sou
context: Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou response:	I see a reflection of regrets
context: hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets response:	urei wo matotte utsukushiku saita
context: We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita response:	Enveloped in sorrow, you've blossomed beautifully
context: bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully response:	dare ka no seimei ni tokeru hana
context: For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana response:	The flower that fuses into someone's life
context: koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life response:	nee kimi ni mo mieru darou
context: In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou response:	Hey, do you see it too?
context: utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too? response:	kitto
context: I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto response:	I'm sure you do
context: urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do response:	kasaneta ayamachi nurikaeyou
context: Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou response:	Let's paint over all the mistakes we've made
context: dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made response:	nando demo ii sa kurikaeshiteiku start line
context: The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line response:	A new start line will always be there if we want to start over
context: nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over response:	kako to wa chigau asu wo
context: Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo response:	Let's make our future different from the past
context: kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past response:	futari dake no kibou egaku start line
context: I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line response:	Our small hope will paint a new start line
context: kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line response:	I never say goodbye
context: Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye response:	itsu datte sou sa
context: nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa response:	That's how I always am
context: A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am response:	Yup! At long last, the Calm is coming!
context: kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Yup! At long last, the Calm is coming! response:	Don't take this lightly. Something about it makes me uneasy.
context: Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Yup! At long last, the Calm is coming!\Don't take this lightly. Something about it makes me uneasy. response:	Calming Gold
context: futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Yup! At long last, the Calm is coming!\Don't take this lightly. Something about it makes me uneasy.\Calming Gold response:	Calming Gold
context: Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Yup! At long last, the Calm is coming!\Don't take this lightly. Something about it makes me uneasy.\Calming Gold\Calming Gold response:	Calming Gold
context: I never say goodbye\itsu datte sou sa\That's how I always am\Yup! At long last, the Calm is coming!\Don't take this lightly. Something about it makes me uneasy.\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: itsu datte sou sa\That's how I always am\Yup! At long last, the Calm is coming!\Don't take this lightly. Something about it makes me uneasy.\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: That's how I always am\Yup! At long last, the Calm is coming!\Don't take this lightly. Something about it makes me uneasy.\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Yup! At long last, the Calm is coming!\Don't take this lightly. Something about it makes me uneasy.\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Don't take this lightly. Something about it makes me uneasy.\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
context: Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold\Calming Gold response:	Calming Gold
