context: Translation: MoeJoTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: Huh?\Tomoe and I... are classmates?\I wasn't expecting this turn of events.\Where's the crow?\It seems he's busy with work this week.\Normally, the classroom is quieter without Kurama, but now these girls...\Wow, he's so hot!\Hey, your name's Tomoe, right? response:	Didn't you bring lunch for Momozono once?
context: Tomoe and I... are classmates?\I wasn't expecting this turn of events.\Where's the crow?\It seems he's busy with work this week.\Normally, the classroom is quieter without Kurama, but now these girls...\Wow, he's so hot!\Hey, your name's Tomoe, right?\Didn't you bring lunch for Momozono once? response:	That really threw me for a loop!
context: I wasn't expecting this turn of events.\Where's the crow?\It seems he's busy with work this week.\Normally, the classroom is quieter without Kurama, but now these girls...\Wow, he's so hot!\Hey, your name's Tomoe, right?\Didn't you bring lunch for Momozono once?\That really threw me for a loop! response:	It's been a while. Do you remember us?
context: Where's the crow?\It seems he's busy with work this week.\Normally, the classroom is quieter without Kurama, but now these girls...\Wow, he's so hot!\Hey, your name's Tomoe, right?\Didn't you bring lunch for Momozono once?\That really threw me for a loop!\It's been a while. Do you remember us? response:	We were in the classroom back then!
context: It seems he's busy with work this week.\Normally, the classroom is quieter without Kurama, but now these girls...\Wow, he's so hot!\Hey, your name's Tomoe, right?\Didn't you bring lunch for Momozono once?\That really threw me for a loop!\It's been a while. Do you remember us?\We were in the classroom back then! response:	Of course he doesn't remember you.
context: Normally, the classroom is quieter without Kurama, but now these girls...\Wow, he's so hot!\Hey, your name's Tomoe, right?\Didn't you bring lunch for Momozono once?\That really threw me for a loop!\It's been a while. Do you remember us?\We were in the classroom back then!\Of course he doesn't remember you. response:	I do remember.
context: Wow, he's so hot!\Hey, your name's Tomoe, right?\Didn't you bring lunch for Momozono once?\That really threw me for a loop!\It's been a while. Do you remember us?\We were in the classroom back then!\Of course he doesn't remember you.\I do remember. response:	Huh?
context: Hey, your name's Tomoe, right?\Didn't you bring lunch for Momozono once?\That really threw me for a loop!\It's been a while. Do you remember us?\We were in the classroom back then!\Of course he doesn't remember you.\I do remember.\Huh? response:	Umibe Natsuko, Tobita Megumi, and Hitami Chie.
context: Didn't you bring lunch for Momozono once?\That really threw me for a loop!\It's been a while. Do you remember us?\We were in the classroom back then!\Of course he doesn't remember you.\I do remember.\Huh?\Umibe Natsuko, Tobita Megumi, and Hitami Chie. response:	I know the names and faces of each and every one of you.
context: That really threw me for a loop!\It's been a while. Do you remember us?\We were in the classroom back then!\Of course he doesn't remember you.\I do remember.\Huh?\Umibe Natsuko, Tobita Megumi, and Hitami Chie.\I know the names and faces of each and every one of you. response:	You help out Nanami, after all. It's only natural.
context: It's been a while. Do you remember us?\We were in the classroom back then!\Of course he doesn't remember you.\I do remember.\Huh?\Umibe Natsuko, Tobita Megumi, and Hitami Chie.\I know the names and faces of each and every one of you.\You help out Nanami, after all. It's only natural. response:	H-How do you and Nanami know each other again?
context: We were in the classroom back then!\Of course he doesn't remember you.\I do remember.\Huh?\Umibe Natsuko, Tobita Megumi, and Hitami Chie.\I know the names and faces of each and every one of you.\You help out Nanami, after all. It's only natural.\H-How do you and Nanami know each other again? response:	Nanami is my master.
context: Of course he doesn't remember you.\I do remember.\Huh?\Umibe Natsuko, Tobita Megumi, and Hitami Chie.\I know the names and faces of each and every one of you.\You help out Nanami, after all. It's only natural.\H-How do you and Nanami know each other again?\Nanami is my master. response:	This isn't fair! If he doesn't stop saying that...
context: I do remember.\Huh?\Umibe Natsuko, Tobita Megumi, and Hitami Chie.\I know the names and faces of each and every one of you.\You help out Nanami, after all. It's only natural.\H-How do you and Nanami know each other again?\Nanami is my master.\This isn't fair! If he doesn't stop saying that... response:	What's wrong?
context: Huh?\Umibe Natsuko, Tobita Megumi, and Hitami Chie.\I know the names and faces of each and every one of you.\You help out Nanami, after all. It's only natural.\H-How do you and Nanami know each other again?\Nanami is my master.\This isn't fair! If he doesn't stop saying that...\What's wrong? response:	Restroom?
context: Umibe Natsuko, Tobita Megumi, and Hitami Chie.\I know the names and faces of each and every one of you.\You help out Nanami, after all. It's only natural.\H-How do you and Nanami know each other again?\Nanami is my master.\This isn't fair! If he doesn't stop saying that...\What's wrong?\Restroom? response:	No!
context: I know the names and faces of each and every one of you.\You help out Nanami, after all. It's only natural.\H-How do you and Nanami know each other again?\Nanami is my master.\This isn't fair! If he doesn't stop saying that...\What's wrong?\Restroom?\No! response:	Good grief...
context: You help out Nanami, after all. It's only natural.\H-How do you and Nanami know each other again?\Nanami is my master.\This isn't fair! If he doesn't stop saying that...\What's wrong?\Restroom?\No!\Good grief... response:	Stop using words like master and servant. You might cause a misunderstanding!
context: H-How do you and Nanami know each other again?\Nanami is my master.\This isn't fair! If he doesn't stop saying that...\What's wrong?\Restroom?\No!\Good grief...\Stop using words like master and servant. You might cause a misunderstanding! response:	Servant?
context: Nanami is my master.\This isn't fair! If he doesn't stop saying that...\What's wrong?\Restroom?\No!\Good grief...\Stop using words like master and servant. You might cause a misunderstanding!\Servant? response:	They're going to call me names again!
context: This isn't fair! If he doesn't stop saying that...\What's wrong?\Restroom?\No!\Good grief...\Stop using words like master and servant. You might cause a misunderstanding!\Servant?\They're going to call me names again! response:	Listen, this is our story.
context: What's wrong?\Restroom?\No!\Good grief...\Stop using words like master and servant. You might cause a misunderstanding!\Servant?\They're going to call me names again!\Listen, this is our story. response:	You're the son of the family that's taken me in, okay?
context: Restroom?\No!\Good grief...\Stop using words like master and servant. You might cause a misunderstanding!\Servant?\They're going to call me names again!\Listen, this is our story.\You're the son of the family that's taken me in, okay? response:	Momozono-san!
context: No!\Good grief...\Stop using words like master and servant. You might cause a misunderstanding!\Servant?\They're going to call me names again!\Listen, this is our story.\You're the son of the family that's taken me in, okay?\Momozono-san! response:	And...
context: Good grief...\Stop using words like master and servant. You might cause a misunderstanding!\Servant?\They're going to call me names again!\Listen, this is our story.\You're the son of the family that's taken me in, okay?\Momozono-san!\And... response:	Huh?
context: Stop using words like master and servant. You might cause a misunderstanding!\Servant?\They're going to call me names again!\Listen, this is our story.\You're the son of the family that's taken me in, okay?\Momozono-san!\And...\Huh? response:	The teacher told me to give the logs to you.
context: Servant?\They're going to call me names again!\Listen, this is our story.\You're the son of the family that's taken me in, okay?\Momozono-san!\And...\Huh?\The teacher told me to give the logs to you. response:	Here.
context: They're going to call me names again!\Listen, this is our story.\You're the son of the family that's taken me in, okay?\Momozono-san!\And...\Huh?\The teacher told me to give the logs to you.\Here. response:	Thanks!
context: Listen, this is our story.\You're the son of the family that's taken me in, okay?\Momozono-san!\And...\Huh?\The teacher told me to give the logs to you.\Here.\Thanks! response:	Good luck on your shift!
context: You're the son of the family that's taken me in, okay?\Momozono-san!\And...\Huh?\The teacher told me to give the logs to you.\Here.\Thanks!\Good luck on your shift! response:	See ya.
context: Momozono-san!\And...\Huh?\The teacher told me to give the logs to you.\Here.\Thanks!\Good luck on your shift!\See ya. response:	D-Did she hear us?
context: And...\Huh?\The teacher told me to give the logs to you.\Here.\Thanks!\Good luck on your shift!\See ya.\D-Did she hear us? response:	Are you friends with her?
context: Huh?\The teacher told me to give the logs to you.\Here.\Thanks!\Good luck on your shift!\See ya.\D-Did she hear us?\Are you friends with her? response:	That's only the second time I've talked to her.
context: The teacher told me to give the logs to you.\Here.\Thanks!\Good luck on your shift!\See ya.\D-Did she hear us?\Are you friends with her?\That's only the second time I've talked to her. response:	Momozono-san's a pretty interesting person.
context: Here.\Thanks!\Good luck on your shift!\See ya.\D-Did she hear us?\Are you friends with her?\That's only the second time I've talked to her.\Momozono-san's a pretty interesting person. response:	She surprised me last time,
context: Thanks!\Good luck on your shift!\See ya.\D-Did she hear us?\Are you friends with her?\That's only the second time I've talked to her.\Momozono-san's a pretty interesting person.\She surprised me last time, response:	but I hope we can be friends.
context: Good luck on your shift!\See ya.\D-Did she hear us?\Are you friends with her?\That's only the second time I've talked to her.\Momozono-san's a pretty interesting person.\She surprised me last time,\but I hope we can be friends. response:	Hmm.
context: See ya.\D-Did she hear us?\Are you friends with her?\That's only the second time I've talked to her.\Momozono-san's a pretty interesting person.\She surprised me last time,\but I hope we can be friends.\Hmm. response:	This is strange.
context: D-Did she hear us?\Are you friends with her?\That's only the second time I've talked to her.\Momozono-san's a pretty interesting person.\She surprised me last time,\but I hope we can be friends.\Hmm.\This is strange. response:	I don't think I've ever been this close to Tomoe before.
context: Are you friends with her?\That's only the second time I've talked to her.\Momozono-san's a pretty interesting person.\She surprised me last time,\but I hope we can be friends.\Hmm.\This is strange.\I don't think I've ever been this close to Tomoe before. response:	It feels like we're closer now than when we were at the shrine.
context: That's only the second time I've talked to her.\Momozono-san's a pretty interesting person.\She surprised me last time,\but I hope we can be friends.\Hmm.\This is strange.\I don't think I've ever been this close to Tomoe before.\It feels like we're closer now than when we were at the shrine. response:	All right, my job's done.
context: Momozono-san's a pretty interesting person.\She surprised me last time,\but I hope we can be friends.\Hmm.\This is strange.\I don't think I've ever been this close to Tomoe before.\It feels like we're closer now than when we were at the shrine.\All right, my job's done. response:	Sorry I took so long, Tomoe.
context: She surprised me last time,\but I hope we can be friends.\Hmm.\This is strange.\I don't think I've ever been this close to Tomoe before.\It feels like we're closer now than when we were at the shrine.\All right, my job's done.\Sorry I took so long, Tomoe. response:	Let's take this to the office and head home.
