context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: I'm sorry!\Huh? Takumi?\I've brought your meal.\Please sit, master.\Misaki...chan?\I'm Misa.\You're... Misaki-chan, right?\So Misaki-chan is Misa-chan?! response:	So this is where you're working part time?!
context: Huh? Takumi?\I've brought your meal.\Please sit, master.\Misaki...chan?\I'm Misa.\You're... Misaki-chan, right?\So Misaki-chan is Misa-chan?!\So this is where you're working part time?! response:	Please keep it down, master!
context: I've brought your meal.\Please sit, master.\Misaki...chan?\I'm Misa.\You're... Misaki-chan, right?\So Misaki-chan is Misa-chan?!\So this is where you're working part time?!\Please keep it down, master! response:	You should tell me earlier! Why did you lie to me?!
context: Please sit, master.\Misaki...chan?\I'm Misa.\You're... Misaki-chan, right?\So Misaki-chan is Misa-chan?!\So this is where you're working part time?!\Please keep it down, master!\You should tell me earlier! Why did you lie to me?! response:	Excuse me.
context: Misaki...chan?\I'm Misa.\You're... Misaki-chan, right?\So Misaki-chan is Misa-chan?!\So this is where you're working part time?!\Please keep it down, master!\You should tell me earlier! Why did you lie to me?!\Excuse me. response:	Would you please refrain from touching our maids?
context: I'm Misa.\You're... Misaki-chan, right?\So Misaki-chan is Misa-chan?!\So this is where you're working part time?!\Please keep it down, master!\You should tell me earlier! Why did you lie to me?!\Excuse me.\Would you please refrain from touching our maids? response:	Taku-
context: You're... Misaki-chan, right?\So Misaki-chan is Misa-chan?!\So this is where you're working part time?!\Please keep it down, master!\You should tell me earlier! Why did you lie to me?!\Excuse me.\Would you please refrain from touching our maids?\Taku- response:	This is a token of apology. Is it nice?
context: So Misaki-chan is Misa-chan?!\So this is where you're working part time?!\Please keep it down, master!\You should tell me earlier! Why did you lie to me?!\Excuse me.\Would you please refrain from touching our maids?\Taku-\This is a token of apology. Is it nice? response:	You're still far from being a good maid, creating a ruckus here.
context: So this is where you're working part time?!\Please keep it down, master!\You should tell me earlier! Why did you lie to me?!\Excuse me.\Would you please refrain from touching our maids?\Taku-\This is a token of apology. Is it nice?\You're still far from being a good maid, creating a ruckus here. response:	I-I'm terribly sorry for it.
context: Please keep it down, master!\You should tell me earlier! Why did you lie to me?!\Excuse me.\Would you please refrain from touching our maids?\Taku-\This is a token of apology. Is it nice?\You're still far from being a good maid, creating a ruckus here.\I-I'm terribly sorry for it. response:	Come with me. Seems like I need to punish you.
context: You should tell me earlier! Why did you lie to me?!\Excuse me.\Would you please refrain from touching our maids?\Taku-\This is a token of apology. Is it nice?\You're still far from being a good maid, creating a ruckus here.\I-I'm terribly sorry for it.\Come with me. Seems like I need to punish you. response:	I didn't know they had such an event!
context: Excuse me.\Would you please refrain from touching our maids?\Taku-\This is a token of apology. Is it nice?\You're still far from being a good maid, creating a ruckus here.\I-I'm terribly sorry for it.\Come with me. Seems like I need to punish you.\I didn't know they had such an event! response:	Maid cafes sure are fun!
context: Would you please refrain from touching our maids?\Taku-\This is a token of apology. Is it nice?\You're still far from being a good maid, creating a ruckus here.\I-I'm terribly sorry for it.\Come with me. Seems like I need to punish you.\I didn't know they had such an event!\Maid cafes sure are fun! response:	Weren't you going to disguise yourself just now?
context: Taku-\This is a token of apology. Is it nice?\You're still far from being a good maid, creating a ruckus here.\I-I'm terribly sorry for it.\Come with me. Seems like I need to punish you.\I didn't know they had such an event!\Maid cafes sure are fun!\Weren't you going to disguise yourself just now? response:	I was supposed to, but...
context: This is a token of apology. Is it nice?\You're still far from being a good maid, creating a ruckus here.\I-I'm terribly sorry for it.\Come with me. Seems like I need to punish you.\I didn't know they had such an event!\Maid cafes sure are fun!\Weren't you going to disguise yourself just now?\I was supposed to, but... response:	I just can't lie to him.
context: You're still far from being a good maid, creating a ruckus here.\I-I'm terribly sorry for it.\Come with me. Seems like I need to punish you.\I didn't know they had such an event!\Maid cafes sure are fun!\Weren't you going to disguise yourself just now?\I was supposed to, but...\I just can't lie to him. response:	That's just like you, Prez.
context: I-I'm terribly sorry for it.\Come with me. Seems like I need to punish you.\I didn't know they had such an event!\Maid cafes sure are fun!\Weren't you going to disguise yourself just now?\I was supposed to, but...\I just can't lie to him.\That's just like you, Prez. response:	Thanks, for playing along with me.
context: Come with me. Seems like I need to punish you.\I didn't know they had such an event!\Maid cafes sure are fun!\Weren't you going to disguise yourself just now?\I was supposed to, but...\I just can't lie to him.\That's just like you, Prez.\Thanks, for playing along with me. response:	Geez, Ayuzawa...
context: I didn't know they had such an event!\Maid cafes sure are fun!\Weren't you going to disguise yourself just now?\I was supposed to, but...\I just can't lie to him.\That's just like you, Prez.\Thanks, for playing along with me.\Geez, Ayuzawa... response:	You're really horrible.
context: Maid cafes sure are fun!\Weren't you going to disguise yourself just now?\I was supposed to, but...\I just can't lie to him.\That's just like you, Prez.\Thanks, for playing along with me.\Geez, Ayuzawa...\You're really horrible. response:	Usui...
context: Weren't you going to disguise yourself just now?\I was supposed to, but...\I just can't lie to him.\That's just like you, Prez.\Thanks, for playing along with me.\Geez, Ayuzawa...\You're really horrible.\Usui... response:	Misaki-chan!
context: I was supposed to, but...\I just can't lie to him.\That's just like you, Prez.\Thanks, for playing along with me.\Geez, Ayuzawa...\You're really horrible.\Usui...\Misaki-chan! response:	S-Shintani! Why are you here-?
context: I just can't lie to him.\That's just like you, Prez.\Thanks, for playing along with me.\Geez, Ayuzawa...\You're really horrible.\Usui...\Misaki-chan!\S-Shintani! Why are you here-? response:	Takumi told me to come here just now.
context: That's just like you, Prez.\Thanks, for playing along with me.\Geez, Ayuzawa...\You're really horrible.\Usui...\Misaki-chan!\S-Shintani! Why are you here-?\Takumi told me to come here just now. response:	Are the both of you working here?
context: Thanks, for playing along with me.\Geez, Ayuzawa...\You're really horrible.\Usui...\Misaki-chan!\S-Shintani! Why are you here-?\Takumi told me to come here just now.\Are the both of you working here? response:	No, uh, Usui works here from time to time...
context: Geez, Ayuzawa...\You're really horrible.\Usui...\Misaki-chan!\S-Shintani! Why are you here-?\Takumi told me to come here just now.\Are the both of you working here?\No, uh, Usui works here from time to time... response:	It looks good on you! You look really cute in that!
context: You're really horrible.\Usui...\Misaki-chan!\S-Shintani! Why are you here-?\Takumi told me to come here just now.\Are the both of you working here?\No, uh, Usui works here from time to time...\It looks good on you! You look really cute in that! response:	I'm serious!
context: Usui...\Misaki-chan!\S-Shintani! Why are you here-?\Takumi told me to come here just now.\Are the both of you working here?\No, uh, Usui works here from time to time...\It looks good on you! You look really cute in that!\I'm serious! response:	I told you just now.
context: Misaki-chan!\S-Shintani! Why are you here-?\Takumi told me to come here just now.\Are the both of you working here?\No, uh, Usui works here from time to time...\It looks good on you! You look really cute in that!\I'm serious!\I told you just now. response:	If you lay your hands on her again...
context: S-Shintani! Why are you here-?\Takumi told me to come here just now.\Are the both of you working here?\No, uh, Usui works here from time to time...\It looks good on you! You look really cute in that!\I'm serious!\I told you just now.\If you lay your hands on her again... response:	I'll tear your throat out.
context: Takumi told me to come here just now.\Are the both of you working here?\No, uh, Usui works here from time to time...\It looks good on you! You look really cute in that!\I'm serious!\I told you just now.\If you lay your hands on her again...\I'll tear your throat out. response:	Be prepared for it.
context: Are the both of you working here?\No, uh, Usui works here from time to time...\It looks good on you! You look really cute in that!\I'm serious!\I told you just now.\If you lay your hands on her again...\I'll tear your throat out.\Be prepared for it. response:	What's wrong with both of them?!
context: No, uh, Usui works here from time to time...\It looks good on you! You look really cute in that!\I'm serious!\I told you just now.\If you lay your hands on her again...\I'll tear your throat out.\Be prepared for it.\What's wrong with both of them?! response:	She's smart, but just so slow at all this!
context: It looks good on you! You look really cute in that!\I'm serious!\I told you just now.\If you lay your hands on her again...\I'll tear your throat out.\Be prepared for it.\What's wrong with both of them?!\She's smart, but just so slow at all this! response:	I feel like kicking her ass for that!
context: I'm serious!\I told you just now.\If you lay your hands on her again...\I'll tear your throat out.\Be prepared for it.\What's wrong with both of them?!\She's smart, but just so slow at all this!\I feel like kicking her ass for that! response:	What happened?
context: I told you just now.\If you lay your hands on her again...\I'll tear your throat out.\Be prepared for it.\What's wrong with both of them?!\She's smart, but just so slow at all this!\I feel like kicking her ass for that!\What happened? response:	I'm sure Honoka's being considerate of Misa in her own way.
context: If you lay your hands on her again...\I'll tear your throat out.\Be prepared for it.\What's wrong with both of them?!\She's smart, but just so slow at all this!\I feel like kicking her ass for that!\What happened?\I'm sure Honoka's being considerate of Misa in her own way. response:	It's sudden, but how about adding something unique to our way of talking?
context: I'll tear your throat out.\Be prepared for it.\What's wrong with both of them?!\She's smart, but just so slow at all this!\I feel like kicking her ass for that!\What happened?\I'm sure Honoka's being considerate of Misa in her own way.\It's sudden, but how about adding something unique to our way of talking? response:	We can add a suffix at the end-ho!
context: Be prepared for it.\What's wrong with both of them?!\She's smart, but just so slow at all this!\I feel like kicking her ass for that!\What happened?\I'm sure Honoka's being considerate of Misa in her own way.\It's sudden, but how about adding something unique to our way of talking?\We can add a suffix at the end-ho! response:	I'll put a -ho to my lines-ho!
context: What's wrong with both of them?!\She's smart, but just so slow at all this!\I feel like kicking her ass for that!\What happened?\I'm sure Honoka's being considerate of Misa in her own way.\It's sudden, but how about adding something unique to our way of talking?\We can add a suffix at the end-ho!\I'll put a -ho to my lines-ho! response:	Shall I put -eri to mine then-eri?
context: She's smart, but just so slow at all this!\I feel like kicking her ass for that!\What happened?\I'm sure Honoka's being considerate of Misa in her own way.\It's sudden, but how about adding something unique to our way of talking?\We can add a suffix at the end-ho!\I'll put a -ho to my lines-ho!\Shall I put -eri to mine then-eri? response:	That suffix ends really well with questions!
context: I feel like kicking her ass for that!\What happened?\I'm sure Honoka's being considerate of Misa in her own way.\It's sudden, but how about adding something unique to our way of talking?\We can add a suffix at the end-ho!\I'll put a -ho to my lines-ho!\Shall I put -eri to mine then-eri?\That suffix ends really well with questions! response:	I'll just try it out then-gon!
context: What happened?\I'm sure Honoka's being considerate of Misa in her own way.\It's sudden, but how about adding something unique to our way of talking?\We can add a suffix at the end-ho!\I'll put a -ho to my lines-ho!\Shall I put -eri to mine then-eri?\That suffix ends really well with questions!\I'll just try it out then-gon! response:	You'll get used to it after a while-yu!
context: I'm sure Honoka's being considerate of Misa in her own way.\It's sudden, but how about adding something unique to our way of talking?\We can add a suffix at the end-ho!\I'll put a -ho to my lines-ho!\Shall I put -eri to mine then-eri?\That suffix ends really well with questions!\I'll just try it out then-gon!\You'll get used to it after a while-yu! response:	It's rather tough-sei!
context: It's sudden, but how about adding something unique to our way of talking?\We can add a suffix at the end-ho!\I'll put a -ho to my lines-ho!\Shall I put -eri to mine then-eri?\That suffix ends really well with questions!\I'll just try it out then-gon!\You'll get used to it after a while-yu!\It's rather tough-sei! response:	This sounds fun-chi!
context: We can add a suffix at the end-ho!\I'll put a -ho to my lines-ho!\Shall I put -eri to mine then-eri?\That suffix ends really well with questions!\I'll just try it out then-gon!\You'll get used to it after a while-yu!\It's rather tough-sei!\This sounds fun-chi! response:	Everyone's surprisingly good at this!
context: I'll put a -ho to my lines-ho!\Shall I put -eri to mine then-eri?\That suffix ends really well with questions!\I'll just try it out then-gon!\You'll get used to it after a while-yu!\It's rather tough-sei!\This sounds fun-chi!\Everyone's surprisingly good at this! response:	And so, let's have Misa and Usui do the preview-satsu!
context: Shall I put -eri to mine then-eri?\That suffix ends really well with questions!\I'll just try it out then-gon!\You'll get used to it after a while-yu!\It's rather tough-sei!\This sounds fun-chi!\Everyone's surprisingly good at this!\And so, let's have Misa and Usui do the preview-satsu! response:	That's so impromptu-mi! I'll leave it to you, Usui-mi!
context: That suffix ends really well with questions!\I'll just try it out then-gon!\You'll get used to it after a while-yu!\It's rather tough-sei!\This sounds fun-chi!\Everyone's surprisingly good at this!\And so, let's have Misa and Usui do the preview-satsu!\That's so impromptu-mi! I'll leave it to you, Usui-mi! response:	It's about Misa-chan's Mom who dropped her fruits,
context: I'll just try it out then-gon!\You'll get used to it after a while-yu!\It's rather tough-sei!\This sounds fun-chi!\Everyone's surprisingly good at this!\And so, let's have Misa and Usui do the preview-satsu!\That's so impromptu-mi! I'll leave it to you, Usui-mi!\It's about Misa-chan's Mom who dropped her fruits, response:	and Mr. Third Rate's encounter with the magical maids-usu!
