context: /** TS by scol **/ last update: 10/10/02 11:25PM PST response:	Let's become manga artists!!
context: So if that dream comes true, please marry me!\What the hell did you just say?!\Yeah, what the hell was that?\I was remembering what my uncle said...\Oh no, this is so embarrassing!\Mashiro-kun...\Yes!\I'm sorry! response:	I'm not sure what to say but just now, that...
context: What the hell did you just say?!\Yeah, what the hell was that?\I was remembering what my uncle said...\Oh no, this is so embarrassing!\Mashiro-kun...\Yes!\I'm sorry!\I'm not sure what to say but just now, that... response:	I understand.
context: Yeah, what the hell was that?\I was remembering what my uncle said...\Oh no, this is so embarrassing!\Mashiro-kun...\Yes!\I'm sorry!\I'm not sure what to say but just now, that...\I understand. response:	I promise.
context: I was remembering what my uncle said...\Oh no, this is so embarrassing!\Mashiro-kun...\Yes!\I'm sorry!\I'm not sure what to say but just now, that...\I understand.\I promise. response:	Huh? Promise what?
context: Oh no, this is so embarrassing!\Mashiro-kun...\Yes!\I'm sorry!\I'm not sure what to say but just now, that...\I understand.\I promise.\Huh? Promise what? response:	You can't mean the marriage...
context: Mashiro-kun...\Yes!\I'm sorry!\I'm not sure what to say but just now, that...\I understand.\I promise.\Huh? Promise what?\You can't mean the marriage... response:	Yes.
context: Yes!\I'm sorry!\I'm not sure what to say but just now, that...\I understand.\I promise.\Huh? Promise what?\You can't mean the marriage...\Yes. response:	But only if the dream comes true.
context: I'm sorry!\I'm not sure what to say but just now, that...\I understand.\I promise.\Huh? Promise what?\You can't mean the marriage...\Yes.\But only if the dream comes true. response:	Until then I won't see you again.
context: I'm not sure what to say but just now, that...\I understand.\I promise.\Huh? Promise what?\You can't mean the marriage...\Yes.\But only if the dream comes true.\Until then I won't see you again. response:	Ah, um... The manga becomes an anime, and you do the voice work,
context: I understand.\I promise.\Huh? Promise what?\You can't mean the marriage...\Yes.\But only if the dream comes true.\Until then I won't see you again.\Ah, um... The manga becomes an anime, and you do the voice work, response:	then we suddenly get married without so much as seeing each other once?
context: I promise.\Huh? Promise what?\You can't mean the marriage...\Yes.\But only if the dream comes true.\Until then I won't see you again.\Ah, um... The manga becomes an anime, and you do the voice work,\then we suddenly get married without so much as seeing each other once? response:	Yep. Until the dream comes true we have to work with no distractions.
context: Huh? Promise what?\You can't mean the marriage...\Yes.\But only if the dream comes true.\Until then I won't see you again.\Ah, um... The manga becomes an anime, and you do the voice work,\then we suddenly get married without so much as seeing each other once?\Yep. Until the dream comes true we have to work with no distractions. response:	Until then we'll just encourage one another through mail or something.
context: You can't mean the marriage...\Yes.\But only if the dream comes true.\Until then I won't see you again.\Ah, um... The manga becomes an anime, and you do the voice work,\then we suddenly get married without so much as seeing each other once?\Yep. Until the dream comes true we have to work with no distractions.\Until then we'll just encourage one another through mail or something. response:	Is that bad?
context: Yes.\But only if the dream comes true.\Until then I won't see you again.\Ah, um... The manga becomes an anime, and you do the voice work,\then we suddenly get married without so much as seeing each other once?\Yep. Until the dream comes true we have to work with no distractions.\Until then we'll just encourage one another through mail or something.\Is that bad? response:	No! That's fine! Please!
context: But only if the dream comes true.\Until then I won't see you again.\Ah, um... The manga becomes an anime, and you do the voice work,\then we suddenly get married without so much as seeing each other once?\Yep. Until the dream comes true we have to work with no distractions.\Until then we'll just encourage one another through mail or something.\Is that bad?\No! That's fine! Please! response:	Ah, mom is coming! Bye.
context: Until then I won't see you again.\Ah, um... The manga becomes an anime, and you do the voice work,\then we suddenly get married without so much as seeing each other once?\Yep. Until the dream comes true we have to work with no distractions.\Until then we'll just encourage one another through mail or something.\Is that bad?\No! That's fine! Please!\Ah, mom is coming! Bye. response:	So this is what it's like.
context: Ah, um... The manga becomes an anime, and you do the voice work,\then we suddenly get married without so much as seeing each other once?\Yep. Until the dream comes true we have to work with no distractions.\Until then we'll just encourage one another through mail or something.\Is that bad?\No! That's fine! Please!\Ah, mom is coming! Bye.\So this is what it's like. response:	I understand, I understand, uncle!
context: then we suddenly get married without so much as seeing each other once?\Yep. Until the dream comes true we have to work with no distractions.\Until then we'll just encourage one another through mail or something.\Is that bad?\No! That's fine! Please!\Ah, mom is coming! Bye.\So this is what it's like.\I understand, I understand, uncle! response:	So this is what it was like for the two of you.
context: Yep. Until the dream comes true we have to work with no distractions.\Until then we'll just encourage one another through mail or something.\Is that bad?\No! That's fine! Please!\Ah, mom is coming! Bye.\So this is what it's like.\I understand, I understand, uncle!\So this is what it was like for the two of you. response:	But I promised to get married if my dream comes true.
context: Until then we'll just encourage one another through mail or something.\Is that bad?\No! That's fine! Please!\Ah, mom is coming! Bye.\So this is what it's like.\I understand, I understand, uncle!\So this is what it was like for the two of you.\But I promised to get married if my dream comes true. response:	Aren't the terms of the bet better for me?
context: Is that bad?\No! That's fine! Please!\Ah, mom is coming! Bye.\So this is what it's like.\I understand, I understand, uncle!\So this is what it was like for the two of you.\But I promised to get married if my dream comes true.\Aren't the terms of the bet better for me? response:	I will become a mangaka.
context: No! That's fine! Please!\Ah, mom is coming! Bye.\So this is what it's like.\I understand, I understand, uncle!\So this is what it was like for the two of you.\But I promised to get married if my dream comes true.\Aren't the terms of the bet better for me?\I will become a mangaka. response:	Woah! This is even better than I planned!
context: Ah, mom is coming! Bye.\So this is what it's like.\I understand, I understand, uncle!\So this is what it was like for the two of you.\But I promised to get married if my dream comes true.\Aren't the terms of the bet better for me?\I will become a mangaka.\Woah! This is even better than I planned! response:	Let's become Japan's top mangakas!
context: So this is what it's like.\I understand, I understand, uncle!\So this is what it was like for the two of you.\But I promised to get married if my dream comes true.\Aren't the terms of the bet better for me?\I will become a mangaka.\Woah! This is even better than I planned!\Let's become Japan's top mangakas! response:	No, aiming for the top is meaningless.
context: I understand, I understand, uncle!\So this is what it was like for the two of you.\But I promised to get married if my dream comes true.\Aren't the terms of the bet better for me?\I will become a mangaka.\Woah! This is even better than I planned!\Let's become Japan's top mangakas!\No, aiming for the top is meaningless. response:	In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!
context: So this is what it was like for the two of you.\But I promised to get married if my dream comes true.\Aren't the terms of the bet better for me?\I will become a mangaka.\Woah! This is even better than I planned!\Let's become Japan's top mangakas!\No, aiming for the top is meaningless.\In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece! response:	That's a logical analysis.
context: But I promised to get married if my dream comes true.\Aren't the terms of the bet better for me?\I will become a mangaka.\Woah! This is even better than I planned!\Let's become Japan's top mangakas!\No, aiming for the top is meaningless.\In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!\That's a logical analysis. response:	Also, I haven't decided whether to join you or not.
context: Aren't the terms of the bet better for me?\I will become a mangaka.\Woah! This is even better than I planned!\Let's become Japan's top mangakas!\No, aiming for the top is meaningless.\In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!\That's a logical analysis.\Also, I haven't decided whether to join you or not. response:	Books
context: I will become a mangaka.\Woah! This is even better than I planned!\Let's become Japan's top mangakas!\No, aiming for the top is meaningless.\In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!\That's a logical analysis.\Also, I haven't decided whether to join you or not.\Books response:	I'll do it.
context: Woah! This is even better than I planned!\Let's become Japan's top mangakas!\No, aiming for the top is meaningless.\In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!\That's a logical analysis.\Also, I haven't decided whether to join you or not.\Books\I'll do it. response:	I'll definitely become a mangaka!
context: Let's become Japan's top mangakas!\No, aiming for the top is meaningless.\In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!\That's a logical analysis.\Also, I haven't decided whether to join you or not.\Books\I'll do it.\I'll definitely become a mangaka! response:	Then I'll marry Azuki!
context: No, aiming for the top is meaningless.\In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!\That's a logical analysis.\Also, I haven't decided whether to join you or not.\Books\I'll do it.\I'll definitely become a mangaka!\Then I'll marry Azuki! response:	KING OF
context: In this rapidly aging society, it will be impossible to overtake the likes of Dragon Ball and One Piece!\That's a logical analysis.\Also, I haven't decided whether to join you or not.\Books\I'll do it.\I'll definitely become a mangaka!\Then I'll marry Azuki!\KING OF response:	MANGA
context: That's a logical analysis.\Also, I haven't decided whether to join you or not.\Books\I'll do it.\I'll definitely become a mangaka!\Then I'll marry Azuki!\KING OF\MANGA response:	Anyone Can Draw
context: Also, I haven't decided whether to join you or not.\Books\I'll do it.\I'll definitely become a mangaka!\Then I'll marry Azuki!\KING OF\MANGA\Anyone Can Draw response:	Introductory Level
context: Books\I'll do it.\I'll definitely become a mangaka!\Then I'll marry Azuki!\KING OF\MANGA\Anyone Can Draw\Introductory Level response:	Mako-chan and Rabi-kun's Drawing Course
context: I'll do it.\I'll definitely become a mangaka!\Then I'll marry Azuki!\KING OF\MANGA\Anyone Can Draw\Introductory Level\Mako-chan and Rabi-kun's Drawing Course response:	Preview of Next Episode
context: I'll definitely become a mangaka!\Then I'll marry Azuki!\KING OF\MANGA\Anyone Can Draw\Introductory Level\Mako-chan and Rabi-kun's Drawing Course\Preview of Next Episode response:	I'll become a mangaka!
context: Then I'll marry Azuki!\KING OF\MANGA\Anyone Can Draw\Introductory Level\Mako-chan and Rabi-kun's Drawing Course\Preview of Next Episode\I'll become a mangaka! response:	We will, right?
context: KING OF\MANGA\Anyone Can Draw\Introductory Level\Mako-chan and Rabi-kun's Drawing Course\Preview of Next Episode\I'll become a mangaka!\We will, right? response:	But I'm sure my father and grandfather will be against it.
context: MANGA\Anyone Can Draw\Introductory Level\Mako-chan and Rabi-kun's Drawing Course\Preview of Next Episode\I'll become a mangaka!\We will, right?\But I'm sure my father and grandfather will be against it. response:	Huh, seriously?
context: Anyone Can Draw\Introductory Level\Mako-chan and Rabi-kun's Drawing Course\Preview of Next Episode\I'll become a mangaka!\We will, right?\But I'm sure my father and grandfather will be against it.\Huh, seriously? response:	The dream is over?!
context: Introductory Level\Mako-chan and Rabi-kun's Drawing Course\Preview of Next Episode\I'll become a mangaka!\We will, right?\But I'm sure my father and grandfather will be against it.\Huh, seriously?\The dream is over?! response:	Idiocy and Intelligence
context: Mako-chan and Rabi-kun's Drawing Course\Preview of Next Episode\I'll become a mangaka!\We will, right?\But I'm sure my father and grandfather will be against it.\Huh, seriously?\The dream is over?!\Idiocy and Intelligence response:	Next time: Idiocy and Intelligence”
context: Preview of Next Episode\I'll become a mangaka!\We will, right?\But I'm sure my father and grandfather will be against it.\Huh, seriously?\The dream is over?!\Idiocy and Intelligence\Next time: Idiocy and Intelligence” response:	Who will be the one to capture his dream?
