context: BETA release of Ep 5 response:	It's done!
context: Sexy Guide... Shinjuku Club, or Roppongi Club, which is better?\Etchi!! (lecherous)\What are you doing!!\Do you know what has happened because of you?\Chiaki! What are you mad about?\Let's go together!\Franz!!\Das war ein Zug vom Maestro! (What a move from you, Maestro!) response:	Elise...
context: Etchi!! (lecherous)\What are you doing!!\Do you know what has happened because of you?\Chiaki! What are you mad about?\Let's go together!\Franz!!\Das war ein Zug vom Maestro! (What a move from you, Maestro!)\Elise... response:	Back!!
context: What are you doing!!\Do you know what has happened because of you?\Chiaki! What are you mad about?\Let's go together!\Franz!!\Das war ein Zug vom Maestro! (What a move from you, Maestro!)\Elise...\Back!! response:	Oliver!!
context: Do you know what has happened because of you?\Chiaki! What are you mad about?\Let's go together!\Franz!!\Das war ein Zug vom Maestro! (What a move from you, Maestro!)\Elise...\Back!!\Oliver!! response:	Jawohl!! (Yessir!!)
context: Chiaki! What are you mad about?\Let's go together!\Franz!!\Das war ein Zug vom Maestro! (What a move from you, Maestro!)\Elise...\Back!!\Oliver!!\Jawohl!! (Yessir!!) response:	Gut, ich habe gedacht (Good, just when I thought..)
context: Let's go together!\Franz!!\Das war ein Zug vom Maestro! (What a move from you, Maestro!)\Elise...\Back!!\Oliver!!\Jawohl!! (Yessir!!)\Gut, ich habe gedacht (Good, just when I thought..) response:	er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)
context: Franz!!\Das war ein Zug vom Maestro! (What a move from you, Maestro!)\Elise...\Back!!\Oliver!!\Jawohl!! (Yessir!!)\Gut, ich habe gedacht (Good, just when I thought..)\er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...) response:	Ich habe ihn eingefangen! (I captured him!)
context: Das war ein Zug vom Maestro! (What a move from you, Maestro!)\Elise...\Back!!\Oliver!!\Jawohl!! (Yessir!!)\Gut, ich habe gedacht (Good, just when I thought..)\er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)\Ich habe ihn eingefangen! (I captured him!) response:	Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)
context: Elise...\Back!!\Oliver!!\Jawohl!! (Yessir!!)\Gut, ich habe gedacht (Good, just when I thought..)\er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)\Ich habe ihn eingefangen! (I captured him!)\Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!) response:	Einen Moment mal, bitte! (Wait a minute, please!)
context: Back!!\Oliver!!\Jawohl!! (Yessir!!)\Gut, ich habe gedacht (Good, just when I thought..)\er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)\Ich habe ihn eingefangen! (I captured him!)\Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)\Einen Moment mal, bitte! (Wait a minute, please!) response:	Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)
context: Oliver!!\Jawohl!! (Yessir!!)\Gut, ich habe gedacht (Good, just when I thought..)\er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)\Ich habe ihn eingefangen! (I captured him!)\Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)\Einen Moment mal, bitte! (Wait a minute, please!)\Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?) response:	I'm Maestro Stresemann's Secretary, cum Manager!
context: Jawohl!! (Yessir!!)\Gut, ich habe gedacht (Good, just when I thought..)\er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)\Ich habe ihn eingefangen! (I captured him!)\Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)\Einen Moment mal, bitte! (Wait a minute, please!)\Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)\I'm Maestro Stresemann's Secretary, cum Manager! response:	Manager?
context: Gut, ich habe gedacht (Good, just when I thought..)\er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)\Ich habe ihn eingefangen! (I captured him!)\Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)\Einen Moment mal, bitte! (Wait a minute, please!)\Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)\I'm Maestro Stresemann's Secretary, cum Manager!\Manager? response:	Concerning Maestro, if there's anything you want to sue him for,
context: er ware friedlich geworden in letzter zeit... (that he had become more quiet recently...)\Ich habe ihn eingefangen! (I captured him!)\Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)\Einen Moment mal, bitte! (Wait a minute, please!)\Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)\I'm Maestro Stresemann's Secretary, cum Manager!\Manager?\Concerning Maestro, if there's anything you want to sue him for, response:	you can contact here.
context: Ich habe ihn eingefangen! (I captured him!)\Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)\Einen Moment mal, bitte! (Wait a minute, please!)\Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)\I'm Maestro Stresemann's Secretary, cum Manager!\Manager?\Concerning Maestro, if there's anything you want to sue him for,\you can contact here. response:	For example for cases related to women, or for sexual harassments...
context: Ok, bring ihn allein zum Wagen, verstanden... sofort! (OK tie him up and put him in the car, I'll go there now!)\Einen Moment mal, bitte! (Wait a minute, please!)\Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)\I'm Maestro Stresemann's Secretary, cum Manager!\Manager?\Concerning Maestro, if there's anything you want to sue him for,\you can contact here.\For example for cases related to women, or for sexual harassments... response:	No, it's not that...
context: Einen Moment mal, bitte! (Wait a minute, please!)\Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)\I'm Maestro Stresemann's Secretary, cum Manager!\Manager?\Concerning Maestro, if there's anything you want to sue him for,\you can contact here.\For example for cases related to women, or for sexual harassments...\No, it's not that... response:	Why did he come to Japan?
context: Erlauben Sie mir die Frage, Wer sind Sie eigentlich? (Allow me a question, who are you?)\I'm Maestro Stresemann's Secretary, cum Manager!\Manager?\Concerning Maestro, if there's anything you want to sue him for,\you can contact here.\For example for cases related to women, or for sexual harassments...\No, it's not that...\Why did he come to Japan? response:	How do you know that he is in this Academy?
context: I'm Maestro Stresemann's Secretary, cum Manager!\Manager?\Concerning Maestro, if there's anything you want to sue him for,\you can contact here.\For example for cases related to women, or for sexual harassments...\No, it's not that...\Why did he come to Japan?\How do you know that he is in this Academy? response:	By intuition
context: Manager?\Concerning Maestro, if there's anything you want to sue him for,\you can contact here.\For example for cases related to women, or for sexual harassments...\No, it's not that...\Why did he come to Japan?\How do you know that he is in this Academy?\By intuition response:	Intuition??
context: Concerning Maestro, if there's anything you want to sue him for,\you can contact here.\For example for cases related to women, or for sexual harassments...\No, it's not that...\Why did he come to Japan?\How do you know that he is in this Academy?\By intuition\Intuition?? response:	This is Streseman's best friend when he was a University student
context: you can contact here.\For example for cases related to women, or for sexual harassments...\No, it's not that...\Why did he come to Japan?\How do you know that he is in this Academy?\By intuition\Intuition??\This is Streseman's best friend when he was a University student response:	Minako Momodaira
context: For example for cases related to women, or for sexual harassments...\No, it's not that...\Why did he come to Japan?\How do you know that he is in this Academy?\By intuition\Intuition??\This is Streseman's best friend when he was a University student\Minako Momodaira response:	wow, what a beautiful person...
context: No, it's not that...\Why did he come to Japan?\How do you know that he is in this Academy?\By intuition\Intuition??\This is Streseman's best friend when he was a University student\Minako Momodaira\wow, what a beautiful person... response:	She's this Academy's Rijichou (=Chairwoman of the Board of Directors)
context: Why did he come to Japan?\How do you know that he is in this Academy?\By intuition\Intuition??\This is Streseman's best friend when he was a University student\Minako Momodaira\wow, what a beautiful person...\She's this Academy's Rijichou (=Chairwoman of the Board of Directors) response:	Maestro always looks at this photo as if it is a treasure
context: How do you know that he is in this Academy?\By intuition\Intuition??\This is Streseman's best friend when he was a University student\Minako Momodaira\wow, what a beautiful person...\She's this Academy's Rijichou (=Chairwoman of the Board of Directors)\Maestro always looks at this photo as if it is a treasure response:	That is the only reason why I thought he could be here
context: By intuition\Intuition??\This is Streseman's best friend when he was a University student\Minako Momodaira\wow, what a beautiful person...\She's this Academy's Rijichou (=Chairwoman of the Board of Directors)\Maestro always looks at this photo as if it is a treasure\That is the only reason why I thought he could be here response:	Good bye, Milch!
context: Intuition??\This is Streseman's best friend when he was a University student\Minako Momodaira\wow, what a beautiful person...\She's this Academy's Rijichou (=Chairwoman of the Board of Directors)\Maestro always looks at this photo as if it is a treasure\That is the only reason why I thought he could be here\Good bye, Milch! response:	Eventhough he's a dirty old man...
context: This is Streseman's best friend when he was a University student\Minako Momodaira\wow, what a beautiful person...\She's this Academy's Rijichou (=Chairwoman of the Board of Directors)\Maestro always looks at this photo as if it is a treasure\That is the only reason why I thought he could be here\Good bye, Milch!\Eventhough he's a dirty old man... response:	I learned a lot from him..
context: Minako Momodaira\wow, what a beautiful person...\She's this Academy's Rijichou (=Chairwoman of the Board of Directors)\Maestro always looks at this photo as if it is a treasure\That is the only reason why I thought he could be here\Good bye, Milch!\Eventhough he's a dirty old man...\I learned a lot from him.. response:	again I...
context: wow, what a beautiful person...\She's this Academy's Rijichou (=Chairwoman of the Board of Directors)\Maestro always looks at this photo as if it is a treasure\That is the only reason why I thought he could be here\Good bye, Milch!\Eventhough he's a dirty old man...\I learned a lot from him..\again I... response:	lost my Master..
context: She's this Academy's Rijichou (=Chairwoman of the Board of Directors)\Maestro always looks at this photo as if it is a treasure\That is the only reason why I thought he could be here\Good bye, Milch!\Eventhough he's a dirty old man...\I learned a lot from him..\again I...\lost my Master.. response:	Stresemann Returned Home
