context: The Third Plate response:	Nine
context: Kurokiba!\Oh, you two. Hello!\Why are you here?\You joined a research society?\I was shocked, too!\When I was in junior high,\I did a Shokugeki against the Cutting Edge Cuisine RS.\Of course, I won. response:	I'd taken their space and equipment...
context: Oh, you two. Hello!\Why are you here?\You joined a research society?\I was shocked, too!\When I was in junior high,\I did a Shokugeki against the Cutting Edge Cuisine RS.\Of course, I won.\I'd taken their space and equipment... response:	Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice
context: Why are you here?\You joined a research society?\I was shocked, too!\When I was in junior high,\I did a Shokugeki against the Cutting Edge Cuisine RS.\Of course, I won.\I'd taken their space and equipment...\Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice response:	but I'd apparently become the RS's chief on paper!
context: You joined a research society?\I was shocked, too!\When I was in junior high,\I did a Shokugeki against the Cutting Edge Cuisine RS.\Of course, I won.\I'd taken their space and equipment...\Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice\but I'd apparently become the RS's chief on paper! response:	I was so shocked to learn about it!
context: I was shocked, too!\When I was in junior high,\I did a Shokugeki against the Cutting Edge Cuisine RS.\Of course, I won.\I'd taken their space and equipment...\Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice\but I'd apparently become the RS's chief on paper!\I was so shocked to learn about it! response:	That's horrible on so many different levels.
context: When I was in junior high,\I did a Shokugeki against the Cutting Edge Cuisine RS.\Of course, I won.\I'd taken their space and equipment...\Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice\but I'd apparently become the RS's chief on paper!\I was so shocked to learn about it!\That's horrible on so many different levels. response:	So that's why you got dragged into the hunt for survivors, huh.
context: I did a Shokugeki against the Cutting Edge Cuisine RS.\Of course, I won.\I'd taken their space and equipment...\Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice\but I'd apparently become the RS's chief on paper!\I was so shocked to learn about it!\That's horrible on so many different levels.\So that's why you got dragged into the hunt for survivors, huh. response:	You may call me Chief Alice.
context: Of course, I won.\I'd taken their space and equipment...\Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice\but I'd apparently become the RS's chief on paper!\I was so shocked to learn about it!\That's horrible on so many different levels.\So that's why you got dragged into the hunt for survivors, huh.\You may call me Chief Alice. response:	You didn't even know for all this time!
context: I'd taken their space and equipment...\Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice\but I'd apparently become the RS's chief on paper!\I was so shocked to learn about it!\That's horrible on so many different levels.\So that's why you got dragged into the hunt for survivors, huh.\You may call me Chief Alice.\You didn't even know for all this time! response:	Why do you care whether the research society gets shut down, then?
context: Shokugeki Notice Cutting Edge Cuisine RS Chief: Nakiri Alice\but I'd apparently become the RS's chief on paper!\I was so shocked to learn about it!\That's horrible on so many different levels.\So that's why you got dragged into the hunt for survivors, huh.\You may call me Chief Alice.\You didn't even know for all this time!\Why do you care whether the research society gets shut down, then? response:	Well, I suppose...
context: but I'd apparently become the RS's chief on paper!\I was so shocked to learn about it!\That's horrible on so many different levels.\So that's why you got dragged into the hunt for survivors, huh.\You may call me Chief Alice.\You didn't even know for all this time!\Why do you care whether the research society gets shut down, then?\Well, I suppose... response:	So Cutting Edge Cuisine RS will be disbanded.
context: I was so shocked to learn about it!\That's horrible on so many different levels.\So that's why you got dragged into the hunt for survivors, huh.\You may call me Chief Alice.\You didn't even know for all this time!\Why do you care whether the research society gets shut down, then?\Well, I suppose...\So Cutting Edge Cuisine RS will be disbanded. response:	Several Days Ago
context: That's horrible on so many different levels.\So that's why you got dragged into the hunt for survivors, huh.\You may call me Chief Alice.\You didn't even know for all this time!\Why do you care whether the research society gets shut down, then?\Well, I suppose...\So Cutting Edge Cuisine RS will be disbanded.\Several Days Ago response:	I can agree to a Shokugeki challenging that decision, though.
context: So that's why you got dragged into the hunt for survivors, huh.\You may call me Chief Alice.\You didn't even know for all this time!\Why do you care whether the research society gets shut down, then?\Well, I suppose...\So Cutting Edge Cuisine RS will be disbanded.\Several Days Ago\I can agree to a Shokugeki challenging that decision, though. response:	No, I'm fine with that.
context: You may call me Chief Alice.\You didn't even know for all this time!\Why do you care whether the research society gets shut down, then?\Well, I suppose...\So Cutting Edge Cuisine RS will be disbanded.\Several Days Ago\I can agree to a Shokugeki challenging that decision, though.\No, I'm fine with that. response:	Huh?
context: You didn't even know for all this time!\Why do you care whether the research society gets shut down, then?\Well, I suppose...\So Cutting Edge Cuisine RS will be disbanded.\Several Days Ago\I can agree to a Shokugeki challenging that decision, though.\No, I'm fine with that.\Huh? response:	Having chief as a title is rather refreshing, and a bit hard to let go of,
context: Why do you care whether the research society gets shut down, then?\Well, I suppose...\So Cutting Edge Cuisine RS will be disbanded.\Several Days Ago\I can agree to a Shokugeki challenging that decision, though.\No, I'm fine with that.\Huh?\Having chief as a title is rather refreshing, and a bit hard to let go of, response:	but I'm not interested in it at all.
context: Well, I suppose...\So Cutting Edge Cuisine RS will be disbanded.\Several Days Ago\I can agree to a Shokugeki challenging that decision, though.\No, I'm fine with that.\Huh?\Having chief as a title is rather refreshing, and a bit hard to let go of,\but I'm not interested in it at all. response:	So please leave us.
context: So Cutting Edge Cuisine RS will be disbanded.\Several Days Ago\I can agree to a Shokugeki challenging that decision, though.\No, I'm fine with that.\Huh?\Having chief as a title is rather refreshing, and a bit hard to let go of,\but I'm not interested in it at all.\So please leave us. response:	Smart choice.
context: Several Days Ago\I can agree to a Shokugeki challenging that decision, though.\No, I'm fine with that.\Huh?\Having chief as a title is rather refreshing, and a bit hard to let go of,\but I'm not interested in it at all.\So please leave us.\Smart choice. response:	You riffraff should just shut up and watch the Azami administration prosper!
context: I can agree to a Shokugeki challenging that decision, though.\No, I'm fine with that.\Huh?\Having chief as a title is rather refreshing, and a bit hard to let go of,\but I'm not interested in it at all.\So please leave us.\Smart choice.\You riffraff should just shut up and watch the Azami administration prosper! response:	Who'd you call riffraff?!
context: No, I'm fine with that.\Huh?\Having chief as a title is rather refreshing, and a bit hard to let go of,\but I'm not interested in it at all.\So please leave us.\Smart choice.\You riffraff should just shut up and watch the Azami administration prosper!\Who'd you call riffraff?! response:	What? What's this all of a sudden?
context: Huh?\Having chief as a title is rather refreshing, and a bit hard to let go of,\but I'm not interested in it at all.\So please leave us.\Smart choice.\You riffraff should just shut up and watch the Azami administration prosper!\Who'd you call riffraff?!\What? What's this all of a sudden? response:	I'll crush anyone who attacks me!
context: Having chief as a title is rather refreshing, and a bit hard to let go of,\but I'm not interested in it at all.\So please leave us.\Smart choice.\You riffraff should just shut up and watch the Azami administration prosper!\Who'd you call riffraff?!\What? What's this all of a sudden?\I'll crush anyone who attacks me! response:	I'll use my cooking to drag you down with me!
context: but I'm not interested in it at all.\So please leave us.\Smart choice.\You riffraff should just shut up and watch the Azami administration prosper!\Who'd you call riffraff?!\What? What's this all of a sudden?\I'll crush anyone who attacks me!\I'll use my cooking to drag you down with me! response:	Ryo-kun...
context: So please leave us.\Smart choice.\You riffraff should just shut up and watch the Azami administration prosper!\Who'd you call riffraff?!\What? What's this all of a sudden?\I'll crush anyone who attacks me!\I'll use my cooking to drag you down with me!\Ryo-kun... response:	Very well.
context: Smart choice.\You riffraff should just shut up and watch the Azami administration prosper!\Who'd you call riffraff?!\What? What's this all of a sudden?\I'll crush anyone who attacks me!\I'll use my cooking to drag you down with me!\Ryo-kun...\Very well. response:	I'll accept this challenge!
context: You riffraff should just shut up and watch the Azami administration prosper!\Who'd you call riffraff?!\What? What's this all of a sudden?\I'll crush anyone who attacks me!\I'll use my cooking to drag you down with me!\Ryo-kun...\Very well.\I'll accept this challenge! response:	So, Ryo-kun's the one who'll be in this match.
context: Who'd you call riffraff?!\What? What's this all of a sudden?\I'll crush anyone who attacks me!\I'll use my cooking to drag you down with me!\Ryo-kun...\Very well.\I'll accept this challenge!\So, Ryo-kun's the one who'll be in this match. response:	Go, Ryo-kun.
context: What? What's this all of a sudden?\I'll crush anyone who attacks me!\I'll use my cooking to drag you down with me!\Ryo-kun...\Very well.\I'll accept this challenge!\So, Ryo-kun's the one who'll be in this match.\Go, Ryo-kun. response:	Expose that self-proclaimed elite for what he truly is.
context: I'll crush anyone who attacks me!\I'll use my cooking to drag you down with me!\Ryo-kun...\Very well.\I'll accept this challenge!\So, Ryo-kun's the one who'll be in this match.\Go, Ryo-kun.\Expose that self-proclaimed elite for what he truly is. response:	'Kay.
context: I'll use my cooking to drag you down with me!\Ryo-kun...\Very well.\I'll accept this challenge!\So, Ryo-kun's the one who'll be in this match.\Go, Ryo-kun.\Expose that self-proclaimed elite for what he truly is.\'Kay. response:	The last Shokugeki to conclude the first day at Hall C...
context: Ryo-kun...\Very well.\I'll accept this challenge!\So, Ryo-kun's the one who'll be in this match.\Go, Ryo-kun.\Expose that self-proclaimed elite for what he truly is.\'Kay.\The last Shokugeki to conclude the first day at Hall C... response:	Kurokiba-kun!
context: Very well.\I'll accept this challenge!\So, Ryo-kun's the one who'll be in this match.\Go, Ryo-kun.\Expose that self-proclaimed elite for what he truly is.\'Kay.\The last Shokugeki to conclude the first day at Hall C...\Kurokiba-kun! response:	Central's rookie, Kusunoki Rentaro.
context: I'll accept this challenge!\So, Ryo-kun's the one who'll be in this match.\Go, Ryo-kun.\Expose that self-proclaimed elite for what he truly is.\'Kay.\The last Shokugeki to conclude the first day at Hall C...\Kurokiba-kun!\Central's rookie, Kusunoki Rentaro. response:	Ryo-kun, don't you dare lose!
context: So, Ryo-kun's the one who'll be in this match.\Go, Ryo-kun.\Expose that self-proclaimed elite for what he truly is.\'Kay.\The last Shokugeki to conclude the first day at Hall C...\Kurokiba-kun!\Central's rookie, Kusunoki Rentaro.\Ryo-kun, don't you dare lose! response:	I'm ordering you to win as the chief of Cutting Edge Cuisine RS!
context: Go, Ryo-kun.\Expose that self-proclaimed elite for what he truly is.\'Kay.\The last Shokugeki to conclude the first day at Hall C...\Kurokiba-kun!\Central's rookie, Kusunoki Rentaro.\Ryo-kun, don't you dare lose!\I'm ordering you to win as the chief of Cutting Edge Cuisine RS! response:	I'm not going to let Uncle Azami get his way anymore!
context: Expose that self-proclaimed elite for what he truly is.\'Kay.\The last Shokugeki to conclude the first day at Hall C...\Kurokiba-kun!\Central's rookie, Kusunoki Rentaro.\Ryo-kun, don't you dare lose!\I'm ordering you to win as the chief of Cutting Edge Cuisine RS!\I'm not going to let Uncle Azami get his way anymore! response:	Kurokiba Ryo...
context: 'Kay.\The last Shokugeki to conclude the first day at Hall C...\Kurokiba-kun!\Central's rookie, Kusunoki Rentaro.\Ryo-kun, don't you dare lose!\I'm ordering you to win as the chief of Cutting Edge Cuisine RS!\I'm not going to let Uncle Azami get his way anymore!\Kurokiba Ryo... response:	He made it through to the finals in the Autumn Elections.
context: The last Shokugeki to conclude the first day at Hall C...\Kurokiba-kun!\Central's rookie, Kusunoki Rentaro.\Ryo-kun, don't you dare lose!\I'm ordering you to win as the chief of Cutting Edge Cuisine RS!\I'm not going to let Uncle Azami get his way anymore!\Kurokiba Ryo...\He made it through to the finals in the Autumn Elections. response:	Something really pissed me off earlier.
context: Kurokiba-kun!\Central's rookie, Kusunoki Rentaro.\Ryo-kun, don't you dare lose!\I'm ordering you to win as the chief of Cutting Edge Cuisine RS!\I'm not going to let Uncle Azami get his way anymore!\Kurokiba Ryo...\He made it through to the finals in the Autumn Elections.\Something really pissed me off earlier. response:	I'm gonna take it all out on you.
context: Central's rookie, Kusunoki Rentaro.\Ryo-kun, don't you dare lose!\I'm ordering you to win as the chief of Cutting Edge Cuisine RS!\I'm not going to let Uncle Azami get his way anymore!\Kurokiba Ryo...\He made it through to the finals in the Autumn Elections.\Something really pissed me off earlier.\I'm gonna take it all out on you. response:	You're not a bad one to crush to wrap things up on the first day.
context: Ryo-kun, don't you dare lose!\I'm ordering you to win as the chief of Cutting Edge Cuisine RS!\I'm not going to let Uncle Azami get his way anymore!\Kurokiba Ryo...\He made it through to the finals in the Autumn Elections.\Something really pissed me off earlier.\I'm gonna take it all out on you.\You're not a bad one to crush to wrap things up on the first day. response:	If you're gonna try to crush me,
context: I'm ordering you to win as the chief of Cutting Edge Cuisine RS!\I'm not going to let Uncle Azami get his way anymore!\Kurokiba Ryo...\He made it through to the finals in the Autumn Elections.\Something really pissed me off earlier.\I'm gonna take it all out on you.\You're not a bad one to crush to wrap things up on the first day.\If you're gonna try to crush me, response:	I'm just gonna crush you right back!
context: I'm not going to let Uncle Azami get his way anymore!\Kurokiba Ryo...\He made it through to the finals in the Autumn Elections.\Something really pissed me off earlier.\I'm gonna take it all out on you.\You're not a bad one to crush to wrap things up on the first day.\If you're gonna try to crush me,\I'm just gonna crush you right back! response:	Go, Kurokiba!
context: Kurokiba Ryo...\He made it through to the finals in the Autumn Elections.\Something really pissed me off earlier.\I'm gonna take it all out on you.\You're not a bad one to crush to wrap things up on the first day.\If you're gonna try to crush me,\I'm just gonna crush you right back!\Go, Kurokiba! response:	I'm watching you from right here!
context: He made it through to the finals in the Autumn Elections.\Something really pissed me off earlier.\I'm gonna take it all out on you.\You're not a bad one to crush to wrap things up on the first day.\If you're gonna try to crush me,\I'm just gonna crush you right back!\Go, Kurokiba!\I'm watching you from right here! response:	Oh, thanks for letting us barge our way into such a good viewing spot.
context: Something really pissed me off earlier.\I'm gonna take it all out on you.\You're not a bad one to crush to wrap things up on the first day.\If you're gonna try to crush me,\I'm just gonna crush you right back!\Go, Kurokiba!\I'm watching you from right here!\Oh, thanks for letting us barge our way into such a good viewing spot. response:	Hmph!
context: I'm gonna take it all out on you.\You're not a bad one to crush to wrap things up on the first day.\If you're gonna try to crush me,\I'm just gonna crush you right back!\Go, Kurokiba!\I'm watching you from right here!\Oh, thanks for letting us barge our way into such a good viewing spot.\Hmph! response:	Huh?
context: You're not a bad one to crush to wrap things up on the first day.\If you're gonna try to crush me,\I'm just gonna crush you right back!\Go, Kurokiba!\I'm watching you from right here!\Oh, thanks for letting us barge our way into such a good viewing spot.\Hmph!\Huh? response:	Oh, Momo-senpai's always like that at first, so don't let it get to you.
context: If you're gonna try to crush me,\I'm just gonna crush you right back!\Go, Kurokiba!\I'm watching you from right here!\Oh, thanks for letting us barge our way into such a good viewing spot.\Hmph!\Huh?\Oh, Momo-senpai's always like that at first, so don't let it get to you. response:	You can easily take at least a month getting her to look at you
context: I'm just gonna crush you right back!\Go, Kurokiba!\I'm watching you from right here!\Oh, thanks for letting us barge our way into such a good viewing spot.\Hmph!\Huh?\Oh, Momo-senpai's always like that at first, so don't let it get to you.\You can easily take at least a month getting her to look at you response:	and have a decent conversation.
context: Go, Kurokiba!\I'm watching you from right here!\Oh, thanks for letting us barge our way into such a good viewing spot.\Hmph!\Huh?\Oh, Momo-senpai's always like that at first, so don't let it get to you.\You can easily take at least a month getting her to look at you\and have a decent conversation. response:	Huh?
context: I'm watching you from right here!\Oh, thanks for letting us barge our way into such a good viewing spot.\Hmph!\Huh?\Oh, Momo-senpai's always like that at first, so don't let it get to you.\You can easily take at least a month getting her to look at you\and have a decent conversation.\Huh? response:	How'd you manage to get through camp and Stagiaire and stuff like that?
context: Oh, thanks for letting us barge our way into such a good viewing spot.\Hmph!\Huh?\Oh, Momo-senpai's always like that at first, so don't let it get to you.\You can easily take at least a month getting her to look at you\and have a decent conversation.\Huh?\How'd you manage to get through camp and Stagiaire and stuff like that? response:	I have no obligation to explain that to you.
context: Hmph!\Huh?\Oh, Momo-senpai's always like that at first, so don't let it get to you.\You can easily take at least a month getting her to look at you\and have a decent conversation.\Huh?\How'd you manage to get through camp and Stagiaire and stuff like that?\I have no obligation to explain that to you. response:	You're annoying.
context: Huh?\Oh, Momo-senpai's always like that at first, so don't let it get to you.\You can easily take at least a month getting her to look at you\and have a decent conversation.\Huh?\How'd you manage to get through camp and Stagiaire and stuff like that?\I have no obligation to explain that to you.\You're annoying. response:	Huh? What was that?
context: Oh, Momo-senpai's always like that at first, so don't let it get to you.\You can easily take at least a month getting her to look at you\and have a decent conversation.\Huh?\How'd you manage to get through camp and Stagiaire and stuff like that?\I have no obligation to explain that to you.\You're annoying.\Huh? What was that? response:	What?
context: You can easily take at least a month getting her to look at you\and have a decent conversation.\Huh?\How'd you manage to get through camp and Stagiaire and stuff like that?\I have no obligation to explain that to you.\You're annoying.\Huh? What was that?\What? response:	Soma-kun, you're pushing her too far!
context: and have a decent conversation.\Huh?\How'd you manage to get through camp and Stagiaire and stuff like that?\I have no obligation to explain that to you.\You're annoying.\Huh? What was that?\What?\Soma-kun, you're pushing her too far! response:	The topic is salmon!
context: Huh?\How'd you manage to get through camp and Stagiaire and stuff like that?\I have no obligation to explain that to you.\You're annoying.\Huh? What was that?\What?\Soma-kun, you're pushing her too far!\The topic is salmon! response:	Oh, that's some nice salmon.
context: How'd you manage to get through camp and Stagiaire and stuff like that?\I have no obligation to explain that to you.\You're annoying.\Huh? What was that?\What?\Soma-kun, you're pushing her too far!\The topic is salmon!\Oh, that's some nice salmon. response:	Look at the color and shine of those gills.
context: I have no obligation to explain that to you.\You're annoying.\Huh? What was that?\What?\Soma-kun, you're pushing her too far!\The topic is salmon!\Oh, that's some nice salmon.\Look at the color and shine of those gills. response:	Seafood...
context: You're annoying.\Huh? What was that?\What?\Soma-kun, you're pushing her too far!\The topic is salmon!\Oh, that's some nice salmon.\Look at the color and shine of those gills.\Seafood... response:	Ryo-kun, focus!
context: Huh? What was that?\What?\Soma-kun, you're pushing her too far!\The topic is salmon!\Oh, that's some nice salmon.\Look at the color and shine of those gills.\Seafood...\Ryo-kun, focus! response:	Kusunoki Rentaro versus Kurokiba Ryo.
context: What?\Soma-kun, you're pushing her too far!\The topic is salmon!\Oh, that's some nice salmon.\Look at the color and shine of those gills.\Seafood...\Ryo-kun, focus!\Kusunoki Rentaro versus Kurokiba Ryo. response:	Let the Shokugeki begin!
context: Soma-kun, you're pushing her too far!\The topic is salmon!\Oh, that's some nice salmon.\Look at the color and shine of those gills.\Seafood...\Ryo-kun, focus!\Kusunoki Rentaro versus Kurokiba Ryo.\Let the Shokugeki begin! response:	Totsuki
context: The topic is salmon!\Oh, that's some nice salmon.\Look at the color and shine of those gills.\Seafood...\Ryo-kun, focus!\Kusunoki Rentaro versus Kurokiba Ryo.\Let the Shokugeki begin!\Totsuki response:	Food Wars
context: Oh, that's some nice salmon.\Look at the color and shine of those gills.\Seafood...\Ryo-kun, focus!\Kusunoki Rentaro versus Kurokiba Ryo.\Let the Shokugeki begin!\Totsuki\Food Wars response:	The Third Plate
context: Look at the color and shine of those gills.\Seafood...\Ryo-kun, focus!\Kusunoki Rentaro versus Kurokiba Ryo.\Let the Shokugeki begin!\Totsuki\Food Wars\The Third Plate response:	Next Episode: The Salmon Will Dance
context: Seafood...\Ryo-kun, focus!\Kusunoki Rentaro versus Kurokiba Ryo.\Let the Shokugeki begin!\Totsuki\Food Wars\The Third Plate\Next Episode: The Salmon Will Dance response:	I hope you savor the next episode!
