context: Why does this wine taste different from usual? response:	Where did this young man come from?
context: Don't you agree, Sister?\Among the vast sky and the boundless earth\a branch of a red apricot tree\is on the verge of straying past its bounds. (Have an illicit affair.)\Sister, do you find it fitting?\Please do not be angry, Your Highness! I did not know Your Highness had arrived.\I would never dare to be Your Highness's sister.\I only have respect for His Highness. response:	I do not ask that His Highness promise me anything.
context: Among the vast sky and the boundless earth\a branch of a red apricot tree\is on the verge of straying past its bounds. (Have an illicit affair.)\Sister, do you find it fitting?\Please do not be angry, Your Highness! I did not know Your Highness had arrived.\I would never dare to be Your Highness's sister.\I only have respect for His Highness.\I do not ask that His Highness promise me anything. response:	My brother is marrying me off to the West Sea.
context: a branch of a red apricot tree\is on the verge of straying past its bounds. (Have an illicit affair.)\Sister, do you find it fitting?\Please do not be angry, Your Highness! I did not know Your Highness had arrived.\I would never dare to be Your Highness's sister.\I only have respect for His Highness.\I do not ask that His Highness promise me anything.\My brother is marrying me off to the West Sea. response:	The Second Prince of the West Sea is a hedonistic man.
context: is on the verge of straying past its bounds. (Have an illicit affair.)\Sister, do you find it fitting?\Please do not be angry, Your Highness! I did not know Your Highness had arrived.\I would never dare to be Your Highness's sister.\I only have respect for His Highness.\I do not ask that His Highness promise me anything.\My brother is marrying me off to the West Sea.\The Second Prince of the West Sea is a hedonistic man. response:	I truly had no other choice but to dance to request a meeting with His Highness.
context: Sister, do you find it fitting?\Please do not be angry, Your Highness! I did not know Your Highness had arrived.\I would never dare to be Your Highness's sister.\I only have respect for His Highness.\I do not ask that His Highness promise me anything.\My brother is marrying me off to the West Sea.\The Second Prince of the West Sea is a hedonistic man.\I truly had no other choice but to dance to request a meeting with His Highness. response:	I only wish to follow His Highness for all eternity and serve him as a maid.
context: Please do not be angry, Your Highness! I did not know Your Highness had arrived.\I would never dare to be Your Highness's sister.\I only have respect for His Highness.\I do not ask that His Highness promise me anything.\My brother is marrying me off to the West Sea.\The Second Prince of the West Sea is a hedonistic man.\I truly had no other choice but to dance to request a meeting with His Highness.\I only wish to follow His Highness for all eternity and serve him as a maid. response:	I wish for nothing more. Please grant me my wish, Your Highness!
context: I would never dare to be Your Highness's sister.\I only have respect for His Highness.\I do not ask that His Highness promise me anything.\My brother is marrying me off to the West Sea.\The Second Prince of the West Sea is a hedonistic man.\I truly had no other choice but to dance to request a meeting with His Highness.\I only wish to follow His Highness for all eternity and serve him as a maid.\I wish for nothing more. Please grant me my wish, Your Highness! response:	Is Die Feng the Second Prince of the West Sea?
context: I only have respect for His Highness.\I do not ask that His Highness promise me anything.\My brother is marrying me off to the West Sea.\The Second Prince of the West Sea is a hedonistic man.\I truly had no other choice but to dance to request a meeting with His Highness.\I only wish to follow His Highness for all eternity and serve him as a maid.\I wish for nothing more. Please grant me my wish, Your Highness!\Is Die Feng the Second Prince of the West Sea? response:	He is.
context: I do not ask that His Highness promise me anything.\My brother is marrying me off to the West Sea.\The Second Prince of the West Sea is a hedonistic man.\I truly had no other choice but to dance to request a meeting with His Highness.\I only wish to follow His Highness for all eternity and serve him as a maid.\I wish for nothing more. Please grant me my wish, Your Highness!\Is Die Feng the Second Prince of the West Sea?\He is. response:	How is he hedonistic? Tell me.
context: My brother is marrying me off to the West Sea.\The Second Prince of the West Sea is a hedonistic man.\I truly had no other choice but to dance to request a meeting with His Highness.\I only wish to follow His Highness for all eternity and serve him as a maid.\I wish for nothing more. Please grant me my wish, Your Highness!\Is Die Feng the Second Prince of the West Sea?\He is.\How is he hedonistic? Tell me. response:	He...
context: The Second Prince of the West Sea is a hedonistic man.\I truly had no other choice but to dance to request a meeting with His Highness.\I only wish to follow His Highness for all eternity and serve him as a maid.\I wish for nothing more. Please grant me my wish, Your Highness!\Is Die Feng the Second Prince of the West Sea?\He is.\How is he hedonistic? Tell me.\He... response:	When he was at Kunlun Mountain, he was indeed a man of honor.
context: I truly had no other choice but to dance to request a meeting with His Highness.\I only wish to follow His Highness for all eternity and serve him as a maid.\I wish for nothing more. Please grant me my wish, Your Highness!\Is Die Feng the Second Prince of the West Sea?\He is.\How is he hedonistic? Tell me.\He...\When he was at Kunlun Mountain, he was indeed a man of honor. response:	But ever since High God Mo Yuan passed away
context: I only wish to follow His Highness for all eternity and serve him as a maid.\I wish for nothing more. Please grant me my wish, Your Highness!\Is Die Feng the Second Prince of the West Sea?\He is.\How is he hedonistic? Tell me.\He...\When he was at Kunlun Mountain, he was indeed a man of honor.\But ever since High God Mo Yuan passed away response:	he returned to the West Sea and has been in low spirits.
context: I wish for nothing more. Please grant me my wish, Your Highness!\Is Die Feng the Second Prince of the West Sea?\He is.\How is he hedonistic? Tell me.\He...\When he was at Kunlun Mountain, he was indeed a man of honor.\But ever since High God Mo Yuan passed away\he returned to the West Sea and has been in low spirits. response:	He spends his days drinking and taking pleasure in women.
context: Is Die Feng the Second Prince of the West Sea?\He is.\How is he hedonistic? Tell me.\He...\When he was at Kunlun Mountain, he was indeed a man of honor.\But ever since High God Mo Yuan passed away\he returned to the West Sea and has been in low spirits.\He spends his days drinking and taking pleasure in women. response:	Is that so?
context: He is.\How is he hedonistic? Tell me.\He...\When he was at Kunlun Mountain, he was indeed a man of honor.\But ever since High God Mo Yuan passed away\he returned to the West Sea and has been in low spirits.\He spends his days drinking and taking pleasure in women.\Is that so? response:	Every word I speak is the truth.
context: How is he hedonistic? Tell me.\He...\When he was at Kunlun Mountain, he was indeed a man of honor.\But ever since High God Mo Yuan passed away\he returned to the West Sea and has been in low spirits.\He spends his days drinking and taking pleasure in women.\Is that so?\Every word I speak is the truth. response:	I guess the Water King of the Eastern Sea
context: He...\When he was at Kunlun Mountain, he was indeed a man of honor.\But ever since High God Mo Yuan passed away\he returned to the West Sea and has been in low spirits.\He spends his days drinking and taking pleasure in women.\Is that so?\Every word I speak is the truth.\I guess the Water King of the Eastern Sea response:	was eager to have his sister connected to Ye Hua
context: When he was at Kunlun Mountain, he was indeed a man of honor.\But ever since High God Mo Yuan passed away\he returned to the West Sea and has been in low spirits.\He spends his days drinking and taking pleasure in women.\Is that so?\Every word I speak is the truth.\I guess the Water King of the Eastern Sea\was eager to have his sister connected to Ye Hua response:	so he taught her to say this.
context: But ever since High God Mo Yuan passed away\he returned to the West Sea and has been in low spirits.\He spends his days drinking and taking pleasure in women.\Is that so?\Every word I speak is the truth.\I guess the Water King of the Eastern Sea\was eager to have his sister connected to Ye Hua\so he taught her to say this. response:	It looks as if she has deep feelings for Ye Hua.
context: he returned to the West Sea and has been in low spirits.\He spends his days drinking and taking pleasure in women.\Is that so?\Every word I speak is the truth.\I guess the Water King of the Eastern Sea\was eager to have his sister connected to Ye Hua\so he taught her to say this.\It looks as if she has deep feelings for Ye Hua. response:	It wouldn't be in Senior Disciple's favor to marry her either.
context: He spends his days drinking and taking pleasure in women.\Is that so?\Every word I speak is the truth.\I guess the Water King of the Eastern Sea\was eager to have his sister connected to Ye Hua\so he taught her to say this.\It looks as if she has deep feelings for Ye Hua.\It wouldn't be in Senior Disciple's favor to marry her either. response:	Little Riceball.
context: Is that so?\Every word I speak is the truth.\I guess the Water King of the Eastern Sea\was eager to have his sister connected to Ye Hua\so he taught her to say this.\It looks as if she has deep feelings for Ye Hua.\It wouldn't be in Senior Disciple's favor to marry her either.\Little Riceball. response:	This lady seems to have genuine affection for your father
context: Every word I speak is the truth.\I guess the Water King of the Eastern Sea\was eager to have his sister connected to Ye Hua\so he taught her to say this.\It looks as if she has deep feelings for Ye Hua.\It wouldn't be in Senior Disciple's favor to marry her either.\Little Riceball.\This lady seems to have genuine affection for your father response:	as clear as the sun and moon.
context: I guess the Water King of the Eastern Sea\was eager to have his sister connected to Ye Hua\so he taught her to say this.\It looks as if she has deep feelings for Ye Hua.\It wouldn't be in Senior Disciple's favor to marry her either.\Little Riceball.\This lady seems to have genuine affection for your father\as clear as the sun and moon. response:	I truly cannot bring myself to tear them apart.
context: was eager to have his sister connected to Ye Hua\so he taught her to say this.\It looks as if she has deep feelings for Ye Hua.\It wouldn't be in Senior Disciple's favor to marry her either.\Little Riceball.\This lady seems to have genuine affection for your father\as clear as the sun and moon.\I truly cannot bring myself to tear them apart. response:	I should be going.
context: so he taught her to say this.\It looks as if she has deep feelings for Ye Hua.\It wouldn't be in Senior Disciple's favor to marry her either.\Little Riceball.\This lady seems to have genuine affection for your father\as clear as the sun and moon.\I truly cannot bring myself to tear them apart.\I should be going. response:	Don't leave.
context: It looks as if she has deep feelings for Ye Hua.\It wouldn't be in Senior Disciple's favor to marry her either.\Little Riceball.\This lady seems to have genuine affection for your father\as clear as the sun and moon.\I truly cannot bring myself to tear them apart.\I should be going.\Don't leave. response:	You just said Father is your sweetheart, your darling, your precious honey.
context: It wouldn't be in Senior Disciple's favor to marry her either.\Little Riceball.\This lady seems to have genuine affection for your father\as clear as the sun and moon.\I truly cannot bring myself to tear them apart.\I should be going.\Don't leave.\You just said Father is your sweetheart, your darling, your precious honey. response:	Someone has come to steal Father and you're just going to let her?
context: Little Riceball.\This lady seems to have genuine affection for your father\as clear as the sun and moon.\I truly cannot bring myself to tear them apart.\I should be going.\Don't leave.\You just said Father is your sweetheart, your darling, your precious honey.\Someone has come to steal Father and you're just going to let her? response:	Your words are lies!
context: This lady seems to have genuine affection for your father\as clear as the sun and moon.\I truly cannot bring myself to tear them apart.\I should be going.\Don't leave.\You just said Father is your sweetheart, your darling, your precious honey.\Someone has come to steal Father and you're just going to let her?\Your words are lies! response:	You said...
context: as clear as the sun and moon.\I truly cannot bring myself to tear them apart.\I should be going.\Don't leave.\You just said Father is your sweetheart, your darling, your precious honey.\Someone has come to steal Father and you're just going to let her?\Your words are lies!\You said... response:	I am your sweetheart, your darling, your precious...
context: I truly cannot bring myself to tear them apart.\I should be going.\Don't leave.\You just said Father is your sweetheart, your darling, your precious honey.\Someone has come to steal Father and you're just going to let her?\Your words are lies!\You said...\I am your sweetheart, your darling, your precious... response:	Your honey?
context: I should be going.\Don't leave.\You just said Father is your sweetheart, your darling, your precious honey.\Someone has come to steal Father and you're just going to let her?\Your words are lies!\You said...\I am your sweetheart, your darling, your precious...\Your honey? response:	Su Su.
context: Don't leave.\You just said Father is your sweetheart, your darling, your precious honey.\Someone has come to steal Father and you're just going to let her?\Your words are lies!\You said...\I am your sweetheart, your darling, your precious...\Your honey?\Su Su. response:	Are you pretending to be ignorant or have you truly forgotten about me?
context: You just said Father is your sweetheart, your darling, your precious honey.\Someone has come to steal Father and you're just going to let her?\Your words are lies!\You said...\I am your sweetheart, your darling, your precious...\Your honey?\Su Su.\Are you pretending to be ignorant or have you truly forgotten about me? response:	Oh no.
context: Someone has come to steal Father and you're just going to let her?\Your words are lies!\You said...\I am your sweetheart, your darling, your precious...\Your honey?\Su Su.\Are you pretending to be ignorant or have you truly forgotten about me?\Oh no. response:	Could it be the Crown Prince
context: Your words are lies!\You said...\I am your sweetheart, your darling, your precious...\Your honey?\Su Su.\Are you pretending to be ignorant or have you truly forgotten about me?\Oh no.\Could it be the Crown Prince response:	cannot stand to hear sappy words of affection?
context: You said...\I am your sweetheart, your darling, your precious...\Your honey?\Su Su.\Are you pretending to be ignorant or have you truly forgotten about me?\Oh no.\Could it be the Crown Prince\cannot stand to hear sappy words of affection? response:	Has he confused me for his wife again?
context: I am your sweetheart, your darling, your precious...\Your honey?\Su Su.\Are you pretending to be ignorant or have you truly forgotten about me?\Oh no.\Could it be the Crown Prince\cannot stand to hear sappy words of affection?\Has he confused me for his wife again? response:	You... You clearly already know. You're still trying to trick me into saying it?
context: Your honey?\Su Su.\Are you pretending to be ignorant or have you truly forgotten about me?\Oh no.\Could it be the Crown Prince\cannot stand to hear sappy words of affection?\Has he confused me for his wife again?\You... You clearly already know. You're still trying to trick me into saying it? response:	You're terrible.
context: Su Su.\Are you pretending to be ignorant or have you truly forgotten about me?\Oh no.\Could it be the Crown Prince\cannot stand to hear sappy words of affection?\Has he confused me for his wife again?\You... You clearly already know. You're still trying to trick me into saying it?\You're terrible. response:	Father, aren't you going to chase after Mother?
context: Are you pretending to be ignorant or have you truly forgotten about me?\Oh no.\Could it be the Crown Prince\cannot stand to hear sappy words of affection?\Has he confused me for his wife again?\You... You clearly already know. You're still trying to trick me into saying it?\You're terrible.\Father, aren't you going to chase after Mother? response:	No need to. I know where she went.
context: Oh no.\Could it be the Crown Prince\cannot stand to hear sappy words of affection?\Has he confused me for his wife again?\You... You clearly already know. You're still trying to trick me into saying it?\You're terrible.\Father, aren't you going to chase after Mother?\No need to. I know where she went. response:	Are we still staying here tonight?
context: Could it be the Crown Prince\cannot stand to hear sappy words of affection?\Has he confused me for his wife again?\You... You clearly already know. You're still trying to trick me into saying it?\You're terrible.\Father, aren't you going to chase after Mother?\No need to. I know where she went.\Are we still staying here tonight? response:	No.
context: cannot stand to hear sappy words of affection?\Has he confused me for his wife again?\You... You clearly already know. You're still trying to trick me into saying it?\You're terrible.\Father, aren't you going to chase after Mother?\No need to. I know where she went.\Are we still staying here tonight?\No. response:	We're going to Ten-mile Peach Tree Woods.
context: Has he confused me for his wife again?\You... You clearly already know. You're still trying to trick me into saying it?\You're terrible.\Father, aren't you going to chase after Mother?\No need to. I know where she went.\Are we still staying here tonight?\No.\We're going to Ten-mile Peach Tree Woods. response:	Ten-mile Peach Tree Woods? You're taking me there, Father?
context: You... You clearly already know. You're still trying to trick me into saying it?\You're terrible.\Father, aren't you going to chase after Mother?\No need to. I know where she went.\Are we still staying here tonight?\No.\We're going to Ten-mile Peach Tree Woods.\Ten-mile Peach Tree Woods? You're taking me there, Father? response:	There are some things I need to ask High God Zhe Yan.
