context: Kichijouji, huh? response:	Hachiouji, where Azuki is living, is still another thirty minutes away by train.
context: Ah... okay.\Niizuma-sensei's a very generous guy.\As long as we give him a receipt, we can eat whatever we want.\Right.\So what about you, Mashiro-kun? Staying over tonight?\Yeah. I'd planned on working all night when I came here, though.\Is that so? You sure are young.\You've got everything ahead of you. response:	We're back!
context: Niizuma-sensei's a very generous guy.\As long as we give him a receipt, we can eat whatever we want.\Right.\So what about you, Mashiro-kun? Staying over tonight?\Yeah. I'd planned on working all night when I came here, though.\Is that so? You sure are young.\You've got everything ahead of you.\We're back! response:	So he uses headphones at night.
context: As long as we give him a receipt, we can eat whatever we want.\Right.\So what about you, Mashiro-kun? Staying over tonight?\Yeah. I'd planned on working all night when I came here, though.\Is that so? You sure are young.\You've got everything ahead of you.\We're back!\So he uses headphones at night. response:	Only because his editor told him to.
context: Right.\So what about you, Mashiro-kun? Staying over tonight?\Yeah. I'd planned on working all night when I came here, though.\Is that so? You sure are young.\You've got everything ahead of you.\We're back!\So he uses headphones at night.\Only because his editor told him to. response:	There's a nap room, want to rest for the night?
context: So what about you, Mashiro-kun? Staying over tonight?\Yeah. I'd planned on working all night when I came here, though.\Is that so? You sure are young.\You've got everything ahead of you.\We're back!\So he uses headphones at night.\Only because his editor told him to.\There's a nap room, want to rest for the night? response:	Nah, I think I'll watch by Niizuma-san's side a little.
context: Yeah. I'd planned on working all night when I came here, though.\Is that so? You sure are young.\You've got everything ahead of you.\We're back!\So he uses headphones at night.\Only because his editor told him to.\There's a nap room, want to rest for the night?\Nah, I think I'll watch by Niizuma-san's side a little. response:	I want to be serialized...
context: Is that so? You sure are young.\You've got everything ahead of you.\We're back!\So he uses headphones at night.\Only because his editor told him to.\There's a nap room, want to rest for the night?\Nah, I think I'll watch by Niizuma-san's side a little.\I want to be serialized... response:	II'm sorry.
context: You've got everything ahead of you.\We're back!\So he uses headphones at night.\Only because his editor told him to.\There's a nap room, want to rest for the night?\Nah, I think I'll watch by Niizuma-san's side a little.\I want to be serialized...\II'm sorry. response:	No, somehow I understand how you feel.
context: We're back!\So he uses headphones at night.\Only because his editor told him to.\There's a nap room, want to rest for the night?\Nah, I think I'll watch by Niizuma-san's side a little.\I want to be serialized...\II'm sorry.\No, somehow I understand how you feel. response:	It must be painful to hear.
context: So he uses headphones at night.\Only because his editor told him to.\There's a nap room, want to rest for the night?\Nah, I think I'll watch by Niizuma-san's side a little.\I want to be serialized...\II'm sorry.\No, somehow I understand how you feel.\It must be painful to hear. response:	SSorry.
context: Only because his editor told him to.\There's a nap room, want to rest for the night?\Nah, I think I'll watch by Niizuma-san's side a little.\I want to be serialized...\II'm sorry.\No, somehow I understand how you feel.\It must be painful to hear.\SSorry. response:	It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.
context: There's a nap room, want to rest for the night?\Nah, I think I'll watch by Niizuma-san's side a little.\I want to be serialized...\II'm sorry.\No, somehow I understand how you feel.\It must be painful to hear.\SSorry.\It would probably be a little easier for me to get serious as a pro-assistant and take pride in that. response:	But I don't want to throw away my dream of being a mangaka, no matter what.
context: Nah, I think I'll watch by Niizuma-san's side a little.\I want to be serialized...\II'm sorry.\No, somehow I understand how you feel.\It must be painful to hear.\SSorry.\It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.\But I don't want to throw away my dream of being a mangaka, no matter what. response:	And yet I just drag myself around everywhere just being an assistant...
context: I want to be serialized...\II'm sorry.\No, somehow I understand how you feel.\It must be painful to hear.\SSorry.\It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.\But I don't want to throw away my dream of being a mangaka, no matter what.\And yet I just drag myself around everywhere just being an assistant... response:	Now I'm already thirty-three...
context: II'm sorry.\No, somehow I understand how you feel.\It must be painful to hear.\SSorry.\It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.\But I don't want to throw away my dream of being a mangaka, no matter what.\And yet I just drag myself around everywhere just being an assistant...\Now I'm already thirty-three... response:	No matter what, don't be an assistant for a long time.
context: No, somehow I understand how you feel.\It must be painful to hear.\SSorry.\It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.\But I don't want to throw away my dream of being a mangaka, no matter what.\And yet I just drag myself around everywhere just being an assistant...\Now I'm already thirty-three...\No matter what, don't be an assistant for a long time. response:	Okay.
context: It must be painful to hear.\SSorry.\It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.\But I don't want to throw away my dream of being a mangaka, no matter what.\And yet I just drag myself around everywhere just being an assistant...\Now I'm already thirty-three...\No matter what, don't be an assistant for a long time.\Okay. response:	Good morning.
context: SSorry.\It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.\But I don't want to throw away my dream of being a mangaka, no matter what.\And yet I just drag myself around everywhere just being an assistant...\Now I'm already thirty-three...\No matter what, don't be an assistant for a long time.\Okay.\Good morning. response:	Good morning.
context: It would probably be a little easier for me to get serious as a pro-assistant and take pride in that.\But I don't want to throw away my dream of being a mangaka, no matter what.\And yet I just drag myself around everywhere just being an assistant...\Now I'm already thirty-three...\No matter what, don't be an assistant for a long time.\Okay.\Good morning.\Good morning. response:	Crow, huh? Crow!
context: But I don't want to throw away my dream of being a mangaka, no matter what.\And yet I just drag myself around everywhere just being an assistant...\Now I'm already thirty-three...\No matter what, don't be an assistant for a long time.\Okay.\Good morning.\Good morning.\Crow, huh? Crow! response:	Crow! Crow!
context: And yet I just drag myself around everywhere just being an assistant...\Now I'm already thirty-three...\No matter what, don't be an assistant for a long time.\Okay.\Good morning.\Good morning.\Crow, huh? Crow!\Crow! Crow! response:	He's already done all this?
context: Now I'm already thirty-three...\No matter what, don't be an assistant for a long time.\Okay.\Good morning.\Good morning.\Crow, huh? Crow!\Crow! Crow!\He's already done all this? response:	Black wings!
context: No matter what, don't be an assistant for a long time.\Okay.\Good morning.\Good morning.\Crow, huh? Crow!\Crow! Crow!\He's already done all this?\Black wings! response:	He didn't put in any backgrounds!
context: Okay.\Good morning.\Good morning.\Crow, huh? Crow!\Crow! Crow!\He's already done all this?\Black wings!\He didn't put in any backgrounds! response:	This might be worth doing.
context: Good morning.\Good morning.\Crow, huh? Crow!\Crow! Crow!\He's already done all this?\Black wings!\He didn't put in any backgrounds!\This might be worth doing. response:	Let's get busy!
context: Good morning.\Crow, huh? Crow!\Crow! Crow!\He's already done all this?\Black wings!\He didn't put in any backgrounds!\This might be worth doing.\Let's get busy! response:	Wings, wings, wings, wings!
context: Crow, huh? Crow!\Crow! Crow!\He's already done all this?\Black wings!\He didn't put in any backgrounds!\This might be worth doing.\Let's get busy!\Wings, wings, wings, wings! response:	Okay.
context: Crow! Crow!\He's already done all this?\Black wings!\He didn't put in any backgrounds!\This might be worth doing.\Let's get busy!\Wings, wings, wings, wings!\Okay. response:	Last three!
context: He's already done all this?\Black wings!\He didn't put in any backgrounds!\This might be worth doing.\Let's get busy!\Wings, wings, wings, wings!\Okay.\Last three! response:	Incredible...
context: Black wings!\He didn't put in any backgrounds!\This might be worth doing.\Let's get busy!\Wings, wings, wings, wings!\Okay.\Last three!\Incredible... response:	Nakai-san can do undersketches for such complex backgrounds freehand,
context: He didn't put in any backgrounds!\This might be worth doing.\Let's get busy!\Wings, wings, wings, wings!\Okay.\Last three!\Incredible...\Nakai-san can do undersketches for such complex backgrounds freehand, response:	and then ink it perfectly!
context: This might be worth doing.\Let's get busy!\Wings, wings, wings, wings!\Okay.\Last three!\Incredible...\Nakai-san can do undersketches for such complex backgrounds freehand,\and then ink it perfectly! response:	Crow!
context: Let's get busy!\Wings, wings, wings, wings!\Okay.\Last three!\Incredible...\Nakai-san can do undersketches for such complex backgrounds freehand,\and then ink it perfectly!\Crow! response:	Thanks for all the work.
context: Wings, wings, wings, wings!\Okay.\Last three!\Incredible...\Nakai-san can do undersketches for such complex backgrounds freehand,\and then ink it perfectly!\Crow!\Thanks for all the work. response:	Thanks for coming.
context: Okay.\Last three!\Incredible...\Nakai-san can do undersketches for such complex backgrounds freehand,\and then ink it perfectly!\Crow!\Thanks for all the work.\Thanks for coming. response:	Thanks for coming.
context: Last three!\Incredible...\Nakai-san can do undersketches for such complex backgrounds freehand,\and then ink it perfectly!\Crow!\Thanks for all the work.\Thanks for coming.\Thanks for coming. response:	Thanks.
context: Incredible...\Nakai-san can do undersketches for such complex backgrounds freehand,\and then ink it perfectly!\Crow!\Thanks for all the work.\Thanks for coming.\Thanks for coming.\Thanks. response:	Niizuma-kun, chapter five is... which one?
context: Nakai-san can do undersketches for such complex backgrounds freehand,\and then ink it perfectly!\Crow!\Thanks for all the work.\Thanks for coming.\Thanks for coming.\Thanks.\Niizuma-kun, chapter five is... which one? response:	There are so many I can't tell.
context: and then ink it perfectly!\Crow!\Thanks for all the work.\Thanks for coming.\Thanks for coming.\Thanks.\Niizuma-kun, chapter five is... which one?\There are so many I can't tell. response:	Ah sorry, it's not done yet.
context: Crow!\Thanks for all the work.\Thanks for coming.\Thanks for coming.\Thanks.\Niizuma-kun, chapter five is... which one?\There are so many I can't tell.\Ah sorry, it's not done yet. response:	It isn't?
context: Thanks for all the work.\Thanks for coming.\Thanks for coming.\Thanks.\Niizuma-kun, chapter five is... which one?\There are so many I can't tell.\Ah sorry, it's not done yet.\It isn't? response:	Two days ago over the phone, you said it was already done...
context: Thanks for coming.\Thanks for coming.\Thanks.\Niizuma-kun, chapter five is... which one?\There are so many I can't tell.\Ah sorry, it's not done yet.\It isn't?\Two days ago over the phone, you said it was already done... response:	I'm redrawing it.
context: Thanks for coming.\Thanks.\Niizuma-kun, chapter five is... which one?\There are so many I can't tell.\Ah sorry, it's not done yet.\It isn't?\Two days ago over the phone, you said it was already done...\I'm redrawing it. response:	Eh?
context: Thanks.\Niizuma-kun, chapter five is... which one?\There are so many I can't tell.\Ah sorry, it's not done yet.\It isn't?\Two days ago over the phone, you said it was already done...\I'm redrawing it.\Eh? response:	Here's the name for chapter five.
context: Niizuma-kun, chapter five is... which one?\There are so many I can't tell.\Ah sorry, it's not done yet.\It isn't?\Two days ago over the phone, you said it was already done...\I'm redrawing it.\Eh?\Here's the name for chapter five. response:	Name?
context: There are so many I can't tell.\Ah sorry, it's not done yet.\It isn't?\Two days ago over the phone, you said it was already done...\I'm redrawing it.\Eh?\Here's the name for chapter five.\Name? response:	You wrote a name?
context: Ah sorry, it's not done yet.\It isn't?\Two days ago over the phone, you said it was already done...\I'm redrawing it.\Eh?\Here's the name for chapter five.\Name?\You wrote a name? response:	What is this?! This is incredibly interesting!
context: It isn't?\Two days ago over the phone, you said it was already done...\I'm redrawing it.\Eh?\Here's the name for chapter five.\Name?\You wrote a name?\What is this?! This is incredibly interesting! response:	So it really is interesting?
context: Two days ago over the phone, you said it was already done...\I'm redrawing it.\Eh?\Here's the name for chapter five.\Name?\You wrote a name?\What is this?! This is incredibly interesting!\So it really is interesting? response:	Yeah, it's great.
context: I'm redrawing it.\Eh?\Here's the name for chapter five.\Name?\You wrote a name?\What is this?! This is incredibly interesting!\So it really is interesting?\Yeah, it's great. response:	Yuujirou-san, I'm sorry for being so cocky up until now.
context: Eh?\Here's the name for chapter five.\Name?\You wrote a name?\What is this?! This is incredibly interesting!\So it really is interesting?\Yeah, it's great.\Yuujirou-san, I'm sorry for being so cocky up until now. response:	From now on, I'll do the meetings and draw the names.
context: Here's the name for chapter five.\Name?\You wrote a name?\What is this?! This is incredibly interesting!\So it really is interesting?\Yeah, it's great.\Yuujirou-san, I'm sorry for being so cocky up until now.\From now on, I'll do the meetings and draw the names. response:	What brought this on?
context: Name?\You wrote a name?\What is this?! This is incredibly interesting!\So it really is interesting?\Yeah, it's great.\Yuujirou-san, I'm sorry for being so cocky up until now.\From now on, I'll do the meetings and draw the names.\What brought this on? response:	I think that from everyone telling me I was a genius so much, I turned into a goblin.
context: You wrote a name?\What is this?! This is incredibly interesting!\So it really is interesting?\Yeah, it's great.\Yuujirou-san, I'm sorry for being so cocky up until now.\From now on, I'll do the meetings and draw the names.\What brought this on?\I think that from everyone telling me I was a genius so much, I turned into a goblin. response:	I see... Well, that way I can be a lot more relaxed about this.
context: What is this?! This is incredibly interesting!\So it really is interesting?\Yeah, it's great.\Yuujirou-san, I'm sorry for being so cocky up until now.\From now on, I'll do the meetings and draw the names.\What brought this on?\I think that from everyone telling me I was a genius so much, I turned into a goblin.\I see... Well, that way I can be a lot more relaxed about this. response:	And now becoming the number one author in Jack really isn't just a dream!
context: So it really is interesting?\Yeah, it's great.\Yuujirou-san, I'm sorry for being so cocky up until now.\From now on, I'll do the meetings and draw the names.\What brought this on?\I think that from everyone telling me I was a genius so much, I turned into a goblin.\I see... Well, that way I can be a lot more relaxed about this.\And now becoming the number one author in Jack really isn't just a dream! response:	It's not just a dream?
context: Yeah, it's great.\Yuujirou-san, I'm sorry for being so cocky up until now.\From now on, I'll do the meetings and draw the names.\What brought this on?\I think that from everyone telling me I was a genius so much, I turned into a goblin.\I see... Well, that way I can be a lot more relaxed about this.\And now becoming the number one author in Jack really isn't just a dream!\It's not just a dream? response:	For the early report of chapter three, you're third!
context: Yuujirou-san, I'm sorry for being so cocky up until now.\From now on, I'll do the meetings and draw the names.\What brought this on?\I think that from everyone telling me I was a genius so much, I turned into a goblin.\I see... Well, that way I can be a lot more relaxed about this.\And now becoming the number one author in Jack really isn't just a dream!\It's not just a dream?\For the early report of chapter three, you're third! response:	Even better than chapter two.
context: From now on, I'll do the meetings and draw the names.\What brought this on?\I think that from everyone telling me I was a genius so much, I turned into a goblin.\I see... Well, that way I can be a lot more relaxed about this.\And now becoming the number one author in Jack really isn't just a dream!\It's not just a dream?\For the early report of chapter three, you're third!\Even better than chapter two. response:	Chapter three was better?
context: What brought this on?\I think that from everyone telling me I was a genius so much, I turned into a goblin.\I see... Well, that way I can be a lot more relaxed about this.\And now becoming the number one author in Jack really isn't just a dream!\It's not just a dream?\For the early report of chapter three, you're third!\Even better than chapter two.\Chapter three was better? response:	It was different from how we read it.
context: I think that from everyone telling me I was a genius so much, I turned into a goblin.\I see... Well, that way I can be a lot more relaxed about this.\And now becoming the number one author in Jack really isn't just a dream!\It's not just a dream?\For the early report of chapter three, you're third!\Even better than chapter two.\Chapter three was better?\It was different from how we read it. response:	I don't regret it though.
context: I see... Well, that way I can be a lot more relaxed about this.\And now becoming the number one author in Jack really isn't just a dream!\It's not just a dream?\For the early report of chapter three, you're third!\Even better than chapter two.\Chapter three was better?\It was different from how we read it.\I don't regret it though. response:	We made chapter five more interesting and got him to do meetings and names.
context: And now becoming the number one author in Jack really isn't just a dream!\It's not just a dream?\For the early report of chapter three, you're third!\Even better than chapter two.\Chapter three was better?\It was different from how we read it.\I don't regret it though.\We made chapter five more interesting and got him to do meetings and names. response:	Yay! I'm going to be the most popular mangaka!
context: It's not just a dream?\For the early report of chapter three, you're third!\Even better than chapter two.\Chapter three was better?\It was different from how we read it.\I don't regret it though.\We made chapter five more interesting and got him to do meetings and names.\Yay! I'm going to be the most popular mangaka! response:	I was glad that Eiji was drawing names now too.
context: For the early report of chapter three, you're third!\Even better than chapter two.\Chapter three was better?\It was different from how we read it.\I don't regret it though.\We made chapter five more interesting and got him to do meetings and names.\Yay! I'm going to be the most popular mangaka!\I was glad that Eiji was drawing names now too. response:	But I came here for Shuujin's sake.
context: Even better than chapter two.\Chapter three was better?\It was different from how we read it.\I don't regret it though.\We made chapter five more interesting and got him to do meetings and names.\Yay! I'm going to be the most popular mangaka!\I was glad that Eiji was drawing names now too.\But I came here for Shuujin's sake. response:	I've got to bring something back...
context: Chapter three was better?\It was different from how we read it.\I don't regret it though.\We made chapter five more interesting and got him to do meetings and names.\Yay! I'm going to be the most popular mangaka!\I was glad that Eiji was drawing names now too.\But I came here for Shuujin's sake.\I've got to bring something back... response:	It must be a pain drawing a manga with two people.
context: It was different from how we read it.\I don't regret it though.\We made chapter five more interesting and got him to do meetings and names.\Yay! I'm going to be the most popular mangaka!\I was glad that Eiji was drawing names now too.\But I came here for Shuujin's sake.\I've got to bring something back...\It must be a pain drawing a manga with two people. response:	But together, we can get through things really quickly!
context: I don't regret it though.\We made chapter five more interesting and got him to do meetings and names.\Yay! I'm going to be the most popular mangaka!\I was glad that Eiji was drawing names now too.\But I came here for Shuujin's sake.\I've got to bring something back...\It must be a pain drawing a manga with two people.\But together, we can get through things really quickly! response:	If it were me, I'd always be getting in fights.
context: We made chapter five more interesting and got him to do meetings and names.\Yay! I'm going to be the most popular mangaka!\I was glad that Eiji was drawing names now too.\But I came here for Shuujin's sake.\I've got to bring something back...\It must be a pain drawing a manga with two people.\But together, we can get through things really quickly!\If it were me, I'd always be getting in fights. response:	I trust my partner!
context: Yay! I'm going to be the most popular mangaka!\I was glad that Eiji was drawing names now too.\But I came here for Shuujin's sake.\I've got to bring something back...\It must be a pain drawing a manga with two people.\But together, we can get through things really quickly!\If it were me, I'd always be getting in fights.\I trust my partner! response:	Next time, Jealousy and Love.
context: I was glad that Eiji was drawing names now too.\But I came here for Shuujin's sake.\I've got to bring something back...\It must be a pain drawing a manga with two people.\But together, we can get through things really quickly!\If it were me, I'd always be getting in fights.\I trust my partner!\Next time, Jealousy and Love. response:	I guess we're going after the same dream.
