context: The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest. response:	Only the seven Words and the staff of seven stars can break the seal.
context: Watch me! I can feel power in my heart when I say this chant!\Arae Arilla!\Arae Arilla!\Arae Arilla!\Arae Arilla...\The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest.\Only the seven Words and the staff bearing the seven stars can break the seal.\Early morning lessons, day seven. Are you ready, Akko? response:	Yes!
context: Arae Arilla!\Arae Arilla!\Arae Arilla!\Arae Arilla...\The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest.\Only the seven Words and the staff bearing the seven stars can break the seal.\Early morning lessons, day seven. Are you ready, Akko?\Yes! response:	Monkey.
context: Arae Arilla!\Arae Arilla!\Arae Arilla...\The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest.\Only the seven Words and the staff bearing the seven stars can break the seal.\Early morning lessons, day seven. Are you ready, Akko?\Yes!\Monkey. response:	Metamorphie Faciesse!
context: Arae Arilla!\Arae Arilla...\The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest.\Only the seven Words and the staff bearing the seven stars can break the seal.\Early morning lessons, day seven. Are you ready, Akko?\Yes!\Monkey.\Metamorphie Faciesse! response:	Eek!
context: Arae Arilla...\The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest.\Only the seven Words and the staff bearing the seven stars can break the seal.\Early morning lessons, day seven. Are you ready, Akko?\Yes!\Monkey.\Metamorphie Faciesse!\Eek! response:	Eek?
context: The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest.\Only the seven Words and the staff bearing the seven stars can break the seal.\Early morning lessons, day seven. Are you ready, Akko?\Yes!\Monkey.\Metamorphie Faciesse!\Eek!\Eek? response:	N-Not too bad.
context: Only the seven Words and the staff bearing the seven stars can break the seal.\Early morning lessons, day seven. Are you ready, Akko?\Yes!\Monkey.\Metamorphie Faciesse!\Eek!\Eek?\N-Not too bad. response:	Next, an elephant.
context: Early morning lessons, day seven. Are you ready, Akko?\Yes!\Monkey.\Metamorphie Faciesse!\Eek!\Eek?\N-Not too bad.\Next, an elephant. response:	Metamorphie Faciesse!
context: Yes!\Monkey.\Metamorphie Faciesse!\Eek!\Eek?\N-Not too bad.\Next, an elephant.\Metamorphie Faciesse! response:	G-Good, you're doing well.
context: Monkey.\Metamorphie Faciesse!\Eek!\Eek?\N-Not too bad.\Next, an elephant.\Metamorphie Faciesse!\G-Good, you're doing well. response:	Whawait!
context: Metamorphie Faciesse!\Eek!\Eek?\N-Not too bad.\Next, an elephant.\Metamorphie Faciesse!\G-Good, you're doing well.\Whawait! response:	Oh? Oh no no!
context: Eek!\Eek?\N-Not too bad.\Next, an elephant.\Metamorphie Faciesse!\G-Good, you're doing well.\Whawait!\Oh? Oh no no! response:	Get away! Shoo, shoo!
context: Eek?\N-Not too bad.\Next, an elephant.\Metamorphie Faciesse!\G-Good, you're doing well.\Whawait!\Oh? Oh no no!\Get away! Shoo, shoo! response:	Professor Ursula, thanks again.
context: N-Not too bad.\Next, an elephant.\Metamorphie Faciesse!\G-Good, you're doing well.\Whawait!\Oh? Oh no no!\Get away! Shoo, shoo!\Professor Ursula, thanks again. response:	I think I had it perfectly at the start!
context: Next, an elephant.\Metamorphie Faciesse!\G-Good, you're doing well.\Whawait!\Oh? Oh no no!\Get away! Shoo, shoo!\Professor Ursula, thanks again.\I think I had it perfectly at the start! response:	S-Sure...
context: Metamorphie Faciesse!\G-Good, you're doing well.\Whawait!\Oh? Oh no no!\Get away! Shoo, shoo!\Professor Ursula, thanks again.\I think I had it perfectly at the start!\S-Sure... response:	I'll keep practicing, and get better little by little.
context: G-Good, you're doing well.\Whawait!\Oh? Oh no no!\Get away! Shoo, shoo!\Professor Ursula, thanks again.\I think I had it perfectly at the start!\S-Sure...\I'll keep practicing, and get better little by little. response:	And the moment I master metamorphosis magic...
context: Whawait!\Oh? Oh no no!\Get away! Shoo, shoo!\Professor Ursula, thanks again.\I think I had it perfectly at the start!\S-Sure...\I'll keep practicing, and get better little by little.\And the moment I master metamorphosis magic... response:	I'll become a Moonlit Witch, like Chariot!
context: Oh? Oh no no!\Get away! Shoo, shoo!\Professor Ursula, thanks again.\I think I had it perfectly at the start!\S-Sure...\I'll keep practicing, and get better little by little.\And the moment I master metamorphosis magic...\I'll become a Moonlit Witch, like Chariot! response:	Moonlit Witch
context: Get away! Shoo, shoo!\Professor Ursula, thanks again.\I think I had it perfectly at the start!\S-Sure...\I'll keep practicing, and get better little by little.\And the moment I master metamorphosis magic...\I'll become a Moonlit Witch, like Chariot!\Moonlit Witch response:	Chariot was chosen as the Moonlit Witch during Luna Nova's Samhain Festival.
context: Professor Ursula, thanks again.\I think I had it perfectly at the start!\S-Sure...\I'll keep practicing, and get better little by little.\And the moment I master metamorphosis magic...\I'll become a Moonlit Witch, like Chariot!\Moonlit Witch\Chariot was chosen as the Moonlit Witch during Luna Nova's Samhain Festival. response:	Moonlit Witch...
context: I think I had it perfectly at the start!\S-Sure...\I'll keep practicing, and get better little by little.\And the moment I master metamorphosis magic...\I'll become a Moonlit Witch, like Chariot!\Moonlit Witch\Chariot was chosen as the Moonlit Witch during Luna Nova's Samhain Festival.\Moonlit Witch... response:	It's proof that you're the best witch around.
context: S-Sure...\I'll keep practicing, and get better little by little.\And the moment I master metamorphosis magic...\I'll become a Moonlit Witch, like Chariot!\Moonlit Witch\Chariot was chosen as the Moonlit Witch during Luna Nova's Samhain Festival.\Moonlit Witch...\It's proof that you're the best witch around. response:	I heard she earned it after showing off her miraculous metamorphosis magic.
context: I'll keep practicing, and get better little by little.\And the moment I master metamorphosis magic...\I'll become a Moonlit Witch, like Chariot!\Moonlit Witch\Chariot was chosen as the Moonlit Witch during Luna Nova's Samhain Festival.\Moonlit Witch...\It's proof that you're the best witch around.\I heard she earned it after showing off her miraculous metamorphosis magic. response:	Shouldn't you know that, Professor?
context: And the moment I master metamorphosis magic...\I'll become a Moonlit Witch, like Chariot!\Moonlit Witch\Chariot was chosen as the Moonlit Witch during Luna Nova's Samhain Festival.\Moonlit Witch...\It's proof that you're the best witch around.\I heard she earned it after showing off her miraculous metamorphosis magic.\Shouldn't you know that, Professor? response:	Y-Yes, I do know!
