context: Are you really okay with making such a discussion just like that? response:	Are you really okay with deciding this so easily?
context: kono basho kara\Little Witch Academia\Little Witch Academia\Only those of Cavendish blood are permitted to enter the shrine.\She said there was no time left. Is there some reason she has to hurry?\Allow me to explain.\It manifests in the glow of the horn adorning the family's patron beast, the white unicorn.\When the Gem of Venus's radiance is obscured, response:	the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.
context: Little Witch Academia\Little Witch Academia\Only those of Cavendish blood are permitted to enter the shrine.\She said there was no time left. Is there some reason she has to hurry?\Allow me to explain.\It manifests in the glow of the horn adorning the family's patron beast, the white unicorn.\When the Gem of Venus's radiance is obscured,\the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head. response:	The Gem of Venus?
context: Little Witch Academia\Only those of Cavendish blood are permitted to enter the shrine.\She said there was no time left. Is there some reason she has to hurry?\Allow me to explain.\It manifests in the glow of the horn adorning the family's patron beast, the white unicorn.\When the Gem of Venus's radiance is obscured,\the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.\The Gem of Venus? response:	It likely refers to the planet.
context: Only those of Cavendish blood are permitted to enter the shrine.\She said there was no time left. Is there some reason she has to hurry?\Allow me to explain.\It manifests in the glow of the horn adorning the family's patron beast, the white unicorn.\When the Gem of Venus's radiance is obscured,\the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.\The Gem of Venus?\It likely refers to the planet. response:	That's right, today is the Venusian eclipse.
context: She said there was no time left. Is there some reason she has to hurry?\Allow me to explain.\It manifests in the glow of the horn adorning the family's patron beast, the white unicorn.\When the Gem of Venus's radiance is obscured,\the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.\The Gem of Venus?\It likely refers to the planet.\That's right, today is the Venusian eclipse. response:	Venusian eclipse?
context: Allow me to explain.\It manifests in the glow of the horn adorning the family's patron beast, the white unicorn.\When the Gem of Venus's radiance is obscured,\the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.\The Gem of Venus?\It likely refers to the planet.\That's right, today is the Venusian eclipse.\Venusian eclipse? response:	It's when Venus disappears for a short time due to passing behind the moon.
context: It manifests in the glow of the horn adorning the family's patron beast, the white unicorn.\When the Gem of Venus's radiance is obscured,\the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.\The Gem of Venus?\It likely refers to the planet.\That's right, today is the Venusian eclipse.\Venusian eclipse?\It's when Venus disappears for a short time due to passing behind the moon. response:	And that's tonight?
context: When the Gem of Venus's radiance is obscured,\the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.\The Gem of Venus?\It likely refers to the planet.\That's right, today is the Venusian eclipse.\Venusian eclipse?\It's when Venus disappears for a short time due to passing behind the moon.\And that's tonight? response:	Yes.
context: the seal on the shrine is undone, allowing she who swears upon her ancestors' souls to become the family head.\The Gem of Venus?\It likely refers to the planet.\That's right, today is the Venusian eclipse.\Venusian eclipse?\It's when Venus disappears for a short time due to passing behind the moon.\And that's tonight?\Yes. response:	This event occurs only once every several years.
context: The Gem of Venus?\It likely refers to the planet.\That's right, today is the Venusian eclipse.\Venusian eclipse?\It's when Venus disappears for a short time due to passing behind the moon.\And that's tonight?\Yes.\This event occurs only once every several years. response:	She cannot let today's opportunity pass by.
context: It likely refers to the planet.\That's right, today is the Venusian eclipse.\Venusian eclipse?\It's when Venus disappears for a short time due to passing behind the moon.\And that's tonight?\Yes.\This event occurs only once every several years.\She cannot let today's opportunity pass by. response:	Louperial Ral!
context: That's right, today is the Venusian eclipse.\Venusian eclipse?\It's when Venus disappears for a short time due to passing behind the moon.\And that's tonight?\Yes.\This event occurs only once every several years.\She cannot let today's opportunity pass by.\Louperial Ral! response:	These snakes... they're my aunt's!
context: Venusian eclipse?\It's when Venus disappears for a short time due to passing behind the moon.\And that's tonight?\Yes.\This event occurs only once every several years.\She cannot let today's opportunity pass by.\Louperial Ral!\These snakes... they're my aunt's! response:	That took hardly any effort.
context: It's when Venus disappears for a short time due to passing behind the moon.\And that's tonight?\Yes.\This event occurs only once every several years.\She cannot let today's opportunity pass by.\Louperial Ral!\These snakes... they're my aunt's!\That took hardly any effort. response:	Without your magic, you're no more than a child.
context: And that's tonight?\Yes.\This event occurs only once every several years.\She cannot let today's opportunity pass by.\Louperial Ral!\These snakes... they're my aunt's!\That took hardly any effort.\Without your magic, you're no more than a child. response:	Did I not say it was premature for you to become the family head?
context: Yes.\This event occurs only once every several years.\She cannot let today's opportunity pass by.\Louperial Ral!\These snakes... they're my aunt's!\That took hardly any effort.\Without your magic, you're no more than a child.\Did I not say it was premature for you to become the family head? response:	Make yourself comfortable in there.
context: This event occurs only once every several years.\She cannot let today's opportunity pass by.\Louperial Ral!\These snakes... they're my aunt's!\That took hardly any effort.\Without your magic, you're no more than a child.\Did I not say it was premature for you to become the family head?\Make yourself comfortable in there. response:	Up and leaving the moment his business is over?
context: She cannot let today's opportunity pass by.\Louperial Ral!\These snakes... they're my aunt's!\That took hardly any effort.\Without your magic, you're no more than a child.\Did I not say it was premature for you to become the family head?\Make yourself comfortable in there.\Up and leaving the moment his business is over? response:	My father is far too impatient.
context: Louperial Ral!\These snakes... they're my aunt's!\That took hardly any effort.\Without your magic, you're no more than a child.\Did I not say it was premature for you to become the family head?\Make yourself comfortable in there.\Up and leaving the moment his business is over?\My father is far too impatient. response:	Thinking about Diana?
context: These snakes... they're my aunt's!\That took hardly any effort.\Without your magic, you're no more than a child.\Did I not say it was premature for you to become the family head?\Make yourself comfortable in there.\Up and leaving the moment his business is over?\My father is far too impatient.\Thinking about Diana? response:	Why do you want to take her back with you?
context: That took hardly any effort.\Without your magic, you're no more than a child.\Did I not say it was premature for you to become the family head?\Make yourself comfortable in there.\Up and leaving the moment his business is over?\My father is far too impatient.\Thinking about Diana?\Why do you want to take her back with you? response:	You didn't appear to get along all that well.
context: Without your magic, you're no more than a child.\Did I not say it was premature for you to become the family head?\Make yourself comfortable in there.\Up and leaving the moment his business is over?\My father is far too impatient.\Thinking about Diana?\Why do you want to take her back with you?\You didn't appear to get along all that well. response:	It's not like we're friends or anything...
context: Did I not say it was premature for you to become the family head?\Make yourself comfortable in there.\Up and leaving the moment his business is over?\My father is far too impatient.\Thinking about Diana?\Why do you want to take her back with you?\You didn't appear to get along all that well.\It's not like we're friends or anything... response:	Diana isn't the type of person to act on a whim or without reason.
