context: ED response:	Man, this week's storyboard is good too.
context: It's a challenge!\You're on!\I accepted Master Niizuma's challenge!\I'm pumped!\I want to get first place with Hiramaru.\Next time: Front and Center.\I'll win and achieve my dream!\Serialization and Prevention response:	Next Time
context: You're on!\I accepted Master Niizuma's challenge!\I'm pumped!\I want to get first place with Hiramaru.\Next time: Front and Center.\I'll win and achieve my dream!\Serialization and Prevention\Next Time response:	Preview
context: I accepted Master Niizuma's challenge!\I'm pumped!\I want to get first place with Hiramaru.\Next time: Front and Center.\I'll win and achieve my dream!\Serialization and Prevention\Next Time\Preview response:	Front and
context: I'm pumped!\I want to get first place with Hiramaru.\Next time: Front and Center.\I'll win and achieve my dream!\Serialization and Prevention\Next Time\Preview\Front and response:	Center
context: I want to get first place with Hiramaru.\Next time: Front and Center.\I'll win and achieve my dream!\Serialization and Prevention\Next Time\Preview\Front and\Center response:	Climax of the Sky Prison saga!!
context: Next time: Front and Center.\I'll win and achieve my dream!\Serialization and Prevention\Next Time\Preview\Front and\Center\Climax of the Sky Prison saga!! response:	Climax of the Sky Prison saga!!
context: I'll win and achieve my dream!\Serialization and Prevention\Next Time\Preview\Front and\Center\Climax of the Sky Prison saga!!\Climax of the Sky Prison saga!! response:	I don't know what your goal is, but please spare me!
context: Serialization and Prevention\Next Time\Preview\Front and\Center\Climax of the Sky Prison saga!!\Climax of the Sky Prison saga!!\I don't know what your goal is, but please spare me! response:	Editorial Department
context: Next Time\Preview\Front and\Center\Climax of the Sky Prison saga!!\Climax of the Sky Prison saga!!\I don't know what your goal is, but please spare me!\Editorial Department response:	Now
context: Preview\Front and\Center\Climax of the Sky Prison saga!!\Climax of the Sky Prison saga!!\I don't know what your goal is, but please spare me!\Editorial Department\Now response:	Now
context: Front and\Center\Climax of the Sky Prison saga!!\Climax of the Sky Prison saga!!\I don't know what your goal is, but please spare me!\Editorial Department\Now\Now response:	Open
context: Center\Climax of the Sky Prison saga!!\Climax of the Sky Prison saga!!\I don't know what your goal is, but please spare me!\Editorial Department\Now\Now\Open response:	Open
context: Climax of the Sky Prison saga!!\Climax of the Sky Prison saga!!\I don't know what your goal is, but please spare me!\Editorial Department\Now\Now\Open\Open response:	Open
context: Climax of the Sky Prison saga!!\I don't know what your goal is, but please spare me!\Editorial Department\Now\Now\Open\Open\Open response:	Now
context: I don't know what your goal is, but please spare me!\Editorial Department\Now\Now\Open\Open\Open\Now response:	Now
context: Editorial Department\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	Now
context: Open\Open\Now\Now\Open\Open\Open\Now response:	Now
context: Open\Now\Now\Open\Open\Open\Now\Now response:	Open
context: Now\Now\Open\Open\Open\Now\Now\Open response:	Open
context: Now\Open\Open\Open\Now\Now\Open\Open response:	Open
context: Open\Open\Open\Now\Now\Open\Open\Open response:	yu
context: Open\Open\Now\Now\Open\Open\Open\yu response:	me
context: Open\Now\Now\Open\Open\Open\yu\me response:	yu
context: Now\Now\Open\Open\Open\yu\me\yu response:	me
context: Now\Open\Open\Open\yu\me\yu\me response:	yu
context: Open\Open\Open\yu\me\yu\me\yu response:	me
context: Open\Open\yu\me\yu\me\yu\me response:	yu
context: Open\yu\me\yu\me\yu\me\yu response:	me
context: yu\me\yu\me\yu\me\yu\me response:	ka
context: me\yu\me\yu\me\yu\me\ka response:	na
context: yu\me\yu\me\yu\me\ka\na response:	ru
context: me\yu\me\yu\me\ka\na\ru response:	ta
context: yu\me\yu\me\ka\na\ru\ta response:	bi
context: me\yu\me\ka\na\ru\ta\bi response:	ko
context: yu\me\ka\na\ru\ta\bi\ko response:	wa
context: me\ka\na\ru\ta\bi\ko\wa response:	re
context: ka\na\ru\ta\bi\ko\wa\re response:	te
context: na\ru\ta\bi\ko\wa\re\te response:	yu
context: ru\ta\bi\ko\wa\re\te\yu response:	ku
context: ta\bi\ko\wa\re\te\yu\ku response:	yu
context: bi\ko\wa\re\te\yu\ku\yu response:	me
context: ko\wa\re\te\yu\ku\yu\me response:	na
context: wa\re\te\yu\ku\yu\me\na response:	ze
context: re\te\yu\ku\yu\me\na\ze response:	so
context: te\yu\ku\yu\me\na\ze\so response:	re
context: yu\ku\yu\me\na\ze\so\re response:	de
context: ku\yu\me\na\ze\so\re\de response:	mo
context: yu\me\na\ze\so\re\de\mo response:	ma
context: me\na\ze\so\re\de\mo\ma response:	ta
context: na\ze\so\re\de\mo\ma\ta response:	bo
context: ze\so\re\de\mo\ma\ta\bo response:	ku
context: so\re\de\mo\ma\ta\bo\ku response:	wa
context: re\de\mo\ma\ta\bo\ku\wa response:	sa
context: de\mo\ma\ta\bo\ku\wa\sa response:	ga
context: mo\ma\ta\bo\ku\wa\sa\ga response:	su
context: ma\ta\bo\ku\wa\sa\ga\su response:	ha
context: ta\bo\ku\wa\sa\ga\su\ha response:	shi
context: bo\ku\wa\sa\ga\su\ha\shi response:	ri
context: ku\wa\sa\ga\su\ha\shi\ri response:	tsu
context: wa\sa\ga\su\ha\shi\ri\tsu response:	zu
context: sa\ga\su\ha\shi\ri\tsu\zu response:	ke
context: ga\su\ha\shi\ri\tsu\zu\ke response:	ru
context: su\ha\shi\ri\tsu\zu\ke\ru response:	hi
context: ha\shi\ri\tsu\zu\ke\ru\hi response:	sa
context: shi\ri\tsu\zu\ke\ru\hi\sa response:	shi
context: ri\tsu\zu\ke\ru\hi\sa\shi response:	bu
context: tsu\zu\ke\ru\hi\sa\shi\bu response:	ri
context: zu\ke\ru\hi\sa\shi\bu\ri response:	ni
context: ke\ru\hi\sa\shi\bu\ri\ni response:	de
context: ru\hi\sa\shi\bu\ri\ni\de response:	atta
context: hi\sa\shi\bu\ri\ni\de\atta response:	fu
context: sa\shi\bu\ri\ni\de\atta\fu response:	ki
context: shi\bu\ri\ni\de\atta\fu\ki response:	ka
context: bu\ri\ni\de\atta\fu\ki\ka response:	watta?
context: ri\ni\de\atta\fu\ki\ka\watta? response:	tsu
context: ni\de\atta\fu\ki\ka\watta?\tsu response:	ki
context: de\atta\fu\ki\ka\watta?\tsu\ki response:	hi
context: atta\fu\ki\ka\watta?\tsu\ki\hi response:	wa
context: fu\ki\ka\watta?\tsu\ki\hi\wa response:	na
context: ki\ka\watta?\tsu\ki\hi\wa\na response:	ga
context: ka\watta?\tsu\ki\hi\wa\na\ga response:	re
context: watta?\tsu\ki\hi\wa\na\ga\re response:	ta
context: tsu\ki\hi\wa\na\ga\re\ta response:	da
context: ki\hi\wa\na\ga\re\ta\da response:	rou
context: hi\wa\na\ga\re\ta\da\rou response:	no
context: wa\na\ga\re\ta\da\rou\no response:	ko
context: na\ga\re\ta\da\rou\no\ko response:	ro
context: ga\re\ta\da\rou\no\ko\ro response:	no
context: re\ta\da\rou\no\ko\ro\no response:	ho
context: ta\da\rou\no\ko\ro\no\ho response:	ga
context: da\rou\no\ko\ro\no\ho\ga response:	ta
context: rou\no\ko\ro\no\ho\ga\ta response:	no
context: no\ko\ro\no\ho\ga\ta\no response:	shi
context: ko\ro\no\ho\ga\ta\no\shi response:	so
context: ro\no\ho\ga\ta\no\shi\so response:	ta
context: no\ho\ga\ta\no\shi\so\ta response:	ku
context: ho\ga\ta\no\shi\so\ta\ku response:	sa
context: ga\ta\no\shi\so\ta\ku\sa response:	na
context: ta\no\shi\so\ta\ku\sa\na response:	ku
context: no\shi\so\ta\ku\sa\na\ku response:	shi
context: shi\so\ta\ku\sa\na\ku\shi response:	ta
context: so\ta\ku\sa\na\ku\shi\ta response:	so
context: ta\ku\sa\na\ku\shi\ta\so response:	na
context: ku\sa\na\ku\shi\ta\so\na response:	ko
context: sa\na\ku\shi\ta\so\na\ko response:	to
context: na\ku\shi\ta\so\na\ko\to response:	wa
context: ku\shi\ta\so\na\ko\to\wa response:	ki
context: shi\ta\so\na\ko\to\wa\ki response:	zu
context: ta\so\na\ko\to\wa\ki\zu response:	te
context: so\na\ko\to\wa\ki\zu\te response:	ru
context: na\ko\to\wa\ki\zu\te\ru response:	da
context: ko\to\wa\ki\zu\te\ru\da response:	sa
context: to\wa\ki\zu\te\ru\da\sa response:	ke
context: wa\ki\zu\te\ru\da\sa\ke response:	bi
context: ki\zu\te\ru\da\sa\ke\bi response:	tsu
context: zu\te\ru\da\sa\ke\bi\tsu response:	zu
context: te\ru\da\sa\ke\bi\tsu\zu response:	ke
context: ru\da\sa\ke\bi\tsu\zu\ke response:	ro
context: da\sa\ke\bi\tsu\zu\ke\ro response:	mo
context: sa\ke\bi\tsu\zu\ke\ro\mo response:	ga
context: ke\bi\tsu\zu\ke\ro\mo\ga response:	ki
context: bi\tsu\zu\ke\ro\mo\ga\ki response:	tsu
context: tsu\zu\ke\ro\mo\ga\ki\tsu response:	zu
context: zu\ke\ro\mo\ga\ki\tsu\zu response:	ke
context: ke\ro\mo\ga\ki\tsu\zu\ke response:	ro
context: ro\mo\ga\ki\tsu\zu\ke\ro response:	da
context: mo\ga\ki\tsu\zu\ke\ro\da response:	re
context: ga\ki\tsu\zu\ke\ro\da\re response:	no
context: ki\tsu\zu\ke\ro\da\re\no response:	ta
context: tsu\zu\ke\ro\da\re\no\ta response:	me
context: zu\ke\ro\da\re\no\ta\me response:	ni
context: ke\ro\da\re\no\ta\me\ni response:	na
context: ro\da\re\no\ta\me\ni\na response:	ka
context: da\re\no\ta\me\ni\na\ka response:	mou
context: re\no\ta\me\ni\na\ka\mou response:	da
context: no\ta\me\ni\na\ka\mou\da response:	rou?
context: ta\me\ni\na\ka\mou\da\rou? response:	ma
context: me\ni\na\ka\mou\da\rou?\ma response:	da
context: ni\na\ka\mou\da\rou?\ma\da response:	tsu
context: na\ka\mou\da\rou?\ma\da\tsu response:	ta
context: ka\mou\da\rou?\ma\da\tsu\ta response:	ta
context: mou\da\rou?\ma\da\tsu\ta\ta response:	ko
context: da\rou?\ma\da\tsu\ta\ta\ko response:	to
context: rou?\ma\da\tsu\ta\ta\ko\to response:	ga
context: ma\da\tsu\ta\ta\ko\to\ga response:	ru
context: da\tsu\ta\ta\ko\to\ga\ru response:	ma
context: tsu\ta\ta\ko\to\ga\ru\ma response:	da
context: ta\ta\ko\to\ga\ru\ma\da response:	ma
context: ta\ko\to\ga\ru\ma\da\ma response:	da
context: ko\to\ga\ru\ma\da\ma\da response:	ma
context: to\ga\ru\ma\da\ma\da\ma response:	da
context: ga\ru\ma\da\ma\da\ma\da response:	yu
context: ru\ma\da\ma\da\ma\da\yu response:	me
context: ma\da\ma\da\ma\da\yu\me response:	no
context: da\ma\da\ma\da\yu\me\no response:	sa
context: ma\da\ma\da\yu\me\no\sa response:	ki
context: da\ma\da\yu\me\no\sa\ki response:	ni
context: ma\da\yu\me\no\sa\ki\ni response:	wa
context: da\yu\me\no\sa\ki\ni\wa response:	yu
context: yu\me\no\sa\ki\ni\wa\yu response:	me
context: me\no\sa\ki\ni\wa\yu\me response:	shi
context: no\sa\ki\ni\wa\yu\me\shi response:	ka
context: sa\ki\ni\wa\yu\me\shi\ka response:	na
context: ki\ni\wa\yu\me\shi\ka\na response:	Dreams, dreams, dreams, dreams
context: ni\wa\yu\me\shi\ka\na\Dreams, dreams, dreams, dreams response:	As soon as I reach my goals, it all falls through again
context: wa\yu\me\shi\ka\na\Dreams, dreams, dreams, dreams\As soon as I reach my goals, it all falls through again response:	So why do I run...
context: yu\me\shi\ka\na\Dreams, dreams, dreams, dreams\As soon as I reach my goals, it all falls through again\So why do I run... response:	We met after such a long time
context: me\shi\ka\na\Dreams, dreams, dreams, dreams\As soon as I reach my goals, it all falls through again\So why do I run...\We met after such a long time response:	Has the mood changed for us?
context: shi\ka\na\Dreams, dreams, dreams, dreams\As soon as I reach my goals, it all falls through again\So why do I run...\We met after such a long time\Has the mood changed for us? response:	So much time has passed
context: ka\na\Dreams, dreams, dreams, dreams\As soon as I reach my goals, it all falls through again\So why do I run...\We met after such a long time\Has the mood changed for us?\So much time has passed response:	It seemed like more fun back then
context: na\Dreams, dreams, dreams, dreams\As soon as I reach my goals, it all falls through again\So why do I run...\We met after such a long time\Has the mood changed for us?\So much time has passed\It seemed like more fun back then response:	We've lost so much
context: Dreams, dreams, dreams, dreams\As soon as I reach my goals, it all falls through again\So why do I run...\We met after such a long time\Has the mood changed for us?\So much time has passed\It seemed like more fun back then\We've lost so much response:	I already know that, though
context: As soon as I reach my goals, it all falls through again\So why do I run...\We met after such a long time\Has the mood changed for us?\So much time has passed\It seemed like more fun back then\We've lost so much\I already know that, though response:	Don't stop screaming, don't stop struggling
context: So why do I run...\We met after such a long time\Has the mood changed for us?\So much time has passed\It seemed like more fun back then\We've lost so much\I already know that, though\Don't stop screaming, don't stop struggling response:	You've done enough for others
context: We met after such a long time\Has the mood changed for us?\So much time has passed\It seemed like more fun back then\We've lost so much\I already know that, though\Don't stop screaming, don't stop struggling\You've done enough for others response:	I still, still have something I haven't told you yet
context: Has the mood changed for us?\So much time has passed\It seemed like more fun back then\We've lost so much\I already know that, though\Don't stop screaming, don't stop struggling\You've done enough for others\I still, still have something I haven't told you yet response:	Beyond each of my dreams lies yet another dream
context: So much time has passed\It seemed like more fun back then\We've lost so much\I already know that, though\Don't stop screaming, don't stop struggling\You've done enough for others\I still, still have something I haven't told you yet\Beyond each of my dreams lies yet another dream response:	do
context: It seemed like more fun back then\We've lost so much\I already know that, though\Don't stop screaming, don't stop struggling\You've done enough for others\I still, still have something I haven't told you yet\Beyond each of my dreams lies yet another dream\do response:	shi
context: We've lost so much\I already know that, though\Don't stop screaming, don't stop struggling\You've done enough for others\I still, still have something I haven't told you yet\Beyond each of my dreams lies yet another dream\do\shi response:	te
context: I already know that, though\Don't stop screaming, don't stop struggling\You've done enough for others\I still, still have something I haven't told you yet\Beyond each of my dreams lies yet another dream\do\shi\te response:	da
context: Don't stop screaming, don't stop struggling\You've done enough for others\I still, still have something I haven't told you yet\Beyond each of my dreams lies yet another dream\do\shi\te\da response:	ro...
context: You've done enough for others\I still, still have something I haven't told you yet\Beyond each of my dreams lies yet another dream\do\shi\te\da\ro... response:	tsu
context: I still, still have something I haven't told you yet\Beyond each of my dreams lies yet another dream\do\shi\te\da\ro...\tsu response:	mo
context: Beyond each of my dreams lies yet another dream\do\shi\te\da\ro...\tsu\mo response:	so
context: do\shi\te\da\ro...\tsu\mo\so response:	sa
context: shi\te\da\ro...\tsu\mo\so\sa response:	chi
context: te\da\ro...\tsu\mo\so\sa\chi response:	ka
context: da\ro...\tsu\mo\so\sa\chi\ka response:	zu
context: ro...\tsu\mo\so\sa\chi\ka\zu response:	ku
context: tsu\mo\so\sa\chi\ka\zu\ku response:	ta
context: mo\so\sa\chi\ka\zu\ku\ta response:	bi
context: so\sa\chi\ka\zu\ku\ta\bi response:	ka
context: sa\chi\ka\zu\ku\ta\bi\ka response:	ra
context: chi\ka\zu\ku\ta\bi\ka\ra response:	ma
context: ka\zu\ku\ta\bi\ka\ra\ma response:	wa
context: zu\ku\ta\bi\ka\ra\ma\wa response:	ri
context: ku\ta\bi\ka\ra\ma\wa\ri response:	no
context: ta\bi\ka\ra\ma\wa\ri\no response:	yu
context: bi\ka\ra\ma\wa\ri\no\yu response:	me
context: ka\ra\ma\wa\ri\no\yu\me response:	ma
context: ra\ma\wa\ri\no\yu\me\ma response:	wo
context: ma\wa\ri\no\yu\me\ma\wo response:	mu
context: wa\ri\no\yu\me\ma\wo\mu response:	te
context: ri\no\yu\me\ma\wo\mu\te response:	shi
context: no\yu\me\ma\wo\mu\te\shi response:	ga
context: yu\me\ma\wo\mu\te\shi\ga response:	mi
context: me\ma\wo\mu\te\shi\ga\mi response:	tsu
context: ma\wo\mu\te\shi\ga\mi\tsu response:	te
context: wo\mu\te\shi\ga\mi\tsu\te response:	sou
context: mu\te\shi\ga\mi\tsu\te\sou response:	su
context: te\shi\ga\mi\tsu\te\sou\su response:	ko
context: shi\ga\mi\tsu\te\sou\su\ko response:	shi
context: ga\mi\tsu\te\sou\su\ko\shi response:	zu
context: mi\tsu\te\sou\su\ko\shi\zu response:	tsu
context: tsu\te\sou\su\ko\shi\zu\tsu response:	ya
context: te\sou\su\ko\shi\zu\tsu\ya response:	ku
context: sou\su\ko\shi\zu\tsu\ya\ku response:	so
context: su\ko\shi\zu\tsu\ya\ku\so response:	ku
context: ko\shi\zu\tsu\ya\ku\so\ku response:	no
context: shi\zu\tsu\ya\ku\so\ku\no response:	no
context: zu\tsu\ya\ku\so\ku\no\no response:	ba
context: tsu\ya\ku\so\ku\no\no\ba response:	sho
context: ya\ku\so\ku\no\no\ba\sho response:	he
context: ku\so\ku\no\no\ba\sho\he response:	to
context: so\ku\no\no\ba\sho\he\to response:	sa
context: ku\no\no\ba\sho\he\to\sa response:	sa
context: no\no\ba\sho\he\to\sa\sa response:	ai
context: no\ba\sho\he\to\sa\sa\ai response:	na
context: ba\sho\he\to\sa\sa\ai\na response:	ga
context: sho\he\to\sa\sa\ai\na\ga response:	ra
context: he\to\sa\sa\ai\na\ga\ra response:	ji
context: to\sa\sa\ai\na\ga\ra\ji response:	shi
context: sa\sa\ai\na\ga\ra\ji\shi response:	ga
context: sa\ai\na\ga\ra\ji\shi\ga response:	ta
context: ai\na\ga\ra\ji\shi\ga\ta response:	ri
context: na\ga\ra\ji\shi\ga\ta\ri response:	na
context: ga\ra\ji\shi\ga\ta\ri\na response:	to
context: ra\ji\shi\ga\ta\ri\na\to response:	ki
context: ji\shi\ga\ta\ri\na\to\ki response:	wa
context: shi\ga\ta\ri\na\to\ki\wa response:	mu
context: ga\ta\ri\na\to\ki\wa\mu response:	ne
context: ta\ri\na\to\ki\wa\mu\ne response:	ni
context: ri\na\to\ki\wa\mu\ne\ni response:	te
context: na\to\ki\wa\mu\ne\ni\te response:	wo
context: to\ki\wa\mu\ne\ni\te\wo response:	te
context: ki\wa\mu\ne\ni\te\wo\te response:	te
context: wa\mu\ne\ni\te\wo\te\te response:	bo
context: mu\ne\ni\te\wo\te\te\bo response:	ku
context: ne\ni\te\wo\te\te\bo\ku response:	ra
context: ni\te\wo\te\te\bo\ku\ra response:	ga
context: te\wo\te\te\bo\ku\ra\ga response:	tsu
context: wo\te\te\bo\ku\ra\ga\tsu response:	zu
context: te\te\bo\ku\ra\ga\tsu\zu response:	ta
context: te\bo\ku\ra\ga\tsu\zu\ta response:	pe
context: bo\ku\ra\ga\tsu\zu\ta\pe response:	ji
context: ku\ra\ga\tsu\zu\ta\pe\ji response:	yo
context: ra\ga\tsu\zu\ta\pe\ji\yo response:	mi
context: ga\tsu\zu\ta\pe\ji\yo\mi response:	ka
context: tsu\zu\ta\pe\ji\yo\mi\ka response:	so
context: zu\ta\pe\ji\yo\mi\ka\so response:	kyo
context: ta\pe\ji\yo\mi\ka\so\kyo response:	ma
context: pe\ji\yo\mi\ka\so\kyo\ma response:	de
context: ji\yo\mi\ka\so\kyo\ma\de response:	so
context: yo\mi\ka\so\kyo\ma\de\so response:	shi
context: mi\ka\so\kyo\ma\de\so\shi response:	te
context: ka\so\kyo\ma\de\so\shi\te response:	su
context: so\kyo\ma\de\so\shi\te\su response:	he
context: kyo\ma\de\so\shi\te\su\he response:	to
context: ma\de\so\shi\te\su\he\to response:	tsu
context: de\so\shi\te\su\he\to\tsu response:	zu
context: so\shi\te\su\he\to\tsu\zu response:	te
context: shi\te\su\he\to\tsu\zu\te response:	yu
context: te\su\he\to\tsu\zu\te\yu response:	ku
context: su\he\to\tsu\zu\te\yu\ku response:	no
context: he\to\tsu\zu\te\yu\ku\no response:	sa
context: to\tsu\zu\te\yu\ku\no\sa response:	ta
context: tsu\zu\te\yu\ku\no\sa\ta response:	se
context: zu\te\yu\ku\no\sa\ta\se response:	tsu
context: te\yu\ku\no\sa\ta\se\tsu response:	na
context: yu\ku\no\sa\ta\se\tsu\na response:	yu
context: ku\no\sa\ta\se\tsu\na\yu response:	me
context: no\sa\ta\se\tsu\na\yu\me response:	ga
context: sa\ta\se\tsu\na\yu\me\ga response:	ka
context: ta\se\tsu\na\yu\me\ga\ka response:	na
context: se\tsu\na\yu\me\ga\ka\na response:	so
context: tsu\na\yu\me\ga\ka\na\so response:	no
context: na\yu\me\ga\ka\na\so\no response:	hi
context: yu\me\ga\ka\na\so\no\hi response:	ma
context: me\ga\ka\na\so\no\hi\ma response:	de
context: ga\ka\na\so\no\hi\ma\de response:	ri
context: ka\na\so\no\hi\ma\de\ri response:	no
context: na\so\no\hi\ma\de\ri\no response:	ma
context: so\no\hi\ma\de\ri\no\ma response:	ma
context: no\hi\ma\de\ri\no\ma\ma response:	no
context: hi\ma\de\ri\no\ma\ma\no response:	bo
context: ma\de\ri\no\ma\ma\no\bo response:	ku
context: de\ri\no\ma\ma\no\bo\ku response:	ra
context: ri\no\ma\ma\no\bo\ku\ra response:	de
context: no\ma\ma\no\bo\ku\ra\de response:	zu
context: ma\ma\no\bo\ku\ra\de\zu response:	tto...
context: ma\no\bo\ku\ra\de\zu\tto... response:	Why, I wonder?
context: no\bo\ku\ra\de\zu\tto...\Why, I wonder? response:	Whenever I am close to fulfilling my goals, all effort becomes fruitless
context: bo\ku\ra\de\zu\tto...\Why, I wonder?\Whenever I am close to fulfilling my goals, all effort becomes fruitless response:	We walk ahead, hold each other, and with little things
context: ku\ra\de\zu\tto...\Why, I wonder?\Whenever I am close to fulfilling my goals, all effort becomes fruitless\We walk ahead, hold each other, and with little things response:	we support each other to reach what we promised
context: ra\de\zu\tto...\Why, I wonder?\Whenever I am close to fulfilling my goals, all effort becomes fruitless\We walk ahead, hold each other, and with little things\we support each other to reach what we promised response:	When we lack confidence, we put a hand to our heart
context: de\zu\tto...\Why, I wonder?\Whenever I am close to fulfilling my goals, all effort becomes fruitless\We walk ahead, hold each other, and with little things\we support each other to reach what we promised\When we lack confidence, we put a hand to our heart response:	and reread the pages we assembled into a story
context: zu\tto...\Why, I wonder?\Whenever I am close to fulfilling my goals, all effort becomes fruitless\We walk ahead, hold each other, and with little things\we support each other to reach what we promised\When we lack confidence, we put a hand to our heart\and reread the pages we assembled into a story response:	They lead up to today and continue into the morrow
context: tto...\Why, I wonder?\Whenever I am close to fulfilling my goals, all effort becomes fruitless\We walk ahead, hold each other, and with little things\we support each other to reach what we promised\When we lack confidence, we put a hand to our heart\and reread the pages we assembled into a story\They lead up to today and continue into the morrow response:	We will always be ourselves
context: Why, I wonder?\Whenever I am close to fulfilling my goals, all effort becomes fruitless\We walk ahead, hold each other, and with little things\we support each other to reach what we promised\When we lack confidence, we put a hand to our heart\and reread the pages we assembled into a story\They lead up to today and continue into the morrow\We will always be ourselves response:	until the day that our dreams come true
