context: This is LAN Xi. response:	The big city where I grew up.
context: I want to talk about the blackboard report.\Don't be so cocky!\2vs1. I was afraid you would say that we are bothering you!\And we even let you have some time with the ball.\All right.\Wait for me here.\I'll go drop my dance shoes.\Ok response:	Hey, you.
context: Don't be so cocky!\2vs1. I was afraid you would say that we are bothering you!\And we even let you have some time with the ball.\All right.\Wait for me here.\I'll go drop my dance shoes.\Ok\Hey, you. response:	Oh?
context: 2vs1. I was afraid you would say that we are bothering you!\And we even let you have some time with the ball.\All right.\Wait for me here.\I'll go drop my dance shoes.\Ok\Hey, you.\Oh? response:	You're calling me?
context: And we even let you have some time with the ball.\All right.\Wait for me here.\I'll go drop my dance shoes.\Ok\Hey, you.\Oh?\You're calling me? response:	Now it's 2vs2. We are even, right?
context: All right.\Wait for me here.\I'll go drop my dance shoes.\Ok\Hey, you.\Oh?\You're calling me?\Now it's 2vs2. We are even, right? response:	What's 2vs2?
context: Wait for me here.\I'll go drop my dance shoes.\Ok\Hey, you.\Oh?\You're calling me?\Now it's 2vs2. We are even, right?\What's 2vs2? response:	Why are you giving me the ball?
context: I'll go drop my dance shoes.\Ok\Hey, you.\Oh?\You're calling me?\Now it's 2vs2. We are even, right?\What's 2vs2?\Why are you giving me the ball? response:	Boy, can you play?
context: Ok\Hey, you.\Oh?\You're calling me?\Now it's 2vs2. We are even, right?\What's 2vs2?\Why are you giving me the ball?\Boy, can you play? response:	Enough of this nonsense.
context: Hey, you.\Oh?\You're calling me?\Now it's 2vs2. We are even, right?\What's 2vs2?\Why are you giving me the ball?\Boy, can you play?\Enough of this nonsense. response:	Quick, just pass the ball.
context: Oh?\You're calling me?\Now it's 2vs2. We are even, right?\What's 2vs2?\Why are you giving me the ball?\Boy, can you play?\Enough of this nonsense.\Quick, just pass the ball. response:	That's right.
context: You're calling me?\Now it's 2vs2. We are even, right?\What's 2vs2?\Why are you giving me the ball?\Boy, can you play?\Enough of this nonsense.\Quick, just pass the ball.\That's right. response:	Boy
context: Now it's 2vs2. We are even, right?\What's 2vs2?\Why are you giving me the ball?\Boy, can you play?\Enough of this nonsense.\Quick, just pass the ball.\That's right.\Boy response:	Thanks for your help.
context: What's 2vs2?\Why are you giving me the ball?\Boy, can you play?\Enough of this nonsense.\Quick, just pass the ball.\That's right.\Boy\Thanks for your help. response:	Just pass the ball!
context: Why are you giving me the ball?\Boy, can you play?\Enough of this nonsense.\Quick, just pass the ball.\That's right.\Boy\Thanks for your help.\Just pass the ball! response:	Hey, take it!
context: Boy, can you play?\Enough of this nonsense.\Quick, just pass the ball.\That's right.\Boy\Thanks for your help.\Just pass the ball!\Hey, take it! response:	Catch it!
context: Enough of this nonsense.\Quick, just pass the ball.\That's right.\Boy\Thanks for your help.\Just pass the ball!\Hey, take it!\Catch it! response:	Behind you!
context: Quick, just pass the ball.\That's right.\Boy\Thanks for your help.\Just pass the ball!\Hey, take it!\Catch it!\Behind you! response:	Take it!
context: That's right.\Boy\Thanks for your help.\Just pass the ball!\Hey, take it!\Catch it!\Behind you!\Take it! response:	That's right!
context: Boy\Thanks for your help.\Just pass the ball!\Hey, take it!\Catch it!\Behind you!\Take it!\That's right! response:	The last point, we can't let that score.
context: Thanks for your help.\Just pass the ball!\Hey, take it!\Catch it!\Behind you!\Take it!\That's right!\The last point, we can't let that score. response:	This way!
context: Just pass the ball!\Hey, take it!\Catch it!\Behind you!\Take it!\That's right!\The last point, we can't let that score.\This way! response:	Over here!
context: Hey, take it!\Catch it!\Behind you!\Take it!\That's right!\The last point, we can't let that score.\This way!\Over here! response:	Here!
context: Catch it!\Behind you!\Take it!\That's right!\The last point, we can't let that score.\This way!\Over here!\Here! response:	The ball has no eyes, it's not my problem.
context: Behind you!\Take it!\That's right!\The last point, we can't let that score.\This way!\Over here!\Here!\The ball has no eyes, it's not my problem. response:	You're the one who doesn't have eyes!
context: Take it!\That's right!\The last point, we can't let that score.\This way!\Over here!\Here!\The ball has no eyes, it's not my problem.\You're the one who doesn't have eyes! response:	I'm fine.
context: That's right!\The last point, we can't let that score.\This way!\Over here!\Here!\The ball has no eyes, it's not my problem.\You're the one who doesn't have eyes!\I'm fine. response:	He said he's okay, let's continue.
context: The last point, we can't let that score.\This way!\Over here!\Here!\The ball has no eyes, it's not my problem.\You're the one who doesn't have eyes!\I'm fine.\He said he's okay, let's continue. response:	Wait!
context: This way!\Over here!\Here!\The ball has no eyes, it's not my problem.\You're the one who doesn't have eyes!\I'm fine.\He said he's okay, let's continue.\Wait! response:	Let me try the last shot.
context: Over here!\Here!\The ball has no eyes, it's not my problem.\You're the one who doesn't have eyes!\I'm fine.\He said he's okay, let's continue.\Wait!\Let me try the last shot. response:	No matter what, don't let that score!
context: Here!\The ball has no eyes, it's not my problem.\You're the one who doesn't have eyes!\I'm fine.\He said he's okay, let's continue.\Wait!\Let me try the last shot.\No matter what, don't let that score! response:	All right!
context: The ball has no eyes, it's not my problem.\You're the one who doesn't have eyes!\I'm fine.\He said he's okay, let's continue.\Wait!\Let me try the last shot.\No matter what, don't let that score!\All right! response:	If he scores, I'll eat the ball.
context: You're the one who doesn't have eyes!\I'm fine.\He said he's okay, let's continue.\Wait!\Let me try the last shot.\No matter what, don't let that score!\All right!\If he scores, I'll eat the ball. response:	All yours!
context: I'm fine.\He said he's okay, let's continue.\Wait!\Let me try the last shot.\No matter what, don't let that score!\All right!\If he scores, I'll eat the ball.\All yours! response:	Here, eat it.
context: He said he's okay, let's continue.\Wait!\Let me try the last shot.\No matter what, don't let that score!\All right!\If he scores, I'll eat the ball.\All yours!\Here, eat it. response:	Well played, see you tomorrow.
context: Wait!\Let me try the last shot.\No matter what, don't let that score!\All right!\If he scores, I'll eat the ball.\All yours!\Here, eat it.\Well played, see you tomorrow. response:	Ok
