context: The Third Plate response:	Four
context: We have one more hour until the day's sales are tallied.\This is our dash to the finish line!\Let's put our backs to it!\Yeah!\I'm touched by what I'm seeing.\You're tugging at my heartstrings!\Bento Shop Tomitaya\Don RS response:	You don't feel like a stranger to me for some reason.
context: This is our dash to the finish line!\Let's put our backs to it!\Yeah!\I'm touched by what I'm seeing.\You're tugging at my heartstrings!\Bento Shop Tomitaya\Don RS\You don't feel like a stranger to me for some reason. response:	We will now report the sales rankings for the Central Area.
context: Let's put our backs to it!\Yeah!\I'm touched by what I'm seeing.\You're tugging at my heartstrings!\Bento Shop Tomitaya\Don RS\You don't feel like a stranger to me for some reason.\We will now report the sales rankings for the Central Area. response:	Third place goes to El Fuego by Spanish Cuisine RS.
context: Yeah!\I'm touched by what I'm seeing.\You're tugging at my heartstrings!\Bento Shop Tomitaya\Don RS\You don't feel like a stranger to me for some reason.\We will now report the sales rankings for the Central Area.\Third place goes to El Fuego by Spanish Cuisine RS. response:	Second place goes to
context: I'm touched by what I'm seeing.\You're tugging at my heartstrings!\Bento Shop Tomitaya\Don RS\You don't feel like a stranger to me for some reason.\We will now report the sales rankings for the Central Area.\Third place goes to El Fuego by Spanish Cuisine RS.\Second place goes to response:	Kuga Restaurant by Chinese Cuisine RS.
context: You're tugging at my heartstrings!\Bento Shop Tomitaya\Don RS\You don't feel like a stranger to me for some reason.\We will now report the sales rankings for the Central Area.\Third place goes to El Fuego by Spanish Cuisine RS.\Second place goes to\Kuga Restaurant by Chinese Cuisine RS. response:	Second place...
context: Bento Shop Tomitaya\Don RS\You don't feel like a stranger to me for some reason.\We will now report the sales rankings for the Central Area.\Third place goes to El Fuego by Spanish Cuisine RS.\Second place goes to\Kuga Restaurant by Chinese Cuisine RS.\Second place... response:	Yukihira-chin!
context: Don RS\You don't feel like a stranger to me for some reason.\We will now report the sales rankings for the Central Area.\Third place goes to El Fuego by Spanish Cuisine RS.\Second place goes to\Kuga Restaurant by Chinese Cuisine RS.\Second place...\Yukihira-chin! response:	And first place goes to
context: You don't feel like a stranger to me for some reason.\We will now report the sales rankings for the Central Area.\Third place goes to El Fuego by Spanish Cuisine RS.\Second place goes to\Kuga Restaurant by Chinese Cuisine RS.\Second place...\Yukihira-chin!\And first place goes to response:	Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns
context: We will now report the sales rankings for the Central Area.\Third place goes to El Fuego by Spanish Cuisine RS.\Second place goes to\Kuga Restaurant by Chinese Cuisine RS.\Second place...\Yukihira-chin!\And first place goes to\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns response:	Yukihira Soma's Chinese Cuisine Stall!
context: Third place goes to El Fuego by Spanish Cuisine RS.\Second place goes to\Kuga Restaurant by Chinese Cuisine RS.\Second place...\Yukihira-chin!\And first place goes to\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\Yukihira Soma's Chinese Cuisine Stall! response:	Yeah!
context: Second place goes to\Kuga Restaurant by Chinese Cuisine RS.\Second place...\Yukihira-chin!\And first place goes to\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\Yukihira Soma's Chinese Cuisine Stall!\Yeah! response:	We did it!
context: Kuga Restaurant by Chinese Cuisine RS.\Second place...\Yukihira-chin!\And first place goes to\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\Yukihira Soma's Chinese Cuisine Stall!\Yeah!\We did it! response:	Soma-kun, you're amazing!
context: Second place...\Yukihira-chin!\And first place goes to\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\Yukihira Soma's Chinese Cuisine Stall!\Yeah!\We did it!\Soma-kun, you're amazing! response:	This should mean you're no longer in the red, too!
context: Yukihira-chin!\And first place goes to\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\Yukihira Soma's Chinese Cuisine Stall!\Yeah!\We did it!\Soma-kun, you're amazing!\This should mean you're no longer in the red, too! response:	You have good skills, Mimasaka.
context: And first place goes to\Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\Yukihira Soma's Chinese Cuisine Stall!\Yeah!\We did it!\Soma-kun, you're amazing!\This should mean you're no longer in the red, too!\You have good skills, Mimasaka. response:	You too, Aldini.
context: Totsuki Culinary Teahouse Academy Famous Taiwanese Black Pepper Buns\Yukihira Soma's Chinese Cuisine Stall!\Yeah!\We did it!\Soma-kun, you're amazing!\This should mean you're no longer in the red, too!\You have good skills, Mimasaka.\You too, Aldini. response:	Thank you for eating!
context: Yukihira Soma's Chinese Cuisine Stall!\Yeah!\We did it!\Soma-kun, you're amazing!\This should mean you're no longer in the red, too!\You have good skills, Mimasaka.\You too, Aldini.\Thank you for eating! response:	Wow, so pretty!
context: Yeah!\We did it!\Soma-kun, you're amazing!\This should mean you're no longer in the red, too!\You have good skills, Mimasaka.\You too, Aldini.\Thank you for eating!\Wow, so pretty! response:	Is that really chocolate on this curry?
context: We did it!\Soma-kun, you're amazing!\This should mean you're no longer in the red, too!\You have good skills, Mimasaka.\You too, Aldini.\Thank you for eating!\Wow, so pretty!\Is that really chocolate on this curry? response:	That chocolate comes from this food 3D printer.
context: Soma-kun, you're amazing!\This should mean you're no longer in the red, too!\You have good skills, Mimasaka.\You too, Aldini.\Thank you for eating!\Wow, so pretty!\Is that really chocolate on this curry?\That chocolate comes from this food 3D printer. response:	Wow! You printed food?!
context: This should mean you're no longer in the red, too!\You have good skills, Mimasaka.\You too, Aldini.\Thank you for eating!\Wow, so pretty!\Is that really chocolate on this curry?\That chocolate comes from this food 3D printer.\Wow! You printed food?! response:	Yes.
context: You have good skills, Mimasaka.\You too, Aldini.\Thank you for eating!\Wow, so pretty!\Is that really chocolate on this curry?\That chocolate comes from this food 3D printer.\Wow! You printed food?!\Yes. response:	I added spices to chocolate with 80 percent cacao content
context: You too, Aldini.\Thank you for eating!\Wow, so pretty!\Is that really chocolate on this curry?\That chocolate comes from this food 3D printer.\Wow! You printed food?!\Yes.\I added spices to chocolate with 80 percent cacao content response:	and used this machine to print it.
context: Thank you for eating!\Wow, so pretty!\Is that really chocolate on this curry?\That chocolate comes from this food 3D printer.\Wow! You printed food?!\Yes.\I added spices to chocolate with 80 percent cacao content\and used this machine to print it. response:	With this topping on the curry,
context: Wow, so pretty!\Is that really chocolate on this curry?\That chocolate comes from this food 3D printer.\Wow! You printed food?!\Yes.\I added spices to chocolate with 80 percent cacao content\and used this machine to print it.\With this topping on the curry, response:	the gradually melting chocolate
context: Is that really chocolate on this curry?\That chocolate comes from this food 3D printer.\Wow! You printed food?!\Yes.\I added spices to chocolate with 80 percent cacao content\and used this machine to print it.\With this topping on the curry,\the gradually melting chocolate response:	adds flair to the curry flavors and transforms the dish!
context: That chocolate comes from this food 3D printer.\Wow! You printed food?!\Yes.\I added spices to chocolate with 80 percent cacao content\and used this machine to print it.\With this topping on the curry,\the gradually melting chocolate\adds flair to the curry flavors and transforms the dish! response:	The curry itself smells really good, too!
context: Wow! You printed food?!\Yes.\I added spices to chocolate with 80 percent cacao content\and used this machine to print it.\With this topping on the curry,\the gradually melting chocolate\adds flair to the curry flavors and transforms the dish!\The curry itself smells really good, too! response:	Dad! Please get me one!
context: Yes.\I added spices to chocolate with 80 percent cacao content\and used this machine to print it.\With this topping on the curry,\the gradually melting chocolate\adds flair to the curry flavors and transforms the dish!\The curry itself smells really good, too!\Dad! Please get me one! response:	Give me one!
context: I added spices to chocolate with 80 percent cacao content\and used this machine to print it.\With this topping on the curry,\the gradually melting chocolate\adds flair to the curry flavors and transforms the dish!\The curry itself smells really good, too!\Dad! Please get me one!\Give me one! response:	I want to eat one for sure, too!
context: and used this machine to print it.\With this topping on the curry,\the gradually melting chocolate\adds flair to the curry flavors and transforms the dish!\The curry itself smells really good, too!\Dad! Please get me one!\Give me one!\I want to eat one for sure, too! response:	Two orders here!
context: With this topping on the curry,\the gradually melting chocolate\adds flair to the curry flavors and transforms the dish!\The curry itself smells really good, too!\Dad! Please get me one!\Give me one!\I want to eat one for sure, too!\Two orders here! response:	Three, please!
context: the gradually melting chocolate\adds flair to the curry flavors and transforms the dish!\The curry itself smells really good, too!\Dad! Please get me one!\Give me one!\I want to eat one for sure, too!\Two orders here!\Three, please! response:	The dish is proving popular to a broad range of customers...
context: adds flair to the curry flavors and transforms the dish!\The curry itself smells really good, too!\Dad! Please get me one!\Give me one!\I want to eat one for sure, too!\Two orders here!\Three, please!\The dish is proving popular to a broad range of customers... response:	This menu item has let us make a complete comeback.
context: The curry itself smells really good, too!\Dad! Please get me one!\Give me one!\I want to eat one for sure, too!\Two orders here!\Three, please!\The dish is proving popular to a broad range of customers...\This menu item has let us make a complete comeback. response:	Our ranking improved tremendously.
context: Dad! Please get me one!\Give me one!\I want to eat one for sure, too!\Two orders here!\Three, please!\The dish is proving popular to a broad range of customers...\This menu item has let us make a complete comeback.\Our ranking improved tremendously. response:	This should let us turn an overall profit.
context: Give me one!\I want to eat one for sure, too!\Two orders here!\Three, please!\The dish is proving popular to a broad range of customers...\This menu item has let us make a complete comeback.\Our ranking improved tremendously.\This should let us turn an overall profit. response:	Yes. But above all, I'm glad we made our customers happy.
context: I want to eat one for sure, too!\Two orders here!\Three, please!\The dish is proving popular to a broad range of customers...\This menu item has let us make a complete comeback.\Our ranking improved tremendously.\This should let us turn an overall profit.\Yes. But above all, I'm glad we made our customers happy. response:	Here you go.
context: Two orders here!\Three, please!\The dish is proving popular to a broad range of customers...\This menu item has let us make a complete comeback.\Our ranking improved tremendously.\This should let us turn an overall profit.\Yes. But above all, I'm glad we made our customers happy.\Here you go. response:	Where's our order?
context: Three, please!\The dish is proving popular to a broad range of customers...\This menu item has let us make a complete comeback.\Our ranking improved tremendously.\This should let us turn an overall profit.\Yes. But above all, I'm glad we made our customers happy.\Here you go.\Where's our order? response:	Yes, coming right up!
context: The dish is proving popular to a broad range of customers...\This menu item has let us make a complete comeback.\Our ranking improved tremendously.\This should let us turn an overall profit.\Yes. But above all, I'm glad we made our customers happy.\Here you go.\Where's our order?\Yes, coming right up! response:	I'm sorry to make you wait!
context: This menu item has let us make a complete comeback.\Our ranking improved tremendously.\This should let us turn an overall profit.\Yes. But above all, I'm glad we made our customers happy.\Here you go.\Where's our order?\Yes, coming right up!\I'm sorry to make you wait! response:	Color me impressed.
context: Our ranking improved tremendously.\This should let us turn an overall profit.\Yes. But above all, I'm glad we made our customers happy.\Here you go.\Where's our order?\Yes, coming right up!\I'm sorry to make you wait!\Color me impressed. response:	Oh, a pine ticket?
context: This should let us turn an overall profit.\Yes. But above all, I'm glad we made our customers happy.\Here you go.\Where's our order?\Yes, coming right up!\I'm sorry to make you wait!\Color me impressed.\Oh, a pine ticket? response:	Hayama-kun's smiling.
context: Yes. But above all, I'm glad we made our customers happy.\Here you go.\Where's our order?\Yes, coming right up!\I'm sorry to make you wait!\Color me impressed.\Oh, a pine ticket?\Hayama-kun's smiling. response:	I'm so glad you're making friends!
context: Here you go.\Where's our order?\Yes, coming right up!\I'm sorry to make you wait!\Color me impressed.\Oh, a pine ticket?\Hayama-kun's smiling.\I'm so glad you're making friends! response:	Yamanote Area
context: Where's our order?\Yes, coming right up!\I'm sorry to make you wait!\Color me impressed.\Oh, a pine ticket?\Hayama-kun's smiling.\I'm so glad you're making friends!\Yamanote Area response:	Hisako.
context: Yes, coming right up!\I'm sorry to make you wait!\Color me impressed.\Oh, a pine ticket?\Hayama-kun's smiling.\I'm so glad you're making friends!\Yamanote Area\Hisako. response:	Our guests have all arrived, have they not?
context: I'm sorry to make you wait!\Color me impressed.\Oh, a pine ticket?\Hayama-kun's smiling.\I'm so glad you're making friends!\Yamanote Area\Hisako.\Our guests have all arrived, have they not? response:	They have, Erina-sama.
context: Color me impressed.\Oh, a pine ticket?\Hayama-kun's smiling.\I'm so glad you're making friends!\Yamanote Area\Hisako.\Our guests have all arrived, have they not?\They have, Erina-sama. response:	Er, by the way...
context: Oh, a pine ticket?\Hayama-kun's smiling.\I'm so glad you're making friends!\Yamanote Area\Hisako.\Our guests have all arrived, have they not?\They have, Erina-sama.\Er, by the way... response:	You've left one table open today, too.
context: Hayama-kun's smiling.\I'm so glad you're making friends!\Yamanote Area\Hisako.\Our guests have all arrived, have they not?\They have, Erina-sama.\Er, by the way...\You've left one table open today, too. response:	And such a good table at that.
context: I'm so glad you're making friends!\Yamanote Area\Hisako.\Our guests have all arrived, have they not?\They have, Erina-sama.\Er, by the way...\You've left one table open today, too.\And such a good table at that. response:	Yes.
context: Yamanote Area\Hisako.\Our guests have all arrived, have they not?\They have, Erina-sama.\Er, by the way...\You've left one table open today, too.\And such a good table at that.\Yes. response:	It's just in case.
context: Hisako.\Our guests have all arrived, have they not?\They have, Erina-sama.\Er, by the way...\You've left one table open today, too.\And such a good table at that.\Yes.\It's just in case. response:	Totsuki
context: Our guests have all arrived, have they not?\They have, Erina-sama.\Er, by the way...\You've left one table open today, too.\And such a good table at that.\Yes.\It's just in case.\Totsuki response:	Food Wars
context: They have, Erina-sama.\Er, by the way...\You've left one table open today, too.\And such a good table at that.\Yes.\It's just in case.\Totsuki\Food Wars response:	The Third Plate
context: Er, by the way...\You've left one table open today, too.\And such a good table at that.\Yes.\It's just in case.\Totsuki\Food Wars\The Third Plate response:	Next Episode: The Darkening Dinner Table
context: You've left one table open today, too.\And such a good table at that.\Yes.\It's just in case.\Totsuki\Food Wars\The Third Plate\Next Episode: The Darkening Dinner Table response:	I hope you savor the next episode!
