context: In the beginning, I picked you up from here. response:	When I found you, you were barely moving.
context: Really?\I remember now.\When the black dragon flew away\the city's people did seem to say\it subdued the gold...\Scarlet Flame Golden Lion.\Yes, Golden Lion.\How did you know? response:	It seems we'll have to stay here for the night.
context: I remember now.\When the black dragon flew away\the city's people did seem to say\it subdued the gold...\Scarlet Flame Golden Lion.\Yes, Golden Lion.\How did you know?\It seems we'll have to stay here for the night. response:	Make a fire and I'll tell you about it.
context: When the black dragon flew away\the city's people did seem to say\it subdued the gold...\Scarlet Flame Golden Lion.\Yes, Golden Lion.\How did you know?\It seems we'll have to stay here for the night.\Make a fire and I'll tell you about it. response:	Okay, wait for me.
context: the city's people did seem to say\it subdued the gold...\Scarlet Flame Golden Lion.\Yes, Golden Lion.\How did you know?\It seems we'll have to stay here for the night.\Make a fire and I'll tell you about it.\Okay, wait for me. response:	Keep telling the story.
context: it subdued the gold...\Scarlet Flame Golden Lion.\Yes, Golden Lion.\How did you know?\It seems we'll have to stay here for the night.\Make a fire and I'll tell you about it.\Okay, wait for me.\Keep telling the story. response:	Are you tired?
context: Scarlet Flame Golden Lion.\Yes, Golden Lion.\How did you know?\It seems we'll have to stay here for the night.\Make a fire and I'll tell you about it.\Okay, wait for me.\Keep telling the story.\Are you tired? response:	No.
context: Yes, Golden Lion.\How did you know?\It seems we'll have to stay here for the night.\Make a fire and I'll tell you about it.\Okay, wait for me.\Keep telling the story.\Are you tired?\No. response:	The stories you tell aren't as pleasant to hear as the ones told at the teahouse
context: How did you know?\It seems we'll have to stay here for the night.\Make a fire and I'll tell you about it.\Okay, wait for me.\Keep telling the story.\Are you tired?\No.\The stories you tell aren't as pleasant to hear as the ones told at the teahouse response:	but at least they haven't been told before.
context: It seems we'll have to stay here for the night.\Make a fire and I'll tell you about it.\Okay, wait for me.\Keep telling the story.\Are you tired?\No.\The stories you tell aren't as pleasant to hear as the ones told at the teahouse\but at least they haven't been told before. response:	This Scarlet Flame Golden Lion arrived
context: Make a fire and I'll tell you about it.\Okay, wait for me.\Keep telling the story.\Are you tired?\No.\The stories you tell aren't as pleasant to hear as the ones told at the teahouse\but at least they haven't been told before.\This Scarlet Flame Golden Lion arrived response:	at Mount Junji of the Far East ten years ago
context: Okay, wait for me.\Keep telling the story.\Are you tired?\No.\The stories you tell aren't as pleasant to hear as the ones told at the teahouse\but at least they haven't been told before.\This Scarlet Flame Golden Lion arrived\at Mount Junji of the Far East ten years ago response:	bringing scorched earth and drought to the nearby Zhong Rong State
context: Keep telling the story.\Are you tired?\No.\The stories you tell aren't as pleasant to hear as the ones told at the teahouse\but at least they haven't been told before.\This Scarlet Flame Golden Lion arrived\at Mount Junji of the Far East ten years ago\bringing scorched earth and drought to the nearby Zhong Rong State response:	causing much hardship and poverty for the people of the state.
context: Are you tired?\No.\The stories you tell aren't as pleasant to hear as the ones told at the teahouse\but at least they haven't been told before.\This Scarlet Flame Golden Lion arrived\at Mount Junji of the Far East ten years ago\bringing scorched earth and drought to the nearby Zhong Rong State\causing much hardship and poverty for the people of the state. response:	Is it really that formidable?
context: No.\The stories you tell aren't as pleasant to hear as the ones told at the teahouse\but at least they haven't been told before.\This Scarlet Flame Golden Lion arrived\at Mount Junji of the Far East ten years ago\bringing scorched earth and drought to the nearby Zhong Rong State\causing much hardship and poverty for the people of the state.\Is it really that formidable? response:	On the tenth year, the Golden Lion became even more savage.
context: The stories you tell aren't as pleasant to hear as the ones told at the teahouse\but at least they haven't been told before.\This Scarlet Flame Golden Lion arrived\at Mount Junji of the Far East ten years ago\bringing scorched earth and drought to the nearby Zhong Rong State\causing much hardship and poverty for the people of the state.\Is it really that formidable?\On the tenth year, the Golden Lion became even more savage. response:	He took a liking to the emperor's wife and kidnapped her back to his cave.
context: but at least they haven't been told before.\This Scarlet Flame Golden Lion arrived\at Mount Junji of the Far East ten years ago\bringing scorched earth and drought to the nearby Zhong Rong State\causing much hardship and poverty for the people of the state.\Is it really that formidable?\On the tenth year, the Golden Lion became even more savage.\He took a liking to the emperor's wife and kidnapped her back to his cave. response:	And then?
context: This Scarlet Flame Golden Lion arrived\at Mount Junji of the Far East ten years ago\bringing scorched earth and drought to the nearby Zhong Rong State\causing much hardship and poverty for the people of the state.\Is it really that formidable?\On the tenth year, the Golden Lion became even more savage.\He took a liking to the emperor's wife and kidnapped her back to his cave.\And then? response:	He laid his hands on her.
context: at Mount Junji of the Far East ten years ago\bringing scorched earth and drought to the nearby Zhong Rong State\causing much hardship and poverty for the people of the state.\Is it really that formidable?\On the tenth year, the Golden Lion became even more savage.\He took a liking to the emperor's wife and kidnapped her back to his cave.\And then?\He laid his hands on her. response:	Look at you. I'm not even embarrassed yet.
context: bringing scorched earth and drought to the nearby Zhong Rong State\causing much hardship and poverty for the people of the state.\Is it really that formidable?\On the tenth year, the Golden Lion became even more savage.\He took a liking to the emperor's wife and kidnapped her back to his cave.\And then?\He laid his hands on her.\Look at you. I'm not even embarrassed yet. response:	How come you're blushing already?
context: causing much hardship and poverty for the people of the state.\Is it really that formidable?\On the tenth year, the Golden Lion became even more savage.\He took a liking to the emperor's wife and kidnapped her back to his cave.\And then?\He laid his hands on her.\Look at you. I'm not even embarrassed yet.\How come you're blushing already? response:	Keep talking.
context: Is it really that formidable?\On the tenth year, the Golden Lion became even more savage.\He took a liking to the emperor's wife and kidnapped her back to his cave.\And then?\He laid his hands on her.\Look at you. I'm not even embarrassed yet.\How come you're blushing already?\Keep talking. response:	Finish the story.
context: On the tenth year, the Golden Lion became even more savage.\He took a liking to the emperor's wife and kidnapped her back to his cave.\And then?\He laid his hands on her.\Look at you. I'm not even embarrassed yet.\How come you're blushing already?\Keep talking.\Finish the story. response:	And then...
context: He took a liking to the emperor's wife and kidnapped her back to his cave.\And then?\He laid his hands on her.\Look at you. I'm not even embarrassed yet.\How come you're blushing already?\Keep talking.\Finish the story.\And then... response:	And then the Golden Lion was subdued by the black dragon you took care of.
context: And then?\He laid his hands on her.\Look at you. I'm not even embarrassed yet.\How come you're blushing already?\Keep talking.\Finish the story.\And then...\And then the Golden Lion was subdued by the black dragon you took care of. response:	And then?
context: He laid his hands on her.\Look at you. I'm not even embarrassed yet.\How come you're blushing already?\Keep talking.\Finish the story.\And then...\And then the Golden Lion was subdued by the black dragon you took care of.\And then? response:	And then...
context: Look at you. I'm not even embarrassed yet.\How come you're blushing already?\Keep talking.\Finish the story.\And then...\And then the Golden Lion was subdued by the black dragon you took care of.\And then?\And then... response:	Although the black dragon defeated the Golden Lion
context: How come you're blushing already?\Keep talking.\Finish the story.\And then...\And then the Golden Lion was subdued by the black dragon you took care of.\And then?\And then...\Although the black dragon defeated the Golden Lion response:	it had sustained a minor injury.
context: Keep talking.\Finish the story.\And then...\And then the Golden Lion was subdued by the black dragon you took care of.\And then?\And then...\Although the black dragon defeated the Golden Lion\it had sustained a minor injury. response:	And then...
context: Finish the story.\And then...\And then the Golden Lion was subdued by the black dragon you took care of.\And then?\And then...\Although the black dragon defeated the Golden Lion\it had sustained a minor injury.\And then... response:	And then it met you.
