context: /** TS by scol **/ response:	PHONE TEXT HERE
context: is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different problems.\No way...\Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.\Then, you guys, too?\Yes. We're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\And when the investigators return, our memories are erased and we're sent back again. response:	But if the investigators get into some sort of trouble and end up dead,
context: In order for us Real Earthlings to simulate different problems.\No way...\Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.\Then, you guys, too?\Yes. We're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\And when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead, response:	we lose our means of getting home and have no choice but to live here.
context: No way...\Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.\Then, you guys, too?\Yes. We're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\And when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here. response:	In this goddamn annoying utopia.
context: Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.\Then, you guys, too?\Yes. We're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\And when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia. response:	In this goddamn annoying utopia.
context: Then, you guys, too?\Yes. We're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\And when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\In this goddamn annoying utopia. response:	In this goddamn annoying utopia.
context: Yes. We're Other Earthlings.\In order for them to send in investigators, they take us clones captive.\And when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia. response:	In this goddamn annoying utopia.
context: In order for them to send in investigators, they take us clones captive.\And when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia. response:	In this goddamn annoying utopia.
context: And when the investigators return, our memories are erased and we're sent back again.\But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia. response:	In this goddamn annoying utopia.
context: But if the investigators get into some sort of trouble and end up dead,\we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia. response:	In this goddamn annoying utopia.
context: we lose our means of getting home and have no choice but to live here.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia. response:	In this goddamn annoying utopia.
context: In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia. response:	If it's a way home you need, I have one!
context: In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\If it's a way home you need, I have one! response:	If it's a way home you need, I have one!
context: In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\If it's a way home you need, I have one! response:	If it's a way home you need, I have one!
context: In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one! response:	If it's a way home you need, I have one!
context: In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one! response:	If it's a way home you need, I have one!
context: In this goddamn annoying utopia.\In this goddamn annoying utopia.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one! response:	If it's a way home you need, I have one!
context: In this goddamn annoying utopia.\In this goddamn annoying utopia.\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one! response:	Having returned to the Other Earth, Hayato reported the truth to the populace.
context: In this goddamn annoying utopia.\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace. response:	Now we have to let them know that we're their puppets to be manipulated!
context: If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now we have to let them know that we're their puppets to be manipulated! response:	And the counter attack of the Other Earthlings began.
context: If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now we have to let them know that we're their puppets to be manipulated!\And the counter attack of the Other Earthlings began. response:	Hey, hey. Can you really shoot me? Your original?
context: If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now we have to let them know that we're their puppets to be manipulated!\And the counter attack of the Other Earthlings began.\Hey, hey. Can you really shoot me? Your original? response:	We're not test subject for your experiments!
context: If it's a way home you need, I have one!\If it's a way home you need, I have one!\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now we have to let them know that we're their puppets to be manipulated!\And the counter attack of the Other Earthlings began.\Hey, hey. Can you really shoot me? Your original?\We're not test subject for your experiments! response:	Eat this!!
context: If it's a way home you need, I have one!\If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now we have to let them know that we're their puppets to be manipulated!\And the counter attack of the Other Earthlings began.\Hey, hey. Can you really shoot me? Your original?\We're not test subject for your experiments!\Eat this!! response:	Eat this!!
context: If it's a way home you need, I have one!\Having returned to the Other Earth, Hayato reported the truth to the populace.\Now we have to let them know that we're their puppets to be manipulated!\And the counter attack of the Other Earthlings began.\Hey, hey. Can you really shoot me? Your original?\We're not test subject for your experiments!\Eat this!!\Eat this!! response:	Eat this!!
context: Having returned to the Other Earth, Hayato reported the truth to the populace.\Now we have to let them know that we're their puppets to be manipulated!\And the counter attack of the Other Earthlings began.\Hey, hey. Can you really shoot me? Your original?\We're not test subject for your experiments!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Now we have to let them know that we're their puppets to be manipulated!\And the counter attack of the Other Earthlings began.\Hey, hey. Can you really shoot me? Your original?\We're not test subject for your experiments!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: And the counter attack of the Other Earthlings began.\Hey, hey. Can you really shoot me? Your original?\We're not test subject for your experiments!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Hey, hey. Can you really shoot me? Your original?\We're not test subject for your experiments!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: We're not test subject for your experiments!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Eat this!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!! response:	Guh!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Guh!! response:	Guh!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Guh!!\Guh!! response:	Guh!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Eat this!!\Guh!!\Guh!!\Guh!! response:	Guh!!
context: Eat this!!\Eat this!!\Eat this!!\Eat this!!\Guh!!\Guh!!\Guh!!\Guh!! response:	Guh!!
context: Eat this!!\Eat this!!\Eat this!!\Guh!!\Guh!!\Guh!!\Guh!!\Guh!! response:	Guh!!
context: Eat this!!\Eat this!!\Guh!!\Guh!!\Guh!!\Guh!!\Guh!!\Guh!! response:	I knew it... you guys are...
context: Eat this!!\Guh!!\Guh!!\Guh!!\Guh!!\Guh!!\Guh!!\I knew it... you guys are... response:	I knew it... you guys are...
context: Guh!!\Guh!!\Guh!!\Guh!!\Guh!!\Guh!!\I knew it... you guys are...\I knew it... you guys are... response:	I knew it... you guys are...
