context: That's because I was too silly. response:	I thought that I shouldn't be too concerned about his past.
context: Su Jin robbed me of my eyes.\Now that I'm done with my heavenly trial\it seems inappropriate to keep my eyes in her sockets.\She must be uneasy keeping those eyes of mine.\Shouldn't I go and get them back?\Auntie, that's drunk talk.\When did Lady Su Jin owe you a pair of eyes?\You don't know a thing so I won't explain it to you. response:	Xiao Jiu, tell me.
context: Now that I'm done with my heavenly trial\it seems inappropriate to keep my eyes in her sockets.\She must be uneasy keeping those eyes of mine.\Shouldn't I go and get them back?\Auntie, that's drunk talk.\When did Lady Su Jin owe you a pair of eyes?\You don't know a thing so I won't explain it to you.\Xiao Jiu, tell me. response:	Shouldn't I get my eyes back?
context: it seems inappropriate to keep my eyes in her sockets.\She must be uneasy keeping those eyes of mine.\Shouldn't I go and get them back?\Auntie, that's drunk talk.\When did Lady Su Jin owe you a pair of eyes?\You don't know a thing so I won't explain it to you.\Xiao Jiu, tell me.\Shouldn't I get my eyes back? response:	If Auntie really was Su Su
context: She must be uneasy keeping those eyes of mine.\Shouldn't I go and get them back?\Auntie, that's drunk talk.\When did Lady Su Jin owe you a pair of eyes?\You don't know a thing so I won't explain it to you.\Xiao Jiu, tell me.\Shouldn't I get my eyes back?\If Auntie really was Su Su response:	you endured such grievances in the Celestial Palace.
context: Shouldn't I go and get them back?\Auntie, that's drunk talk.\When did Lady Su Jin owe you a pair of eyes?\You don't know a thing so I won't explain it to you.\Xiao Jiu, tell me.\Shouldn't I get my eyes back?\If Auntie really was Su Su\you endured such grievances in the Celestial Palace. response:	You should get your eyes back.
context: Auntie, that's drunk talk.\When did Lady Su Jin owe you a pair of eyes?\You don't know a thing so I won't explain it to you.\Xiao Jiu, tell me.\Shouldn't I get my eyes back?\If Auntie really was Su Su\you endured such grievances in the Celestial Palace.\You should get your eyes back. response:	I'll be right back.
context: When did Lady Su Jin owe you a pair of eyes?\You don't know a thing so I won't explain it to you.\Xiao Jiu, tell me.\Shouldn't I get my eyes back?\If Auntie really was Su Su\you endured such grievances in the Celestial Palace.\You should get your eyes back.\I'll be right back. response:	Don't come after me!
context: You don't know a thing so I won't explain it to you.\Xiao Jiu, tell me.\Shouldn't I get my eyes back?\If Auntie really was Su Su\you endured such grievances in the Celestial Palace.\You should get your eyes back.\I'll be right back.\Don't come after me! response:	If Auntie really was Su Su that is simply tragic.
context: Xiao Jiu, tell me.\Shouldn't I get my eyes back?\If Auntie really was Su Su\you endured such grievances in the Celestial Palace.\You should get your eyes back.\I'll be right back.\Don't come after me!\If Auntie really was Su Su that is simply tragic. response:	What is tragic?
context: Shouldn't I get my eyes back?\If Auntie really was Su Su\you endured such grievances in the Celestial Palace.\You should get your eyes back.\I'll be right back.\Don't come after me!\If Auntie really was Su Su that is simply tragic.\What is tragic? response:	You don't have a clue.
context: If Auntie really was Su Su\you endured such grievances in the Celestial Palace.\You should get your eyes back.\I'll be right back.\Don't come after me!\If Auntie really was Su Su that is simply tragic.\What is tragic?\You don't have a clue. response:	Su Su was treated poorly and ignored in the Celestial Palace.
context: you endured such grievances in the Celestial Palace.\You should get your eyes back.\I'll be right back.\Don't come after me!\If Auntie really was Su Su that is simply tragic.\What is tragic?\You don't have a clue.\Su Su was treated poorly and ignored in the Celestial Palace. response:	She was even wronged...
context: You should get your eyes back.\I'll be right back.\Don't come after me!\If Auntie really was Su Su that is simply tragic.\What is tragic?\You don't have a clue.\Su Su was treated poorly and ignored in the Celestial Palace.\She was even wronged... response:	Anyway, it was just tragic!
context: I'll be right back.\Don't come after me!\If Auntie really was Su Su that is simply tragic.\What is tragic?\You don't have a clue.\Su Su was treated poorly and ignored in the Celestial Palace.\She was even wronged...\Anyway, it was just tragic! response:	If it were that tragic it's only right to take her eyes back.
context: Don't come after me!\If Auntie really was Su Su that is simply tragic.\What is tragic?\You don't have a clue.\Su Su was treated poorly and ignored in the Celestial Palace.\She was even wronged...\Anyway, it was just tragic!\If it were that tragic it's only right to take her eyes back. response:	Exactly.
context: If Auntie really was Su Su that is simply tragic.\What is tragic?\You don't have a clue.\Su Su was treated poorly and ignored in the Celestial Palace.\She was even wronged...\Anyway, it was just tragic!\If it were that tragic it's only right to take her eyes back.\Exactly. response:	No, it's too dangerous.
context: What is tragic?\You don't have a clue.\Su Su was treated poorly and ignored in the Celestial Palace.\She was even wronged...\Anyway, it was just tragic!\If it were that tragic it's only right to take her eyes back.\Exactly.\No, it's too dangerous. response:	I can't let Auntie be at a disadvantage again.
context: You don't have a clue.\Su Su was treated poorly and ignored in the Celestial Palace.\She was even wronged...\Anyway, it was just tragic!\If it were that tragic it's only right to take her eyes back.\Exactly.\No, it's too dangerous.\I can't let Auntie be at a disadvantage again. response:	If she's picking a fight in the Nine Heavens
context: Su Su was treated poorly and ignored in the Celestial Palace.\She was even wronged...\Anyway, it was just tragic!\If it were that tragic it's only right to take her eyes back.\Exactly.\No, it's too dangerous.\I can't let Auntie be at a disadvantage again.\If she's picking a fight in the Nine Heavens response:	how could I not assist her?
context: She was even wronged...\Anyway, it was just tragic!\If it were that tragic it's only right to take her eyes back.\Exactly.\No, it's too dangerous.\I can't let Auntie be at a disadvantage again.\If she's picking a fight in the Nine Heavens\how could I not assist her? response:	Auntie!
context: Anyway, it was just tragic!\If it were that tragic it's only right to take her eyes back.\Exactly.\No, it's too dangerous.\I can't let Auntie be at a disadvantage again.\If she's picking a fight in the Nine Heavens\how could I not assist her?\Auntie! response:	Auntie!
context: If it were that tragic it's only right to take her eyes back.\Exactly.\No, it's too dangerous.\I can't let Auntie be at a disadvantage again.\If she's picking a fight in the Nine Heavens\how could I not assist her?\Auntie!\Auntie! response:	Who are you to keep out the Queen of Qing Qiu?
context: Exactly.\No, it's too dangerous.\I can't let Auntie be at a disadvantage again.\If she's picking a fight in the Nine Heavens\how could I not assist her?\Auntie!\Auntie!\Who are you to keep out the Queen of Qing Qiu? response:	Greetings to Auntie!
context: No, it's too dangerous.\I can't let Auntie be at a disadvantage again.\If she's picking a fight in the Nine Heavens\how could I not assist her?\Auntie!\Auntie!\Who are you to keep out the Queen of Qing Qiu?\Greetings to Auntie! response:	Don't stand on ceremony.
context: I can't let Auntie be at a disadvantage again.\If she's picking a fight in the Nine Heavens\how could I not assist her?\Auntie!\Auntie!\Who are you to keep out the Queen of Qing Qiu?\Greetings to Auntie!\Don't stand on ceremony. response:	You can't recognize me?
context: If she's picking a fight in the Nine Heavens\how could I not assist her?\Auntie!\Auntie!\Who are you to keep out the Queen of Qing Qiu?\Greetings to Auntie!\Don't stand on ceremony.\You can't recognize me? response:	It's my fault that I'd only stayed in Taichen Palace
