context: The Third Plate response:	Three
context: Danzi noodles!\That's right!\They're wheat noodles in a light broth made from shrimp shells and bonito flakes,\topped with ground pork and sliced scallions.\They're served in very small bowls that are almost like tea cups.\There's a phrase in Taiwan that means eating well without getting tired of it.\That's why the portion size is manageable.\If I had to name this dish, response:	it'd be Yukihira-Style Sorta-Danzi Noodles!
context: That's right!\They're wheat noodles in a light broth made from shrimp shells and bonito flakes,\topped with ground pork and sliced scallions.\They're served in very small bowls that are almost like tea cups.\There's a phrase in Taiwan that means eating well without getting tired of it.\That's why the portion size is manageable.\If I had to name this dish,\it'd be Yukihira-Style Sorta-Danzi Noodles! response:	Yukihira-Style Sorta-Danzi Noodles
context: They're wheat noodles in a light broth made from shrimp shells and bonito flakes,\topped with ground pork and sliced scallions.\They're served in very small bowls that are almost like tea cups.\There's a phrase in Taiwan that means eating well without getting tired of it.\That's why the portion size is manageable.\If I had to name this dish,\it'd be Yukihira-Style Sorta-Danzi Noodles!\Yukihira-Style Sorta-Danzi Noodles response:	A lot of customers came by!
context: topped with ground pork and sliced scallions.\They're served in very small bowls that are almost like tea cups.\There's a phrase in Taiwan that means eating well without getting tired of it.\That's why the portion size is manageable.\If I had to name this dish,\it'd be Yukihira-Style Sorta-Danzi Noodles!\Yukihira-Style Sorta-Danzi Noodles\A lot of customers came by! response:	Though I guess it was all free,
context: They're served in very small bowls that are almost like tea cups.\There's a phrase in Taiwan that means eating well without getting tired of it.\That's why the portion size is manageable.\If I had to name this dish,\it'd be Yukihira-Style Sorta-Danzi Noodles!\Yukihira-Style Sorta-Danzi Noodles\A lot of customers came by!\Though I guess it was all free, response:	so maybe it's not worth celebrating.
context: There's a phrase in Taiwan that means eating well without getting tired of it.\That's why the portion size is manageable.\If I had to name this dish,\it'd be Yukihira-Style Sorta-Danzi Noodles!\Yukihira-Style Sorta-Danzi Noodles\A lot of customers came by!\Though I guess it was all free,\so maybe it's not worth celebrating. response:	I guess so.
context: That's why the portion size is manageable.\If I had to name this dish,\it'd be Yukihira-Style Sorta-Danzi Noodles!\Yukihira-Style Sorta-Danzi Noodles\A lot of customers came by!\Though I guess it was all free,\so maybe it's not worth celebrating.\I guess so. response:	But this was how it felt when Dad went around with black pepper buns
context: If I had to name this dish,\it'd be Yukihira-Style Sorta-Danzi Noodles!\Yukihira-Style Sorta-Danzi Noodles\A lot of customers came by!\Though I guess it was all free,\so maybe it's not worth celebrating.\I guess so.\But this was how it felt when Dad went around with black pepper buns response:	at the summer festival.
context: it'd be Yukihira-Style Sorta-Danzi Noodles!\Yukihira-Style Sorta-Danzi Noodles\A lot of customers came by!\Though I guess it was all free,\so maybe it's not worth celebrating.\I guess so.\But this was how it felt when Dad went around with black pepper buns\at the summer festival. response:	How it felt?
context: Yukihira-Style Sorta-Danzi Noodles\A lot of customers came by!\Though I guess it was all free,\so maybe it's not worth celebrating.\I guess so.\But this was how it felt when Dad went around with black pepper buns\at the summer festival.\How it felt? response:	At first, we had a handful of people who were curious about the stone oven.
context: A lot of customers came by!\Though I guess it was all free,\so maybe it's not worth celebrating.\I guess so.\But this was how it felt when Dad went around with black pepper buns\at the summer festival.\How it felt?\At first, we had a handful of people who were curious about the stone oven. response:	Diner Yukihira Taiwanese Black Pepper Buns
context: Though I guess it was all free,\so maybe it's not worth celebrating.\I guess so.\But this was how it felt when Dad went around with black pepper buns\at the summer festival.\How it felt?\At first, we had a handful of people who were curious about the stone oven.\Diner Yukihira Taiwanese Black Pepper Buns response:	Then the reactions of customers who tried our buns drew more people.
context: so maybe it's not worth celebrating.\I guess so.\But this was how it felt when Dad went around with black pepper buns\at the summer festival.\How it felt?\At first, we had a handful of people who were curious about the stone oven.\Diner Yukihira Taiwanese Black Pepper Buns\Then the reactions of customers who tried our buns drew more people. response:	Eventually, we had a steady crowd around our stall.
context: I guess so.\But this was how it felt when Dad went around with black pepper buns\at the summer festival.\How it felt?\At first, we had a handful of people who were curious about the stone oven.\Diner Yukihira Taiwanese Black Pepper Buns\Then the reactions of customers who tried our buns drew more people.\Eventually, we had a steady crowd around our stall. response:	That's what I was hoping for,
context: But this was how it felt when Dad went around with black pepper buns\at the summer festival.\How it felt?\At first, we had a handful of people who were curious about the stone oven.\Diner Yukihira Taiwanese Black Pepper Buns\Then the reactions of customers who tried our buns drew more people.\Eventually, we had a steady crowd around our stall.\That's what I was hoping for, response:	Kuga Restaurant
context: at the summer festival.\How it felt?\At first, we had a handful of people who were curious about the stone oven.\Diner Yukihira Taiwanese Black Pepper Buns\Then the reactions of customers who tried our buns drew more people.\Eventually, we had a steady crowd around our stall.\That's what I was hoping for,\Kuga Restaurant response:	but given how we have that really showy Chinese Cuisine RS right in front of us,
context: How it felt?\At first, we had a handful of people who were curious about the stone oven.\Diner Yukihira Taiwanese Black Pepper Buns\Then the reactions of customers who tried our buns drew more people.\Eventually, we had a steady crowd around our stall.\That's what I was hoping for,\Kuga Restaurant\but given how we have that really showy Chinese Cuisine RS right in front of us, response:	of course it wouldn't go the same way.
context: At first, we had a handful of people who were curious about the stone oven.\Diner Yukihira Taiwanese Black Pepper Buns\Then the reactions of customers who tried our buns drew more people.\Eventually, we had a steady crowd around our stall.\That's what I was hoping for,\Kuga Restaurant\but given how we have that really showy Chinese Cuisine RS right in front of us,\of course it wouldn't go the same way. response:	The stone oven isn't enough of an attraction.
context: Diner Yukihira Taiwanese Black Pepper Buns\Then the reactions of customers who tried our buns drew more people.\Eventually, we had a steady crowd around our stall.\That's what I was hoping for,\Kuga Restaurant\but given how we have that really showy Chinese Cuisine RS right in front of us,\of course it wouldn't go the same way.\The stone oven isn't enough of an attraction. response:	Oh, and I guess black pepper buns are fun to watch when they're being baked,
context: Then the reactions of customers who tried our buns drew more people.\Eventually, we had a steady crowd around our stall.\That's what I was hoping for,\Kuga Restaurant\but given how we have that really showy Chinese Cuisine RS right in front of us,\of course it wouldn't go the same way.\The stone oven isn't enough of an attraction.\Oh, and I guess black pepper buns are fun to watch when they're being baked, response:	but unless you see someone eating them,
context: Eventually, we had a steady crowd around our stall.\That's what I was hoping for,\Kuga Restaurant\but given how we have that really showy Chinese Cuisine RS right in front of us,\of course it wouldn't go the same way.\The stone oven isn't enough of an attraction.\Oh, and I guess black pepper buns are fun to watch when they're being baked,\but unless you see someone eating them, response:	it might be hard to imagine how they'd actually taste.
context: That's what I was hoping for,\Kuga Restaurant\but given how we have that really showy Chinese Cuisine RS right in front of us,\of course it wouldn't go the same way.\The stone oven isn't enough of an attraction.\Oh, and I guess black pepper buns are fun to watch when they're being baked,\but unless you see someone eating them,\it might be hard to imagine how they'd actually taste. response:	You're right.
context: Kuga Restaurant\but given how we have that really showy Chinese Cuisine RS right in front of us,\of course it wouldn't go the same way.\The stone oven isn't enough of an attraction.\Oh, and I guess black pepper buns are fun to watch when they're being baked,\but unless you see someone eating them,\it might be hard to imagine how they'd actually taste.\You're right. response:	Kuga-senpai's Sichuan cuisine, on the other hand...
context: but given how we have that really showy Chinese Cuisine RS right in front of us,\of course it wouldn't go the same way.\The stone oven isn't enough of an attraction.\Oh, and I guess black pepper buns are fun to watch when they're being baked,\but unless you see someone eating them,\it might be hard to imagine how they'd actually taste.\You're right.\Kuga-senpai's Sichuan cuisine, on the other hand... response:	It's pretty easy to imagine how it tastes when you first look at it.
context: of course it wouldn't go the same way.\The stone oven isn't enough of an attraction.\Oh, and I guess black pepper buns are fun to watch when they're being baked,\but unless you see someone eating them,\it might be hard to imagine how they'd actually taste.\You're right.\Kuga-senpai's Sichuan cuisine, on the other hand...\It's pretty easy to imagine how it tastes when you first look at it. response:	The Moon Festival is different from a Shokugeki,
context: The stone oven isn't enough of an attraction.\Oh, and I guess black pepper buns are fun to watch when they're being baked,\but unless you see someone eating them,\it might be hard to imagine how they'd actually taste.\You're right.\Kuga-senpai's Sichuan cuisine, on the other hand...\It's pretty easy to imagine how it tastes when you first look at it.\The Moon Festival is different from a Shokugeki, response:	where it's guaranteed that the judges will eat your food.
context: Oh, and I guess black pepper buns are fun to watch when they're being baked,\but unless you see someone eating them,\it might be hard to imagine how they'd actually taste.\You're right.\Kuga-senpai's Sichuan cuisine, on the other hand...\It's pretty easy to imagine how it tastes when you first look at it.\The Moon Festival is different from a Shokugeki,\where it's guaranteed that the judges will eat your food. response:	Should we think up new menu items with flavors our customers can imagine more easily?
context: but unless you see someone eating them,\it might be hard to imagine how they'd actually taste.\You're right.\Kuga-senpai's Sichuan cuisine, on the other hand...\It's pretty easy to imagine how it tastes when you first look at it.\The Moon Festival is different from a Shokugeki,\where it's guaranteed that the judges will eat your food.\Should we think up new menu items with flavors our customers can imagine more easily? response:	Or something with great enough impact
context: it might be hard to imagine how they'd actually taste.\You're right.\Kuga-senpai's Sichuan cuisine, on the other hand...\It's pretty easy to imagine how it tastes when you first look at it.\The Moon Festival is different from a Shokugeki,\where it's guaranteed that the judges will eat your food.\Should we think up new menu items with flavors our customers can imagine more easily?\Or something with great enough impact response:	that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.
context: You're right.\Kuga-senpai's Sichuan cuisine, on the other hand...\It's pretty easy to imagine how it tastes when you first look at it.\The Moon Festival is different from a Shokugeki,\where it's guaranteed that the judges will eat your food.\Should we think up new menu items with flavors our customers can imagine more easily?\Or something with great enough impact\that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food. response:	If I could serve a dish like that,
context: Kuga-senpai's Sichuan cuisine, on the other hand...\It's pretty easy to imagine how it tastes when you first look at it.\The Moon Festival is different from a Shokugeki,\where it's guaranteed that the judges will eat your food.\Should we think up new menu items with flavors our customers can imagine more easily?\Or something with great enough impact\that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.\If I could serve a dish like that, response:	maybe we can find a way to get through this.
context: It's pretty easy to imagine how it tastes when you first look at it.\The Moon Festival is different from a Shokugeki,\where it's guaranteed that the judges will eat your food.\Should we think up new menu items with flavors our customers can imagine more easily?\Or something with great enough impact\that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.\If I could serve a dish like that,\maybe we can find a way to get through this. response:	I had an inspiration!
context: The Moon Festival is different from a Shokugeki,\where it's guaranteed that the judges will eat your food.\Should we think up new menu items with flavors our customers can imagine more easily?\Or something with great enough impact\that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.\If I could serve a dish like that,\maybe we can find a way to get through this.\I had an inspiration! response:	We'll put the beef for the main dish
context: where it's guaranteed that the judges will eat your food.\Should we think up new menu items with flavors our customers can imagine more easily?\Or something with great enough impact\that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.\If I could serve a dish like that,\maybe we can find a way to get through this.\I had an inspiration!\We'll put the beef for the main dish response:	in a sous vide bath for two hours.
context: Should we think up new menu items with flavors our customers can imagine more easily?\Or something with great enough impact\that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.\If I could serve a dish like that,\maybe we can find a way to get through this.\I had an inspiration!\We'll put the beef for the main dish\in a sous vide bath for two hours. response:	Then we'll process each vegetable in a steam convection oven
context: Or something with great enough impact\that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.\If I could serve a dish like that,\maybe we can find a way to get through this.\I had an inspiration!\We'll put the beef for the main dish\in a sous vide bath for two hours.\Then we'll process each vegetable in a steam convection oven response:	to reach its optimal cooking temperature.
context: that it'd drew customers away from the spiciness of the Chinese Cuisine RS's food.\If I could serve a dish like that,\maybe we can find a way to get through this.\I had an inspiration!\We'll put the beef for the main dish\in a sous vide bath for two hours.\Then we'll process each vegetable in a steam convection oven\to reach its optimal cooking temperature. response:	We'll use the spice mixes Hayama-kun concocted to season everything
context: If I could serve a dish like that,\maybe we can find a way to get through this.\I had an inspiration!\We'll put the beef for the main dish\in a sous vide bath for two hours.\Then we'll process each vegetable in a steam convection oven\to reach its optimal cooking temperature.\We'll use the spice mixes Hayama-kun concocted to season everything response:	And how much are we going to charge for this?
context: maybe we can find a way to get through this.\I had an inspiration!\We'll put the beef for the main dish\in a sous vide bath for two hours.\Then we'll process each vegetable in a steam convection oven\to reach its optimal cooking temperature.\We'll use the spice mixes Hayama-kun concocted to season everything\And how much are we going to charge for this? response:	Um, to turn a profit...
context: I had an inspiration!\We'll put the beef for the main dish\in a sous vide bath for two hours.\Then we'll process each vegetable in a steam convection oven\to reach its optimal cooking temperature.\We'll use the spice mixes Hayama-kun concocted to season everything\And how much are we going to charge for this?\Um, to turn a profit... response:	20,000 yen
context: We'll put the beef for the main dish\in a sous vide bath for two hours.\Then we'll process each vegetable in a steam convection oven\to reach its optimal cooking temperature.\We'll use the spice mixes Hayama-kun concocted to season everything\And how much are we going to charge for this?\Um, to turn a profit...\20,000 yen response:	About 20,000 yen.
context: in a sous vide bath for two hours.\Then we'll process each vegetable in a steam convection oven\to reach its optimal cooking temperature.\We'll use the spice mixes Hayama-kun concocted to season everything\And how much are we going to charge for this?\Um, to turn a profit...\20,000 yen\About 20,000 yen. response:	We can't sell that!
context: Then we'll process each vegetable in a steam convection oven\to reach its optimal cooking temperature.\We'll use the spice mixes Hayama-kun concocted to season everything\And how much are we going to charge for this?\Um, to turn a profit...\20,000 yen\About 20,000 yen.\We can't sell that! response:	We're in the Main Avenue area!
context: to reach its optimal cooking temperature.\We'll use the spice mixes Hayama-kun concocted to season everything\And how much are we going to charge for this?\Um, to turn a profit...\20,000 yen\About 20,000 yen.\We can't sell that!\We're in the Main Avenue area! response:	We won't know for sure until we try!
context: We'll use the spice mixes Hayama-kun concocted to season everything\And how much are we going to charge for this?\Um, to turn a profit...\20,000 yen\About 20,000 yen.\We can't sell that!\We're in the Main Avenue area!\We won't know for sure until we try! response:	Vetoed!
context: And how much are we going to charge for this?\Um, to turn a profit...\20,000 yen\About 20,000 yen.\We can't sell that!\We're in the Main Avenue area!\We won't know for sure until we try!\Vetoed! response:	I can just see our losses snowball!
context: Um, to turn a profit...\20,000 yen\About 20,000 yen.\We can't sell that!\We're in the Main Avenue area!\We won't know for sure until we try!\Vetoed!\I can just see our losses snowball! response:	But it'd make such a good story!
context: 20,000 yen\About 20,000 yen.\We can't sell that!\We're in the Main Avenue area!\We won't know for sure until we try!\Vetoed!\I can just see our losses snowball!\But it'd make such a good story! response:	Pouting won't change anything.
context: About 20,000 yen.\We can't sell that!\We're in the Main Avenue area!\We won't know for sure until we try!\Vetoed!\I can just see our losses snowball!\But it'd make such a good story!\Pouting won't change anything. response:	This is the Moon Festival.
context: We can't sell that!\We're in the Main Avenue area!\We won't know for sure until we try!\Vetoed!\I can just see our losses snowball!\But it'd make such a good story!\Pouting won't change anything.\This is the Moon Festival. response:	If you just want to make whatever without considering the customers at all,
context: We're in the Main Avenue area!\We won't know for sure until we try!\Vetoed!\I can just see our losses snowball!\But it'd make such a good story!\Pouting won't change anything.\This is the Moon Festival.\If you just want to make whatever without considering the customers at all, response:	just quit already!
context: We won't know for sure until we try!\Vetoed!\I can just see our losses snowball!\But it'd make such a good story!\Pouting won't change anything.\This is the Moon Festival.\If you just want to make whatever without considering the customers at all,\just quit already! response:	Hey, Hayama.
context: Vetoed!\I can just see our losses snowball!\But it'd make such a good story!\Pouting won't change anything.\This is the Moon Festival.\If you just want to make whatever without considering the customers at all,\just quit already!\Hey, Hayama. response:	What?
context: I can just see our losses snowball!\But it'd make such a good story!\Pouting won't change anything.\This is the Moon Festival.\If you just want to make whatever without considering the customers at all,\just quit already!\Hey, Hayama.\What? response:	Try to... be more positive about the miss when you talk.
context: But it'd make such a good story!\Pouting won't change anything.\This is the Moon Festival.\If you just want to make whatever without considering the customers at all,\just quit already!\Hey, Hayama.\What?\Try to... be more positive about the miss when you talk. response:	Get her in a good mood.
context: Pouting won't change anything.\This is the Moon Festival.\If you just want to make whatever without considering the customers at all,\just quit already!\Hey, Hayama.\What?\Try to... be more positive about the miss when you talk.\Get her in a good mood. response:	You don't have to believe what you're saying.
context: This is the Moon Festival.\If you just want to make whatever without considering the customers at all,\just quit already!\Hey, Hayama.\What?\Try to... be more positive about the miss when you talk.\Get her in a good mood.\You don't have to believe what you're saying. response:	This is all because of how you've been spoiling her.
context: If you just want to make whatever without considering the customers at all,\just quit already!\Hey, Hayama.\What?\Try to... be more positive about the miss when you talk.\Get her in a good mood.\You don't have to believe what you're saying.\This is all because of how you've been spoiling her. response:	You should feel more responsible
context: just quit already!\Hey, Hayama.\What?\Try to... be more positive about the miss when you talk.\Get her in a good mood.\You don't have to believe what you're saying.\This is all because of how you've been spoiling her.\You should feel more responsible response:	I withdraw my proposal.
context: Hey, Hayama.\What?\Try to... be more positive about the miss when you talk.\Get her in a good mood.\You don't have to believe what you're saying.\This is all because of how you've been spoiling her.\You should feel more responsible\I withdraw my proposal. response:	It's just like you said, Hayama-kun.
context: What?\Try to... be more positive about the miss when you talk.\Get her in a good mood.\You don't have to believe what you're saying.\This is all because of how you've been spoiling her.\You should feel more responsible\I withdraw my proposal.\It's just like you said, Hayama-kun. response:	Let's go back to square one and create a dish that would please customers
context: Try to... be more positive about the miss when you talk.\Get her in a good mood.\You don't have to believe what you're saying.\This is all because of how you've been spoiling her.\You should feel more responsible\I withdraw my proposal.\It's just like you said, Hayama-kun.\Let's go back to square one and create a dish that would please customers response:	coming to the Moon Festival.
context: Get her in a good mood.\You don't have to believe what you're saying.\This is all because of how you've been spoiling her.\You should feel more responsible\I withdraw my proposal.\It's just like you said, Hayama-kun.\Let's go back to square one and create a dish that would please customers\coming to the Moon Festival. response:	What to do...
context: You don't have to believe what you're saying.\This is all because of how you've been spoiling her.\You should feel more responsible\I withdraw my proposal.\It's just like you said, Hayama-kun.\Let's go back to square one and create a dish that would please customers\coming to the Moon Festival.\What to do... response:	A dish that'd trump Chinese Cuisine RS
context: This is all because of how you've been spoiling her.\You should feel more responsible\I withdraw my proposal.\It's just like you said, Hayama-kun.\Let's go back to square one and create a dish that would please customers\coming to the Moon Festival.\What to do...\A dish that'd trump Chinese Cuisine RS response:	in terms of impact and visual appeal?
context: You should feel more responsible\I withdraw my proposal.\It's just like you said, Hayama-kun.\Let's go back to square one and create a dish that would please customers\coming to the Moon Festival.\What to do...\A dish that'd trump Chinese Cuisine RS\in terms of impact and visual appeal? response:	In addition to their signature mapo tofu,
context: I withdraw my proposal.\It's just like you said, Hayama-kun.\Let's go back to square one and create a dish that would please customers\coming to the Moon Festival.\What to do...\A dish that'd trump Chinese Cuisine RS\in terms of impact and visual appeal?\In addition to their signature mapo tofu, response:	Chinese Cuisine RS has a pretty intimidating line-up.
context: It's just like you said, Hayama-kun.\Let's go back to square one and create a dish that would please customers\coming to the Moon Festival.\What to do...\A dish that'd trump Chinese Cuisine RS\in terms of impact and visual appeal?\In addition to their signature mapo tofu,\Chinese Cuisine RS has a pretty intimidating line-up. response:	Mapo tofu, huh.
context: Let's go back to square one and create a dish that would please customers\coming to the Moon Festival.\What to do...\A dish that'd trump Chinese Cuisine RS\in terms of impact and visual appeal?\In addition to their signature mapo tofu,\Chinese Cuisine RS has a pretty intimidating line-up.\Mapo tofu, huh. response:	Hey, Tadokoro.
context: coming to the Moon Festival.\What to do...\A dish that'd trump Chinese Cuisine RS\in terms of impact and visual appeal?\In addition to their signature mapo tofu,\Chinese Cuisine RS has a pretty intimidating line-up.\Mapo tofu, huh.\Hey, Tadokoro. response:	What'd you think of Yukihira's mapo tofu?
context: What to do...\A dish that'd trump Chinese Cuisine RS\in terms of impact and visual appeal?\In addition to their signature mapo tofu,\Chinese Cuisine RS has a pretty intimidating line-up.\Mapo tofu, huh.\Hey, Tadokoro.\What'd you think of Yukihira's mapo tofu? response:	Huh?
context: A dish that'd trump Chinese Cuisine RS\in terms of impact and visual appeal?\In addition to their signature mapo tofu,\Chinese Cuisine RS has a pretty intimidating line-up.\Mapo tofu, huh.\Hey, Tadokoro.\What'd you think of Yukihira's mapo tofu?\Huh? response:	I thought it was delicious.
context: in terms of impact and visual appeal?\In addition to their signature mapo tofu,\Chinese Cuisine RS has a pretty intimidating line-up.\Mapo tofu, huh.\Hey, Tadokoro.\What'd you think of Yukihira's mapo tofu?\Huh?\I thought it was delicious. response:	But if memory serves, Nakiri-san thought...
context: In addition to their signature mapo tofu,\Chinese Cuisine RS has a pretty intimidating line-up.\Mapo tofu, huh.\Hey, Tadokoro.\What'd you think of Yukihira's mapo tofu?\Huh?\I thought it was delicious.\But if memory serves, Nakiri-san thought... response:	Your dish lacks both ma and la by a significant margin.
context: Chinese Cuisine RS has a pretty intimidating line-up.\Mapo tofu, huh.\Hey, Tadokoro.\What'd you think of Yukihira's mapo tofu?\Huh?\I thought it was delicious.\But if memory serves, Nakiri-san thought...\Your dish lacks both ma and la by a significant margin. response:	Yeah, she said I could never win.
context: Mapo tofu, huh.\Hey, Tadokoro.\What'd you think of Yukihira's mapo tofu?\Huh?\I thought it was delicious.\But if memory serves, Nakiri-san thought...\Your dish lacks both ma and la by a significant margin.\Yeah, she said I could never win. response:	But the reason why Yukihira's mapo tofu isn't that spicy
context: Hey, Tadokoro.\What'd you think of Yukihira's mapo tofu?\Huh?\I thought it was delicious.\But if memory serves, Nakiri-san thought...\Your dish lacks both ma and la by a significant margin.\Yeah, she said I could never win.\But the reason why Yukihira's mapo tofu isn't that spicy response:	is because Dad wanted flavors that all the diner's regulars would enjoy.
context: What'd you think of Yukihira's mapo tofu?\Huh?\I thought it was delicious.\But if memory serves, Nakiri-san thought...\Your dish lacks both ma and la by a significant margin.\Yeah, she said I could never win.\But the reason why Yukihira's mapo tofu isn't that spicy\is because Dad wanted flavors that all the diner's regulars would enjoy. response:	Kuga-senpai may go above and beyond in terms of strong flavors, but...
context: Huh?\I thought it was delicious.\But if memory serves, Nakiri-san thought...\Your dish lacks both ma and la by a significant margin.\Yeah, she said I could never win.\But the reason why Yukihira's mapo tofu isn't that spicy\is because Dad wanted flavors that all the diner's regulars would enjoy.\Kuga-senpai may go above and beyond in terms of strong flavors, but... response:	That's not to say Dad's cooking is inferior.
context: I thought it was delicious.\But if memory serves, Nakiri-san thought...\Your dish lacks both ma and la by a significant margin.\Yeah, she said I could never win.\But the reason why Yukihira's mapo tofu isn't that spicy\is because Dad wanted flavors that all the diner's regulars would enjoy.\Kuga-senpai may go above and beyond in terms of strong flavors, but...\That's not to say Dad's cooking is inferior. response:	Y-Yeah...
context: But if memory serves, Nakiri-san thought...\Your dish lacks both ma and la by a significant margin.\Yeah, she said I could never win.\But the reason why Yukihira's mapo tofu isn't that spicy\is because Dad wanted flavors that all the diner's regulars would enjoy.\Kuga-senpai may go above and beyond in terms of strong flavors, but...\That's not to say Dad's cooking is inferior.\Y-Yeah... response:	If I can build on that mapo tofu and add some ideas of my own,
context: Your dish lacks both ma and la by a significant margin.\Yeah, she said I could never win.\But the reason why Yukihira's mapo tofu isn't that spicy\is because Dad wanted flavors that all the diner's regulars would enjoy.\Kuga-senpai may go above and beyond in terms of strong flavors, but...\That's not to say Dad's cooking is inferior.\Y-Yeah...\If I can build on that mapo tofu and add some ideas of my own, response:	I think we'll find a way to break through our current stalemate.
context: Yeah, she said I could never win.\But the reason why Yukihira's mapo tofu isn't that spicy\is because Dad wanted flavors that all the diner's regulars would enjoy.\Kuga-senpai may go above and beyond in terms of strong flavors, but...\That's not to say Dad's cooking is inferior.\Y-Yeah...\If I can build on that mapo tofu and add some ideas of my own,\I think we'll find a way to break through our current stalemate. response:	Like what, though?
context: But the reason why Yukihira's mapo tofu isn't that spicy\is because Dad wanted flavors that all the diner's regulars would enjoy.\Kuga-senpai may go above and beyond in terms of strong flavors, but...\That's not to say Dad's cooking is inferior.\Y-Yeah...\If I can build on that mapo tofu and add some ideas of my own,\I think we'll find a way to break through our current stalemate.\Like what, though? response:	Sorry, Tadokoro.
context: is because Dad wanted flavors that all the diner's regulars would enjoy.\Kuga-senpai may go above and beyond in terms of strong flavors, but...\That's not to say Dad's cooking is inferior.\Y-Yeah...\If I can build on that mapo tofu and add some ideas of my own,\I think we'll find a way to break through our current stalemate.\Like what, though?\Sorry, Tadokoro. response:	You might end up losing sleep from here on out.
context: Kuga-senpai may go above and beyond in terms of strong flavors, but...\That's not to say Dad's cooking is inferior.\Y-Yeah...\If I can build on that mapo tofu and add some ideas of my own,\I think we'll find a way to break through our current stalemate.\Like what, though?\Sorry, Tadokoro.\You might end up losing sleep from here on out. response:	What?
context: That's not to say Dad's cooking is inferior.\Y-Yeah...\If I can build on that mapo tofu and add some ideas of my own,\I think we'll find a way to break through our current stalemate.\Like what, though?\Sorry, Tadokoro.\You might end up losing sleep from here on out.\What? response:	There's something I want to try.
context: Y-Yeah...\If I can build on that mapo tofu and add some ideas of my own,\I think we'll find a way to break through our current stalemate.\Like what, though?\Sorry, Tadokoro.\You might end up losing sleep from here on out.\What?\There's something I want to try. response:	Yukihira's new mapo tofu
context: If I can build on that mapo tofu and add some ideas of my own,\I think we'll find a way to break through our current stalemate.\Like what, though?\Sorry, Tadokoro.\You might end up losing sleep from here on out.\What?\There's something I want to try.\Yukihira's new mapo tofu response:	will strike at the heart of Kuga-senpai's operation!
context: I think we'll find a way to break through our current stalemate.\Like what, though?\Sorry, Tadokoro.\You might end up losing sleep from here on out.\What?\There's something I want to try.\Yukihira's new mapo tofu\will strike at the heart of Kuga-senpai's operation! response:	Man, I'm hungry.
context: Like what, though?\Sorry, Tadokoro.\You might end up losing sleep from here on out.\What?\There's something I want to try.\Yukihira's new mapo tofu\will strike at the heart of Kuga-senpai's operation!\Man, I'm hungry. response:	Sumire Avenue
context: Sorry, Tadokoro.\You might end up losing sleep from here on out.\What?\There's something I want to try.\Yukihira's new mapo tofu\will strike at the heart of Kuga-senpai's operation!\Man, I'm hungry.\Sumire Avenue response:	Me, too.
context: You might end up losing sleep from here on out.\What?\There's something I want to try.\Yukihira's new mapo tofu\will strike at the heart of Kuga-senpai's operation!\Man, I'm hungry.\Sumire Avenue\Me, too. response:	Hey, want to get a Sumire Mark Karaage Roll?
context: What?\There's something I want to try.\Yukihira's new mapo tofu\will strike at the heart of Kuga-senpai's operation!\Man, I'm hungry.\Sumire Avenue\Me, too.\Hey, want to get a Sumire Mark Karaage Roll? response:	Oh, good idea!
context: There's something I want to try.\Yukihira's new mapo tofu\will strike at the heart of Kuga-senpai's operation!\Man, I'm hungry.\Sumire Avenue\Me, too.\Hey, want to get a Sumire Mark Karaage Roll?\Oh, good idea! response:	Let's go!
context: Yukihira's new mapo tofu\will strike at the heart of Kuga-senpai's operation!\Man, I'm hungry.\Sumire Avenue\Me, too.\Hey, want to get a Sumire Mark Karaage Roll?\Oh, good idea!\Let's go! response:	Yeah!
context: will strike at the heart of Kuga-senpai's operation!\Man, I'm hungry.\Sumire Avenue\Me, too.\Hey, want to get a Sumire Mark Karaage Roll?\Oh, good idea!\Let's go!\Yeah! response:	Huh?
context: Man, I'm hungry.\Sumire Avenue\Me, too.\Hey, want to get a Sumire Mark Karaage Roll?\Oh, good idea!\Let's go!\Yeah!\Huh? response:	The lights are on at Yukihira Diner.
context: Sumire Avenue\Me, too.\Hey, want to get a Sumire Mark Karaage Roll?\Oh, good idea!\Let's go!\Yeah!\Huh?\The lights are on at Yukihira Diner. response:	You're right!
context: Me, too.\Hey, want to get a Sumire Mark Karaage Roll?\Oh, good idea!\Let's go!\Yeah!\Huh?\The lights are on at Yukihira Diner.\You're right! response:	Is Yukihira back?
context: Hey, want to get a Sumire Mark Karaage Roll?\Oh, good idea!\Let's go!\Yeah!\Huh?\The lights are on at Yukihira Diner.\You're right!\Is Yukihira back? response:	Yukihira-kun's back?
context: Oh, good idea!\Let's go!\Yeah!\Huh?\The lights are on at Yukihira Diner.\You're right!\Is Yukihira back?\Yukihira-kun's back? response:	Diner Yukihira
context: Let's go!\Yeah!\Huh?\The lights are on at Yukihira Diner.\You're right!\Is Yukihira back?\Yukihira-kun's back?\Diner Yukihira response:	Y-Yukihira-kun?
