context: -HALF- response:	Insert
context: Please, it's no trouble at all!\Get away from me!\Darn, it's gotten quite late.\Yuuta! I've been barred from my room!\The passcode was changed!\You just forgot your key, didn't you?\Damn. I guess that leaves one option.\Huh? I'm back! response:	Huh? No one's here.
context: Get away from me!\Darn, it's gotten quite late.\Yuuta! I've been barred from my room!\The passcode was changed!\You just forgot your key, didn't you?\Damn. I guess that leaves one option.\Huh? I'm back!\Huh? No one's here. response:	Wait a moment.
context: Darn, it's gotten quite late.\Yuuta! I've been barred from my room!\The passcode was changed!\You just forgot your key, didn't you?\Damn. I guess that leaves one option.\Huh? I'm back!\Huh? No one's here.\Wait a moment. response:	Could the Overseers have invaded?
context: Yuuta! I've been barred from my room!\The passcode was changed!\You just forgot your key, didn't you?\Damn. I guess that leaves one option.\Huh? I'm back!\Huh? No one's here.\Wait a moment.\Could the Overseers have invaded? response:	Stop! Please, spare his family!
context: The passcode was changed!\You just forgot your key, didn't you?\Damn. I guess that leaves one option.\Huh? I'm back!\Huh? No one's here.\Wait a moment.\Could the Overseers have invaded?\Stop! Please, spare his family! response:	Don't jinx them!
context: You just forgot your key, didn't you?\Damn. I guess that leaves one option.\Huh? I'm back!\Huh? No one's here.\Wait a moment.\Could the Overseers have invaded?\Stop! Please, spare his family!\Don't jinx them! response:	Oh, right.
context: Damn. I guess that leaves one option.\Huh? I'm back!\Huh? No one's here.\Wait a moment.\Could the Overseers have invaded?\Stop! Please, spare his family!\Don't jinx them!\Oh, right. response:	Kuzuha and Yumeha are at summer school
context: Huh? I'm back!\Huh? No one's here.\Wait a moment.\Could the Overseers have invaded?\Stop! Please, spare his family!\Don't jinx them!\Oh, right.\Kuzuha and Yumeha are at summer school response:	and Mom's got a night shift.
context: Huh? No one's here.\Wait a moment.\Could the Overseers have invaded?\Stop! Please, spare his family!\Don't jinx them!\Oh, right.\Kuzuha and Yumeha are at summer school\and Mom's got a night shift. response:	Watch out! They might hiding in camouflage!
context: Wait a moment.\Could the Overseers have invaded?\Stop! Please, spare his family!\Don't jinx them!\Oh, right.\Kuzuha and Yumeha are at summer school\and Mom's got a night shift.\Watch out! They might hiding in camouflage! response:	No.
context: Could the Overseers have invaded?\Stop! Please, spare his family!\Don't jinx them!\Oh, right.\Kuzuha and Yumeha are at summer school\and Mom's got a night shift.\Watch out! They might hiding in camouflage!\No. response:	They're all coming home tomorrow.
context: Stop! Please, spare his family!\Don't jinx them!\Oh, right.\Kuzuha and Yumeha are at summer school\and Mom's got a night shift.\Watch out! They might hiding in camouflage!\No.\They're all coming home tomorrow. response:	Which means...
context: Don't jinx them!\Oh, right.\Kuzuha and Yumeha are at summer school\and Mom's got a night shift.\Watch out! They might hiding in camouflage!\No.\They're all coming home tomorrow.\Which means... response:	We're alone tonight?
context: Oh, right.\Kuzuha and Yumeha are at summer school\and Mom's got a night shift.\Watch out! They might hiding in camouflage!\No.\They're all coming home tomorrow.\Which means...\We're alone tonight? response:	Uh... Which way was the toilet again?
context: Kuzuha and Yumeha are at summer school\and Mom's got a night shift.\Watch out! They might hiding in camouflage!\No.\They're all coming home tomorrow.\Which means...\We're alone tonight?\Uh... Which way was the toilet again? response:	Huh? Kumin?
context: and Mom's got a night shift.\Watch out! They might hiding in camouflage!\No.\They're all coming home tomorrow.\Which means...\We're alone tonight?\Uh... Which way was the toilet again?\Huh? Kumin? response:	Ah, you're up too, Isshiki?
context: Watch out! They might hiding in camouflage!\No.\They're all coming home tomorrow.\Which means...\We're alone tonight?\Uh... Which way was the toilet again?\Huh? Kumin?\Ah, you're up too, Isshiki? response:	What are you doing?
context: No.\They're all coming home tomorrow.\Which means...\We're alone tonight?\Uh... Which way was the toilet again?\Huh? Kumin?\Ah, you're up too, Isshiki?\What are you doing? response:	It's so dark outside, the Moon must be really pretty,
context: They're all coming home tomorrow.\Which means...\We're alone tonight?\Uh... Which way was the toilet again?\Huh? Kumin?\Ah, you're up too, Isshiki?\What are you doing?\It's so dark outside, the Moon must be really pretty, response:	so I thought I'd go for a walk.
context: Which means...\We're alone tonight?\Uh... Which way was the toilet again?\Huh? Kumin?\Ah, you're up too, Isshiki?\What are you doing?\It's so dark outside, the Moon must be really pretty,\so I thought I'd go for a walk. response:	Want to come with me, Isshiki?
context: We're alone tonight?\Uh... Which way was the toilet again?\Huh? Kumin?\Ah, you're up too, Isshiki?\What are you doing?\It's so dark outside, the Moon must be really pretty,\so I thought I'd go for a walk.\Want to come with me, Isshiki? response:	Just... Just a moment!
context: Uh... Which way was the toilet again?\Huh? Kumin?\Ah, you're up too, Isshiki?\What are you doing?\It's so dark outside, the Moon must be really pretty,\so I thought I'd go for a walk.\Want to come with me, Isshiki?\Just... Just a moment! response:	A walk?
context: Huh? Kumin?\Ah, you're up too, Isshiki?\What are you doing?\It's so dark outside, the Moon must be really pretty,\so I thought I'd go for a walk.\Want to come with me, Isshiki?\Just... Just a moment!\A walk? response:	If you wanna go, just go.
context: Ah, you're up too, Isshiki?\What are you doing?\It's so dark outside, the Moon must be really pretty,\so I thought I'd go for a walk.\Want to come with me, Isshiki?\Just... Just a moment!\A walk?\If you wanna go, just go. response:	I'm hanging up.
context: What are you doing?\It's so dark outside, the Moon must be really pretty,\so I thought I'd go for a walk.\Want to come with me, Isshiki?\Just... Just a moment!\A walk?\If you wanna go, just go.\I'm hanging up. response:	That answer's no answer at all!
context: It's so dark outside, the Moon must be really pretty,\so I thought I'd go for a walk.\Want to come with me, Isshiki?\Just... Just a moment!\A walk?\If you wanna go, just go.\I'm hanging up.\That answer's no answer at all! response:	Just because you got a girlfriend, now you're abandoning your friends?!
context: so I thought I'd go for a walk.\Want to come with me, Isshiki?\Just... Just a moment!\A walk?\If you wanna go, just go.\I'm hanging up.\That answer's no answer at all!\Just because you got a girlfriend, now you're abandoning your friends?! response:	When did I get a girlfriend?
context: Want to come with me, Isshiki?\Just... Just a moment!\A walk?\If you wanna go, just go.\I'm hanging up.\That answer's no answer at all!\Just because you got a girlfriend, now you're abandoning your friends?!\When did I get a girlfriend? response:	Did you forget I was the one who talked to you on the day of the entrance ceremony?
context: Just... Just a moment!\A walk?\If you wanna go, just go.\I'm hanging up.\That answer's no answer at all!\Just because you got a girlfriend, now you're abandoning your friends?!\When did I get a girlfriend?\Did you forget I was the one who talked to you on the day of the entrance ceremony? response:	Sorry, gotta go!
context: A walk?\If you wanna go, just go.\I'm hanging up.\That answer's no answer at all!\Just because you got a girlfriend, now you're abandoning your friends?!\When did I get a girlfriend?\Did you forget I was the one who talked to you on the day of the entrance ceremony?\Sorry, gotta go! response:	Hey, wai
context: If you wanna go, just go.\I'm hanging up.\That answer's no answer at all!\Just because you got a girlfriend, now you're abandoning your friends?!\When did I get a girlfriend?\Did you forget I was the one who talked to you on the day of the entrance ceremony?\Sorry, gotta go!\Hey, wai response:	Quit going through my stuff!
context: I'm hanging up.\That answer's no answer at all!\Just because you got a girlfriend, now you're abandoning your friends?!\When did I get a girlfriend?\Did you forget I was the one who talked to you on the day of the entrance ceremony?\Sorry, gotta go!\Hey, wai\Quit going through my stuff! response:	Yuuta, what's this?
