context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: My, someone's blood-thirsty.\I suppose I have no say in this matter.\I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.\I apologize for my rudeness.\Sir, may I request that you sheathe your sword?\Oh crap. He told me not to come out, and I did anyway!\But I couldn't just stand around while he pointed his sword at Tomoe.\Even so... right now, Tomoe scares me more. response:	You idiot. Why did you come out?
context: I suppose I have no say in this matter.\I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.\I apologize for my rudeness.\Sir, may I request that you sheathe your sword?\Oh crap. He told me not to come out, and I did anyway!\But I couldn't just stand around while he pointed his sword at Tomoe.\Even so... right now, Tomoe scares me more.\You idiot. Why did you come out? response:	Now that you're out here,
context: I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.\I apologize for my rudeness.\Sir, may I request that you sheathe your sword?\Oh crap. He told me not to come out, and I did anyway!\But I couldn't just stand around while he pointed his sword at Tomoe.\Even so... right now, Tomoe scares me more.\You idiot. Why did you come out?\Now that you're out here, response:	I have to protect you.
context: I apologize for my rudeness.\Sir, may I request that you sheathe your sword?\Oh crap. He told me not to come out, and I did anyway!\But I couldn't just stand around while he pointed his sword at Tomoe.\Even so... right now, Tomoe scares me more.\You idiot. Why did you come out?\Now that you're out here,\I have to protect you. response:	Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.
context: Sir, may I request that you sheathe your sword?\Oh crap. He told me not to come out, and I did anyway!\But I couldn't just stand around while he pointed his sword at Tomoe.\Even so... right now, Tomoe scares me more.\You idiot. Why did you come out?\Now that you're out here,\I have to protect you.\Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine. response:	So you're the rumored Earth Deity.
context: Oh crap. He told me not to come out, and I did anyway!\But I couldn't just stand around while he pointed his sword at Tomoe.\Even so... right now, Tomoe scares me more.\You idiot. Why did you come out?\Now that you're out here,\I have to protect you.\Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.\So you're the rumored Earth Deity. response:	You look as incompetent as your reputation says.
context: But I couldn't just stand around while he pointed his sword at Tomoe.\Even so... right now, Tomoe scares me more.\You idiot. Why did you come out?\Now that you're out here,\I have to protect you.\Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.\So you're the rumored Earth Deity.\You look as incompetent as your reputation says. response:	Would you allow the Priestess's followers
context: Even so... right now, Tomoe scares me more.\You idiot. Why did you come out?\Now that you're out here,\I have to protect you.\Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.\So you're the rumored Earth Deity.\You look as incompetent as your reputation says.\Would you allow the Priestess's followers response:	the liberty of fixing that?
context: You idiot. Why did you come out?\Now that you're out here,\I have to protect you.\Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.\So you're the rumored Earth Deity.\You look as incompetent as your reputation says.\Would you allow the Priestess's followers\the liberty of fixing that? response:	I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.
context: Now that you're out here,\I have to protect you.\Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.\So you're the rumored Earth Deity.\You look as incompetent as your reputation says.\Would you allow the Priestess's followers\the liberty of fixing that?\I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her. response:	Don't blame me if you die!
context: I have to protect you.\Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.\So you're the rumored Earth Deity.\You look as incompetent as your reputation says.\Would you allow the Priestess's followers\the liberty of fixing that?\I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.\Don't blame me if you die! response:	I'll make you eat your words!
context: Unlike his words, Tomoe's hands had an aura of gentleness while they were wrapped around mine.\So you're the rumored Earth Deity.\You look as incompetent as your reputation says.\Would you allow the Priestess's followers\the liberty of fixing that?\I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.\Don't blame me if you die!\I'll make you eat your words! response:	W-What am I supposed to do?!
context: So you're the rumored Earth Deity.\You look as incompetent as your reputation says.\Would you allow the Priestess's followers\the liberty of fixing that?\I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.\Don't blame me if you die!\I'll make you eat your words!\W-What am I supposed to do?! response:	Now, how shall I prepare you for dinner?
context: You look as incompetent as your reputation says.\Would you allow the Priestess's followers\the liberty of fixing that?\I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.\Don't blame me if you die!\I'll make you eat your words!\W-What am I supposed to do?!\Now, how shall I prepare you for dinner? response:	Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!
context: Would you allow the Priestess's followers\the liberty of fixing that?\I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.\Don't blame me if you die!\I'll make you eat your words!\W-What am I supposed to do?!\Now, how shall I prepare you for dinner?\Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding! response:	Out of the way.
context: the liberty of fixing that?\I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.\Don't blame me if you die!\I'll make you eat your words!\W-What am I supposed to do?!\Now, how shall I prepare you for dinner?\Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!\Out of the way. response:	D-Die, you bastard!
context: I hate to spoil your fun, but I won't allow anyone to lay a finger on my master as long as I serve her.\Don't blame me if you die!\I'll make you eat your words!\W-What am I supposed to do?!\Now, how shall I prepare you for dinner?\Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!\Out of the way.\D-Die, you bastard! response:	I've got it. I'll grill you.
context: Don't blame me if you die!\I'll make you eat your words!\W-What am I supposed to do?!\Now, how shall I prepare you for dinner?\Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!\Out of the way.\D-Die, you bastard!\I've got it. I'll grill you. response:	What?
context: I'll make you eat your words!\W-What am I supposed to do?!\Now, how shall I prepare you for dinner?\Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!\Out of the way.\D-Die, you bastard!\I've got it. I'll grill you.\What? response:	Grill delicately over medium heat for five minutes.
context: W-What am I supposed to do?!\Now, how shall I prepare you for dinner?\Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!\Out of the way.\D-Die, you bastard!\I've got it. I'll grill you.\What?\Grill delicately over medium heat for five minutes. response:	Perfect for a grand breakfast.
context: Now, how shall I prepare you for dinner?\Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!\Out of the way.\D-Die, you bastard!\I've got it. I'll grill you.\What?\Grill delicately over medium heat for five minutes.\Perfect for a grand breakfast. response:	How does it feel to be a fish who's about to be grilled alive by a fox's fire?
context: Hey, everyone! Let's stop arguing and talk this through! I'm sure we can reach an understanding!\Out of the way.\D-Die, you bastard!\I've got it. I'll grill you.\What?\Grill delicately over medium heat for five minutes.\Perfect for a grand breakfast.\How does it feel to be a fish who's about to be grilled alive by a fox's fire? response:	Tomoe...
context: Out of the way.\D-Die, you bastard!\I've got it. I'll grill you.\What?\Grill delicately over medium heat for five minutes.\Perfect for a grand breakfast.\How does it feel to be a fish who's about to be grilled alive by a fox's fire?\Tomoe... response:	Let go of that fish!
context: D-Die, you bastard!\I've got it. I'll grill you.\What?\Grill delicately over medium heat for five minutes.\Perfect for a grand breakfast.\How does it feel to be a fish who's about to be grilled alive by a fox's fire?\Tomoe...\Let go of that fish! response:	You always take things too far!
