context: Complaint and Roar response:	yume kanaeru made chousen wa tsuzuku
context: Frankly, NATURAL is better than Tanto.\What?\You have that much confidence?\Yup.\Say, why don't you tell Ashirogi Muto that Akina Aiko's manuscript will be submitted to the same committee as theirs?\She's apparently been a rival of Takagi's since middle school.\What?!\A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?! response:	Are you for real?
context: What?\You have that much confidence?\Yup.\Say, why don't you tell Ashirogi Muto that Akina Aiko's manuscript will be submitted to the same committee as theirs?\She's apparently been a rival of Takagi's since middle school.\What?!\A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?!\Are you for real? response:	Th-That's Iwase, right?
context: You have that much confidence?\Yup.\Say, why don't you tell Ashirogi Muto that Akina Aiko's manuscript will be submitted to the same committee as theirs?\She's apparently been a rival of Takagi's since middle school.\What?!\A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?!\Are you for real?\Th-That's Iwase, right? response:	Yeah.
context: Yup.\Say, why don't you tell Ashirogi Muto that Akina Aiko's manuscript will be submitted to the same committee as theirs?\She's apparently been a rival of Takagi's since middle school.\What?!\A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?!\Are you for real?\Th-That's Iwase, right?\Yeah. response:	So it's true that she's been your rival since middle school.
context: Say, why don't you tell Ashirogi Muto that Akina Aiko's manuscript will be submitted to the same committee as theirs?\She's apparently been a rival of Takagi's since middle school.\What?!\A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?!\Are you for real?\Th-That's Iwase, right?\Yeah.\So it's true that she's been your rival since middle school. response:	She's more like someone I really don't want to lose to.
context: She's apparently been a rival of Takagi's since middle school.\What?!\A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?!\Are you for real?\Th-That's Iwase, right?\Yeah.\So it's true that she's been your rival since middle school.\She's more like someone I really don't want to lose to. response:	That's what you call a rival!
context: What?!\A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?!\Are you for real?\Th-That's Iwase, right?\Yeah.\So it's true that she's been your rival since middle school.\She's more like someone I really don't want to lose to.\That's what you call a rival! response:	Then I'm counting on you for the third chapter.
context: A storyboard made from Akina Aiko's manuscript will be submitted to the next serialization committee?!\Are you for real?\Th-That's Iwase, right?\Yeah.\So it's true that she's been your rival since middle school.\She's more like someone I really don't want to lose to.\That's what you call a rival!\Then I'm counting on you for the third chapter. response:	Iwase's already gotten to the serialization committee.
context: Are you for real?\Th-That's Iwase, right?\Yeah.\So it's true that she's been your rival since middle school.\She's more like someone I really don't want to lose to.\That's what you call a rival!\Then I'm counting on you for the third chapter.\Iwase's already gotten to the serialization committee. response:	And on top of that...
context: Th-That's Iwase, right?\Yeah.\So it's true that she's been your rival since middle school.\She's more like someone I really don't want to lose to.\That's what you call a rival!\Then I'm counting on you for the third chapter.\Iwase's already gotten to the serialization committee.\And on top of that... response:	What?
context: Yeah.\So it's true that she's been your rival since middle school.\She's more like someone I really don't want to lose to.\That's what you call a rival!\Then I'm counting on you for the third chapter.\Iwase's already gotten to the serialization committee.\And on top of that...\What? response:	Hattori's her editor.
context: So it's true that she's been your rival since middle school.\She's more like someone I really don't want to lose to.\That's what you call a rival!\Then I'm counting on you for the third chapter.\Iwase's already gotten to the serialization committee.\And on top of that...\What?\Hattori's her editor. response:	Which means that Hattori's acknowledged her talent, at the very least.
context: She's more like someone I really don't want to lose to.\That's what you call a rival!\Then I'm counting on you for the third chapter.\Iwase's already gotten to the serialization committee.\And on top of that...\What?\Hattori's her editor.\Which means that Hattori's acknowledged her talent, at the very least. response:	M-Maybe she knows that we're planning on getting married if you get serialized...
context: That's what you call a rival!\Then I'm counting on you for the third chapter.\Iwase's already gotten to the serialization committee.\And on top of that...\What?\Hattori's her editor.\Which means that Hattori's acknowledged her talent, at the very least.\M-Maybe she knows that we're planning on getting married if you get serialized... response:	Of course not.
context: Then I'm counting on you for the third chapter.\Iwase's already gotten to the serialization committee.\And on top of that...\What?\Hattori's her editor.\Which means that Hattori's acknowledged her talent, at the very least.\M-Maybe she knows that we're planning on getting married if you get serialized...\Of course not. response:	Maybe Aoki told her...
context: Iwase's already gotten to the serialization committee.\And on top of that...\What?\Hattori's her editor.\Which means that Hattori's acknowledged her talent, at the very least.\M-Maybe she knows that we're planning on getting married if you get serialized...\Of course not.\Maybe Aoki told her... response:	There's no way she would tell her that.
