context: My name is Yukimura Shouichirou. response:	And that's my little sister, Ruri.
context: Why are you acting like you've got nothing to do with this?\You're the most messed up one out of all of us, you otaku!\That seriously hurts!\Stop that...\Good grief, you guys!\Misa-chan...\It's been a while.\Yup, it sure has. response:	I can definitely relate to how much they piss you off, Aoi-chan.
context: You're the most messed up one out of all of us, you otaku!\That seriously hurts!\Stop that...\Good grief, you guys!\Misa-chan...\It's been a while.\Yup, it sure has.\I can definitely relate to how much they piss you off, Aoi-chan. response:	Unbelievable.
context: That seriously hurts!\Stop that...\Good grief, you guys!\Misa-chan...\It's been a while.\Yup, it sure has.\I can definitely relate to how much they piss you off, Aoi-chan.\Unbelievable. response:	We need to search for what you dropped before it gets dark.
context: Stop that...\Good grief, you guys!\Misa-chan...\It's been a while.\Yup, it sure has.\I can definitely relate to how much they piss you off, Aoi-chan.\Unbelievable.\We need to search for what you dropped before it gets dark. response:	4GB?
context: Good grief, you guys!\Misa-chan...\It's been a while.\Yup, it sure has.\I can definitely relate to how much they piss you off, Aoi-chan.\Unbelievable.\We need to search for what you dropped before it gets dark.\4GB? response:	I've never met guys like this.
context: Misa-chan...\It's been a while.\Yup, it sure has.\I can definitely relate to how much they piss you off, Aoi-chan.\Unbelievable.\We need to search for what you dropped before it gets dark.\4GB?\I've never met guys like this. response:	I'll let you guys be my slaves.
context: It's been a while.\Yup, it sure has.\I can definitely relate to how much they piss you off, Aoi-chan.\Unbelievable.\We need to search for what you dropped before it gets dark.\4GB?\I've never met guys like this.\I'll let you guys be my slaves. response:	Slaves?
context: Yup, it sure has.\I can definitely relate to how much they piss you off, Aoi-chan.\Unbelievable.\We need to search for what you dropped before it gets dark.\4GB?\I've never met guys like this.\I'll let you guys be my slaves.\Slaves? response:	No thank you.
context: I can definitely relate to how much they piss you off, Aoi-chan.\Unbelievable.\We need to search for what you dropped before it gets dark.\4GB?\I've never met guys like this.\I'll let you guys be my slaves.\Slaves?\No thank you. response:	Slaves, eh?
context: Unbelievable.\We need to search for what you dropped before it gets dark.\4GB?\I've never met guys like this.\I'll let you guys be my slaves.\Slaves?\No thank you.\Slaves, eh? response:	Sounds fun.
context: We need to search for what you dropped before it gets dark.\4GB?\I've never met guys like this.\I'll let you guys be my slaves.\Slaves?\No thank you.\Slaves, eh?\Sounds fun. response:	Feels dirty.
context: 4GB?\I've never met guys like this.\I'll let you guys be my slaves.\Slaves?\No thank you.\Slaves, eh?\Sounds fun.\Feels dirty. response:	I'm Yukimura Ruri.
context: I've never met guys like this.\I'll let you guys be my slaves.\Slaves?\No thank you.\Slaves, eh?\Sounds fun.\Feels dirty.\I'm Yukimura Ruri. response:	It's hard to meet princes like Takumi-sama.
context: I'll let you guys be my slaves.\Slaves?\No thank you.\Slaves, eh?\Sounds fun.\Feels dirty.\I'm Yukimura Ruri.\It's hard to meet princes like Takumi-sama. response:	I felt a little guilty, so I designed a princely outfit for your brother as well.
context: Slaves?\No thank you.\Slaves, eh?\Sounds fun.\Feels dirty.\I'm Yukimura Ruri.\It's hard to meet princes like Takumi-sama.\I felt a little guilty, so I designed a princely outfit for your brother as well. response:	What do you think, Ruri?
context: No thank you.\Slaves, eh?\Sounds fun.\Feels dirty.\I'm Yukimura Ruri.\It's hard to meet princes like Takumi-sama.\I felt a little guilty, so I designed a princely outfit for your brother as well.\What do you think, Ruri? response:	You look like a very weak prince.
context: Slaves, eh?\Sounds fun.\Feels dirty.\I'm Yukimura Ruri.\It's hard to meet princes like Takumi-sama.\I felt a little guilty, so I designed a princely outfit for your brother as well.\What do you think, Ruri?\You look like a very weak prince. response:	I ended up being lot weaker than I thought I was, too.
context: Sounds fun.\Feels dirty.\I'm Yukimura Ruri.\It's hard to meet princes like Takumi-sama.\I felt a little guilty, so I designed a princely outfit for your brother as well.\What do you think, Ruri?\You look like a very weak prince.\I ended up being lot weaker than I thought I was, too. response:	Wow, rice balls are harder to make than they look.
context: Feels dirty.\I'm Yukimura Ruri.\It's hard to meet princes like Takumi-sama.\I felt a little guilty, so I designed a princely outfit for your brother as well.\What do you think, Ruri?\You look like a very weak prince.\I ended up being lot weaker than I thought I was, too.\Wow, rice balls are harder to make than they look. response:	Prez. What are you making?
context: I'm Yukimura Ruri.\It's hard to meet princes like Takumi-sama.\I felt a little guilty, so I designed a princely outfit for your brother as well.\What do you think, Ruri?\You look like a very weak prince.\I ended up being lot weaker than I thought I was, too.\Wow, rice balls are harder to make than they look.\Prez. What are you making? response:	Don't look! It isn't something you need to see!
context: It's hard to meet princes like Takumi-sama.\I felt a little guilty, so I designed a princely outfit for your brother as well.\What do you think, Ruri?\You look like a very weak prince.\I ended up being lot weaker than I thought I was, too.\Wow, rice balls are harder to make than they look.\Prez. What are you making?\Don't look! It isn't something you need to see! response:	Misaki! A transfer student's coming!
context: I felt a little guilty, so I designed a princely outfit for your brother as well.\What do you think, Ruri?\You look like a very weak prince.\I ended up being lot weaker than I thought I was, too.\Wow, rice balls are harder to make than they look.\Prez. What are you making?\Don't look! It isn't something you need to see!\Misaki! A transfer student's coming! response:	Bread crusts incoming!
