context: Original Translation by Triad/ Softsub by Urusai response:	Sign: Rumors about Yano...
context: Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling, response:	I want to be smiling too.
context: Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too. response:	Yet... yet...
context: and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Yet... yet... response:	It seems like I'm the only one who will disappear.
context: The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Yet... yet...\It seems like I'm the only one who will disappear. response:	Oh, wind... please gently tell him
context: is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Yet... yet...\It seems like I'm the only one who will disappear.\Oh, wind... please gently tell him response:	of my feelings towards him.
context: If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Yet... yet...\It seems like I'm the only one who will disappear.\Oh, wind... please gently tell him\of my feelings towards him. response:	Episode 3 Preview...
context: with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Yet... yet...\It seems like I'm the only one who will disappear.\Oh, wind... please gently tell him\of my feelings towards him.\Episode 3 Preview... response:	They call that sort of thing being blind.
context: If you're smiling,\I want to be smiling too.\Yet... yet...\It seems like I'm the only one who will disappear.\Oh, wind... please gently tell him\of my feelings towards him.\Episode 3 Preview...\They call that sort of thing being blind. response:	You haven't really fallen in love with anyone before!
context: I want to be smiling too.\Yet... yet...\It seems like I'm the only one who will disappear.\Oh, wind... please gently tell him\of my feelings towards him.\Episode 3 Preview...\They call that sort of thing being blind.\You haven't really fallen in love with anyone before! response:	They call those sorts of people immature know-it-alls.
context: Yet... yet...\It seems like I'm the only one who will disappear.\Oh, wind... please gently tell him\of my feelings towards him.\Episode 3 Preview...\They call that sort of thing being blind.\You haven't really fallen in love with anyone before!\They call those sorts of people immature know-it-alls. response:	Hurry and really fall in love!
context: It seems like I'm the only one who will disappear.\Oh, wind... please gently tell him\of my feelings towards him.\Episode 3 Preview...\They call that sort of thing being blind.\You haven't really fallen in love with anyone before!\They call those sorts of people immature know-it-alls.\Hurry and really fall in love! response:	Yano!
context: Oh, wind... please gently tell him\of my feelings towards him.\Episode 3 Preview...\They call that sort of thing being blind.\You haven't really fallen in love with anyone before!\They call those sorts of people immature know-it-alls.\Hurry and really fall in love!\Yano! response:	Yano, there may not be anyone left who you really love...
context: of my feelings towards him.\Episode 3 Preview...\They call that sort of thing being blind.\You haven't really fallen in love with anyone before!\They call those sorts of people immature know-it-alls.\Hurry and really fall in love!\Yano!\Yano, there may not be anyone left who you really love... response:	I'm always watching you, so...
context: Episode 3 Preview...\They call that sort of thing being blind.\You haven't really fallen in love with anyone before!\They call those sorts of people immature know-it-alls.\Hurry and really fall in love!\Yano!\Yano, there may not be anyone left who you really love...\I'm always watching you, so... response:	I'm always watching over you, so...!
