context: Sosomme Tiextrira! response:	It's upside-down!
context: sou naite waratte tabete nete mo\Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries response:	kuyo kuyo shichaisou na toki demo
context: Through the tears and laughter, eating and sleeping\sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo response:	Thank you for staying by my side
context: sou naite waratte tabete nete mo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side response:	soba ni itekurete arigatou
context: And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou response:	Thank you for staying by my side
context: kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side response:	soba ni itekurete arigatou
context: And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou response:	Thank you for staying by my side
context: kuyo kuyo shichaisou na toki demo\And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side response:	soba ni itekurete arigatou
context: And all of the times we were beset by worries\kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou response:	See you tomorrow
context: kuyo kuyo shichaisou na toki demo\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\See you tomorrow response:	mata ashita ne
context: Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\See you tomorrow\mata ashita ne response:	See you tomorrow
context: soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\See you tomorrow\mata ashita ne\See you tomorrow response:	mata ashita ne
context: Thank you for staying by my side\soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\See you tomorrow\mata ashita ne\See you tomorrow\mata ashita ne response:	See you tomorrow
context: soba ni itekurete arigatou\Thank you for staying by my side\soba ni itekurete arigatou\See you tomorrow\mata ashita ne\See you tomorrow\mata ashita ne\See you tomorrow response:	mata ashita ne
